ticker,ICLK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-22,12.5
2017-12-26,10.4444
2017-12-27,-4.4266
2017-12-28,-0.8421
2017-12-29,-3.9278
2018-01-02,4.9724
2018-01-03,3.8947000000000003
2018-01-04,0.304
2018-01-05,-3.0303
2018-01-08,-1.0417
2018-01-09,-0.5263
2018-01-10,-0.9524
2018-01-11,-6.9444
2018-01-12,0.3444
2018-01-16,-8.4668
2018-01-17,1.375
2018-01-18,-9.0012
2018-01-19,-2.439
2018-01-22,0.4167
2018-01-23,-2.9046
2018-01-24,2.1368
2018-01-25,0.4184
2018-01-26,2.2222
2018-01-29,6.7935
2018-01-30,-0.6997
2018-01-31,0.0692
2018-02-01,-8.711500000000001
2018-02-02,-3.2258
2018-02-05,-9.8551
2018-02-06,3.8585000000000003
2018-02-07,-3.096
2018-02-08,-3.3546
2018-02-09,-14.0496
2018-02-12,7.6923
2018-02-13,1.7856999999999998
2018-02-14,7.3684
2018-02-15,1.1438
2018-02-16,-1.6155
2018-02-20,-1.4778
2018-02-21,4.5
2018-02-22,-3.0303
2018-02-23,0.0
2018-02-26,1.3125
2018-02-27,0.1656
2018-02-28,10.2107
2018-03-01,1.7647
2018-03-02,-2.5925000000000002
2018-03-05,-1.3441
2018-03-06,3.9098
2018-03-07,7.0912
2018-03-08,3.1081
2018-03-09,-0.7864
2018-03-12,4.3593
2018-03-13,1.6456
2018-03-14,3.3624
2018-03-15,1.5663
2018-03-16,-4.1518
2018-03-19,-3.4653
2018-03-20,6.7949
2018-03-21,-4.0816
2018-03-22,-0.3755
2018-03-23,-2.2613
2018-03-26,3.4704
2018-03-27,-4.9689
2018-03-28,-0.6536
2018-03-29,2.3684
2018-04-02,1.671
2018-04-03,-5.1833
2018-04-04,-1.0667
2018-04-05,-0.8086
2018-04-06,6.6576
2018-04-09,2.9299
2018-04-10,-2.104
2018-04-11,-4.5512
2018-04-12,0.3974
2018-04-13,0.0
2018-04-16,-1.7149999999999999
2018-04-17,0.8054
2018-04-18,2.9294000000000002
2018-04-19,0.5175
2018-04-20,-6.0489
2018-04-23,0.137
2018-04-24,1.7784
2018-04-25,1.4785
2018-04-26,-0.6623
2018-04-27,0.0
2018-04-30,7.8667
2018-05-01,-4.2027
2018-05-02,-0.3871
2018-05-03,1.1658
2018-05-04,-3.3291
2018-05-07,-0.2649
2018-05-08,-1.7264
2018-05-09,-1.0811
2018-05-10,-0.9563
2018-05-11,5.5172
2018-05-14,-1.3072
