ticker,ROTH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-17,0.0
2009-01-30,-20.0
2009-03-11,25.0
2009-03-16,0.0
2009-04-01,-7.5
2009-04-02,5.4054
2009-04-06,2.5641
2009-04-07,5.0
2009-04-20,0.0
2009-04-30,-4.7619
2009-05-01,0.0
2009-05-19,-7.5
2009-05-20,8.1081
2009-05-21,0.0
2009-06-01,2.5
2009-06-15,-2.439
2009-07-10,0.0
2009-07-16,2.5
2009-08-06,-2.439
2009-08-20,-7.5
2009-08-21,16.2162
2009-09-03,-6.9767
2009-09-17,-7.5
2009-09-23,16.2162
2009-09-25,-6.9767
2009-10-05,10.0
2009-10-09,-9.0909
2009-10-13,10.0
2009-10-14,-6.8182
2009-10-15,-2.439
2009-10-16,25.0
2009-10-20,0.0
2009-10-21,0.0
2009-10-22,2.0
2009-10-23,7.8431
2009-10-26,0.0
2009-10-27,7.2727
2009-10-28,1.6949
2009-10-29,0.0
2009-11-03,5.0
2009-11-04,3.1746
2009-11-05,0.0
2009-11-06,-4.6154
2009-11-09,0.0
2009-11-10,-8.0645
2009-11-11,5.2632
2009-11-12,-15.0
2009-11-13,15.6863
2009-11-17,5.0847
2009-11-18,4.8387
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,-6.1538
2009-11-30,-16.3934
2009-12-01,0.0
2009-12-04,19.6078
2009-12-07,-1.6393
2009-12-09,-16.6667
2009-12-11,10.0
2009-12-14,3.6364
2009-12-15,-12.2807
2009-12-16,-20.0
2009-12-18,0.0
2009-12-21,0.0
2009-12-22,-27.5
2009-12-23,0.0
2009-12-28,6.8966
2009-12-29,-19.3548
2009-12-30,0.0
2009-12-31,0.0
2010-01-05,0.0
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,-40.0
2010-01-14,-33.3333
2010-01-19,0.0
2010-01-20,10.0
2010-01-26,81.8182
2010-01-28,150.0
2010-01-29,-50.0
2010-02-01,-40.0
2010-02-04,66.6667
2010-02-05,0.0
2010-02-17,-20.0
2010-02-18,0.0
2010-02-19,25.0
2010-02-22,0.0
2010-03-01,-20.0
2010-03-04,-20.0
2010-03-08,0.0
2010-03-12,0.0
2010-03-22,0.0
2010-03-25,0.0
2010-03-31,-12.5
2010-04-08,78.5714
2010-04-09,0.0
2010-04-12,-20.0
2010-04-13,25.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,-20.0
2010-04-20,22.5
2010-04-21,-38.7755
2010-04-23,66.6667
