ticker,ASDN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-13,5.2632
2009-07-14,0.0
2009-07-15,3.1818
2009-07-16,-0.4405
2009-07-17,-0.885
2009-07-20,1.3393
2009-07-21,-0.4405
2009-07-22,0.885
2009-07-23,2.6316
2009-07-24,0.0
2009-07-27,-0.8547
2009-07-28,-0.8621
2009-07-29,2.6087
2009-07-30,0.8475
2009-07-31,0.0
2009-08-03,0.4202
2009-08-05,-1.2551999999999999
2009-08-06,0.8475
2009-08-10,2.9412000000000003
2009-08-11,0.4082
2009-08-12,0.813
2009-08-13,0.0
2009-08-14,-0.8065
2009-08-17,5.6911000000000005
2009-08-18,4.6154
2009-08-19,8.0882
2009-08-20,-12.9252
2009-08-21,-8.5938
2009-08-24,0.8547
2009-08-25,0.0
2009-08-26,-1.6949
2009-08-27,2.4138
2009-08-28,0.1684
2009-08-31,-4.2017
2009-09-01,-10.526299999999999
2009-09-02,-26.4706
2009-09-03,-21.3333
2009-09-04,-3.3898
2009-09-08,-7.0175
2009-09-10,13.2075
2009-09-11,21.6667
2009-09-14,61.6438
2009-09-16,-14.4068
2009-09-17,0.0
2009-09-22,-1.9802
2009-10-01,-31.3131
2009-10-02,0.0
2009-10-05,1.4706000000000001
2009-10-06,-21.7391
2009-10-07,25.9259
2009-10-08,10.2941
2009-10-09,6.6667
2009-10-16,-12.5
2009-10-23,0.0
2009-10-29,-28.5714
2009-11-02,0.0
2009-11-03,12.0
2009-11-04,16.0714
2009-11-05,7.6923
2009-11-06,49.2857
2009-11-09,5.2632
2009-11-10,1.8182
2009-11-11,7.1429
2009-11-12,0.0
2009-11-13,-17.5
2009-11-16,-22.2222
2009-11-17,-1.2987
2009-11-18,1.3158
2009-11-19,2.5974
2009-11-20,3.7975
2009-11-23,-14.6341
2009-11-24,35.7143
2009-11-25,-5.2632
2009-11-27,0.0
2009-11-30,-17.7778
2009-12-01,-21.6216
2009-12-02,20.6897
2009-12-03,-14.2857
2009-12-04,16.6667
2009-12-07,0.0
2009-12-08,-12.857099999999999
2009-12-09,14.7541
2009-12-10,-14.2857
2009-12-11,-2.5
2009-12-14,-17.9487
2009-12-15,-6.25
2009-12-16,-20.0
2009-12-17,33.3333
2009-12-18,-12.5
2009-12-21,-3.5714
2009-12-22,-3.7037
2009-12-23,3.8462
2009-12-24,-3.7037
2009-12-28,0.0
2009-12-29,-15.3846
2009-12-30,-9.0909
2009-12-31,19.0
2010-01-04,-15.9664
2010-01-05,0.0
