ticker,NATI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.6536
2000-01-04,-1.4803
2000-01-05,-3.5058
2000-01-06,-3.1142
2000-01-07,-0.1786
2000-01-10,2.5045
2000-01-11,1.5707
2000-01-12,0.6873
2000-01-13,5.1195
2000-01-14,-1.461
2000-01-18,-0.4942
2000-01-19,0.9934
2000-01-20,5.7377
2000-01-21,0.6202
2000-01-24,0.8475
2000-01-25,-4.0489
2000-01-26,6.2102
2000-01-27,-7.946
2000-01-28,3.5831
2000-01-31,-4.2453
2000-02-01,-1.4778
2000-02-02,-1.4167
2000-02-03,1.9442
2000-02-04,-1.1609
2000-02-07,0.6711
2000-02-08,3.3333
2000-02-09,-0.6452
2000-02-10,-0.6494
2000-02-11,1.3072
2000-02-14,-2.2580999999999998
2000-02-15,-5.2805
2000-02-16,4.5296
2000-02-17,1.0
2000-02-18,-1.1551
2000-02-22,1.6694
2000-02-23,0.6568
2000-02-24,2.447
2000-02-25,2.8662
2000-02-28,4.1796
2000-02-29,6.7608
2000-03-01,3.6882
2000-03-02,-6.0403
2000-03-03,-1.7143000000000002
2000-03-06,-4.5058
2000-03-07,5.175
2000-03-08,4.0521
2000-03-09,5.8414
2000-03-10,-1.8397000000000001
2000-03-13,-1.4726
2000-03-14,7.0652
2000-03-15,-14.2132
2000-03-16,11.8343
2000-03-17,3.2407
2000-03-20,-3.9078
2000-03-21,2.6667
2000-03-22,-2.2078
2000-03-23,3.8513
2000-03-24,0.2558
2000-03-27,1.2755
2000-03-28,-0.2519
2000-03-29,1.3889
2000-03-30,-5.2304
2000-03-31,-1.3141
2000-04-03,4.9268
2000-04-04,1.5228000000000002
2000-04-05,-1.125
2000-04-06,9.7345
2000-04-07,4.6083
2000-04-10,-12.1145
2000-04-11,-1.7544
2000-04-12,1.9133
2000-04-13,-0.1252
2000-04-14,-7.6441
2000-04-17,4.3419
2000-04-18,7.2822
2000-04-19,-4.9697
2000-04-20,2.0408
2000-04-24,-16.0
2000-04-25,0.1488
2000-04-26,0.8915
2000-04-27,10.6038
2000-04-28,3.8615
2000-05-01,1.4102999999999999
2000-05-02,-3.1606
2000-05-03,-6.0052
2000-05-04,-1.3889
2000-05-05,1.9718
2000-05-08,-8.2873
2000-05-09,-1.2048
2000-05-10,-6.0976
2000-05-11,4.586
2000-05-12,-0.3492
2000-05-15,1.8692
2000-05-16,7.4159
2000-05-17,-3.2028
2000-05-18,-11.0662
2000-05-19,0.5788
2000-05-22,0.2877
