ticker,CYBA US Equity
2003-06-10,-1.0
2003-06-13,1.0101
2003-06-16,-1.0
2003-06-24,0.0
2003-06-26,1.0101
2003-07-09,0.0
2003-07-14,-0.4
2003-07-16,2.4096
2003-07-24,5.8824
2003-07-25,0.0
2003-07-29,3.7037
2003-08-07,-3.75
2003-08-08,2.0408
2003-08-11,1.8182
2003-08-12,-3.5714
2003-08-13,0.0
2003-08-19,3.7037
2003-09-10,7.1429
2003-10-02,-5.8333
2003-10-15,4.4248
2003-11-04,-1.6949
2003-11-26,6.8966
2003-12-01,-2.4194
2003-12-02,2.4793
2003-12-08,0.7661
2003-12-09,-0.8403
2003-12-11,-3.3898
2003-12-12,-0.8772
2003-12-17,0.0
2003-12-18,2.6549
2003-12-23,3.4483
2003-12-30,-5.5
2003-12-31,5.8201
2004-01-05,6.6667
2004-01-09,1.5625
2004-01-12,4.6154
2004-01-13,-0.0294
2004-01-22,-4.3836
2004-01-23,-1.5385
2004-01-28,1.5625
2004-01-29,-1.5385
2004-02-02,9.375
2004-02-03,-5.7143
2004-02-10,6.0606
2004-02-11,0.0
2004-02-13,5.7143
2004-02-17,0.0
2004-02-20,-7.4324
2004-02-24,2.1898
2004-02-26,1.4285999999999999
2004-02-27,-2.7887
2004-03-04,7.2153
2004-03-11,-6.7568
2004-03-24,2.8986
2004-03-30,-2.8169
2004-03-31,6.6667
2004-04-01,5.9783
2004-04-02,0.0
2004-04-05,-1.2821
2004-04-06,3.2468
2004-04-07,0.0
2004-04-08,0.6289
2004-04-12,4.975
2004-04-13,9.549900000000001
2004-04-14,4.3478
2004-04-15,1.0417
2004-04-16,-5.1546
2004-04-21,6.5217
2004-04-22,1.0204
2004-04-23,-1.0101
2004-04-26,3.0612
2004-04-28,-0.9901
2004-04-29,3.5
2004-04-30,-2.4154999999999998
2004-05-03,-0.7921
2004-05-05,1.7964
2004-05-10,0.9804
2004-05-11,0.9709
2004-05-12,0.0
2004-05-13,0.0
2004-05-14,3.8462
2004-05-17,4.6296
2004-05-18,0.0
2004-05-19,2.6549
2004-05-20,1.7241
2004-05-21,1.6949
2004-05-24,0.8333
2004-05-25,2.4793
2004-05-27,8.0645
2004-05-28,10.4478
2004-06-01,2.7027
2004-06-02,-1.3158
2004-06-03,-1.3333
2004-06-04,2.027
2004-06-07,-1.9868000000000001
2004-06-09,-2.7027
2004-06-14,-6.9444
2004-06-15,-10.4478
2004-06-16,6.6667
2004-06-17,0.0
2004-06-18,-3.125
2004-06-21,-2.4194
2004-06-22,4.1322
2004-06-23,0.0
2004-06-24,-4.7619
2004-06-28,1.6667
2004-06-29,0.0
2004-06-30,-4.0984
2004-07-01,-0.7863
2004-07-07,-0.0689
2004-07-09,0.3448
2004-07-12,-2.7491
2004-07-21,-1.0601
2004-07-22,-3.5714
2004-07-23,-3.7037
2004-07-26,12.5
2004-07-28,-2.5641
2004-08-12,1.7544
2004-08-13,-4.3103
2004-08-16,-4.5045
2004-08-24,-1.8868
2004-08-25,0.0
2004-08-27,4.8077
2004-09-02,2.7523
2004-09-03,-3.5714
2004-09-10,3.7037
2004-09-15,0.0
2004-09-16,5.3571
2004-09-17,0.0
2004-09-23,-1.6949
2004-09-27,3.4483
2004-09-29,1.6667
2004-10-01,-3.2787
2004-10-04,-3.3898
2004-10-05,0.0
2004-10-08,-5.2632
2004-10-12,-0.9259
2004-10-14,3.7382999999999997
2004-10-15,4.5045
2004-10-18,0.0
2004-10-19,-2.5862
2004-10-22,0.0
2004-10-26,2.6549
2004-10-28,0.0
2004-11-01,6.8966
2004-11-02,-1.6129
2004-11-03,-0.3279
2004-11-04,-1.3158
2004-11-05,-0.3333
2004-11-08,0.0
2004-11-09,-3.01
2004-11-10,3.1034
2004-11-16,0.3344
2004-11-18,-3.3333
2004-11-23,-1.7241
2004-11-24,3.5088
2004-11-30,-5.0847
2004-12-01,0.8929
2004-12-02,-0.531
2004-12-03,1.4235
2004-12-06,12.2807
2004-12-07,-3.125
2004-12-09,12.9032
2004-12-10,5.7143
2004-12-13,-5.4054
2004-12-15,-8.5714
2004-12-16,6.25
2004-12-17,-5.8824
2004-12-20,6.25
2004-12-22,-2.2059
2004-12-23,-3.7594
2004-12-27,0.0
2004-12-29,0.0
2004-12-30,-0.7813
2005-01-03,0.4724
2005-01-05,0.3135
2005-01-06,1.5625
2005-01-07,-2.7692
2005-01-11,0.0
2005-01-14,-1.8987
2005-01-18,1.6129
2005-01-24,0.0
2005-01-27,-2.3810000000000002
2005-01-31,-0.1626
2005-02-01,-2.2801
2005-02-03,0.8333
2005-02-04,0.8264
2005-02-08,-0.4918
2005-02-09,0.4942
2005-02-10,0.0
2005-02-11,0.6557
2005-02-14,-0.6515
2005-02-15,-0.4918
2005-02-17,0.4942
2005-02-18,-1.6393
2005-02-22,-0.8333
2005-02-23,0.8403
2005-02-25,-2.5
2005-03-02,4.2735
2005-03-03,0.0
2005-03-04,0.0
2005-03-08,-1.6393
2005-03-10,0.0
2005-03-16,1.6667
2005-03-17,0.0
2005-03-22,-1.9672
2005-03-24,-1.3378
2005-03-28,1.6949
2005-03-30,-0.1667
2005-04-01,-0.1669
2005-04-06,-0.8361
2005-04-08,-5.5987
2005-04-11,0.0357
2005-04-13,2.6786
2005-04-18,-0.1739
2005-04-20,0.1742
2005-04-21,0.8696
2005-04-22,1.7241
2005-04-25,-3.7288
2005-04-26,3.8731999999999998
2005-04-27,0.0
2005-04-28,0.0
2005-04-29,0.0
2005-05-02,-1.6949
2005-05-03,0.0
2005-05-04,5.0
2005-05-05,-5.1724
2005-05-06,1.8182
2005-05-10,0.0
2005-05-12,-0.8929
2005-05-13,0.9009
2005-05-16,-1.7856999999999998
2005-05-17,-0.9091
2005-05-24,-0.9174
2005-05-26,0.0
2005-05-27,0.1852
2005-05-31,0.0
2005-06-01,-2.0333
2005-06-02,0.0
2005-06-03,1.8868
2005-06-06,-3.7037
2005-06-07,0.0
2005-06-08,2.8846
2005-06-09,-2.8037
2005-06-13,-1.5
2005-06-14,-0.039
2005-06-15,-0.3906
2005-06-16,0.0
2005-06-17,-0.9804
2005-06-20,0.7921
2005-06-21,-0.7859
2005-06-23,-2.9703
2005-06-28,3.0612
2005-06-29,-1.9802
2005-07-01,4.0404
2005-07-05,0.9709
2005-07-08,-0.9615
2005-07-11,-0.9709
2005-07-13,0.0
2005-07-14,-1.5686
2005-07-19,1.5936
2005-07-20,1.7647
2005-07-21,0.1927
2005-07-22,1.9231
2005-07-25,-1.8868
2005-07-26,0.9615
2005-07-27,-3.7333
2005-07-28,2.8888
2005-07-29,-2.8077
2005-08-01,0.9102
2005-08-02,-0.7843
2005-08-03,2.0553
2005-08-04,3.6019
2005-08-05,0.0
2005-08-08,0.0
2005-08-09,0.9346
2005-08-10,0.0
2005-08-11,0.0
2005-08-15,-2.7778
2005-08-17,2.6667
2005-08-18,0.0
2005-08-19,-1.6698
2005-08-22,-1.8868
2005-08-23,0.0
2005-08-26,-0.9615
2005-08-30,-0.7767
2005-08-31,4.6967
2005-09-01,0.0
2005-09-06,-2.8037
2005-09-07,0.0
2005-09-08,0.0
2005-09-09,0.0
2005-09-12,0.0
2005-09-13,-0.1923
2005-09-14,0.1927
2005-09-20,-2.8846
2005-09-27,0.0
2005-09-28,0.0
2005-09-29,0.0
2005-09-30,0.9901
2005-10-05,0.0
2005-10-06,1.9607999999999999
2005-10-12,-3.4615
2005-10-13,-0.3984
2005-10-14,-2.0
2005-10-17,-1.0204
2005-10-18,-1.0309
2005-10-19,0.0
2005-10-20,2.0833
2005-10-21,5.102
2005-10-25,-4.0777
2005-10-27,1.2146
2005-11-01,-1.0
2005-11-02,-2.8283
2005-11-03,1.8711
2005-11-04,0.0
2005-11-07,-1.0204
2005-11-08,0.0
2005-11-09,0.0
2005-11-11,-1.0309
2005-11-14,7.2917
2005-11-16,5.8252
2005-11-17,-2.7523
2005-11-21,1.8868
2005-11-22,-3.1481
2005-11-23,-1.262
2005-11-25,-2.5949
2005-11-28,1.3917
2005-11-29,0.0
2005-11-30,-0.9804
2005-12-01,0.0
2005-12-02,-0.9901
2005-12-05,0.8
2005-12-06,0.0
2005-12-07,0.0
2005-12-08,5.2083
2005-12-09,-2.9703
2005-12-12,2.8571
2005-12-13,4.2063
2005-12-14,-4.7982
2005-12-15,0.0
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,0.0
2005-12-21,0.4
2005-12-27,-0.3984
2005-12-30,0.0
2006-01-03,2.0
2006-01-04,0.0
2006-01-05,0.0
2006-01-06,0.0
2006-01-11,0.0
2006-01-13,0.9804
2006-01-17,-0.9709
2006-01-18,0.0
2006-01-19,0.0
2006-01-20,0.9804
2006-01-23,0.0
2006-01-24,-0.9709
2006-01-25,0.9804
2006-01-26,0.9709
2006-01-27,6.7308
2006-01-31,0.9009
2006-02-01,0.0
2006-02-02,-5.3571
2006-02-03,3.7736
2006-02-06,0.0
2006-02-07,-2.7273
2006-02-09,-0.9346
2006-02-13,4.5283
2006-02-16,0.1805
2006-02-21,0.0
2006-02-28,-5.9459
2006-03-03,3.41
2006-03-08,0.0371
2006-03-09,0.0
2006-03-13,1.8519
2006-03-14,0.0
2006-03-15,0.9091
2006-03-16,0.9009
2006-03-20,1.7856999999999998
2006-03-21,0.0
2006-03-22,1.7544
2006-03-23,0.0
2006-03-27,3.4483
2006-03-28,0.0
2006-03-29,-0.1667
2006-03-30,-1.1686
2006-03-31,-2.027
2006-04-03,0.0
2006-04-13,5.1724
2006-04-17,2.459
2006-04-18,0.8
2006-04-21,0.0
2006-04-24,0.0
2006-04-25,-0.7937
2006-05-01,-1.6
2006-05-04,0.0
2006-05-08,-5.0407
2006-05-09,1.0274
2006-05-10,0.0
2006-05-11,-1.1864
2006-05-12,0.3431
2006-05-15,0.0
2006-05-19,-0.5128
2006-05-22,-0.3436
2006-05-24,-3.2759
2006-05-25,1.6042999999999998
2006-06-02,0.8772
2006-06-05,-0.1739
2006-06-08,-2.439
2006-06-12,-0.8929
2006-06-13,-6.1261
2006-06-14,-0.1919
2006-06-15,0.0
2006-06-19,0.0
2006-06-20,0.9615
2006-06-21,-0.9524
2006-06-22,0.0
2006-06-27,0.0
2006-06-28,0.0385
2006-06-29,3.4218
2006-07-11,0.0
2006-07-13,1.3011
2006-07-14,-1.8349
2006-07-24,-2.243
2006-07-25,0.3824
2006-07-26,0.0
2006-07-28,-0.7619
2006-07-31,1.7274
2006-08-01,-1.6981000000000002
2006-08-03,1.7274
2006-08-04,1.8868
2006-08-07,-0.9259
2006-08-09,-0.9346
2006-08-10,0.0
2006-08-11,-0.9434
2006-08-14,0.0
2006-08-15,-0.9524
2006-08-16,0.0
2006-08-18,-0.7692
2006-08-22,0.0
2006-08-24,-1.1628
2006-08-28,0.0
2006-08-30,-1.9607999999999999
2006-08-31,1.0
2006-09-01,0.0
2006-09-07,-0.5149
2006-09-08,-0.4777
2006-09-11,1.0
2006-09-12,-0.9901
2006-09-13,0.0
2006-09-14,-0.2
2006-09-19,0.0
2006-09-20,1.2024
2006-09-22,-0.9901
2006-09-25,-3.0
2006-09-26,3.0928
2006-09-27,0.0
2006-09-29,0.0
2006-10-02,0.2
2006-10-05,0.3992
2006-10-06,-0.3976
2006-10-12,0.1996
2006-10-18,0.1992
2006-10-20,0.0
2006-10-23,2.5845000000000002
2006-10-25,-2.1318
2006-10-26,1.9802
2006-10-27,12.6214
2006-10-30,-8.6207
2006-10-31,7.5472
2006-11-01,-1.7544
2006-11-02,-2.5
2006-11-06,0.0
2006-11-07,0.0
2006-11-08,1.6484
2006-11-10,0.0
2006-11-13,-1.4414
2006-11-15,0.0
2006-11-16,-0.1828
2006-11-17,-2.7473
2006-11-20,0.0
2006-11-24,0.0
2006-11-29,3.0132
2006-11-30,3.8391
2006-12-01,2.1127
2006-12-04,0.0
2006-12-05,-0.8621
2006-12-06,1.3477999999999999
2006-12-07,4.5045
2006-12-08,1.7241
2006-12-11,1.6949
2006-12-12,-4.1667
2006-12-13,0.0
2006-12-14,1.7391
2006-12-15,-1.7094
2006-12-18,0.0
2006-12-19,-0.6957
2006-12-20,0.0
2006-12-21,0.0
2006-12-22,0.7005
2006-12-26,-0.6957
2006-12-27,0.7005
2006-12-28,-0.1739
2006-12-29,0.1742
2007-01-03,-0.6957
2007-01-04,0.0
2007-01-05,-0.1751
2007-01-08,0.3509
2007-01-09,0.5245
2007-01-11,4.0
2007-01-12,0.0
2007-01-16,-3.01
2007-01-17,-1.2069
2007-01-18,-0.349
2007-01-19,-0.1751
2007-01-22,-0.7018
2007-01-23,1.2367
2007-01-25,-0.1745
2007-01-26,-2.0979
2007-01-30,-0.8929
2007-01-31,3.2432
2007-02-01,0.8726
2007-02-05,-1.3841
2007-02-07,-2.4561
2007-02-08,0.1799
2007-02-13,-0.3591
2007-02-20,1.8018
2007-02-23,-0.885
2007-02-26,-0.8929
2007-02-28,-1.8018
2007-03-01,0.0
2007-03-02,0.1835
2007-03-05,-1.0989
2007-03-06,0.0
2007-03-08,0.0
2007-03-09,-0.9259
2007-03-13,-2.8037
2007-03-14,-3.2692
2007-03-15,-0.1988
2007-03-16,0.0
2007-03-19,0.3984
2007-03-20,1.1905000000000001
2007-03-22,-0.9804
2007-03-23,2.9703
2007-03-26,-3.2692
2007-03-28,2.3857
2007-03-29,0.1942
2007-04-02,-2.1318
2007-04-03,0.0
2007-04-09,0.9901
2007-04-10,1.9607999999999999
2007-04-11,-3.6538
2007-04-12,0.3992
2007-04-13,0.0
2007-04-18,4.3738
2007-04-20,0.0
2007-04-23,-1.3333
2007-04-26,0.3861
2007-04-27,-0.9615
2007-04-30,-1.5534
2007-05-01,-0.3945
2007-05-02,0.9901
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,2.7451
2007-05-09,-2.6718
2007-05-10,-0.3922
2007-05-11,5.315
2007-05-14,-2.8037
2007-05-16,-1.5385
2007-05-17,-1.1719
2007-05-21,0.7905
2007-05-22,-1.1764999999999999
2007-05-23,0.3968
2007-05-25,0.0
2007-05-30,0.0
2007-05-31,0.7905
2007-06-04,-0.1961
2007-06-05,0.0
2007-06-06,0.1965
2007-06-07,0.0
2007-06-11,-0.9804
2007-06-12,-0.5941
2007-06-14,-0.3984
2007-06-15,-1.6
2007-06-18,1.626
2007-06-25,-3.8
2007-06-26,1.8711
2007-06-27,-2.0408
2007-06-28,-1.875
2007-06-29,1.9108
2007-07-02,-1.875
2007-07-03,6.1571
2007-07-05,0.0
2007-07-06,0.0
2007-07-09,-5.5600000000000005
2007-07-10,0.0
2007-07-11,1.6518000000000002
2007-07-12,5.2083
2007-07-13,-4.5545
2007-07-16,-0.4149
2007-07-18,4.1667
2007-07-19,0.0
2007-07-25,-4.0
2007-07-26,0.0
2007-07-27,0.0
2007-07-31,-1.0417
2007-08-01,1.0526
2007-08-03,0.0
2007-08-06,2.0833
2007-08-09,-4.0816
2007-08-13,-3.1915
2007-08-15,-3.2967
2007-08-16,2.2727
2007-08-17,2.2222
2007-08-24,-4.3478
2007-08-27,-2.2727
2007-08-28,-1.6279
2007-08-31,0.0
2007-09-04,4.0189
2007-09-05,-3.4091
2007-09-06,0.0
2007-09-07,-1.1764999999999999
2007-09-10,-10.7143
2007-09-11,1.8667
2007-09-12,-4.9738
2007-09-13,6.3361
2007-09-14,0.2591
2007-09-18,0.0
2007-09-19,2.0672
2007-09-20,3.7975
2007-09-21,-1.7073
2007-09-24,-0.4963
2007-09-25,-0.2494
2007-09-28,1.0
2007-10-01,-3.4653
2007-10-02,0.5128
2007-10-03,4.8469
2007-10-04,-2.1898
2007-10-05,-1.4925
2007-10-09,-2.2727
2007-10-10,3.3592
2007-10-11,0.0
2007-10-12,0.75
2007-10-15,-0.7444
2007-10-16,-2.3
2007-10-17,0.5629
2007-10-18,-3.3079
2007-10-22,-2.6316
2007-10-23,4.5946
2007-10-24,-1.5504
2007-10-26,-2.8871
2007-10-29,-2.1622
2007-10-30,2.7624
2007-10-31,0.0
2007-11-01,7.5269
2007-11-02,6.75
2007-11-06,-5.1522
2007-11-08,2.4691
2007-11-09,-4.8193
2007-11-12,1.2658
2007-11-13,-1.25
2007-11-14,0.0
2007-11-19,-1.2658
2007-11-21,-5.1282
2007-11-26,0.0
2007-11-27,2.7027
2007-11-28,-0.2632
2007-11-30,-10.0264
2007-12-03,5.5718
2007-12-04,-4.1667
2007-12-05,4.3478
2007-12-06,-2.7778
2007-12-07,8.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,6.9444
2007-12-13,-1.2987
2007-12-17,-5.2632
2007-12-18,0.0
2007-12-21,-1.3889
2007-12-26,-4.2254
2007-12-27,-2.9412000000000003
2007-12-28,-0.303
2007-12-31,-0.304
2008-01-03,-2.439
2008-01-07,-3.125
2008-01-08,2.9032
2008-01-09,1.8809
2008-01-11,-4.6154
2008-01-14,3.2258
2008-01-22,0.0
2008-01-30,6.25
2008-01-31,-7.9412
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,0.3195
2008-02-06,-0.1274
2008-02-07,-2.7423
2008-02-08,11.4754
2008-02-12,0.0
2008-02-13,2.9412000000000003
2008-02-15,8.5714
2008-02-21,-0.0526
2008-02-22,0.0527
2008-02-29,-5.5263
2008-03-03,-2.507
2008-03-05,0.0
2008-03-06,-8.5714
2008-03-10,3.125
2008-03-12,3.0303
2008-03-17,-11.4706
2008-03-19,10.6312
2008-03-24,0.0
2008-03-25,0.6006
2008-03-27,-1.4925
2008-03-28,-0.9091
2008-03-31,-2.1407
2008-04-01,-6.25
2008-04-02,-1.0
2008-04-08,0.6734
2008-04-09,0.3344
2008-04-14,0.0
2008-04-18,0.0
2008-04-24,-1.6667
2008-04-25,-3.3898
2008-04-29,-5.2632
2008-04-30,0.0
2008-05-01,3.7037
2008-05-02,0.0
2008-05-06,0.7143
2008-05-08,1.7730000000000001
2008-05-09,2.7875
2008-05-12,0.339
2008-05-13,-2.027
2008-05-14,1.7241
2008-05-15,0.0
2008-05-20,-4.7458
2008-05-21,1.4235
2008-05-22,0.0702
2008-05-23,0.0
2008-05-27,-0.0701
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,-5.2632
2008-06-03,-7.037
2008-06-04,-0.3984
2008-06-05,-6.0
2008-06-06,4.2553
2008-06-10,1.2245
2008-06-11,8.871
2008-06-12,-1.8519
2008-06-13,-3.7736
2008-06-16,-2.7451
2008-06-19,-3.2258
2008-06-20,-6.25
2008-06-24,6.6667
2008-06-25,-6.25
2008-06-30,0.0
2008-07-01,-1.3333
2008-07-08,-5.4054
2008-07-09,3.8095
2008-07-10,1.8349
2008-07-11,-0.9009
2008-07-15,-6.8182
2008-07-16,2.439
2008-07-18,4.7619
2008-07-22,2.2727
2008-07-23,0.0
2008-07-25,-0.8889
2008-07-28,3.1390000000000002
2008-07-29,-6.5217
2008-08-01,9.3023
2008-08-04,-9.7872
2008-08-05,0.9434
2008-08-06,-6.5421
2008-08-07,0.0
2008-08-11,0.0
2008-08-21,2.5
2008-08-22,2.439
2008-08-25,-4.7619
2008-08-27,-10.0
2008-09-02,8.3333
2008-09-08,2.5641
2008-09-10,-2.5
2008-09-16,7.6923
2008-09-17,0.0
2008-09-22,0.0
2008-09-23,-4.6667
2008-09-24,-8.5914
2008-09-26,14.7541
2008-09-29,-18.0952
2008-09-30,3.4884
2008-10-06,-8.9888
2008-10-07,-10.4938
2008-10-08,3.4483
2008-10-09,-5.3333
2008-10-13,12.6761
2008-10-14,31.25
2008-10-16,-0.4762
2008-10-17,-4.3062000000000005
2008-10-20,0.0
2008-10-21,0.0
2008-10-22,-7.5
2008-10-23,0.0
2008-10-24,2.7027
2008-10-29,7.8947
2008-11-03,-2.439
2008-11-04,0.0
2008-11-06,4.5
2008-11-11,-6.6986
2008-11-12,-7.1795
2008-11-14,7.7348
2008-11-18,7.1795
2008-11-19,-6.6986
2008-11-25,0.0
2008-11-28,0.0
2008-12-01,-17.9487
2008-12-02,-0.25
2008-12-03,-9.1479
2008-12-08,0.0
2008-12-09,0.0
2008-12-10,-24.1379
2008-12-11,9.0909
2008-12-12,-8.3333
2008-12-17,4.5455
2008-12-18,-21.7391
2008-12-19,5.5556
2008-12-22,-16.8421
2008-12-23,1.2658
2008-12-24,12.5
2008-12-26,0.2222
2008-12-29,1.9956
2008-12-31,-2.1739
2009-01-02,1.1111
2009-01-05,9.8901
2009-01-12,-4.0
2009-01-13,4.1667
2009-01-14,-10.0
2009-01-15,-15.5556
2009-01-21,-2.6316
2009-01-22,-5.4054
2009-02-12,37.1429
2009-02-13,-21.875
2009-02-18,113.3333
2009-02-19,-55.0
2009-02-20,-1.3889
2009-02-23,-9.8592
2009-03-02,181.25
2009-03-03,-55.5556
2009-03-10,0.25
2009-03-17,49.3766
2009-03-18,0.0
2009-04-01,-33.222
2009-04-02,6.25
2009-04-13,1.1764999999999999
2009-04-17,-5.814
2009-04-22,1.2346
2009-04-29,-2.439
2009-04-30,-1.25
2009-05-08,-11.3924
2009-05-12,8.5714
2009-05-14,31.5789
2009-05-18,-16.0
2009-05-19,19.0476
2009-05-27,-16.0
2009-05-28,19.0476
2009-06-01,0.0
2009-06-02,-20.0
2009-06-04,25.0
2009-06-16,0.0
2009-06-23,-19.0
2009-07-01,11.1111
2009-07-06,-5.5556
2009-07-15,-4.7059
2009-07-16,0.0
2009-07-27,4.9383
2009-07-28,0.0
2009-07-29,-4.7059
2009-08-06,4.9383
2009-08-13,-4.7059
2009-08-18,0.0
2009-08-19,4.9383
2009-08-20,-11.7647
2009-08-21,2.6667
2009-08-24,-6.4935
2009-08-25,0.0
2009-08-26,9.7222
2009-08-27,-10.1266
2009-08-28,15.493
2009-09-03,-20.4878
2009-09-14,-4.908
2009-09-15,9.6774
2009-09-18,-8.8235
2009-09-22,-2.9032
2009-09-25,0.0
2009-09-28,-6.9767
2009-09-29,0.0
2009-09-30,7.1429
2009-10-05,11.6667
2009-10-06,0.0
2009-10-07,0.0
2009-10-09,-19.403
2009-10-14,0.0
2009-10-21,0.0
2009-10-27,12.963
2009-11-02,-11.4754
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-10,-53.7037
2009-11-11,20.0
2009-11-16,16.6667
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,2.8571
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,2.7778
2009-11-25,2.7027
2009-11-27,5.2632
2009-11-30,0.0
2009-12-02,-5.0
2009-12-03,5.2632
2009-12-07,0.0
2009-12-15,35.0
2009-12-16,0.0
2009-12-17,-22.2222
2009-12-18,7.1429
2009-12-21,11.1111
2009-12-22,0.0
2009-12-24,-20.0
2009-12-28,10.0
2009-12-31,13.6364
2010-01-05,-20.0
2010-01-07,0.0
2010-01-11,12.5
2010-01-12,55.5556
2010-01-13,0.0
2010-01-15,-14.2857
2010-01-19,16.6667
2010-01-20,7.1429
2010-01-22,-9.3333
2010-01-25,10.2941
2010-02-09,6.6667
2010-02-19,-12.5
2010-02-24,0.0
2010-02-25,14.2857
2010-02-26,-12.25
2010-03-02,-4.5584
2010-03-05,4.4776
2010-03-08,0.0
2010-03-11,0.0
2010-03-16,-4.2857
2010-03-17,0.0
2010-03-18,-8.9552
2010-03-22,-1.6393
2010-03-26,0.0
2010-03-30,0.0
2010-04-01,0.0
2010-04-13,0.0
2010-04-15,0.0
2010-04-20,0.0
2010-04-28,0.0
2010-05-07,0.0
2010-05-14,-25.0
2010-05-19,-11.1111
2010-05-20,0.0
2010-05-21,0.0
2010-06-07,-12.5
2010-06-08,8.5714
2010-06-29,-7.8947
2010-07-15,8.5714
2010-07-16,-7.8947
2010-07-19,0.0
2010-07-20,-2.8571
2010-07-22,-5.8824
2010-07-26,34.375
2010-08-13,-11.6279
2010-08-20,-18.4211
2010-08-23,-18.7097
2010-08-25,-0.7937
2010-09-13,-12.0
2010-09-15,9.0909
2010-09-21,0.0
2010-09-30,20.8333
2010-10-04,17.2414
2010-10-12,-11.7647
2010-10-13,0.0
2010-10-19,-6.6667
2010-10-26,7.1429
2010-11-03,23.3333
2010-11-05,8.1081
2010-11-09,-25.0
2010-11-12,0.0
2010-11-15,0.0
2010-11-24,16.6667
2010-11-26,-14.2857
2010-12-02,0.0
2010-12-06,-16.6667
2010-12-08,-4.0
2010-12-13,0.0
2010-12-14,-16.6667
2010-12-15,-30.0
2010-12-16,-10.0
2010-12-17,0.0
2010-12-22,0.0
2010-12-27,0.0
2010-12-29,0.0
2010-12-30,34.9206
2011-01-05,-10.5882
2011-01-07,25.0
2011-01-12,-20.0
2011-01-13,0.0
2011-01-14,0.0
2011-01-18,0.0
2011-01-21,0.0
2011-01-24,0.0
2011-01-27,10.526299999999999
2011-02-02,-14.2857
2011-02-04,0.0
2011-02-07,-8.3333
2011-02-08,6.0606
2011-02-09,5.7143
2011-02-11,-10.8108
2011-02-14,-77.2727
2011-02-15,-18.6667
2011-02-16,22.9508
2011-02-17,-20.0
2011-02-18,0.0
2011-02-22,50.0
2011-02-23,-44.4444
2011-02-25,-10.0
2011-02-28,11.1111
2011-03-01,-10.0
2011-03-02,11.1111
2011-03-03,30.0
2011-03-04,-38.4615
2011-03-09,0.0
2011-03-11,0.0
2011-03-17,0.0
2011-03-18,-31.25
2011-03-22,0.0
