ticker,ARBV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-09-18,9.0909
2006-09-19,-2.0833
2006-09-26,-0.8511
2006-09-28,3.0043
2006-10-19,0.0
2006-10-26,-2.5
2006-10-27,2.5641
2006-10-30,0.0
2006-10-31,0.0
2006-11-01,0.0
2006-11-02,-2.0833
2006-11-03,0.0
2006-11-06,-2.1277
2006-11-07,0.0
2006-11-08,4.3478
2006-11-17,-1.6667
2006-11-20,-2.5423999999999998
2006-11-27,-2.1739
2006-11-28,-2.2222
2006-11-29,2.2727
2006-12-01,-2.2222
2006-12-04,4.5455
2006-12-06,-2.1739
2006-12-08,-2.6667
2006-12-11,-4.1096
2006-12-13,3.3333
2006-12-15,2.3041
2006-12-22,-5.4054
2006-12-26,14.2857
2006-12-27,0.0
2006-12-28,-8.3333
2007-01-04,4.5455
2007-01-05,4.3478
2007-01-08,0.0
2007-01-10,0.0
2007-01-11,-2.0833
2007-01-12,2.1277
2007-01-19,-0.4167
2007-01-22,2.0921
2007-01-24,0.0
2007-01-25,-6.0656
2007-01-29,2.5305
2007-01-30,0.0
2007-02-05,-2.1277
2007-02-09,-2.6087
2007-02-12,0.4464
2007-02-14,-2.2222
2007-02-15,-2.2727
2007-02-16,0.0
2007-02-21,1.8605
2007-02-26,-1.8265
2007-02-27,-4.6512
2007-02-28,4.878
2007-03-01,2.3256
2007-03-08,-5.4545
2007-03-09,5.7692
2007-03-14,0.0
2007-03-20,-2.6364
2007-03-21,-2.8945
2007-03-26,5.3846
2007-04-09,-5.1095
2007-04-12,-0.0962
2007-04-13,-1.3474
2007-04-17,0.0
2007-04-20,-1.4634
2007-04-23,0.0
2007-04-26,-0.099
2007-04-27,-0.3964
2007-04-30,19.403
2007-05-01,4.1667
2007-05-02,-4.0
2007-05-04,-4.1667
2007-05-08,0.8696
2007-05-10,1.2931
2007-05-14,-4.2553
2007-05-16,0.0
2007-05-18,0.3556
2007-05-21,-2.5686
2007-05-22,-1.8182
2007-06-01,6.4815
2007-06-04,-6.5217
2007-06-05,0.0
2007-06-07,-2.3256
2007-06-12,0.0
2007-06-14,9.0476
2007-06-15,-10.4803
2007-06-20,0.9756
2007-06-21,0.0
2007-06-25,0.0
2007-06-26,0.0
2007-07-02,0.0
2007-07-03,-0.4831
2007-07-05,4.3689
2007-07-13,-4.6512
2007-07-16,0.0
2007-07-17,0.9756
2007-07-19,-0.4831
2007-07-20,1.9417
2007-07-23,-2.3810000000000002
2007-07-24,0.0
2007-07-25,-2.439
