ticker,MNRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,1.6667
2000-01-05,0.0
2000-01-06,-0.8197
2000-01-07,0.4132
2000-01-10,-0.4115
2000-01-11,0.0
2000-01-12,2.4793
2000-01-13,3.2258
2000-01-14,0.0
2000-01-18,-0.7812
2000-01-19,0.0
2000-01-20,0.7874
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,-0.7812
2000-01-26,0.0
2000-01-27,0.7874
2000-01-28,0.0
2000-01-31,9.375
2000-02-01,-8.5714
2000-02-02,1.5625
2000-02-04,-0.7692
2000-02-07,-1.5504
2000-02-08,0.0
2000-02-09,0.7874
2000-02-10,0.7813
2000-02-11,-1.5504
2000-02-14,3.9370000000000003
2000-02-15,0.7576
2000-02-16,0.0
2000-02-17,0.7519
2000-02-18,-0.7463
2000-02-22,0.0
2000-02-24,0.7519
2000-02-25,5.2239
2000-02-28,-4.2553
2000-02-29,0.7407
2000-03-01,1.4706000000000001
2000-03-03,2.1739
2000-03-06,-3.5461
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,0.7353
2000-03-13,0.0
2000-03-14,0.7299
2000-03-15,0.0
2000-03-16,1.8115999999999999
2000-03-17,-0.3559
2000-03-20,0.0
2000-03-21,1.4285999999999999
2000-03-22,-2.1127
2000-03-23,3.5971
2000-03-24,-2.7778
2000-03-27,1.4285999999999999
2000-03-28,0.7042
2000-03-29,-2.0979
2000-03-30,5.0
2000-03-31,-9.5238
2000-04-03,0.0
2000-04-04,-1.5038
2000-04-05,-2.2901
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,3.9063
2000-04-11,-2.2556
2000-04-12,-0.7692
2000-04-13,0.0
2000-04-14,-3.876
2000-04-17,0.0
2000-04-18,6.4516
2000-04-19,0.0
2000-04-20,-0.3788
2000-04-24,-0.3802
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,-3.8167999999999997
2000-04-28,9.5238
2000-05-01,-2.8986
2000-05-02,2.9851
2000-05-03,-1.4493
2000-05-05,-1.4706000000000001
2000-05-08,5.9701
2000-05-09,-6.338
2000-05-10,-0.7519
2000-05-11,-2.2727
2000-05-12,-0.7752
2000-05-15,4.6875
2000-05-16,-4.4776
2000-05-17,3.125
2000-05-18,-1.5152
2000-05-19,1.5385
2000-05-22,0.7576
2000-05-23,-2.2556
2000-05-25,2.3077
2000-05-26,-0.7519
2000-05-31,0.7576
2000-06-01,0.0
2000-06-02,3.0075
