ticker,SMVE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-21,-2.0
2006-12-22,3.1746
2006-12-26,4.3956
2006-12-27,-2.3158
2006-12-28,1.2931
2006-12-29,0.6383
2007-01-03,-2.7484
2007-01-04,0.0
2007-01-05,-2.1739
2007-01-08,0.2222
2007-01-09,-2.2173
2007-01-10,-2.4943
2007-01-11,1.1628
2007-01-12,0.0
2007-01-16,-2.069
2007-01-17,-1.4085
2007-01-18,-3.0952
2007-01-19,1.4742
2007-01-22,-1.937
2007-01-23,-0.2469
2007-01-24,-0.9901
2007-01-25,1.25
2007-01-26,-1.2346
2007-01-29,0.0
2007-01-30,0.0
2007-01-31,1.75
2007-02-01,3.1941
2007-02-02,-2.3810000000000002
2007-02-05,1.2195
2007-02-06,-1.2048
2007-02-07,0.0
2007-02-08,0.0
2007-02-09,0.2439
2007-02-12,-2.9196999999999997
2007-02-13,-0.5013
2007-02-14,0.7557
2007-02-15,1.25
2007-02-20,-3.2099
2007-02-21,-0.5102
2007-02-22,1.0224
2007-02-23,-0.7583
2007-02-26,-0.2558
2007-02-27,0.2564
2007-02-28,0.0
2007-03-01,1.2788
2007-03-02,-1.2626
2007-03-05,0.0
2007-03-06,2.046
2007-03-07,0.2506
2007-03-08,-0.75
2007-03-09,0.0
2007-03-12,0.5038
2007-03-13,-0.5013
2007-03-14,0.0
2007-03-15,0.7557
2007-03-16,0.0
2007-03-19,-0.75
2007-03-20,-0.2519
2007-03-21,-1.5152
2007-03-22,-2.0513
2007-03-23,-3.4031000000000002
2007-03-26,-4.065
2007-03-27,0.2825
2007-03-28,-2.8169
2007-03-29,1.4493
2007-03-30,1.4285999999999999
2007-04-02,1.4085
2007-04-03,2.5
2007-04-04,-1.355
2007-04-05,-2.4725
2007-04-09,-2.8169
2007-04-10,-0.8696
2007-04-11,2.3392
2007-04-12,-2.0
2007-04-13,0.8746
2007-04-16,-0.289
2007-04-17,-1.4493
2007-04-18,2.9412000000000003
2007-04-19,2.8571
2007-04-20,2.7778
2007-04-23,-4.0541
2007-04-24,-1.4085
2007-04-25,0.0
2007-04-26,0.2857
2007-04-27,2.5641
2007-05-01,-3.0556
2007-05-02,-1.1461000000000001
2007-05-04,0.2899
2007-05-07,0.8671
2007-05-08,-1.1461000000000001
2007-05-09,0.0
2007-05-10,2.8986
2007-05-11,-1.4085
2007-05-14,-1.4285999999999999
2007-05-15,0.2899
2007-05-16,-5.4913
2007-05-17,-0.3058
2007-05-18,-0.3067
