ticker,OBNK US Equity
2018-09-28,0.4268
2018-10-01,-0.0266
2018-10-02,0.3985
2018-10-03,3.4665
2018-10-04,0.2558
2018-10-05,0.4592
2018-10-08,0.1778
2018-10-09,-0.583
2018-10-10,-0.5864
2018-10-11,-3.4368
2018-10-12,-3.5857
2018-10-15,0.4132
2018-10-16,2.4691
2018-10-17,-0.9371
2018-10-18,-2.4324
2018-10-19,-2.0222
2018-10-22,-5.0608
2018-10-23,2.1739
2018-10-24,-0.889
2018-10-25,2.2203
2018-10-26,3.3659
2018-10-29,1.3081
2018-10-30,2.1703
2018-10-31,0.4302
2018-11-01,-0.3213
2018-11-02,-0.0269
2018-11-05,2.7136
2018-11-06,1.1509
2018-11-07,-1.293
2018-11-08,-1.8862999999999999
2018-11-09,0.0
2018-11-12,-1.9226
2018-11-13,-0.4901
2018-11-14,-0.6019
2018-11-15,3.6058
2018-11-16,-0.3719
2018-11-19,-0.7467
2018-11-20,-0.0806
2018-11-21,-0.2689
2018-11-23,1.2941
2018-11-26,-0.4525
2018-11-27,0.107
2018-11-28,1.0417
2018-11-29,-1.4274
2018-11-30,0.2414
2018-12-03,-1.0433
2018-12-04,-6.7856
2018-12-06,1.2471
2018-12-07,1.289
2018-12-10,4.638
2018-12-11,-0.8108
2018-12-12,1.7166000000000001
2018-12-13,-0.1808
2018-12-14,-1.0744
2018-12-17,-0.6516
2018-12-18,-1.5851
2018-12-19,-6.276
2018-12-20,-3.2
2018-12-21,-1.2244
2018-12-24,0.3099
2018-12-26,3.182
2018-12-27,-0.2096
2018-12-28,2.6103
2018-12-31,-0.3509
2019-01-02,2.7582
2019-01-03,0.5997
2019-01-04,1.845
2019-01-07,-1.1148
2019-01-08,-0.5637
2019-01-09,1.2755
2019-01-10,-1.2873999999999999
2019-01-11,-1.2475
2019-01-14,-0.8613
2019-01-15,1.8824
2019-01-16,2.1319
2019-01-17,0.2505
2019-01-18,0.5552
2019-01-22,-2.5676
2019-01-23,-0.3684
2019-01-24,-0.9954
2019-01-25,0.4022
2019-01-28,-0.8011
2019-01-29,0.3461
2019-01-30,-1.5522
2019-01-31,-0.5255
2019-02-01,1.7904
2019-02-04,0.9227
2019-02-05,-0.1714
2019-02-06,-0.2862
2019-02-07,-1.5499
2019-02-08,-0.6414
2019-02-11,0.2054
2019-02-12,0.8785
2019-02-13,-0.8636
2019-02-14,2.1688
2019-02-15,1.8359
2019-02-19,0.0563
2019-02-20,1.098
2019-02-21,-0.919
2019-02-22,0.3654
2019-02-25,-0.5881
2019-02-26,-0.7324
2019-02-27,2.0148
2019-02-28,0.306
2019-03-01,-1.1925
2019-03-04,0.3368
2019-03-05,0.1119
2019-03-06,-4.5264
2019-03-07,-0.0293
2019-03-08,-0.5269
2019-03-11,1.3243
2019-03-12,-0.0871
2019-03-13,0.6395
2019-03-14,-0.5199
2019-03-15,1.1034
2019-03-18,1.1488
2019-03-19,-0.0568
2019-03-20,-4.2045
2019-03-21,-1.0083
2019-03-22,-4.1342
2019-03-25,1.0
2019-03-26,4.0842
2019-03-27,0.0297
2019-03-28,1.0104
2019-03-29,0.1765
2019-04-01,0.6902
2019-04-02,0.3354
2019-04-03,0.2035
2019-04-04,1.1024
2019-04-05,1.1191
2019-04-08,-1.7877
2019-04-09,-2.2248
2019-04-10,0.3842
2019-04-11,1.3247
2019-04-12,1.5979
2019-04-15,-1.8873
2019-04-16,0.6121
2019-04-17,-0.0869
2019-04-18,-0.2899
2019-04-22,-0.9596
2019-04-23,1.2625
2019-04-24,-0.4639
2019-04-25,1.1069
2019-04-26,0.8355
2019-04-29,0.0571
2019-04-30,-0.514
2019-05-01,-2.0953
2019-05-02,0.7916
2019-05-03,0.7563
2019-05-06,-0.1443
2019-05-07,-1.4166
2019-05-08,0.1173
2019-05-09,-0.5565
2019-05-10,0.7069
2019-05-13,-0.585
2019-05-14,0.9415
2019-05-15,-1.5447
2019-05-16,-0.4515
2019-05-17,0.7888
2019-05-20,-3.0124
2019-05-21,4.0195
2019-05-22,-1.7856999999999998
2019-05-23,-0.8346
2019-05-24,-0.3306
2019-05-28,0.2111
2019-05-29,0.9931
2019-05-30,1.5495
2019-05-31,-2.1127
2019-06-03,-0.2398
2019-06-04,0.3606
2019-06-05,1.1377
2019-06-06,-0.7105
2019-06-07,-0.5069
2019-06-10,1.9778
2019-06-11,-0.1469
2019-06-12,0.0294
2019-06-13,-0.9415
2019-06-14,-0.7128
2019-06-17,0.688
2019-06-18,0.5348
2019-06-19,1.6548
2019-06-20,-1.1919
2019-06-21,0.0294
2019-06-24,-2.6765
2019-06-25,-0.272
2019-06-26,-1.3636
2019-06-27,1.3518
2019-06-28,0.0303
2019-07-01,1.1515
2019-07-02,1.8274
2019-07-03,2.0594
2019-07-05,0.6342
2019-07-08,-0.1719
2019-07-09,-2.439
2019-07-10,0.2941
2019-07-11,-0.5865
2019-07-12,1.5339
2019-07-15,-0.6101
2019-07-16,-0.8477
2019-07-17,-1.4151
2019-07-18,3.1998
2019-07-19,-0.5216
2019-07-22,-0.4952
2019-07-23,0.9953
2019-07-24,3.0725
2019-07-25,-4.9494
2019-07-26,0.3254
2019-07-29,0.8552
2019-07-30,2.193
2019-07-31,-0.4006
2019-08-01,-2.1546
2019-08-02,-0.8221
2019-08-05,-2.5755
2019-08-06,0.1215
2019-08-07,-2.003
2019-08-08,1.7343
2019-08-09,0.4566
2019-08-12,-0.4848
2019-08-13,1.218
2019-08-14,-1.8051
2019-08-15,-1.5242
2019-08-16,1.1232
2019-08-19,0.0926
2019-08-20,-1.0789
2019-08-21,1.4022999999999999
2019-08-22,-0.1229
2019-08-23,-0.9538
2019-08-26,1.4910999999999999
2019-08-27,-3.0915
2019-08-28,0.8528
2019-08-29,-0.3132
2019-08-30,0.6598
2019-09-03,-2.0287
2019-09-04,0.1593
2019-09-05,1.5903
2019-09-06,0.0626
2019-09-09,6.602
2019-09-10,0.5577
2019-09-11,2.6853
2019-09-12,-0.1421
2019-09-13,0.0
2019-09-16,-0.0285
2019-09-17,-0.1708
2019-09-18,-0.057
2019-09-19,-0.2283
2019-09-20,-3.1178
2019-09-23,3.5725
2019-09-24,-2.7081
2019-09-25,1.5822
2019-09-26,-1.846
2019-09-27,-0.4114
2019-09-30,-0.4426
2019-10-01,-2.2525
2019-10-02,-0.5458
2019-10-03,-1.189
2019-10-04,0.4011
2019-10-07,-0.5839
2019-10-08,-1.3292
2019-10-09,-0.094
2019-10-10,-0.1881
2019-10-11,0.8168
2019-10-14,-0.0935
2019-10-15,1.9026999999999998
2019-10-16,0.6122
2019-10-17,0.4259
2019-10-18,0.7573
2019-10-21,0.6013
2019-10-22,-0.9564
2019-10-23,0.8449
2019-10-24,2.304
2019-10-25,1.9889000000000001
2019-10-28,0.7456
2019-10-29,-0.7401
2019-10-30,-0.3441
2019-10-31,1.2662
2019-11-01,-0.2842
2019-11-04,0.285
2019-11-05,0.682
2019-11-06,-0.0847
2019-11-07,0.113
2019-11-08,0.254
2019-11-11,0.394
2019-11-12,-0.7289
2019-11-13,-1.412
2019-11-14,0.0931
2019-11-15,-0.1148
2019-11-18,0.6033
2019-11-19,0.9423
2019-11-20,-0.2546
2019-11-21,-0.6807
2019-11-22,-0.1142
2019-11-25,2.5443
2019-11-26,-0.3067
2019-11-27,0.1957
2019-11-29,-0.4466
2019-12-02,-1.1214
2019-12-03,-1.1908
2019-12-04,0.5452
2019-12-05,0.9418
2019-12-06,2.7424
2019-12-09,-0.4953
2019-12-10,0.9126
2019-12-11,-0.1096
2019-12-12,1.3717
2019-12-13,0.7848
2019-12-16,-0.2148
2019-12-17,0.7804
2019-12-18,0.2136
2019-12-19,0.6661
2019-12-20,0.5823
2019-12-23,-0.6579
2019-12-24,-0.7682
2019-12-26,-0.7742
2019-12-27,-0.2959
2019-12-30,1.0793
2019-12-31,1.0144
2020-01-02,-1.7970000000000002
2020-01-03,-0.1884
2020-01-06,-0.5123
2020-01-07,0.7588
2020-01-08,-0.0269
2020-01-09,0.2421
2020-01-10,-0.4294
2020-01-13,0.8086
2020-01-14,-2.2727
2020-01-15,-0.2462
2020-01-16,1.3714
2020-01-17,-0.7846
2020-01-21,-1.5544
2020-01-22,0.4432
2020-01-23,-1.8477999999999999
2020-01-24,-0.9272
2020-01-27,0.6807
2020-01-28,0.1408
2020-01-29,-0.0844
2020-01-30,0.5068
2020-01-31,-1.2885
2020-02-03,0.9364
2020-02-04,0.2249
2020-02-05,2.1599
2020-02-06,-1.5651000000000002
2020-02-07,-0.4463
2020-02-10,0.5604
2020-02-11,0.0836
2020-02-12,-0.4176
2020-02-13,0.8177
2020-02-14,-1.4178
2020-02-18,-0.4794
2020-02-19,-0.6517
2020-02-20,0.8272
2020-02-21,0.6789
2020-02-24,-1.2644
2020-02-25,-4.3825
2020-02-26,-2.5
2020-02-27,-5.8913
2020-02-28,-1.9137
2020-03-02,3.2407
2020-03-03,-2.5625
2020-03-04,0.263
2020-03-05,-4.1311
2020-03-06,-2.7018
2020-03-09,-10.0879
2020-03-10,-2.8147
2020-03-11,-1.4079
2020-03-12,-8.8943
2020-03-13,8.3296
2020-03-16,-12.5672
2020-03-17,-0.7092
2020-03-18,-8.6667
2020-03-19,14.9114
2020-03-20,-13.1125
2020-03-23,0.1044
2020-03-24,1.7214
2020-03-25,0.4615
2020-03-26,3.6753
2020-03-27,-5.1206
2020-03-30,0.5708
2020-03-31,4.4892
2020-04-01,-4.4444
2020-04-02,0.7752
2020-04-03,0.5641
2020-04-06,2.3967
2020-04-07,-0.7968
2020-04-08,2.6606
2020-04-09,6.6504
2020-04-13,-1.4214
2020-04-14,-1.4419
2020-04-15,-4.8136
2020-04-16,-8.4284
2020-04-17,11.5322
2020-04-20,-5.0485
2020-04-21,-0.6135
2020-04-22,1.0802
2020-04-23,3.0534
2020-04-24,-3.1605
2020-04-27,9.8419
2020-04-28,1.4392
2020-04-29,7.3227
2020-04-30,-4.9467
2020-05-01,-4.1723
2020-05-04,-0.515
2020-05-05,-5.7882
2020-05-06,-4.6953
2020-05-07,1.1006
2020-05-08,6.8429
2020-05-11,-5.968
2020-05-12,-6.1404
2020-05-13,-1.8692
2020-05-14,-2.9552
2020-05-15,5.3976
2020-05-18,8.7555
2020-05-19,-7.8481
2020-05-20,6.9231
2020-05-21,-2.1583
2020-05-22,-2.4685
2020-05-26,8.993
2020-05-27,11.4625
2020-05-28,-6.2943
2020-05-29,-1.3245
2020-06-01,-4.0748
2020-06-02,-1.1494
2020-06-03,2.9323
2020-06-04,6.336
2020-06-05,6.4203
2020-06-08,1.8229
2020-06-09,-1.8755
2020-06-10,-6.8636
2020-06-11,-5.2705
2020-06-12,0.1477
2020-06-15,7.473
2020-06-16,0.0915
2020-06-17,-4.3876
2020-06-18,2.9159
2020-06-19,-1.347
2020-06-22,0.6591
2020-06-23,2.0112
2020-06-24,-4.3558
2020-06-25,1.7737
2020-06-26,-4.569
2020-06-29,4.6397
2020-06-30,3.7736
2020-07-01,-6.0909
2020-07-02,-0.9197
2020-07-06,0.6839
2020-07-07,-3.9787
2020-07-08,-2.2233
2020-07-09,-5.8398
2020-07-10,5.0494
2020-07-13,2.3511
2020-07-14,0.7657
2020-07-15,8.156
2020-07-16,-1.6862
2020-07-17,-2.8109
2020-07-20,-2.5
2020-07-21,6.1337
2020-07-22,-1.5632000000000001
2020-07-23,6.4004
2020-07-24,1.4021
2020-07-27,2.81
2020-07-28,0.8243
2020-07-29,3.3133
2020-07-30,1.4994
2020-07-31,-2.5850999999999997
