ticker,GOVB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.5
2000-01-04,-2.5641
2000-01-05,-1.3158
2000-01-11,-1.3333
2000-01-19,-2.7027
2000-01-20,0.0
2000-01-21,2.7778
2000-01-24,-5.4054
2000-01-25,2.8571
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,0.0
2000-02-24,-1.3889
2000-02-28,-2.8169
2000-02-29,-5.7971
2000-03-01,0.0
2000-03-02,1.5385
2000-03-03,-1.5152
2000-03-06,3.0769
2000-03-08,-2.9851
2000-03-15,5.9190000000000005
2000-03-16,-2.9412000000000003
2000-03-21,0.0
2000-03-24,0.0
2000-03-28,-1.5152
2000-03-29,0.0
2000-03-30,1.5385
2000-04-11,-3.0303
2000-04-12,1.5625
2000-04-14,4.6154
2000-04-20,0.0
2000-04-24,-2.9412000000000003
2000-04-26,-3.0303
2000-05-02,1.5625
2000-05-04,1.5385
2000-05-18,6.0606
2000-05-19,1.4285999999999999
2000-05-25,-4.2254
2000-05-26,2.9412000000000003
2000-06-02,-2.8571
2000-06-05,2.9412000000000003
2000-06-07,1.4285999999999999
2000-06-13,1.4085
2000-06-14,0.0
2000-06-15,-5.5556
2000-06-27,2.9412000000000003
2000-06-29,-1.4285999999999999
2000-07-14,0.0
2000-07-26,4.3478
2000-08-08,-2.7778
2000-08-09,-2.8571
2000-08-10,-2.9412000000000003
2000-08-11,3.0303
2000-08-14,0.0
2000-08-17,0.0
2000-08-23,2.9412000000000003
2000-08-24,5.7143
2000-08-25,2.7027
2000-08-28,-1.3158
2000-08-30,2.6132999999999997
2000-08-31,5.2632
2000-09-01,-2.5
2000-09-06,2.5641
2000-09-07,5.0
2000-09-11,-3.5714
2000-09-12,3.7037
2000-09-13,0.0
2000-09-14,2.3810000000000002
2000-09-18,4.6512
2000-09-19,2.2222
2000-09-20,-3.2609
2000-09-22,-1.1236
2000-09-26,-2.2727
2000-10-03,2.3256
2000-10-06,-2.2727
2000-10-13,0.0
2000-10-16,-2.3256
2000-10-18,-4.7619
2000-10-23,0.0
2000-10-30,0.0
2000-11-03,2.5
2000-11-20,1.2195
2000-11-21,2.4096
2000-11-27,3.5294
2000-11-28,-2.2727
2000-12-08,0.0
2000-12-13,-2.3256
2000-12-15,-2.3810000000000002
2001-01-04,-2.439
2001-01-08,2.5
2001-01-09,0.0
2001-01-12,0.0
2001-01-16,-4.878
2001-01-17,2.5641
2001-01-22,2.5
2001-01-23,-1.2195
2001-01-24,3.7037
