ticker,COCP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-07,3.9604
2011-05-19,5138.0952
2011-05-20,-9.0909
2011-05-23,0.0
2011-05-24,0.0
2011-05-25,0.0
2011-05-26,0.0
2011-06-03,0.0
2011-06-09,0.0
2011-06-13,-10.0
2011-06-20,11.1111
2011-06-24,0.0
2011-06-28,-0.2
2011-07-26,-34.8697
2011-07-28,38.4615
2011-07-29,3.1111
2011-10-05,-14.8707
2011-10-26,-1.2658
2011-10-27,0.0
2011-12-21,-5.641
2012-02-10,-72.8261
2012-02-13,268.0
2012-02-15,-14.6739
2012-02-17,-20.3822
2012-02-27,47.6
2012-02-29,0.0
2012-03-14,-4.607
2012-05-01,8.806799999999999
2012-05-03,0.2611
2012-05-04,-66.9271
2012-05-07,32.2835
2012-05-14,19.0476
2012-05-21,12.5
2012-05-29,77.3333
2012-05-31,0.2506
2012-07-23,-84.85
2012-07-27,56.7657
2012-07-30,84.2105
2012-07-31,0.0
2012-09-13,-7.1429
2012-10-10,-7.6923
2012-11-29,33.3333
2012-11-30,12.5
2012-12-11,0.0
2012-12-14,0.0
2012-12-18,0.0
2012-12-21,33.3333
2012-12-24,0.0
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,8.3333
2013-01-02,15.3846
2013-01-03,0.0
2013-01-30,0.0
2013-02-13,-51.7333
2013-02-14,64.6409
2013-02-26,-5.0336
2013-02-27,2.4735
2013-02-28,-6.8966
2013-03-06,-18.5185
2013-03-07,-9.0909
2013-03-14,-25.0
2013-03-18,-30.0
2013-03-19,0.0
2013-04-02,-33.3333
2013-04-11,-42.8571
2013-04-12,-17.5
2013-04-18,0.0
2013-04-26,81.8182
2013-04-29,-16.6667
2013-05-03,0.0
2013-05-06,0.0
2013-05-07,20.0
2013-05-09,-8.3333
2013-05-20,0.0
2013-06-05,0.0
2013-06-12,-9.0909
2013-06-14,0.0
2013-06-24,-54.0
2013-06-25,117.3913
2013-07-08,0.0
2013-07-10,-2.0
2013-07-22,-2.0408
2013-07-23,0.0
2013-07-29,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-07,0.0
2013-08-13,0.0
2013-08-27,0.0
2013-09-03,-16.6667
2013-09-04,42.5
2013-09-05,22.807
2013-09-06,-0.7143
2013-09-09,-0.7194
2013-09-12,-5.7971
2013-09-16,6.1538
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,-4.3297
2013-09-23,3.0108
2013-09-24,-4.4118
2013-09-25,-22.8942
2013-09-26,35.6778
