ticker,CATV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-28,2900.0
2013-03-26,-96.3333
2013-05-03,2500.0
2013-10-22,44.2308
2013-10-23,-4.0
2013-10-24,0.0
2013-10-29,0.0
2013-10-30,-9.7222
2013-10-31,-4.6154
2013-11-01,3.2258
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,3.125
2013-11-11,0.0
2013-11-13,-12.1212
2013-11-18,-13.7931
2013-11-19,16.0
2013-11-20,3.4483
2013-11-26,-1.6667
2013-12-04,0.0
2013-12-06,-25.4237
2013-12-09,9.0909
2013-12-11,4.1667
2013-12-12,0.0
2013-12-13,14.0
2013-12-16,-8.7719
2013-12-17,3.8462
2013-12-19,-11.1111
2013-12-20,12.5
2013-12-30,0.0
2014-01-14,0.0
2014-01-22,0.0
2014-01-27,-0.3704
2014-01-30,-21.9331
2014-01-31,28.5714
2014-02-05,3.7037
2014-02-06,-14.2857
2014-02-07,4.1667
2014-02-10,0.0
2014-02-11,-4.0
2014-02-12,4.1667
2014-02-13,4.0
2014-02-14,0.0
2014-02-18,-7.6923
2014-02-19,2.0833
2014-02-20,6.1224
2014-02-21,-3.8462
2014-02-24,0.0
2014-02-25,4.0
2014-02-26,-3.8462
2014-02-27,0.0
2014-02-28,-3.875
2014-03-03,-4.2913
2014-03-04,4.3478
2014-03-05,-3.6978999999999997
2014-03-06,7.8962
2014-03-07,-7.7694
2014-03-10,-2.038
2014-03-11,2.0804
2014-03-12,2.1739
2014-03-13,4.2553
2014-03-14,-8.1633
2014-03-17,2.2222
2014-03-18,4.3478
2014-03-19,-4.1667
2014-03-20,0.0
2014-03-21,-2.1739
2014-03-25,2.2222
2014-03-26,0.0
2014-03-27,0.0
2014-03-28,-4.3478
2014-03-31,0.0
2014-04-01,-13.6364
2014-04-02,0.0
2014-04-04,-10.526299999999999
2014-04-07,0.0735
2014-04-08,35.1212
2014-04-09,0.0
2014-04-10,-0.3806
2014-04-11,0.4367
2014-04-14,0.0
2014-04-15,-4.3478
2014-04-16,0.0
2014-04-17,0.0
2014-04-21,-0.0568
2014-04-22,4.6049
2014-04-23,4.2935
2014-04-24,-8.3377
2014-04-28,0.0569
2014-04-30,0.0
2014-05-05,-23.125
2014-05-06,18.2557
2014-05-07,-5.0
2014-05-12,0.0
2014-05-13,0.0
2014-05-28,-37.3026
2014-05-29,-32.8437
2014-05-30,100.0
2014-06-02,-43.75
2014-06-04,66.6667
2014-06-06,0.0
2014-06-09,-0.6667
