ticker,EFX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.0398
2000-01-04,-3.352
2000-01-05,-1.1561
2000-01-06,-1.1696
2000-01-07,4.7337
2000-01-10,-0.8475
2000-01-11,2.849
2000-01-12,-4.4321
2000-01-13,-5.7971
2000-01-14,4.6154
2000-01-18,-0.8824
2000-01-19,0.5935
2000-01-20,-2.3599
2000-01-21,-1.2085
2000-01-24,-2.7523
2000-01-25,6.9182
2000-01-26,0.0
2000-01-27,0.8824
2000-01-28,0.5831
2000-01-31,-0.2899
2000-02-01,-2.3256
2000-02-02,2.3810000000000002
2000-02-03,1.1628
2000-02-04,-0.5747
2000-02-07,-1.4451
2000-02-08,3.5191
2000-02-09,-2.5496
2000-02-10,2.0349
2000-02-11,1.1396
2000-02-14,-0.8451
2000-02-15,-0.2841
2000-02-16,-0.8547
2000-02-17,0.0
2000-02-18,-1.5862
2000-02-22,-0.5865
2000-02-23,2.6549
2000-02-24,0.8621
2000-02-25,-2.5641
2000-02-28,-0.8772
2000-02-29,0.0
2000-03-01,-0.59
2000-03-02,0.2967
2000-03-03,-0.5917
2000-03-06,0.2976
2000-03-07,-1.1869
2000-03-08,0.6006
2000-03-09,2.3881
2000-03-10,2.9154999999999998
2000-03-13,-0.2833
2000-03-14,-1.9886
2000-03-15,2.8986
2000-03-16,9.5775
2000-03-17,-1.2852999999999999
2000-03-20,-5.2083
2000-03-21,0.5495
2000-03-22,1.0929
2000-03-23,3.7838000000000003
2000-03-24,1.0417
2000-03-27,2.0619
2000-03-28,0.7576
2000-03-29,-2.7569
2000-03-30,1.8041
2000-03-31,2.2785
2000-04-03,2.9703
2000-04-04,-0.9615
2000-04-05,0.7282
2000-04-06,4.3373
2000-04-07,4.6189
2000-04-10,-2.2075
2000-04-11,1.3544
2000-04-12,2.0045
2000-04-13,-5.4585
2000-04-14,-2.3095
2000-04-17,-1.8913
2000-04-18,-1.6867
2000-04-19,-3.1863
2000-04-20,3.5443
2000-04-24,-0.978
2000-04-25,4.4444
2000-04-26,-4.9645
2000-04-27,-1.4925
2000-04-28,-1.5152
2000-05-01,2.5641
2000-05-02,-1.0
2000-05-03,-0.5051
2000-05-04,1.0152
2000-05-05,0.7538
2000-05-08,-0.4988
2000-05-09,-1.7544
2000-05-10,-2.8061
2000-05-11,1.3123
2000-05-12,1.0363
2000-05-15,1.7949000000000002
2000-05-16,0.0
2000-05-17,-0.7557
2000-05-18,1.5228000000000002
2000-05-19,-0.5
2000-05-22,-1.005
