ticker,CSII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-28,1.0
2006-06-29,0.0
2006-06-30,2.7723
2006-07-03,0.0
2006-07-05,-0.578
2006-07-06,-1.3566
2006-07-07,0.2947
2006-07-10,-0.2938
2006-07-11,0.1965
2006-07-12,-1.3725
2006-07-13,-0.5964
2006-07-14,0.0
2006-07-17,0.0
2006-07-18,0.0
2006-07-19,0.0
2006-07-20,0.0
2006-07-21,0.0
2006-07-24,0.0
2006-07-25,1.0
2006-07-26,0.198
2006-07-27,-0.1976
2006-07-28,-0.6931
2006-07-31,-4.2871
2006-08-01,0.3125
2006-08-02,3.8422
2006-08-03,1.8
2006-08-04,-1.4735
2006-08-07,-0.2991
2006-08-08,4.0
2006-08-09,-3.1731
2006-08-10,0.2979
2006-08-11,-0.9901
2006-08-14,0.3
2006-08-15,0.5982
2006-08-16,0.5946
2006-08-17,0.9852
2006-08-18,-0.6829
2006-08-21,-1.7682
2006-08-22,0.0
2006-08-23,2.0
2006-08-24,-2.9412000000000003
2006-08-25,0.202
2006-08-28,-1.9153
2006-08-29,1.1305
2006-08-30,1.626
2006-08-31,0.5
2006-09-01,-0.4975
2006-09-05,-1.5
2006-09-06,-0.3046
2006-09-07,-3.8697
2006-09-08,6.4619
2006-09-11,0.398
2006-09-12,2.0813
2006-09-13,-1.9417
2006-09-14,-0.495
2006-09-15,-2.9851
2006-09-18,0.5128
2006-09-19,0.0
2006-09-20,-5.3061
2006-09-21,1.1853
2006-09-22,-0.852
2006-09-25,-3.3298
2006-09-26,-2.0
2006-09-27,6.8027
2006-09-28,-0.8493
2006-09-29,0.7495
2006-10-02,-4.3571
2006-10-03,0.8889
2006-10-04,2.3128
2006-10-05,-0.9688
2006-10-06,1.1957
2006-10-09,1.0741
2006-10-10,-0.3188
2006-10-11,-0.533
2006-10-12,3.3226
2006-10-13,-1.3485
2006-10-16,6.5195
2006-10-17,-4.541
2006-10-18,-0.5171
2006-10-19,0.9356
2006-10-20,5.4583
2006-10-23,-45.4102
2006-10-24,-3.22
2006-10-25,-3.1423
2006-10-26,-0.9542
2006-10-27,0.1927
2006-10-30,-0.1923
2006-10-31,0.7707
2006-11-01,0.3824
2006-11-02,-0.9524
2006-11-03,0.5769
2006-11-06,-0.1912
2006-11-07,6.3218
2006-11-08,-1.8018
2006-11-09,4.2202
2006-11-10,5.9859
2006-11-13,12.4585
2006-11-14,-5.9084
2006-11-15,4.5526
2006-11-16,-3.6036
2006-11-17,-0.3115
