ticker,THVB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,0.0
2000-01-05,-2.5
2000-01-13,17.9487
2000-01-19,0.0
2000-02-02,-15.2174
2000-02-04,2.5641
2000-02-11,15.0
2000-02-14,-15.2174
2000-02-24,7.6923
2000-02-25,-5.9524
2000-03-20,-2.5316
2000-03-23,1.2987
2000-03-29,0.0
2000-04-25,-2.5641
2000-05-19,0.0
2000-06-01,1.6042999999999998
2000-06-02,-0.6579
2000-06-12,0.6623
2000-06-13,0.0
2000-06-20,0.0
2000-06-30,0.0
2000-07-13,-1.3158
2000-07-18,-1.3333
2000-08-03,0.0
2000-09-15,-1.3514
2000-10-06,-12.3288
2000-11-10,9.375
2000-11-15,-36.9643
2000-11-21,26.9122
2000-12-11,25.0
2000-12-13,2.8571
2000-12-27,-5.5556
2000-12-28,0.0
2000-12-29,0.0
2001-01-12,0.0
2001-01-18,0.0
2001-01-23,-32.3529
2001-02-05,47.8261
2001-02-06,-17.647100000000002
2001-02-08,21.4286
2001-02-16,-17.647100000000002
2001-02-27,21.4286
2001-02-28,-2.9412000000000003
2001-03-08,3.0303
2001-03-19,-5.8824
2001-04-02,0.0
2001-04-05,6.25
2001-04-09,-29.4118
2001-04-10,20.8333
2001-04-12,3.4483
2001-04-30,13.3333
2001-05-04,0.0
2001-05-08,-23.5294
2001-05-23,15.3846
2001-06-01,2.3891
2001-06-04,0.0
2001-06-05,0.0
2001-06-07,0.0
2001-06-08,0.0
2001-07-06,0.0
2001-07-09,0.0
2001-07-10,0.0
2001-07-31,0.0
2001-08-03,0.0
2001-08-09,0.0
2001-08-17,0.0
2001-08-24,0.0
2001-09-21,-20.0
2001-09-25,8.3333
2001-10-04,7.6923
2001-10-05,0.0
2001-10-11,-3.5714
2001-10-19,-3.7037
2001-10-22,0.0
2001-11-06,0.0
2001-11-09,0.0
2001-11-15,0.0
2001-11-27,9.6154
2001-11-30,0.0
2002-01-10,1.7544
2002-01-22,3.4483
2002-01-25,0.0
2002-02-05,0.0
2002-02-13,13.3333
2002-02-20,-11.7647
2002-03-06,6.6667
2002-03-15,0.0
2002-03-19,0.0
2002-04-03,0.0
2002-04-18,-4.6875
2002-04-26,4.918
2002-05-06,0.0
2002-05-20,6.25
2002-05-22,2.9412000000000003
2002-06-03,2.3392
2002-06-05,25.7143
2002-06-06,-9.0909
2002-06-11,10.0
2002-06-14,-4.5455
2002-06-25,0.0
2002-07-09,-9.5238
2002-07-17,0.0
