ticker,MTDR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-02-02,-2.0833
2012-02-03,2.1277
2012-02-06,-0.5
2012-02-07,0.5025
2012-02-08,-0.75
2012-02-09,-0.4198
2012-02-10,-0.9275
2012-02-13,0.766
2012-02-14,-0.7601
2012-02-15,-0.1702
2012-02-16,0.1705
2012-02-17,-0.4255
2012-02-21,1.0256
2012-02-22,0.846
2012-02-23,1.2584
2012-02-24,-0.58
2012-02-27,0.0
2012-02-28,-0.6667
2012-02-29,-0.5034
2012-03-01,0.8432
2012-03-02,-1.8395000000000001
2012-03-05,-2.0443
2012-03-06,-3.4783
2012-03-07,0.3604
2012-03-08,0.0
2012-03-09,3.5009
2012-03-12,-0.3469
2012-03-13,0.6963
2012-03-14,1.3829
2012-03-15,1.4493
2012-03-16,-0.5882
2012-03-19,0.7608
2012-03-20,-0.6711
2012-03-21,-1.9426
2012-03-22,-2.6701
2012-03-23,-0.177
2012-03-26,-0.266
2012-03-27,-0.1778
2012-03-28,-0.8014
2012-03-29,-1.3465
2012-03-30,-0.364
2012-04-02,3.4703
2012-04-03,1.5887
2012-04-04,-0.3475
2012-04-05,-0.6975
2012-04-09,-2.1949
2012-04-10,-0.3591
2012-04-11,-0.7207
2012-04-12,0.0
2012-04-13,-2.4501
2012-04-16,-2.4186
2012-04-17,-1.0486
2012-04-18,2.3121
2012-04-19,2.8249
2012-04-20,3.022
2012-04-23,0.7111
2012-04-24,-0.7061
2012-04-25,-0.4444
2012-04-26,2.0536
2012-04-27,1.2248
2012-04-30,0.0864
2012-05-01,0.4318
2012-05-02,-2.1496
2012-05-03,-1.6696
2012-05-04,-2.681
2012-05-07,0.8264
2012-05-08,-0.4554
2012-05-09,-2.5618
2012-05-10,1.0329
2012-05-11,-1.3011
2012-05-14,-3.0132
2012-05-15,-2.5243
2012-05-16,-11.255
2012-05-17,-2.2447
2012-05-18,5.1665
2012-05-21,3.1659
2012-05-22,-0.8466
2012-05-23,3.3084
2012-05-24,1.8595000000000002
2012-05-25,-0.1014
2012-05-29,3.1471999999999998
2012-05-30,-2.7559
2012-05-31,1.7206000000000001
2012-06-01,-7.7612
2012-06-04,6.2567
2012-06-05,-0.203
2012-06-06,-1.2208
2012-06-07,-0.206
2012-06-08,3.1992
2012-06-11,4.3
2012-06-12,3.931
2012-06-13,-3.321
2012-06-14,1.7176
2012-06-15,0.6567
2012-06-18,-5.5918
2012-06-19,6.0217
2012-06-20,-3.1657
2012-06-21,-3.2692
