ticker,TPRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-15,4.48
2013-08-16,1.8377
2013-08-19,-1.7292999999999998
2013-08-20,-0.8416
2013-08-21,1.5432000000000001
2013-08-22,0.6839
2013-08-23,0.7547
2013-08-26,0.4494
2013-08-27,-1.1186
2013-08-28,-2.4133
2013-08-29,0.8501
2013-08-30,1.0728
2013-09-03,0.7582
2013-09-04,-1.4296
2013-09-05,-0.5344
2013-09-06,-1.1512
2013-09-09,1.0093
2013-09-10,1.8447
2013-09-11,-0.3774
2013-09-12,0.0
2013-09-13,0.9091
2013-09-16,3.1532
2013-09-17,0.9461
2013-09-18,0.0721
2013-09-19,-0.5043
2013-09-20,-0.1448
2013-09-23,1.7404
2013-09-24,0.0713
2013-09-25,0.2849
2013-09-26,3.3381
2013-09-27,0.2062
2013-09-30,-0.6173
2013-10-01,3.1056
2013-10-02,-0.6024
2013-10-03,-2.6263
2013-10-04,-0.1383
2013-10-07,2.1468
2013-10-08,-0.5424
2013-10-09,-0.2045
2013-10-10,1.776
2013-10-11,0.8725
2013-10-14,1.7299
2013-10-15,0.3924
2013-10-16,0.0
2013-10-17,1.0423
2013-10-18,0.3868
2013-10-21,0.578
2013-10-22,1.9157
2013-10-23,-0.3759
2013-10-24,0.5031
2013-10-25,-0.5006
2013-10-28,-0.9434
2013-10-29,1.3968
2013-10-30,-0.4383
2013-10-31,-1.8868
2013-11-01,-2.4359
2013-11-04,1.0512
2013-11-05,2.2107
2013-11-06,0.1908
2013-11-07,0.254
2013-11-08,-1.33
2013-11-11,-2.9525
2013-11-12,-0.1323
2013-11-13,1.5894
2013-11-14,-2.0209
2013-11-15,0.0
2013-11-18,1.996
2013-11-19,5.7404
2013-11-20,-2.4059
2013-11-21,2.4652
2013-11-22,1.4806
2013-11-25,1.6413
2013-11-26,0.3589
2013-11-27,-0.1192
2013-11-29,-0.5967
2013-12-02,-0.1801
2013-12-03,-1.0222
2013-12-04,2.1264
2013-12-05,0.9518
2013-12-06,3.4767
2013-12-09,-1.7084000000000001
2013-12-10,-2.0857
2013-12-11,-2.6036
2013-12-12,-0.1823
2013-12-13,-1.4607
2013-12-16,2.0383
2013-12-17,1.2711999999999999
2013-12-18,-0.3586
2013-12-19,3.1794000000000002
2013-12-20,7.6744
2013-12-23,-2.3758
2013-12-24,3.4845
2013-12-26,-2.2982
2013-12-27,0.3829
2013-12-30,-1.3079
2013-12-31,2.3192
2014-01-02,-1.4571
2014-01-03,-0.8762
