ticker,HZNM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-06-03,77.7778
2013-06-04,25.0
2013-06-18,0.0
2013-07-19,-10.0
2013-08-13,-33.3333
2013-08-20,-8.3333
2013-08-21,9.0909
2013-08-22,-16.6667
2013-08-23,0.0
2013-08-26,0.0
2013-08-27,16.0
2013-08-28,-12.069
2013-08-29,-1.9607999999999999
2013-08-30,4.0
2013-09-03,3.8462
2013-09-04,-1.8519
2013-09-05,-3.7736
2013-09-09,-1.9607999999999999
2013-09-10,4.0
2013-09-11,0.0
2013-09-12,1.9231
2013-09-13,-3.7736
2013-09-16,3.9215999999999998
2013-09-17,3.7736
2013-09-19,-10.9091
2013-09-20,2.0408
2013-09-23,3.0
2013-09-24,0.0
2013-09-25,4.8544
2013-09-27,-7.4074
2013-09-30,-4.0
2013-10-02,6.25
2013-10-03,2.9412000000000003
2013-10-07,2.8571
2013-10-10,-7.4074
2013-10-15,0.0
2013-10-18,4.0
2013-10-29,-9.6154
2013-10-30,2.1277
2013-11-05,-2.0833
2013-11-06,6.383
2013-11-13,-14.0
2013-11-14,4.6512
2013-12-09,-33.3333
2013-12-19,0.0
2013-12-30,50.0
2014-01-14,-42.2222
2014-01-15,15.3846
2014-01-23,50.0
2014-01-27,0.0
2014-02-06,-28.8889
2014-03-14,25.0
2014-03-17,0.0
2014-03-18,150.0
2014-03-19,0.0
2014-03-21,-25.0
2014-03-25,6.6667
2014-03-27,0.0
2014-03-28,0.0
2014-03-31,0.0
2014-04-01,-6.2344
2014-04-04,-20.0133
2014-04-07,25.0
2014-04-09,-26.6667
2014-04-14,0.0
2014-04-16,0.0
2014-04-23,-9.0909
2014-05-21,-10.0
2014-05-27,6.6667
2014-06-02,-8.3333
2014-06-03,-31.8182
2014-07-01,10.0
2014-07-11,1.5152
2014-07-23,-1.4925
2014-09-17,-9.0909
2014-09-18,6.6667
2014-09-19,-18.75
2014-09-25,-19.2308
2014-09-30,66.6667
2014-10-07,-57.1429
2014-10-27,33.3333
2014-11-03,69.0
2014-11-04,30.1775
2014-11-05,2.2727
2014-11-07,-11.1111
2014-11-10,50.0
2014-11-18,0.0
2014-11-20,-15.0
2014-11-24,17.647100000000002
2014-11-26,-8.3333
2014-12-04,0.0
2014-12-10,0.0
2014-12-31,-9.0909
2015-01-09,20.0
2015-01-15,-8.3333
2015-02-23,-36.3636
2015-03-06,0.0
2015-03-09,54.2857
2015-03-16,-35.1852
2015-04-01,20.0
2015-04-08,-16.6667
2015-04-23,42.8571
