ticker,HZNM US Equity
2015-05-20,-20.0
2015-07-14,-17.5
2015-07-20,36.3636
2015-09-17,-22.2222
2015-09-18,28.5714
2015-09-25,22.2222
2015-10-02,-9.0909
2015-10-27,-20.0
2015-11-09,25.0
2015-11-19,-26.0
2015-11-24,-5.4054
2015-12-04,0.0
2015-12-09,-42.8571
2015-12-10,0.0
2015-12-21,15.0
2016-01-12,-34.7826
2016-01-19,-33.3333
2016-01-21,100.0
2016-01-25,24.5
2016-01-29,-39.759
2016-02-25,0.0
2016-03-28,-33.3333
2016-04-06,0.0
2016-05-12,-40.0
2016-05-20,0.0
2016-08-08,0.0
2016-08-09,33.3333
2016-08-11,87.5
2016-08-23,-11.3333
2016-08-25,35.3383
2016-08-30,0.0
2016-08-31,8.3333
2016-09-12,-38.4615
2016-09-13,66.6667
2016-09-14,0.0
2016-09-15,75.0
2016-09-26,-14.2857
2016-09-27,16.6667
2016-09-29,14.2857
2016-09-30,0.0
2016-10-04,12.5
2016-10-05,33.3333
2016-10-06,8.3333
2016-10-07,15.3846
2016-10-10,6.6667
2016-10-19,-6.25
2016-10-20,-13.3333
2016-10-21,-7.6923
2016-10-24,1.6667
2016-10-26,6.5574
2016-10-27,-1.7692
2016-10-28,1.8011
2016-11-15,-15.3846
2016-11-16,9.0909
2016-11-18,0.0
2016-11-21,16.6667
2016-11-30,-14.2857
2016-12-01,-16.6667
2016-12-02,6.0
2016-12-05,-1.8868
2016-12-07,-13.461500000000001
2016-12-13,4.4444
2016-12-16,-4.2553
2016-12-19,-4.4444
2016-12-28,-4.6512
2017-01-04,29.2683
2017-01-05,3.7736
2017-01-13,-7.2727
2017-01-20,0.0
2017-01-30,17.647100000000002
2017-02-02,13.3333
2017-02-03,32.3529
2017-02-06,12.2222
2017-02-07,11.8812
2017-02-08,7.9646
2017-02-09,12.2951
2017-02-10,-5.8394
2017-02-13,4.6512
2017-02-14,-14.8148
2017-02-15,-6.9565
2017-02-16,-41.1215
2017-02-17,14.2857
2017-02-21,-5.5556
2017-02-22,8.8235
2017-02-23,-10.8108
2017-02-24,-1.5152
2017-02-27,-18.4615
2017-02-28,-15.0943
2017-03-01,-22.2222
2017-03-02,8.5714
2017-03-03,0.0
2017-03-06,-18.4211
2017-03-07,0.0
2017-03-08,22.5806
2017-03-09,39.4737
2017-03-10,-9.4575
2017-03-13,8.3616
2017-03-14,13.461500000000001
2017-03-15,-1.6949
2017-03-16,-5.1724
2017-03-17,1.8182
2017-03-20,-1.7856999999999998
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,1.8182
2017-03-24,8.0357
2017-03-27,-9.0909
2017-03-28,13.7045
2017-03-29,13.9117
2017-03-30,-1.7370999999999999
2017-03-31,-11.4286
2017-04-03,4.8387
2017-04-04,0.0
2017-04-05,3.0769
2017-04-06,0.0
2017-04-07,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-24,0.0
2017-04-25,-12.6399
2017-04-26,-40.2029
2017-04-27,4.6071
2017-04-28,-4.4042
2017-05-02,0.0
2017-05-03,-2.8571
2017-05-04,0.0
2017-05-05,10.8272
2017-05-08,0.8459
2017-05-09,-8.1086
2017-05-10,-2.6311
2017-05-11,0.0
2017-05-12,0.0
2017-05-15,0.0
2017-05-16,-8.8235
2017-05-17,-3.2258
2017-05-18,10.0
2017-05-19,11.6667
2017-05-23,-5.1391
2017-05-24,-5.5963
2017-05-25,10.6061
2017-05-26,9.589
2017-05-30,-10.0
2017-05-31,2.5521000000000003
2017-06-02,-2.4886
2017-06-05,1.2847
2017-06-06,-1.2684
2017-06-07,0.0
2017-06-08,0.0
2017-06-09,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,4.4722
2017-06-15,0.0
2017-06-16,-4.2808
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-26,-8.3333
2017-06-27,0.0
2017-06-28,0.0
2017-06-30,-9.0909
2017-07-03,-6.6667
2017-07-05,7.1429
2017-07-07,-13.3333
2017-07-10,-11.538499999999999
2017-07-11,0.0
2017-07-12,8.6957
2017-07-14,-5.2
2017-07-17,-2.9536
2017-07-19,0.0
2017-07-20,7.0
2017-07-21,1.5847
2017-07-25,-8.0
2017-07-26,0.0
2017-07-28,-8.6957
2017-07-31,0.0
2017-08-01,23.8095
2017-08-02,-23.0769
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,2.5
2017-08-10,4.878
2017-08-11,0.0
2017-08-15,-2.3256
2017-08-16,4.7619
2017-08-21,-4.5455
2017-08-22,0.0
2017-08-23,-3.6667
2017-08-24,3.8062
2017-08-25,0.0
2017-08-28,7.1429
2017-08-29,-2.2222
2017-08-30,0.0
2017-08-31,-18.1364
2017-09-01,0.0
2017-09-06,6.317
2017-09-08,-16.4391
2017-09-11,0.0
2017-09-13,0.0
2017-09-15,15.625
2017-09-19,-13.5135
2017-09-20,-9.625
2017-09-21,-6.639
2017-09-25,-1.1111
2017-09-27,-2.5468
2017-09-28,0.0
2017-10-02,-0.0769
2017-10-04,-4.5385
2017-10-05,-2.9009
2017-10-09,-0.4149
2017-10-10,0.0
2017-10-12,-4.5833
2017-10-13,-12.3144
2017-10-16,-9.3625
2017-10-17,-34.0659
2017-10-18,0.0
2017-10-20,-8.3333
2017-10-23,0.0
2017-10-25,0.0
2017-10-27,54.5455
2017-10-31,-35.2941
2017-11-01,81.6364
2017-11-02,-44.9449
2017-11-03,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,81.8182
2017-11-09,-45.0
2017-11-10,0.0
2017-11-14,18.8182
2017-11-15,-15.8378
2017-11-20,0.0
2017-11-24,0.0
2017-11-27,-5.4545
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,0.0
2017-12-04,-3.8462
2017-12-05,0.0
2017-12-07,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,23.0
2017-12-15,-26.8293
2017-12-18,6.6667
2017-12-19,-4.1667
2017-12-20,6.6957
2017-12-21,-6.2755
2017-12-22,0.0
2017-12-26,-2.1739
2017-12-27,10.8889
2017-12-28,-7.515
2017-12-29,-2.4919000000000002
2018-01-04,-50.0
2018-01-05,0.0
2018-01-11,0.0
2018-01-16,28.1111
2018-01-17,38.7684
2018-01-18,75.0
2018-01-19,35.86
2018-01-22,-7.6917
2018-01-23,11.406
2018-01-25,-38.6503
2018-01-26,-16.6667
2018-01-30,0.0
2018-02-05,0.0
2018-02-08,-6.2
2018-02-12,0.0
2018-02-13,11.3284
2018-02-14,24.490099999999998
2018-02-16,-27.6923
2018-02-21,-0.2128
2018-02-23,-14.7122
2018-02-26,50.0
2018-03-01,-33.3333
2018-03-08,0.0
2018-03-09,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-04-11,25.0
2018-04-19,-20.0
2018-04-23,0.0
2018-04-27,0.0
2018-05-02,0.0
2018-05-15,-25.0
2018-05-16,0.0
2018-05-21,33.3333
2018-05-24,0.0
2018-06-01,-25.0
2018-06-04,0.0
2018-06-08,0.0
2018-06-18,0.0
2018-06-25,0.0
2018-06-27,0.0
2018-07-02,-10.0
2018-07-05,-81.4815
2018-07-12,2.0
2018-07-17,0.0
2018-07-25,429.4118
2018-07-26,-81.4815
2018-08-01,500.0
2018-08-03,0.0
2018-08-06,16.6667
2018-08-21,-57.1429
2018-08-22,0.0
2018-08-24,83.3333
2018-08-28,-45.4545
2018-08-31,0.0
2018-09-05,0.0
2018-09-14,0.0
2018-09-17,0.0
2018-09-21,-33.3333
2018-10-03,0.0
2018-10-10,0.0
2018-10-12,0.0
2018-10-15,0.0
2018-10-17,0.0
2018-10-26,0.0
2018-10-29,-25.0
2018-11-12,0.0
2018-11-19,0.0
2018-11-20,-5.8667
2018-11-28,-7.932
2018-12-03,0.4615
2018-12-12,-0.4594
2018-12-13,-7.6923
2018-12-14,-33.3333
2018-12-18,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-11,0.0
2019-01-30,20.875
2019-01-31,-17.2699
2019-02-12,232.5
2019-02-13,-24.812
2019-02-14,-50.0
2019-02-15,70.0
2019-02-20,17.647100000000002
2019-02-26,10.0
2019-03-11,-63.6364
2019-03-14,25.0
2019-03-15,0.0
2019-03-19,0.0
2019-03-21,0.0
2019-03-28,0.0
2019-04-02,0.0
2019-04-04,0.0
2019-05-09,16.0
2019-05-14,-58.6207
2019-06-03,-16.6667
2019-06-18,124.0
2019-06-21,0.4464
2019-06-28,-11.1111
2019-07-02,12.5
2019-08-01,0.0
2019-08-27,-11.1111
2019-09-03,150.0
2019-09-12,180.0
2019-09-13,-17.8571
2019-09-16,30.4348
2019-09-17,-33.3333
2019-09-18,0.0
2019-09-24,0.0
2019-09-27,0.0
2019-10-02,-25.0
2019-10-04,33.3333
2019-10-15,25.0
2019-10-16,-40.0
2019-10-22,0.0
2019-10-24,0.0
2019-10-28,0.0
2019-10-29,3.3333
2019-10-30,-3.2258
2019-11-04,20.0
2019-11-05,-16.6667
2019-11-06,20.0
2019-11-07,-16.6667
2019-11-14,25.0
2019-11-27,-1.8667
2019-11-29,-32.0652
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,40.8
2019-12-09,-25.4261
2019-12-11,-4.7619
2019-12-12,0.0
2019-12-17,-28.0
2019-12-23,-11.1111
2019-12-26,0.0
2019-12-31,0.0
2020-01-03,0.0
2020-01-09,26.25
2020-01-28,0.0
2020-02-03,0.0
2020-02-07,-20.7921
2020-02-14,-37.5
2020-02-18,140.0
2020-02-19,-16.6667
2020-03-09,-50.0
2020-03-10,-24.0
2020-03-12,-47.3684
2020-03-18,5.0
2020-03-23,0.0
2020-03-26,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-16,0.0
2020-05-04,0.0
2020-05-11,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-28,0.0
2020-05-29,-4.7619
2020-06-01,0.0
2020-06-03,52.5
2020-06-09,-34.4262
2020-06-12,150.0
2020-06-16,200.0
2020-06-17,-86.0
2020-06-18,733.3333
2020-06-19,-88.0
2020-06-24,-90.4762
2020-06-26,950.0
2020-07-14,0.0
2020-07-22,0.0
2020-07-23,757.1429
2020-07-24,11.1111
2020-07-29,-89.5
