ticker,MYBF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,0.0
2000-01-12,2.1277
2000-01-21,5.5556
2000-01-28,-7.2368
2000-01-31,-0.7092
2000-02-03,-5.0
2000-02-09,-0.7519
2000-02-10,1.5152
2000-02-14,-4.4776
2000-02-15,4.6875
2000-02-22,-10.4478
2000-02-24,6.6667
2000-02-28,-6.6227
2000-04-05,-5.8824
2000-04-12,10.1786
2000-04-14,-4.376
2000-04-28,2.1186
2000-05-10,-0.4149
2000-05-16,-10.0
2000-05-19,6.9444
2000-05-22,-1.2987
2000-05-23,-7.8947
2000-06-07,12.026
2000-08-15,-10.6838
2000-09-06,3.9061
2000-09-07,3.7037
2000-11-03,-0.8929
2000-11-21,-6.3063
2000-11-27,-3.8462
2000-12-20,-15.0142
2000-12-22,-4.7619
2000-12-26,-5.0
2000-12-27,5.2632
2000-12-28,-4.375
2000-12-29,4.5752
2001-01-29,16.25
2001-02-21,2.1505
2001-02-23,0.0
2001-03-29,-3.3369
2001-04-02,0.8219
2001-04-04,7.6087
2001-04-05,0.0
2001-05-07,-0.404
2001-05-21,0.4057
2001-06-11,-0.4065
2001-06-22,0.0
2001-06-27,-1.2245
2001-06-29,-1.8595000000000002
2001-07-02,3.1579
2001-07-24,-4.0816
2001-07-31,0.8511
2001-08-06,-0.8439
2001-08-10,0.0
2001-08-20,4.2553
2001-09-27,-3.2854
2001-10-08,-0.2123
2001-11-21,-3.1915
2001-12-05,1.3363
2001-12-10,2.1978
2001-12-18,-1.0753
2001-12-19,-4.3478
2001-12-27,1.1364
2001-12-28,-1.1236
2002-01-04,5.6818
2002-01-10,2.1505
2002-01-17,3.1579
2002-01-22,-3.0612
2002-01-28,1.0526
2002-01-30,-3.125
2002-03-13,6.1065
2002-03-14,2.0408
2002-03-20,-4.0
2002-04-01,2.125
2002-04-02,0.9792
2002-04-10,-1.8182
2002-04-11,2.8807
2002-04-30,2.2
2002-05-06,-2.1526
2002-05-15,0.0
2002-05-23,8.0
2002-05-28,-2.7778
2002-06-12,1.5715
2002-07-12,5.6604
2002-07-15,-1.7856999999999998
2002-07-24,16.3636
2002-09-05,9.9106
2002-09-06,-3.3898
2002-09-09,12.2807
2002-09-10,-1.5625
2002-09-26,-1.7143000000000002
2002-09-30,1.7442
2002-10-03,-4.7619
2002-10-04,0.0
2002-10-09,0.0
2002-10-10,4.9667
2002-10-16,-7.0499
2002-10-23,-0.9224
2002-10-31,3.4483
2002-11-01,-1.6667
2002-11-08,8.4746
