ticker,HQY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-31,25.7143
2014-08-01,-3.6932
2014-08-04,-0.59
2014-08-05,-0.5935
2014-08-06,1.8507
2014-08-07,2.5205
2014-08-08,0.1144
2014-08-11,1.9417
2014-08-12,2.7451
2014-08-13,7.9607
2014-08-14,4.899
2014-08-15,-3.8999
2014-08-18,2.5551
2014-08-19,-0.3908
2014-08-20,0.4904
2014-08-21,-1.6105
2014-08-22,1.4881
2014-08-25,-2.8837
2014-08-26,-0.7046
2014-08-27,-1.1151
2014-08-28,-0.5638
2014-08-29,-0.1031
2014-09-02,2.0124
2014-09-03,-4.4512
2014-09-04,0.2118
2014-09-05,0.5811
2014-09-08,-2.0483
2014-09-09,4.0751
2014-09-10,11.3859
2014-09-11,-3.1915
2014-09-12,-0.9078
2014-09-15,0.6268
2014-09-16,-3.6895
2014-09-17,-0.3483
2014-09-18,0.649
2014-09-19,-2.9266
2014-09-22,0.9709
2014-09-23,-4.7571
2014-09-24,-3.0818
2014-09-25,-0.4386
2014-09-26,1.5969
2014-09-29,-1.1381999999999999
2014-09-30,0.3838
2014-10-01,-2.9492000000000003
2014-10-02,-2.1947
2014-10-03,8.7457
2014-10-06,-1.164
2014-10-07,3.2655
2014-10-08,0.4147
2014-10-09,-4.3882
2014-10-10,-2.9158
2014-10-13,1.3348
2014-10-14,1.2075
2014-10-15,5.423
2014-10-16,4.5267
2014-10-17,-4.4783
2014-10-20,3.6579
2014-10-21,1.2425
2014-10-22,-0.9818
2014-10-23,2.4789
2014-10-24,-3.0963
2014-10-27,-0.3994
2014-10-28,2.6065
2014-10-29,-2.5403000000000002
2014-10-30,1.4035
2014-10-31,0.8403
2014-11-03,-2.5
2014-11-04,-1.5083
2014-11-05,0.5105
2014-11-06,0.5587
2014-11-07,3.5859
2014-11-10,1.3652
2014-11-11,1.2987
2014-11-12,1.8044
2014-11-13,-0.1866
2014-11-14,-0.1869
2014-11-17,0.7022
2014-11-18,3.5332
2014-11-19,-2.4697
2014-11-20,1.6575
2014-11-21,3.9855
2014-11-24,0.5226
2014-11-25,3.0329
2014-11-26,-1.0513
2014-11-28,5.5249
2014-12-01,-3.3025
2014-12-02,-5.9142
2014-12-03,0.4869
2014-12-04,-1.1013
2014-12-05,-0.7127
2014-12-08,8.0754
2014-12-09,-0.4981
2014-12-10,1.2098
2014-12-11,-1.7725
2014-12-12,-6.3366
2014-12-15,2.5986000000000002
2014-12-16,-0.6987
2014-12-17,6.9481
