ticker,TRNO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-10,-6.75
2010-02-11,1.2869
2010-02-12,-0.2118
2010-02-16,0.1592
2010-02-17,-0.4767
2010-02-18,-0.3193
2010-02-19,0.1068
2010-02-22,0.0
2010-02-23,0.2667
2010-02-24,-1.3298
2010-02-25,-0.1617
2010-02-26,1.5659
2010-03-01,-0.6911
2010-03-02,1.1242
2010-03-03,-0.4738
2010-03-04,0.8484
2010-03-05,-0.8439
2010-03-08,3.4043
2010-03-09,0.1029
2010-03-10,-2.3124000000000002
2010-03-11,2.2094
2010-03-12,-0.1544
2010-03-15,-2.1134
2010-03-16,1.1058
2010-03-17,0.4688
2010-03-18,0.7776
2010-03-19,1.0802
2010-03-22,-2.0356
2010-03-23,-0.5195
2010-03-24,1.5144
2010-03-25,0.1029
2010-03-26,-0.2569
2010-03-29,0.4637
2010-03-30,1.0256
2010-03-31,0.1523
2010-04-01,-2.6356
2010-04-05,0.885
2010-04-06,1.4447999999999999
2010-04-07,1.2208
2010-04-08,-1.3568
2010-04-09,0.1019
2010-04-12,-0.916
2010-04-13,0.9245
2010-04-14,-0.3053
2010-04-15,-0.4594
2010-04-16,-0.5641
2010-04-19,0.9283
2010-04-20,-0.2555
2010-04-21,-0.1025
2010-04-22,0.0
2010-04-23,-0.7692
2010-04-26,-0.7235
2010-04-27,-0.5726
2010-04-28,0.3141
2010-04-29,-0.5219
2010-04-30,-1.3115999999999999
2010-05-03,0.319
2010-05-04,-2.2258
2010-05-05,0.2168
2010-05-06,-0.8653
2010-05-07,-5.401
2010-05-10,4.4983
2010-05-11,0.2759
2010-05-12,3.4122
2010-05-13,-2.661
2010-05-14,0.0
2010-05-17,0.8748
2010-05-18,-0.6504
2010-05-19,-1.3639000000000001
2010-05-20,0.1106
2010-05-21,-0.442
2010-05-24,-0.111
2010-05-25,-0.4444
2010-05-26,-0.0558
2010-05-27,2.7917
2010-05-28,-1.9555
2010-06-01,-1.5512000000000001
2010-06-02,4.1643
2010-06-03,-0.4862
2010-06-04,-3.203
2010-06-07,0.3926
2010-06-08,-0.7821
2010-06-09,0.1126
2010-06-10,1.0686
2010-06-11,0.1669
2010-06-14,-0.8889
2010-06-15,0.8969
2010-06-16,0.8889
2010-06-17,-0.2753
2010-06-18,0.6074
2010-06-21,-2.1405
2010-06-22,0.1122
2010-06-23,0.112
2010-06-24,-1.5669
2010-06-25,3.6384
2010-06-28,-1.5908
2010-06-29,-1.4493
2010-06-30,0.1697
