ticker,EDSA US Equity
2011-01-25,7.2307
2011-01-26,1.8349
2011-01-27,-4.7748
2011-01-28,-0.5676
2011-01-31,0.7612
2011-02-01,-4.627
2011-02-02,8.6324
2011-02-03,-4.2381
2011-02-04,4.0747
2011-02-07,-2.1491
2011-02-08,5.1577
2011-02-09,2.0274
2011-02-10,2.3955
2011-02-11,2.6372
2011-02-14,-3.6366
2011-02-15,1.4945
2011-02-16,-1.822
2011-02-17,-5.0496
2011-02-18,3.2898
2011-02-22,-10.2426
2011-02-23,1.4892
2011-02-24,-2.6087
2011-02-25,4.4643
2011-02-28,0.2077
2011-03-01,-0.7285
2011-03-02,0.1909
2011-03-03,0.0
2011-03-04,0.4407
2011-03-07,-5.1346
2011-03-08,-1.1
2011-03-09,-9.6562
2011-03-10,-5.54
2011-03-11,0.5924
2011-03-14,-6.4414
2011-03-15,-3.4621
2011-03-16,-2.8446
2011-03-17,5.4362
2011-03-18,-5.2673
2011-03-21,14.6313
2011-03-22,6.9607
2011-03-23,-0.1507
2011-03-24,-3.787
2011-03-25,-0.271
2011-03-28,14.8577
2011-03-29,-0.8964
2011-03-30,-2.2298999999999998
2011-03-31,-2.2037
2011-04-01,-9.0133
2011-04-04,-3.8484
2011-04-05,1.5244
2011-04-07,10.5325
2011-04-08,5.8887
2011-04-11,-8.4934
2011-04-12,-1.6575
2011-04-13,-3.7079
2011-04-14,1.4221
2011-04-15,0.036
2011-04-18,-6.728
2011-04-19,3.6991
2011-04-20,4.6373
2011-04-21,-4.0696
2011-04-25,-7.6035
2011-04-26,0.1282
2011-04-27,8.5147
2011-04-29,-4.4838000000000005
2011-05-02,-4.4472
2011-05-03,-0.501
2011-05-04,2.5175
2011-05-05,-6.2104
2011-05-06,6.5118
2011-05-09,-0.785
2011-05-10,0.6154
2011-05-11,-4.1068
2011-05-12,0.5964
2011-05-13,1.054
2011-05-16,-6.8449
2011-05-17,-2.0294
2011-05-18,-3.7589
2011-05-19,-1.2153
2011-05-20,-1.5777999999999999
2011-05-24,0.916
2011-05-25,-0.104
2011-05-26,7.6763
2011-05-27,-2.7426
2011-05-31,-6.7968
2011-06-01,-2.1722
2011-06-02,0.1883
2011-06-03,-0.3958
2011-06-06,-0.2682
2011-06-07,2.3307
2011-06-08,-3.7571
2011-06-10,-3.1553
2011-06-13,1.8378999999999999
2011-06-14,0.8203
2011-06-15,-4.4752
2011-06-16,0.5324
2011-06-17,4.5012
2011-06-20,-3.4154
2011-06-21,-5.7083
2011-06-22,-0.2893
2011-06-27,0.0
2011-06-29,2.0871
2011-06-30,-4.7557
2011-07-05,3.7994
2011-07-06,-0.0332
2011-07-07,11.2942
2011-07-08,3.4291
2011-07-11,-1.0859
2011-07-12,-6.7327
2011-07-13,-0.5
2011-07-15,4.5226
2011-07-18,6.0897
2011-07-19,7.3263
2011-07-20,-4.0816
2011-07-21,0.5319
2011-07-22,-2.4722
2011-07-25,3.7134
2011-07-26,1.0101
2011-07-27,-1.3571
2011-07-28,-7.748
2011-07-29,-7.1429
2011-08-02,-7.6078
2011-08-03,1.7155
2011-08-04,7.5781
2011-08-05,1.9231
2011-08-08,-14.6021
2011-08-09,5.6676
2011-08-10,7.0
2011-08-11,0.9346
2011-08-12,-0.2525
2011-08-15,11.0338
2011-08-16,2.9071
2011-08-17,-3.9882
2011-08-18,-6.1538
2011-08-19,-7.2131
2011-08-22,2.8269
2011-08-23,3.5223
2011-08-24,0.1349
2011-08-26,-7.9768
2011-08-29,3.6587
2011-08-30,3.5838
2011-08-31,-6.4793
2011-09-01,-0.157
2011-09-02,-2.9868
2011-09-07,2.4074
2011-09-08,-3.7975
2011-09-09,-2.7256
2011-09-12,0.0966
2011-09-13,0.7119
2011-09-14,-1.9887000000000001
2011-09-16,-8.7642
2011-09-19,-3.1484
2011-09-20,12.104
2011-09-21,-9.3781
2011-09-22,-0.4357
2011-09-23,-13.8676
2011-09-26,-1.0796999999999999
2011-09-27,1.9583
2011-09-28,1.5428
2011-09-29,1.5039
2011-09-30,-0.7484
2011-10-03,0.0923
2011-10-04,-18.8192
2011-10-05,31.5152
2011-10-07,0.6912
2011-10-13,-13.1579
2011-10-17,12.9611
2011-10-18,5.5839
2011-10-20,-11.7095
2011-10-24,0.2972
2011-10-26,-3.9451
2011-10-28,4.5455
2011-11-02,11.8012
2011-11-03,-4.4444
2011-11-04,3.0233
2011-11-07,0.1129
2011-11-08,21.9842
2011-11-09,-15.4344
2011-11-10,18.2104
2011-11-11,-11.2447
2011-11-14,11.875
2011-11-15,-0.838
2011-11-16,12.6761
2011-11-17,0.0
2011-11-18,8.0313
2011-11-21,-8.4081
2011-11-22,-0.2316
2011-11-23,-2.8385
2011-11-25,-2.7802
2011-11-30,-15.7283
2011-12-01,1.4846
2011-12-02,-0.3135
2011-12-06,8.805
2011-12-08,-7.5145
2011-12-09,-0.9375
2011-12-13,0.9464
2011-12-14,-2.1875
2011-12-15,-14.5234
2011-12-16,-0.3582
2011-12-19,4.4858
2011-12-20,-3.5901
2011-12-21,-1.443
2011-12-22,6.0453
2011-12-23,0.7126
2011-12-28,-0.5159
2011-12-29,-0.2667
2011-12-30,-7.1758
2012-01-03,21.2548
2012-01-04,-0.4224
2012-01-05,2.6511
2012-01-06,-5.7851
2012-01-09,4.7149
2012-01-10,-0.5236
2012-01-11,1.0789
2012-01-12,-0.2343
2012-01-13,-0.1044
2012-01-17,3.4483
2012-01-18,-4.7475000000000005
2012-01-20,-5.1962
2012-01-23,-1.1186
2012-01-24,-4.9774
2012-01-25,-3.9732
2012-01-26,2.402
2012-01-27,-0.8172
2012-01-30,16.9362
2012-01-31,-3.1315
2012-02-01,13.3621
2012-02-03,-3.4221
2012-02-06,-3.9370000000000003
2012-02-07,-13.4606
2012-02-08,10.2264
2012-02-09,-3.4372
2012-02-13,-1.4461
2012-02-15,-3.3437
2012-02-16,-1.445
2012-02-17,0.0
2012-02-21,-1.6588
2012-02-22,-0.4819
2012-02-23,10.6538
2012-02-24,-0.2188
2012-02-27,8.9912
2012-02-28,0.0252
2012-02-29,0.3772
2012-03-01,-8.016
2012-03-02,-4.5752
2012-03-06,0.4138
2012-03-07,-7.2332
2012-03-12,-4.902
2012-03-14,0.5155
2012-03-15,7.9808
2012-03-16,-2.6417
2012-03-21,-3.4146
2012-03-22,-1.5152
2012-03-23,3.8462
2012-03-26,0.7407
2012-03-27,0.0
2012-03-28,-7.8431
2012-03-29,5.5851
2012-03-30,1.0076
2012-04-02,4.7382
2012-04-03,1.6219999999999999
2012-04-04,-7.6878
2012-04-05,-13.198
2012-04-09,-4.386
2012-04-10,43.7309
2012-04-11,4.8936
2012-04-12,-0.2028
2012-04-13,-2.7439
2012-04-16,0.3135
2012-04-17,-2.2917
2012-04-18,-0.8795
2012-04-19,-11.1589
2012-04-20,0.0
2012-04-23,10.4116
2012-04-26,-9.6491
2012-04-27,-1.6989999999999998
2012-05-02,-1.9752999999999998
2012-05-03,0.2519
2012-05-07,-5.7789
2012-05-08,-3.2
2012-05-09,-1.5152
2012-05-10,-1.0839
2012-05-11,7.0343
2012-05-16,-13.21
2012-05-17,20.2435
2012-05-22,-12.9114
2012-05-23,-9.0116
2012-05-24,-5.9105
2012-05-25,-3.3531
2012-05-29,0.3074
2012-05-30,-8.9317
2012-05-31,-2.3077
2012-06-01,10.2362
2012-06-04,-0.9598
2012-06-06,-4.7329
2012-06-07,7.1209
2012-06-08,8.6572
2012-06-12,-10.3049
2012-06-15,3.5122999999999998
2012-06-19,-11.5587
2012-06-20,0.0
2012-06-25,2.9703
2012-06-27,11.850999999999999
2012-06-28,-4.7496
2012-07-03,-1.444
2012-07-05,3.8462
2012-07-06,-0.5291
2012-07-09,-0.7092
2012-07-10,-1.0714
2012-07-12,-2.2789
2012-07-13,5.2182
2012-07-16,4.8058
2012-07-19,14.5729
2012-07-20,16.3743
2012-07-24,-3.0151
2012-07-25,-1.5544
2012-07-27,1.0526
2012-07-31,1.5625
2012-08-01,-2.5641
2012-08-08,5.2632
2012-08-09,-5.0
2012-08-10,-0.2632
2012-08-20,0.5607
2012-08-23,0.0
2012-08-24,-0.2952
2012-08-27,0.0
2012-08-28,-0.6579
2012-08-30,-25.0331
2012-08-31,18.3746
2012-09-06,4.0299
2012-09-10,3.5868
2012-09-12,-8.5873
2012-09-13,8.7879
2012-09-14,-16.156
2012-09-17,-2.6578
2012-09-18,2.3891
2012-09-19,-4.3333
2012-09-20,3.4843
2012-09-21,1.0101
2012-09-24,12.2917
2012-09-27,-16.5863
2012-09-28,0.5338
2012-10-01,-1.9468999999999999
2012-10-04,1.9856
2012-10-05,-1.4159
2012-10-09,0.3591
2012-10-10,4.2263
2012-10-15,-3.1967
2012-10-16,-1.9504000000000001
2012-10-17,2.5316
2012-10-18,0.5291
2012-10-19,3.1579
2012-10-23,-4.0816
2012-10-26,-5.1418
2012-10-31,-0.9346
2012-11-01,2.2641999999999998
2012-11-02,-7.7491
2012-11-05,19.6
2012-11-06,-16.7224
2012-11-07,2.8112
2012-11-08,9.375
2012-11-12,-10.7143
2012-11-13,-9.2
2012-11-14,18.9427
2012-11-15,-9.6296
2012-11-16,1.0758
2012-11-19,12.9245
2012-11-21,-10.2334
2012-11-23,0.4
2012-11-26,-11.9522
2012-11-27,0.0
2012-11-28,-0.4525
2012-11-30,-4.5455
2012-12-03,9.1071
2012-12-04,-14.4572
2012-12-05,29.8469
2012-12-07,-9.7741
2012-12-10,0.2994
2012-12-11,17.8833
2012-12-14,3.453
2012-12-17,6.8091
2012-12-18,2.3333
2012-12-19,-5.0896
2012-12-20,3.0245
2012-12-26,-0.0625
2012-12-27,-3.6667
2012-12-28,-3.8062
2012-12-31,9.6448
2013-01-02,-1.0457
2013-01-03,-0.1036
2013-01-04,0.0207
2013-01-07,9.8299
2013-01-08,0.2644
2013-01-09,8.4746
2013-01-11,-6.1111
2013-01-15,6.5089
2013-01-16,-0.6424
2013-01-17,0.1398
2013-01-18,10.4519
2013-01-22,8.6888
2013-01-23,2.3256
2013-01-24,-0.4545
2013-01-25,-3.653
2013-01-28,-5.2133
2013-01-29,1.0
2013-01-31,-7.1782
2013-02-01,-1.0667
2013-02-04,-2.965
2013-02-05,-1.7187000000000001
2013-02-06,11.4467
2013-02-07,3.9784
2013-02-08,2.9268
2013-02-11,4.9763
2013-02-13,3.8375
2013-02-14,5.2174
2013-02-15,4.1322
2013-02-19,10.9127
2013-02-20,8.4973
2013-02-21,4.0396
2013-02-22,-4.4374
2013-02-25,-2.1559
2013-02-26,-8.4746
2013-02-27,5.3472
2013-02-28,8.4597
2013-03-01,-6.3209
2013-03-04,-3.1142
2013-03-05,3.2143
2013-03-06,-0.173
2013-03-07,1.4515
2013-03-08,-7.7514
2013-03-11,-1.2731
2013-03-12,0.3517
2013-03-13,-0.9346
2013-03-14,13.5849
2013-03-15,-1.9933999999999998
2013-03-18,-1.5253999999999999
2013-03-19,2.614
2013-03-20,-0.3669
2013-03-21,2.3043
2013-03-22,3.8363
2013-03-25,-4.9128
2013-03-26,0.0
2013-03-28,5.6667
2013-04-01,1.2323
2013-04-02,2.9604
2013-04-03,-2.6672000000000002
2013-04-04,-1.8366
2013-04-05,-1.3859
2013-04-08,-5.2399000000000004
2013-04-09,-2.8178
2013-04-10,3.7715
2013-04-11,0.8403
2013-04-12,1.4687999999999999
2013-04-15,-3.4801
2013-04-16,0.4893
2013-04-17,-7.7053
2013-04-18,-0.9174
2013-04-19,8.7384
2013-04-22,-1.2241
2013-04-23,-0.431
2013-04-24,1.7641
2013-04-25,0.3935
2013-04-26,-3.3898
2013-04-29,9.9123
2013-04-30,-0.9577
2013-05-01,-3.3038
2013-05-02,1.7708
2013-05-03,-3.3777
2013-05-06,0.0
2013-05-07,-3.0297
2013-05-08,2.0756
2013-05-09,-0.8776
2013-05-10,-4.9017
2013-05-13,8.7193
2013-05-14,-13.6174
2013-05-15,-3.2882
2013-05-16,3.1375
2013-05-17,6.6537
2013-05-20,9.0909
2013-05-21,6.6667
2013-05-22,1.5625
2013-05-23,0.8173
2013-05-24,-1.6309
2013-05-28,3.9364
2013-05-29,1.4925
2013-05-30,8.8235
2013-05-31,-2.7956
2013-06-03,-4.0751
2013-06-04,-10.0725
2013-06-05,3.5959
2013-06-06,8.8965
2013-06-07,14.1875
2013-06-10,-1.1807
2013-06-11,-1.2265
2013-06-12,-13.7387
2013-06-13,8.9896
2013-06-14,-4.2007
2013-06-17,3.8424
2013-06-18,-0.2741
2013-06-19,0.773
2013-06-20,-4.9945
2013-06-21,3.7319
2013-06-24,0.9427
2013-06-25,3.7012
2013-06-26,-3.189
2013-06-27,-0.2048
2013-06-28,1.8899
2013-07-01,0.7134
2013-07-02,-2.3083
2013-07-03,-2.1411
2013-07-05,0.9763
2013-07-08,2.9006
2013-07-09,-0.6711
2013-07-10,-2.7027
2013-07-11,-2.7778
2013-07-12,1.0
2013-07-15,6.082
2013-07-16,3.5083
2013-07-17,7.2377
2013-07-18,11.9369
2013-07-19,9.6512
2013-07-22,2.7279999999999998
2013-07-23,-14.3555
2013-07-24,3.4483
2013-07-25,0.2151
2013-07-26,1.643
2013-07-29,5.4958
2013-07-30,7.3859
2013-07-31,-2.1606
2013-08-01,0.9524
2013-08-02,-7.9068000000000005
2013-08-05,2.4393000000000002
2013-08-06,-1.1375
2013-08-07,-0.569
2013-08-08,0.9474
2013-08-09,-2.2485
2013-08-12,9.2784
2013-08-13,7.5472
2013-08-14,14.9123
2013-08-15,-0.3721
2013-08-16,1.2164
2013-08-19,7.2909
2013-08-20,5.1285
2013-08-22,-24.1611
2013-08-23,17.6217
2013-08-26,16.4676
2013-08-27,-12.0599
2013-08-28,1.3728
2013-08-29,1.4493
2013-08-30,0.0
2013-09-03,-3.5714
2013-09-04,-9.6296
2013-09-05,4.9898
2013-09-06,-0.0683
2013-09-09,2.7588
2013-09-10,4.1578
2013-09-11,6.5693
2013-09-12,1.7723
2013-09-13,3.6426
2013-09-16,3.8961
2013-09-17,12.668
2013-09-18,11.0287
2013-09-19,-15.0137
2013-09-20,11.1111
2013-09-23,2.1593999999999998
2013-09-24,-4.1854
2013-09-25,-4.3885
2013-09-26,-0.4982
2013-09-27,-6.25
2013-09-30,-16.9697
2013-10-01,14.8905
2013-10-02,-6.6074
2013-10-03,-7.483
2013-10-04,9.604800000000001
2013-10-07,4.4654
2013-10-08,-1.4449
2013-10-09,-0.3054
2013-10-10,0.6536
2013-10-11,2.5974
2013-10-14,-0.6329
2013-10-15,-3.3121
2013-10-16,8.7492
2013-10-17,3.5854
2013-10-18,2.1637
2013-10-21,7.0406
2013-10-22,6.24
2013-10-23,-3.3567
2013-10-24,-7.3633
2013-10-25,3.282
2013-10-28,6.005
2013-10-29,3.3411
2013-10-30,-4.0934
2013-10-31,-4.2843
2013-11-01,0.6868
2013-11-04,-2.5101
2013-11-05,-0.1827
2013-11-06,-0.5076
2013-11-07,0.0104
2013-11-08,5.6739
2013-11-11,-0.335
2013-11-12,0.6952
2013-11-13,-4.1885
2013-11-14,0.2186
2013-11-15,0.0
2013-11-18,-0.8724
2013-11-19,-6.4906
2013-11-20,-11.1765
2013-11-21,14.8137
2013-11-22,3.2481
2013-11-25,-4.8045
2013-11-26,-3.169
2013-11-27,0.6061
2013-11-29,3.012
2013-12-02,-1.1696
2013-12-03,4.142
2013-12-04,1.7045
2013-12-05,0.5587
2013-12-06,1.4653
2013-12-09,3.1483
2013-12-10,1.201
2013-12-11,-10.674
2013-12-12,4.5214
2013-12-13,1.6854
2013-12-16,1.6575
2013-12-17,-2.4728
2013-12-18,0.3065
2013-12-19,1.8611
2013-12-20,1.9907
2013-12-23,0.996
2013-12-24,0.0728
2013-12-26,0.5291
2013-12-27,-2.6316
2013-12-30,-2.7568
2013-12-31,-1.9386
2014-01-02,3.1673
2014-01-03,-1.0508
2014-01-06,-0.0486
2014-01-07,-1.6667
2014-01-08,0.0
2014-01-09,-3.3898
2014-01-10,-5.9137
2014-01-13,7.5286
2014-01-14,-2.3121
2014-01-15,2.3669000000000002
2014-01-16,-0.578
2014-01-17,0.0
2014-01-21,-2.6962
2014-01-22,-2.0091
2014-01-23,0.8041
2014-01-24,-1.0699
2014-01-27,-5.2278
2014-01-28,-3.2258
2014-01-29,-3.3333
2014-01-30,5.5172
2014-01-31,-0.6005
2014-02-03,-3.7768
2014-02-04,3.8695
2014-02-05,-2.6316
2014-02-06,-2.027
2014-02-07,2.7586
2014-02-10,6.0193
2014-02-11,1.9189
2014-02-12,0.0
2014-02-13,-3.1056
2014-02-14,2.5641
2014-02-18,-5.625
2014-02-19,-3.7086
2014-02-20,2.4759
2014-02-21,-2.6846
2014-02-24,2.069
2014-02-25,-2.7027
2014-02-26,-2.0833
2014-02-27,1.4184
2014-02-28,3.4965
2014-03-03,1.4738
2014-03-04,5.0606
2014-03-05,-1.7627000000000002
2014-03-06,3.871
2014-03-07,2.2865
2014-03-10,6.2659
2014-03-11,-3.4286
2014-03-12,-5.9172
2014-03-13,-1.2579
2014-03-14,5.4021
2014-03-17,5.7522
2014-03-18,-2.7143
2014-03-19,-3.3186
2014-03-20,2.6731
2014-03-21,-0.5917
2014-03-24,-2.9762
2014-03-25,-0.1457
2014-03-26,-0.5683
2014-03-27,-2.3712
2014-03-28,0.6329
2014-03-31,8.805
2014-04-01,1.0405
2014-04-02,-3.7364
2014-04-03,1.0177
2014-04-04,-2.7025
2014-04-07,1.1942
2014-04-08,-1.6505999999999998
2014-04-09,0.8505
2014-04-10,-3.012
2014-04-11,-5.7453
2014-04-14,-1.1532
2014-04-15,-1.3333
2014-04-16,2.7027
2014-04-17,2.9852
2014-04-21,-0.9822
2014-04-22,-3.7016
2014-04-23,-0.1759
2014-04-24,-2.2567
2014-04-25,-2.223
2014-04-28,-10.8146
2014-04-29,-1.7323
2014-04-30,-15.8654
2014-05-01,9.5238
2014-05-02,-0.8696
2014-05-05,7.8947
2014-05-06,-3.1301
2014-05-07,-3.483
2014-05-08,-3.4783
2014-05-09,-10.2365
2014-05-12,4.3784
2014-05-13,1.9231
2014-05-14,0.0
2014-05-15,4.5755
2014-05-16,-0.7668
2014-05-19,1.8182
2014-05-20,1.4285999999999999
2014-05-21,-1.4085
2014-05-22,-1.7856999999999998
2014-05-23,0.0
2014-05-27,-5.4545
2014-05-28,0.0
2014-05-29,-1.9231
2014-05-30,-2.7267
2014-06-02,-2.6016
2014-06-03,6.6227
2014-06-04,0.9341
2014-06-05,-3.8462
2014-06-06,0.2625
2014-06-09,1.1034
2014-06-10,-1.3503
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,1.0
2014-06-16,0.0
2014-06-17,-3.0693
2014-06-18,-14.1982
2014-06-19,3.7277
2014-06-20,4.9996
2014-06-23,-3.7027
2014-06-24,2.0219
2014-06-25,-1.8843999999999999
2014-06-26,-1.3466
2014-06-27,1.954
2014-06-30,-0.1127
2014-07-01,-0.6772
2014-07-02,-2.2727
2014-07-03,-1.7442
2014-07-07,5.3254
2014-07-08,-1.8329
2014-07-09,-0.4221
2014-07-10,-2.2989
2014-07-11,1.1764999999999999
2014-07-14,-3.8372
2014-07-15,0.3476
2014-07-16,-1.9129
2014-07-17,-9.1139
2014-07-18,-6.4628
2014-07-21,-2.0773
2014-07-22,3.302
2014-07-23,0.0
2014-07-24,12.857099999999999
2014-07-25,17.7215
2014-07-28,17.9167
2014-07-29,-13.9804
2014-07-30,7.0695
2014-07-31,-6.9307
2014-08-01,-2.1277
2014-08-04,1.7391
2014-08-05,-1.7094
2014-08-06,-1.9973
2014-08-07,-5.1712
2014-08-08,7.2149
2014-08-11,11.270199999999999
2014-08-12,30.674
2014-08-13,5.0361
2014-08-14,9.2857
2014-08-15,-3.9215999999999998
2014-08-18,6.8027
2014-08-19,-4.4586
2014-08-20,3.3333
2014-08-21,6.4516
2014-08-22,4.4432
2014-08-25,12.5739
2014-08-26,10.8247
2014-08-27,6.4186
2014-08-28,-16.958
2014-08-29,-16.3158
2014-09-02,-8.805
2014-09-03,19.3103
2014-09-04,5.2023
2014-09-05,0.0
2014-09-08,-4.9451
2014-09-09,7.5145
2014-09-10,1.4617
2014-09-11,-5.1499
2014-09-12,2.7933
2014-09-15,-2.7174
2014-09-16,-4.5809999999999995
2014-09-17,0.7611
2014-09-18,-2.5458
2014-09-19,-0.4211
2014-09-22,-2.4025
2014-09-23,-16.5261
2014-09-24,-8.1305
2014-09-25,-7.2
2014-09-26,1.6918
2014-09-29,2.575
2014-09-30,-1.6529
2014-10-01,0.0
2014-10-02,2.0851
2014-10-03,4.5429
2014-10-06,-3.1496
2014-10-07,-1.626
2014-10-08,-2.4793
2014-10-09,1.34
2014-10-10,-5.42
2014-10-13,-4.5093
2014-10-14,-4.6296
2014-10-15,0.9709
2014-10-16,-0.9615
2014-10-17,23.6286
2014-10-20,6.6457
2014-10-21,3.8292
2014-10-22,-11.3475
2014-10-23,12.8
2014-10-24,9.2199
2014-10-27,-3.2468
2014-10-28,-9.6393
2014-10-29,-7.9008
2014-10-30,0.5544
2014-10-31,-0.5514
2014-11-03,4.8387
2014-11-04,-6.1538
2014-11-05,1.7213
2014-11-06,2.9009
2014-11-07,9.7005
2014-11-10,-7.415
2014-11-11,7.1704
2014-11-12,-4.3165
2014-11-13,2.2556
2014-11-14,5.1471
2014-11-17,4.8951
2014-11-18,-0.6667
2014-11-19,-1.3423
2014-11-20,-4.0816
2014-11-21,-3.7367
2014-11-24,-0.6999
2014-11-25,-1.9986000000000002
2014-11-26,1.2492
2014-11-28,-2.7946999999999997
2014-12-01,-3.3846
2014-12-02,-3.6624
2014-12-03,0.8264
2014-12-04,1.6393
2014-12-05,-3.6794000000000002
2014-12-08,-1.2036
2014-12-09,-4.2373
2014-12-10,0.0
2014-12-11,-2.0686
2014-12-12,1.9203000000000001
2014-12-15,-7.5418
2014-12-16,-1.2286
2014-12-17,-0.9709
2014-12-18,11.7647
2014-12-19,4.386
2014-12-22,-0.8403
2014-12-23,6.7797
2014-12-24,0.0
2014-12-26,-5.5556
2014-12-29,-8.5714
2014-12-30,-5.3309
2014-12-31,12.6032
2015-01-02,-5.0385
2015-01-05,-4.6646
2015-01-06,5.7143
2015-01-07,1.8018
2015-01-08,3.7279
2015-01-09,-3.5939
2015-01-12,-6.1947
2015-01-13,-3.7736
2015-01-14,7.6961
2015-01-15,-2.2872
2015-01-16,-1.2461
2015-01-20,-3.7736
2015-01-21,-0.9804
2015-01-22,-0.9901
2015-01-23,0.0
2015-01-26,-9.0
2015-01-27,1.6484
2015-01-28,-6.5068
2015-01-29,22.5699
2015-01-30,1.9811
2015-02-02,-5.6429
2015-02-03,-1.3603
2015-02-04,-0.6088
2015-02-05,4.0
2015-02-06,-2.8846
2015-02-09,0.0
2015-02-10,-1.3860999999999999
2015-02-11,-0.502
2015-02-12,5.9536
2015-02-13,-1.9167
2015-02-17,-0.9589
2015-02-18,-4.7059
2015-02-19,-2.9707
2015-02-20,1.6832
2015-02-23,0.9385
2015-02-24,1.2397
2015-02-25,-1.0204
2015-02-26,-1.4433
2015-02-27,0.7322
2015-03-02,-2.3884
2015-03-03,-3.1915
2015-03-04,0.8791
2015-03-05,-2.8322000000000003
2015-03-06,2.0179
2015-03-09,-6.1126
2015-03-10,-0.5121
2015-03-11,15.7794
2015-03-12,1.6004
2015-03-13,0.0125
2015-03-16,-1.0
2015-03-17,1.0101
2015-03-18,0.0
2015-03-19,-4.3625
2015-03-20,-3.8034
2015-03-23,-3.8043
2015-03-24,1.9209
2015-03-25,-3.6585
2015-03-26,-1.8772
2015-03-27,4.3759
2015-03-30,0.0
2015-03-31,-1.0253
2015-04-01,1.8306
2015-04-02,2.0067
2015-04-06,-5.2459
2015-04-07,-1.9607999999999999
2015-04-08,2.3529
2015-04-09,-2.2989
2015-04-10,-3.3971
2015-04-13,-1.3548
2015-04-14,1.4815
2015-04-15,0.4714
2015-04-16,0.4995
2015-04-17,1.2048
2015-04-20,-3.2738
2015-04-21,-1.5385
2015-04-22,1.5625
2015-04-23,-0.3077
2015-04-24,-7.3225
2015-04-27,0.9325
2015-04-28,-1.2786
2015-04-29,1.6042999999999998
2015-04-30,-5.5263
2015-05-01,10.7242
2015-05-04,-4.945
2015-05-05,-2.0759
2015-05-06,0.5405
2015-05-07,1.2097
2015-05-08,-1.8592
2015-05-11,2.5709999999999997
2015-05-12,2.9024
2015-05-13,14.1026
2015-05-14,-2.0225
2015-05-15,-0.2294
2015-05-18,0.0
2015-05-19,-8.046
2015-05-20,-1.25
2015-05-21,-2.9114
2015-05-22,-1.0186
2015-05-26,1.4242
2015-05-27,-5.1948
2015-05-28,0.0
2015-05-29,-2.6884
2015-06-01,-0.0528
2015-06-02,0.0
2015-06-03,4.0581
2015-06-04,-1.8441999999999998
2015-06-05,3.8352
2015-06-08,-4.3825
2015-06-09,-2.7778
2015-06-10,4.0
2015-06-11,1.262
2015-06-12,-2.1958
2015-06-15,-3.8834999999999997
2015-06-16,-1.1544
2015-06-17,-1.4599
2015-06-18,-0.6852
2015-06-19,1.24
2015-06-22,-2.7719
2015-06-23,-4.982
2015-06-24,-0.4785
2015-06-25,-0.641
2015-06-26,-0.1613
2015-06-29,-1.2924
2015-06-30,-0.0511
