ticker,CBDG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-19,400.0
2014-04-22,-26.6667
2014-04-23,0.0
2014-04-24,0.0
2014-10-09,0.0
2015-01-15,-9.0909
2015-01-26,150.0
2015-01-29,-60.0
2015-02-25,10.0
2015-03-04,-18.1818
2015-03-05,16.6667
2015-03-06,-1.7143000000000002
2015-03-13,-12.7907
2015-03-16,-11.1111
2015-04-08,11.25
2015-04-14,-10.1124
2015-04-23,-12.5
2015-04-24,0.0
2015-04-27,-28.5714
2015-04-28,0.0
2015-05-05,0.0
2015-05-06,2.0
2015-05-20,0.0
2015-05-21,3.9215999999999998
2015-06-02,-13.2075
2015-06-04,0.0
2015-06-05,0.0
2015-06-09,2.1739
2015-06-10,0.0
2015-06-12,-12.766
2015-06-25,34.1463
2015-06-29,0.0
2015-06-30,-9.0909
2015-07-01,0.0
2015-07-07,-10.0
2015-07-10,-6.6667
2015-07-14,-16.6667
2015-07-28,0.0
2015-08-26,-14.2857
2015-09-16,33.3333
2015-10-06,-25.0
2015-11-10,135.0
2015-11-11,4.9645
2015-11-12,0.0
2015-11-18,-5.4054
2016-02-01,5.7143
2016-02-02,1.3514
2016-02-09,-12.0
2016-02-22,13.6364
2016-04-01,0.0
2016-04-14,5.3333
2016-04-15,0.0
2016-04-21,-15.8228
2016-06-23,-0.7519
2016-07-27,19.697
2016-07-28,0.0
2016-08-03,0.0
2016-08-12,1.2658
2016-08-16,2.5
2016-08-19,2.439
2016-08-26,-10.7143
2016-10-03,22.6667
2016-10-04,0.0
2016-10-06,-29.3478
2016-10-07,38.4615
2016-10-10,0.0
2016-10-11,-17.7778
2016-10-12,-39.2061
2016-10-14,0.0278
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,13.3333
2016-10-24,-17.647100000000002
2016-10-25,-2.1429
2016-10-27,-36.7397
2016-10-28,50.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,-23.0769
2016-11-03,-17.0
2016-11-04,20.4819
2016-11-07,-30.3333
2016-11-08,14.1148
2016-11-09,-7.7568
2016-11-10,4.5455
2016-11-14,0.0
2016-11-15,39.1304
2016-11-16,9.375
2016-11-17,0.0
2016-11-21,-5.7143
2016-11-23,-39.3939
2016-11-28,0.0
2016-12-02,-25.0
2016-12-16,0.0
2016-12-19,0.0
2016-12-22,-40.0
2016-12-23,0.0
2016-12-27,41.875
2016-12-28,17.4743
2016-12-29,146.6667
2016-12-30,0.0
2017-01-03,-3.5135
2017-01-04,-2.8011
