ticker,BAND US Equity
2018-04-05,-1.2698
2018-04-06,-2.4759
2018-04-09,2.5387
2018-04-10,4.2765
2018-04-11,-2.1893
2018-04-12,0.0631
2018-04-13,0.4726
2018-04-16,0.0627
2018-04-17,0.7521
2018-04-18,-1.1198
2018-04-19,-3.0198
2018-04-20,-0.8433
2018-04-23,4.318
2018-04-24,0.0
2018-04-25,0.0314
2018-04-26,0.3135
2018-04-27,0.5313
2018-04-30,0.8704
2018-05-01,-0.8937
2018-05-02,9.0174
2018-05-03,0.1711
2018-05-04,1.3667
2018-05-07,-0.5618
2018-05-08,3.5311
2018-05-09,-6.6576
2018-05-10,1.6954
2018-05-11,0.0862
2018-05-14,-1.3498
2018-05-15,0.786
2018-05-16,0.5777
2018-05-17,-0.2872
2018-05-18,-0.6048
2018-05-21,1.1011
2018-05-22,1.9776
2018-05-23,-0.7307
2018-05-24,0.5379
2018-05-25,-0.9856
2018-05-29,0.0
2018-05-30,0.1706
2018-05-31,5.9341
2018-06-01,5.7357
2018-06-04,-1.1914
2018-06-05,3.9251
2018-06-06,0.7899
2018-06-07,-3.6493
2018-06-08,1.4489
2018-06-11,-0.5512
2018-06-12,-1.2346
2018-06-13,-0.0765
2018-06-14,0.7659
2018-06-15,-0.076
2018-06-18,1.0903
2018-06-19,0.1756
2018-06-20,-0.025
2018-06-21,-0.8765
2018-06-22,-0.1769
2018-06-25,-3.9231
2018-06-26,-0.4215
2018-06-27,-1.5079
2018-06-28,2.0145
2018-06-29,0.0
2018-07-02,-3.5018000000000002
2018-07-03,1.337
2018-07-05,2.9887
2018-07-06,0.9935
2018-07-09,-3.883
2018-07-10,-2.8548
2018-07-11,-1.8575
2018-07-12,1.0169
2018-07-13,0.6711
2018-07-16,0.0556
2018-07-17,-1.8601
2018-07-18,1.1598
2018-07-19,1.2304
2018-07-20,1.1878
2018-07-23,1.365
2018-07-24,-0.6733
2018-07-25,1.7354
2018-07-26,-1.0661
2018-07-27,-1.4546999999999999
2018-07-30,-4.1553
2018-07-31,-0.057
2018-08-01,12.3288
2018-08-02,-0.3049
2018-08-03,-0.4842
2018-08-06,0.1793
2018-08-07,3.2464
2018-08-08,8.1951
2018-08-09,-1.2586
2018-08-10,3.1054
2018-08-13,-1.8881000000000001
2018-08-14,1.1684
2018-08-15,0.0453
2018-08-16,-0.3848
2018-08-17,1.6814
2018-08-20,0.4022
2018-08-21,0.1113
2018-08-22,-0.0667
2018-08-23,0.1112
2018-08-24,0.2889
2018-08-27,-0.0222
2018-08-28,0.1108
2018-08-29,0.1107
2018-08-30,-0.1327
2018-08-31,0.8857
2018-09-04,12.1159
2018-09-05,-2.2904999999999998
2018-09-06,1.7130999999999998
2018-09-07,2.5313
2018-09-10,1.5562
2018-09-11,0.0568
2018-09-12,2.231
2018-09-13,0.9062
2018-09-14,1.2097
2018-09-17,-3.0243
2018-09-18,3.1746
2018-09-19,-4.0724
2018-09-20,-0.5849
2018-09-21,-0.5314
2018-09-24,0.4198
2018-09-25,2.1851
2018-09-26,-0.2603
2018-09-27,-0.1864
2018-09-28,0.056
2018-10-01,-0.3173
2018-10-02,-0.824
2018-10-03,1.9826000000000001
2018-10-04,0.3518
2018-10-05,0.8672
2018-10-08,-0.878
2018-10-09,1.181
2018-10-10,-9.338
2018-10-11,-1.0662
2018-10-12,0.427
2018-10-15,0.5062
2018-10-16,4.3916
2018-10-17,-0.3281
2018-10-18,-0.2904
2018-10-19,-2.6214
2018-10-22,0.2792
2018-10-23,-1.5112
2018-10-24,-2.8468
2018-10-25,4.4264
2018-10-26,-2.4478
2018-10-29,-0.306
2018-10-30,1.4324
2018-10-31,7.6458
2018-11-01,4.2729
2018-11-02,-3.6305
2018-11-05,-7.031
2018-11-06,-1.4644
2018-11-07,0.2443
2018-11-08,-0.8936
2018-11-09,-0.9836
2018-11-12,-2.0902
2018-11-13,0.4016
2018-11-14,-0.4421
2018-11-15,1.7974
2018-11-16,-1.371
2018-11-19,-8.5931
2018-11-20,-4.977
2018-11-21,6.4985
2018-11-23,0.3643
2018-11-26,0.2722
2018-11-27,-1.3348
2018-11-28,3.1415
2018-11-29,-0.6892
2018-11-30,4.4549
2018-12-03,-1.9287999999999998
2018-12-04,-3.6058
2018-12-06,1.5415999999999999
2018-12-07,-0.8484
2018-12-10,3.5578
2018-12-11,-1.7395
2018-12-12,1.1728
2018-12-13,-1.9466
2018-12-14,-2.0745
2018-12-17,-5.8087
2018-12-18,-3.8209999999999997
2018-12-19,-1.0058
2018-12-20,-2.3622
2018-12-21,-8.3507
2018-12-24,0.6529
2018-12-26,7.0502
2018-12-27,2.8978
2018-12-28,0.1024
2018-12-31,4.2199
2019-01-02,1.3988
2019-01-03,-4.2352
2019-01-04,4.2962
2019-01-07,1.0177
2019-01-08,1.1274
2019-01-09,-0.4744
2019-01-10,-0.715
2019-01-11,-0.12
2019-01-14,-2.0187
2019-01-15,2.6734999999999998
2019-01-16,-0.3822
2019-01-17,2.0384
2019-01-18,3.4078
2019-01-22,-2.2045
2019-01-23,0.1162
2019-01-24,2.5998
2019-01-25,3.4615
2019-01-28,-1.9681
2019-01-29,-2.5652
2019-01-30,1.5568
2019-01-31,3.9225
2019-02-01,1.8437999999999999
2019-02-04,1.0224
2019-02-05,1.4126
2019-02-06,-0.104
2019-02-07,-0.9365
2019-02-08,3.1933
2019-02-11,-3.3388
2019-02-12,-0.0211
2019-02-13,2.2541
2019-02-14,-2.4516
2019-02-15,8.0042
2019-02-19,0.8995
2019-02-20,-0.0581
2019-02-21,1.3186
2019-02-22,3.2727
2019-02-25,-1.2046000000000001
2019-02-26,-0.6753
2019-02-27,1.4163999999999999
2019-02-28,3.7616
2019-03-01,3.8406000000000002
2019-03-04,-1.5554999999999999
2019-03-05,1.2992
2019-03-06,-4.3328
2019-03-07,10.8696
2019-03-08,1.5523
2019-03-11,1.8182
2019-03-12,3.0341
2019-03-13,0.3834
2019-03-14,1.7265000000000001
2019-03-15,1.4868999999999999
2019-03-18,1.7759
2019-03-19,-1.8322
2019-03-20,1.1109
2019-03-21,1.3624
2019-03-22,-4.0324
2019-03-25,0.753
2019-03-26,2.1076
2019-03-27,-4.1136
2019-03-28,1.8931
2019-03-29,0.3296
2019-04-01,-1.9863
2019-04-02,3.2455
2019-04-03,0.6494
2019-04-04,-2.8446
2019-04-05,0.9206
2019-04-08,2.5422000000000002
2019-04-09,-0.0292
2019-04-10,3.9825
2019-04-11,0.5051
2019-04-12,-0.9213
2019-04-15,-1.3807
2019-04-16,-1.0
2019-04-17,-2.1645
2019-04-18,0.177
2019-04-22,1.6048
2019-04-23,5.7093
2019-04-24,-0.7128
2019-04-25,1.0631
2019-04-26,2.1995
2019-04-29,0.4946
2019-04-30,0.3192
2019-05-01,-0.2121
2019-05-02,-3.7071
2019-05-03,-4.0706
2019-05-06,1.1364
2019-05-07,2.6881
2019-05-08,2.3407
2019-05-09,-0.6631
2019-05-10,1.4033
2019-05-13,-5.213
2019-05-14,1.4033
2019-05-15,3.6204
2019-05-16,4.7484
2019-05-17,0.2189
2019-05-20,0.0129
2019-05-21,0.8609
2019-05-22,-1.5796000000000001
2019-05-23,-2.291
2019-05-24,1.6691
2019-05-28,1.0163
2019-05-29,-3.0956
2019-05-30,-0.3594
2019-05-31,-3.059
2019-06-03,-2.9074999999999998
2019-06-04,1.6888999999999998
2019-06-05,1.7027
2019-06-06,1.5918999999999999
2019-06-07,3.5526
2019-06-10,-4.5134
2019-06-11,0.8333
2019-06-12,2.7503
2019-06-13,1.1999
2019-06-14,0.3257
2019-06-17,-3.5974
2019-06-18,-2.3171
2019-06-19,4.1649
2019-06-20,3.7733
2019-06-21,-3.9806
2019-06-24,-0.5714
2019-06-25,-4.1427
2019-06-26,-1.4638
2019-06-27,2.7589
2019-06-28,3.2907
2019-07-01,0.1466
2019-07-02,0.2529
2019-07-03,2.8147
2019-07-05,-2.5568
2019-07-08,2.0938
2019-07-09,2.2715
2019-07-10,0.2665
2019-07-11,-0.9873
2019-07-12,-0.5753
2019-07-15,-1.1444
2019-07-16,-0.026
2019-07-17,2.9925
2019-07-18,-1.3264
2019-07-19,-1.7155
2019-07-22,-0.3387
2019-07-23,0.4182
2019-07-24,3.0587
2019-07-25,-0.4673
2019-07-26,1.9414
2019-07-29,-4.12
2019-07-30,1.3242
2019-07-31,-4.5484
2019-08-01,6.0805
2019-08-02,0.2784
2019-08-05,-1.4132
2019-08-06,-1.3567
2019-08-07,-0.9731
2019-08-08,5.7914
2019-08-09,-2.1055
2019-08-12,0.8477
2019-08-13,1.0915
2019-08-14,-3.1894
2019-08-15,0.4743
2019-08-16,6.7492
2019-08-19,1.2788
2019-08-20,0.1652
2019-08-21,2.8982
2019-08-22,1.4655
2019-08-23,-3.5884
2019-08-26,1.7439
2019-08-27,-1.5645
2019-08-28,-2.2904999999999998
2019-08-29,3.8991
2019-08-30,0.3684
2019-09-03,1.1584
2019-09-04,-1.9615
2019-09-05,2.4633
2019-09-06,-3.3973
2019-09-09,-6.0988
2019-09-10,-6.0844
2019-09-11,-2.0535
2019-09-12,-2.6106
2019-09-13,-3.3333
2019-09-16,1.0776
2019-09-17,2.317
2019-09-18,-0.1528
2019-09-19,0.1948
2019-09-20,-2.7774
2019-09-23,-1.9710999999999999
2019-09-24,-2.7102
2019-09-25,1.4827
2019-09-26,-2.9959
2019-09-27,-0.7911
2019-09-30,-0.1534
2019-10-01,0.7986
2019-10-02,-0.3352
2019-10-03,0.7033
2019-10-04,1.3511
2019-10-07,1.9623
2019-10-08,-5.7735
2019-10-09,0.4054
2019-10-10,-2.0652
2019-10-11,-1.094
2019-10-14,-2.9016
2019-10-15,0.3137
2019-10-16,-4.7564
2019-10-17,2.8167
2019-10-18,-1.8151000000000002
2019-10-21,0.1541
2019-10-22,-4.6317
2019-10-23,1.9713
2019-10-24,4.0246
2019-10-25,-0.1521
2019-10-28,-3.1303
2019-10-29,-0.0873
2019-10-30,-0.4371
2019-10-31,-1.4047
2019-11-01,1.6028
2019-11-04,-1.6477
2019-11-05,-1.7109
2019-11-06,0.544
2019-11-07,-14.211
2019-11-08,1.6606999999999998
2019-11-11,4.0116
2019-11-12,5.7256
2019-11-13,0.0752
2019-11-14,-0.1503
2019-11-15,0.1129
2019-11-18,0.3008
2019-11-19,2.8673
2019-11-20,-2.5869999999999997
2019-11-21,-1.8702
2019-11-22,0.6861
2019-11-25,1.06
2019-11-26,-0.8803
2019-11-27,0.9826
2019-11-29,4.6594
2019-12-02,-4.452
2019-12-03,3.2934
2019-12-04,-3.442
2019-12-05,0.2814
2019-12-06,0.6361
2019-12-09,1.7104
2019-12-10,0.3838
2019-12-11,0.4188
2019-12-12,1.4143
2019-12-13,2.2707
2019-12-16,5.1049
2019-12-17,1.3307
2019-12-18,1.7892000000000001
2019-12-19,1.2417
2019-12-20,0.3345
2019-12-23,0.0635
2019-12-24,1.1899
2019-12-26,1.9912
2019-12-27,0.3843
2019-12-30,-2.4962
2019-12-31,0.5968
2020-01-02,0.2654
2020-01-03,1.4014
2020-01-06,3.5473
2020-01-07,0.8305
2020-01-08,-0.3677
2020-01-09,1.2991
2020-01-10,0.6558
2020-01-13,1.3175
2020-01-14,0.7574
2020-01-15,0.6382
2020-01-16,1.3247
2020-01-17,-1.0987
2020-01-21,-0.9281
2020-01-22,0.2839
2020-01-23,2.6469
2020-01-24,-0.6757
2020-01-27,-2.1658
2020-01-28,3.0509
2020-01-29,-0.0275
2020-01-30,0.2342
2020-01-31,-2.4873
2020-02-03,-1.3106
2020-02-04,1.6279
2020-02-05,-0.9976
2020-02-06,0.4967
2020-02-07,0.4519
2020-02-10,2.3338
2020-02-11,0.3297
2020-02-12,2.7523
2020-02-13,0.3465
2020-02-14,0.0398
2020-02-18,1.8718
2020-02-19,-0.9252
2020-02-20,0.0789
2020-02-21,0.8674
2020-02-24,-3.3094
2020-02-25,-7.4249
2020-02-26,-3.9884
2020-02-27,-2.8805
2020-02-28,-1.8264
2020-03-02,1.8127
2020-03-03,-4.2168
2020-03-04,2.6578
2020-03-05,-1.9536
2020-03-06,4.2605
2020-03-09,-3.6047000000000002
2020-03-10,1.3056
2020-03-11,-6.7621
2020-03-12,-2.5768
2020-03-13,3.8711
2020-03-16,-4.941
2020-03-17,7.1669
2020-03-18,0.4304
2020-03-19,3.8075
2020-03-20,1.826
2020-03-23,-2.9939
2020-03-24,12.2649
2020-03-25,-6.1426
2020-03-26,8.0702
2020-03-27,-4.7854
2020-03-30,1.5864
2020-03-31,-1.7951000000000001
2020-04-01,-5.4689
2020-04-02,1.6978
2020-04-03,4.4056
2020-04-06,6.796
2020-04-07,-0.3743
2020-04-08,1.4612
2020-04-09,4.5123999999999995
2020-04-13,-3.6089
2020-04-14,1.8244
2020-04-15,-2.8881
2020-04-16,7.4762
2020-04-17,-0.6662
2020-04-20,0.9414
2020-04-21,-0.6771
2020-04-22,1.9809999999999999
2020-04-23,-1.4253
2020-04-24,2.6231999999999998
2020-04-27,0.2868
2020-04-28,-2.3996
2020-04-29,0.1529
2020-04-30,3.7395
2020-05-01,9.3919
2020-05-04,4.629
2020-05-05,4.4349
2020-05-06,5.0877
2020-05-07,4.4705
2020-05-08,0.9343
2020-05-11,1.7309999999999999
2020-05-12,-2.1383
2020-05-13,1.655
2020-05-14,0.2835
2020-05-15,3.5115
2020-05-18,-2.2821
2020-05-19,0.4689
2020-05-20,-1.436
2020-05-21,-1.7574
2020-05-22,3.5963000000000003
2020-05-26,-4.2051
2020-05-27,-1.9333
2020-05-28,-0.2762
2020-05-29,5.8638
2020-06-01,1.3532
2020-06-02,-1.4241
2020-06-03,3.8465
2020-06-04,-1.3999
2020-06-05,1.4109
2020-06-08,-2.5042999999999997
2020-06-09,5.2801
2020-06-10,-0.5761
2020-06-11,-0.196
2020-06-12,-1.4428
2020-06-15,5.9945
2020-06-16,0.523
2020-06-17,0.5528
2020-06-18,3.3473
2020-06-19,-2.3471
2020-06-22,3.501
2020-06-23,-3.1194
2020-06-24,0.0399
2020-06-25,3.3064
2020-06-26,-3.85
2020-06-29,1.1659
2020-06-30,0.9378
2020-07-01,3.1732
2020-07-02,0.9387
2020-07-06,-0.2268
2020-07-07,0.7199
2020-07-08,3.9877000000000002
2020-07-09,0.5065
2020-07-10,-2.2245
2020-07-13,-5.4631
2020-07-14,0.9034
2020-07-15,-2.5857
2020-07-16,-2.6305
2020-07-17,2.9213
2020-07-20,4.7676
2020-07-21,2.9130000000000003
2020-07-22,1.1953
2020-07-23,-0.2609
2020-07-24,-0.0581
2020-07-27,3.5403000000000002
2020-07-28,-0.1194
2020-07-29,3.4163
2020-07-30,1.2711000000000001
2020-07-31,-2.8257
