ticker,APPS US Equity
2007-03-14,14.2857
2007-03-15,0.0
2007-03-20,-5.0
2007-03-21,-7.8947
2007-03-23,14.2857
2007-03-27,12.5
2007-03-28,-2.2222
2007-03-30,0.0
2007-04-09,-9.0909
2007-04-18,-5.0
2007-04-20,13.1579
2007-04-24,-4.6512
2007-04-25,-2.439
2007-04-27,2.5
2007-05-08,2.439
2007-05-09,0.0
2007-05-16,-4.7619
2007-05-17,-2.5
2007-05-21,-2.5641
2007-05-23,5.2632
2007-05-24,25.0
2007-05-25,0.0
2007-05-31,4.0
2007-06-01,-3.8462
2007-06-04,-18.0
2007-06-05,0.0
2007-06-06,0.0
2007-06-07,34.1463
2007-06-12,-18.1818
2007-06-15,13.3333
2007-06-19,-9.8039
2007-06-20,-2.1739
2007-06-22,6.6667
2007-06-25,0.0
2007-06-26,-6.25
2007-06-28,11.1111
2007-06-29,20.0
2007-07-06,-21.6667
2007-07-10,23.4043
2007-07-18,-1.7241
2007-07-19,-8.7719
2007-07-23,19.2308
2007-07-26,-15.8065
2007-07-27,5.364
2007-08-09,0.0
2007-08-10,9.0909
2007-08-15,16.6667
2007-08-20,-14.2857
2007-08-22,0.0
2007-08-24,16.6667
2007-08-27,-14.2857
2007-08-28,16.6667
2007-08-29,7.1429
2007-08-30,-6.6667
2007-08-31,4.2857
2007-09-05,-4.1096
2007-09-06,0.0
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,0.0
2007-09-12,0.0
2007-09-13,11.4286
2007-09-14,-16.6667
2007-09-17,0.0
2007-09-18,-6.1538
2007-09-19,0.0
2007-09-20,14.7541
2007-09-21,-10.0
2007-09-24,11.1111
2007-09-25,-8.5714
2007-09-26,1.5625
2007-09-27,5.5385
2007-09-28,1.4577
2007-10-01,-5.1724
2007-10-02,0.0
2007-10-03,13.3333
2007-10-05,-9.0909
2007-10-08,0.0
2007-10-09,-1.4706000000000001
2007-10-10,4.4776
2007-10-11,0.0
2007-10-15,-4.2857
2007-10-16,4.4776
2007-10-18,-4.2857
2007-10-19,-25.3731
2007-10-22,-4.0
2007-10-24,25.0
2007-10-29,0.0
2007-10-30,0.0
2007-10-31,0.0
2007-11-01,-3.3333
2007-11-02,-8.6207
2007-11-07,0.0
2007-11-08,0.0
2007-11-14,-5.6604
2007-11-15,0.0
2007-11-16,10.0
2007-11-20,3.6364
2007-11-21,14.0351
2007-11-26,-10.7692
2007-11-27,0.0
2007-11-30,6.8966
2007-12-03,4.8387
2007-12-04,7.6923
2007-12-07,-7.1429
2007-12-10,6.1538
2007-12-11,1.4493
2007-12-12,8.5714
2007-12-14,-1.3158
2007-12-19,6.6667
2007-12-20,0.0
2007-12-21,0.25
2007-12-26,-0.4988
2007-12-27,0.2506
2007-12-28,6.25
2007-12-31,5.8824
2008-01-02,3.3333
2008-01-03,-3.2258
2008-01-04,-3.3333
2008-01-14,-8.046
2008-01-15,-6.25
2008-01-18,13.3333
2008-01-25,5.8824
2008-02-01,-11.1111
2008-02-11,15.0
2008-02-12,3.2609
2008-02-13,5.2632
2008-02-15,18.0
2008-02-20,-6.7797
2008-02-21,4.5455
2008-02-25,-8.6957
2008-02-26,-4.7619
2008-02-27,-10.0
2008-02-28,0.0
2008-02-29,0.0
2008-03-03,-11.1111
2008-03-04,18.75
2008-03-05,-10.526299999999999
2008-03-06,23.5294
2008-03-07,-19.0476
2008-03-11,11.7647
2008-03-12,10.526299999999999
2008-03-17,-19.0476
2008-03-18,17.647100000000002
2008-03-19,0.0
2008-03-20,0.0
2008-03-25,10.0
2008-03-26,9.0909
2008-03-28,8.3333
2008-03-31,-7.8462
2008-04-01,0.1669
2008-04-04,-12.5
2008-04-07,0.0
2008-04-08,0.0
2008-04-09,0.0
2008-04-11,4.7619
2008-04-14,0.0
2008-04-16,-4.5455
2008-04-17,0.0
2008-04-21,-9.5238
2008-04-24,5.2632
2008-04-30,12.0
2008-05-01,-1.7856999999999998
2008-05-05,-9.0909
2008-05-09,0.0
2008-05-13,0.0
2008-05-14,0.0
2008-05-19,0.0
2008-05-21,0.0
2008-05-22,0.0
2008-05-23,-5.0
2008-05-27,-10.526299999999999
2008-05-29,-5.8824
2008-05-30,2.5
2008-06-02,0.0
2008-06-03,-8.5366
2008-06-04,-13.3333
2008-06-05,-15.3846
2008-06-06,-27.2727
2008-06-11,37.5
2008-06-24,-5.4545
2008-06-30,11.538499999999999
2008-07-07,-31.0345
2008-07-15,0.0
2008-07-16,0.0
2008-07-23,37.5
2008-07-25,0.0
2008-07-28,-9.0909
2008-07-29,0.0
2008-07-31,0.0
2008-08-13,-6.0
2008-08-14,-2.1277
2008-08-18,-8.6957
2008-08-19,0.0
2008-08-20,0.0
2008-08-22,0.0
2008-08-25,4.2857
2008-08-26,-4.1096
2008-08-28,4.7619
2008-08-29,8.1818
2008-09-02,-3.3613
2008-09-09,-10.8696
2008-09-10,7.3171
2008-09-11,-31.8182
2008-09-12,43.3333
2008-09-15,0.0
2008-09-16,0.0
2008-09-17,0.0
2008-09-18,0.0
2008-09-19,-2.3256
2008-09-24,0.0
2008-09-25,9.5238
2008-09-26,4.3478
2008-09-29,0.0
2008-09-30,0.0
2008-10-01,-0.4167
2008-10-02,-7.9498
2008-10-06,1.8182
2008-10-10,-1.7856999999999998
2008-10-24,-31.8182
2008-10-28,26.6667
2008-10-31,0.0
2008-11-11,-21.0526
2008-11-12,-33.3333
2008-11-13,75.0
2008-11-14,-42.8571
2008-11-20,50.0
2008-11-21,-60.0
2008-11-24,66.6667
2008-11-25,0.0
2008-11-26,0.0
2008-11-28,50.0
2008-12-02,-29.3333
2008-12-03,-4.717
2008-12-05,73.2673
2008-12-23,-14.2857
2008-12-26,-20.0
2008-12-30,45.8333
2009-01-07,-17.1429
2009-01-13,-3.4483
2009-01-29,0.0
2009-02-18,-3.5714
2009-02-19,-7.4074
2009-02-20,-19.2
2009-02-24,-48.5149
2009-02-25,75.0
2009-02-27,-43.6264
2009-03-02,65.692
2009-03-19,3.5294
2009-03-23,1.1364
2009-03-27,0.0
2009-03-30,2.2472
2009-04-08,-6.5934
2009-04-09,0.0
2009-04-15,-23.5294
2009-04-23,36.9231
2009-04-24,0.0
2009-04-29,1.1236
2009-05-01,-50.0
2009-05-04,11.1111
2009-05-05,0.0
2009-05-08,-38.0
2009-05-11,0.0
2009-05-15,77.4194
2009-05-18,-9.0909
2009-05-27,6.0
2009-05-28,41.5094
2009-05-29,-20.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,-3.3333
2009-06-04,1.7241
2009-06-08,1.6949
2009-06-09,-13.3333
2009-06-10,15.3846
2009-06-11,-8.3333
2009-06-12,9.0909
2009-06-15,25.0
2009-06-17,-20.0
2009-06-18,0.0
2009-06-19,1.6667
2009-06-29,-1.6393
2009-07-02,-1.6667
2009-07-07,-6.7797
2009-07-15,0.0
2009-07-20,0.0
2009-07-21,-23.6364
2009-07-30,21.4286
2009-07-31,7.8431
2009-08-03,-18.1818
2009-08-04,22.2222
2009-08-05,0.0
2009-08-07,-23.6364
2009-08-12,-2.3810000000000002
2009-08-14,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-21,-4.878
2009-08-25,0.0
2009-08-28,2.5641
2009-08-31,2.5
2009-09-02,0.0
2009-09-03,0.0
2009-09-04,-2.439
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,12.5
2009-09-15,0.0
2009-09-21,-6.6667
2009-09-23,14.2857
2009-09-24,0.0
2009-09-25,4.1667
2009-09-28,0.0
2009-09-30,0.0
2009-10-01,-10.0
2009-10-05,6.6667
2009-10-06,4.1667
2009-10-08,-6.0
2009-10-15,6.383
2009-10-16,0.0
2009-10-19,-18.0
2009-10-21,0.0
2009-10-22,21.9512
2009-10-23,-12.0
2009-10-28,-4.5455
2009-10-29,7.1429
2009-10-30,8.8889
2009-11-02,2.0408
2009-11-03,0.0
2009-11-04,-12.0
2009-11-09,13.6364
2009-11-16,0.0
2009-11-17,-4.0
2009-12-02,-18.75
2009-12-03,-7.6923
2009-12-15,0.0
2009-12-16,-2.7778
2009-12-23,2.8571
2009-12-24,38.8889
2010-01-04,-24.0
2010-01-05,0.0
2010-01-06,31.5789
2010-01-07,0.0
2010-01-08,-24.0
2010-01-14,31.5789
2010-01-19,-24.0
2010-01-20,18.4211
2010-01-22,-15.5556
2010-01-25,18.4211
2010-01-27,-15.5556
2010-02-01,18.4211
2010-02-04,-17.7778
2010-02-05,8.1081
2010-02-17,0.0
2010-03-03,-25.0
2010-03-08,33.3333
2010-03-09,0.0
2010-03-29,0.0
2010-04-01,-25.0
2010-04-06,0.0
2010-04-13,-30.0
2010-04-14,42.8571
2010-04-21,-30.0
2010-04-22,38.0952
2010-04-27,3.4483
2010-05-24,16.6667
2010-06-04,-42.8571
2010-06-11,15.0
2010-06-18,0.0
2010-06-21,52.1739
2010-06-28,14.2857
2010-06-29,-12.5
2010-06-30,0.0
2010-07-06,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-15,0.0
2010-07-22,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-08-10,-2.8571
2010-08-11,0.0
2010-08-12,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-23,0.0
2010-08-25,0.0
2010-09-01,47.0588
2010-09-02,-14.0
2010-09-03,0.0
2010-09-09,-9.3023
2010-09-15,0.0
2010-09-16,0.0
2010-10-21,-28.2051
2010-10-22,21.4286
2010-10-26,-2.9412000000000003
2010-10-27,-36.3636
2010-10-28,52.381
2010-10-29,0.0
2010-11-01,6.25
2010-11-04,-2.9412000000000003
2010-11-05,3.0303
2010-11-18,-32.3529
2010-11-19,0.0
2010-11-23,47.8261
2010-11-30,0.0
2010-12-01,0.0
2010-12-08,0.0
2010-12-14,0.0
2010-12-22,0.0
2010-12-23,-5.8824
2010-12-30,-9.375
2011-01-03,-3.4483
2011-01-27,0.0
2011-01-31,0.0
2011-02-01,0.0
2011-02-09,-10.7143
2011-02-10,0.0
2011-02-14,-4.0
2011-02-15,0.0
2011-02-16,-4.1667
2011-02-17,8.6957
2011-02-18,0.0
2011-02-24,-4.0
2011-02-25,-8.3333
2011-02-28,13.6364
2011-03-01,-4.0
2011-03-02,0.0
2011-03-03,-25.0
2011-03-04,33.3333
2011-03-07,-4.1667
2011-03-08,4.3478
2011-03-09,50.0
2011-03-10,-2.7778
2011-03-11,25.7143
2011-03-14,13.6364
2011-03-15,-4.0
2011-03-16,-2.0833
2011-03-17,-2.1277
2011-03-18,0.0
2011-03-21,19.5652
2011-03-22,-20.0
2011-03-23,36.3636
2011-03-24,-1.6667
2011-03-25,-16.9492
2011-03-28,22.449
2011-03-29,-3.3333
2011-03-30,1.7241
2011-03-31,-1.6949
2011-04-01,1.7241
2011-04-04,0.0
2011-04-05,-6.7797
2011-04-06,0.0
2011-04-08,-9.0909
2011-04-11,0.0
2011-04-13,-2.0
2011-04-14,2.0408
2011-04-15,0.0
2011-04-18,0.0
2011-04-19,-6.0
2011-04-20,-4.2553
2011-04-21,0.0
2011-04-25,4.4444
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,4.2553
2011-04-29,-4.0816
2011-05-02,2.1277
2011-05-03,0.0
2011-05-06,0.0
2011-05-09,-4.1667
2011-05-12,-2.1739
2011-05-13,-4.4444
2011-05-16,-4.6512
2011-05-17,-24.3902
2011-05-18,12.9032
2011-05-19,2.8571
2011-05-20,8.3333
2011-05-23,-2.5641
2011-05-24,5.2632
2011-05-25,10.0
2011-05-26,2.2727
2011-05-27,-6.6667
2011-05-31,9.5238
2011-06-01,2.1739
2011-06-02,0.0
2011-06-03,-4.2553
2011-06-06,0.0
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,4.4444
2011-06-10,1.0638
2011-06-13,-5.2632
2011-06-14,2.2222
2011-06-15,0.0
2011-06-16,0.0
2011-06-17,-6.5217
2011-06-20,6.9767
2011-06-21,0.0
2011-06-22,-1.087
2011-06-23,1.0989
2011-06-24,0.0
2011-06-27,0.0
2011-06-28,2.1739
2011-06-29,-2.1277
2011-06-30,0.0
2011-07-01,0.0
2011-07-05,4.3478
2011-07-06,2.0833
2011-07-07,0.0
2011-07-08,20.4082
2011-07-11,10.1695
2011-07-12,0.0
2011-07-13,6.1538
2011-07-14,-5.7971
2011-07-15,-7.6923
2011-07-18,0.0
2011-07-19,8.3333
2011-07-20,-4.6154
2011-07-21,9.6774
2011-07-22,-7.3529
2011-07-25,7.9365
2011-07-26,16.1765
2011-07-27,-1.0127
2011-07-28,-10.4859
2011-07-29,7.1429
2011-08-01,-6.6667
2011-08-02,5.7143
2011-08-03,-2.7027
2011-08-04,-4.1667
2011-08-05,4.3478
2011-08-08,-6.9444
2011-08-09,0.0
2011-08-10,-2.9851
2011-08-11,12.3077
2011-08-12,1.3699
2011-08-15,0.0
2011-08-16,-6.7568
2011-08-17,0.0
2011-08-18,-8.6957
2011-08-19,4.7619
2011-08-22,-2.2727
2011-08-23,2.3256
2011-08-24,-7.5758
2011-08-25,0.0
2011-08-26,4.0984
2011-08-29,-5.5118
2011-08-30,5.8333
2011-08-31,2.3622
2011-09-01,0.0
2011-09-02,0.0
2011-09-06,-3.0769
2011-09-07,7.9365
2011-09-08,-1.4706000000000001
2011-09-09,1.4925
2011-09-12,-2.9412000000000003
2011-09-13,-1.5152
2011-09-14,-17.6923
2011-09-15,23.3645
2011-09-16,-18.9394
2011-09-19,15.8879
2011-09-20,0.0
2011-09-21,-4.8387
2011-09-22,5.0847
2011-09-23,4.8387
2011-09-26,-6.1538
2011-09-27,6.5574
2011-09-28,0.0
2011-09-29,0.0
2011-09-30,-0.1538
2011-10-03,0.0
2011-10-04,0.1541
2011-10-05,0.0
2011-10-06,-4.6154
2011-10-07,-3.2258
2011-10-10,0.0
2011-10-11,-1.6667
2011-10-12,0.0
2011-10-13,0.0
2011-10-14,1.6949
2011-10-17,8.3333
2011-10-18,0.0
2011-10-19,-7.6923
2011-10-20,8.3333
2011-10-21,0.0
2011-10-24,-3.0769
2011-10-25,-7.9365
2011-10-26,1.7241
2011-10-27,-1.6949
2011-10-28,12.069
2011-11-01,-3.0769
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,3.1746
2011-11-11,0.0
2011-11-14,0.0
2011-11-16,0.0
2011-11-22,-7.6923
2011-11-23,0.0
2011-11-25,5.0
2011-11-28,-9.5238
2011-11-30,8.7719
2011-12-06,0.0
2011-12-07,1.6129
2011-12-09,-4.7619
2011-12-13,-5.0
2011-12-14,5.2632
2011-12-15,5.0
2011-12-16,0.0
2011-12-20,-6.3492
2011-12-23,5.0847
2011-12-27,9.6774
2011-12-28,-10.2941
2011-12-29,6.5574
2011-12-30,0.0
2012-01-03,0.0
2012-01-04,10.7692
2012-01-05,4.1667
2012-01-06,-6.6667
2012-01-09,0.0
2012-01-10,-2.8571
2012-01-11,2.9412000000000003
2012-01-12,-8.5714
2012-01-13,1.5625
2012-01-17,3.0769
2012-01-18,4.4776
2012-01-19,-2.8571
2012-01-20,2.9412000000000003
2012-01-23,-4.2857
2012-01-24,-2.9851
2012-01-26,-1.5385
2012-01-27,1.5625
2012-01-30,0.0
2012-01-31,3.0769
2012-02-01,-2.9851
2012-02-02,0.0
2012-02-03,15.3846
2012-02-06,-1.3333
2012-02-07,-8.1081
2012-02-08,10.2941
2012-02-09,0.0
2012-02-10,-6.6667
2012-02-13,7.1429
2012-02-14,13.3333
2012-02-15,2.3529
2012-02-16,-2.2989
2012-02-17,0.0
2012-02-21,0.0
2012-02-22,-10.5882
2012-02-23,-1.3158
2012-02-27,0.0
2012-02-29,-0.2667
2012-03-01,0.2674
2012-03-02,0.0
2012-03-05,0.0
2012-03-06,-8.0
2012-03-07,8.6957
2012-03-08,0.0
2012-03-09,-6.6667
2012-03-12,21.4286
2012-03-13,3.5294
2012-03-14,-3.4091
2012-03-15,0.0
2012-03-16,0.0
2012-03-19,16.4706
2012-03-20,-4.0404
2012-03-21,-5.2632
2012-03-22,3.3333
2012-03-23,1.0753
2012-03-26,-4.242
2012-03-27,-0.0139
2012-03-28,-2.2222
2012-03-29,6.8182
2012-03-30,-0.5319
2012-04-02,0.5348
2012-04-03,1.0638
2012-04-09,-3.1579
2012-04-10,0.0
2012-04-11,4.3478
2012-04-12,2.0833
2012-04-13,2.0408
2012-04-16,-1.0
2012-04-17,-4.0404
2012-04-18,-2.1053
2012-04-19,0.0
2012-04-20,8.6022
2012-04-23,-1.9802
2012-04-25,0.0
2012-04-26,-1.0101
2012-04-27,0.0
2012-04-30,2.0408
2012-05-01,0.0
2012-05-02,-1.0
2012-05-03,0.0
2012-05-04,1.0101
2012-05-08,-3.0
2012-05-09,-1.0309
2012-05-10,-6.25
2012-05-11,3.3333
2012-05-14,0.0
2012-05-15,1.0753
2012-05-16,-2.1277
2012-05-17,-4.3478
2012-05-18,6.8182
2012-05-22,-1.0638
2012-05-23,-3.2258
2012-05-24,0.0
2012-05-25,0.0
2012-05-29,0.0
2012-05-30,-1.1111
2012-05-31,-4.4944
2012-06-01,0.0
2012-06-04,4.7059
2012-06-05,-6.7416
2012-06-06,-2.4096
2012-06-07,-7.4074
2012-06-08,10.6667
2012-06-12,-4.8193
2012-06-14,0.0
2012-06-15,0.0
2012-06-18,0.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-21,-8.8608
2012-06-22,0.0
2012-06-25,10.4167
2012-06-26,4.4025
2012-06-27,-1.2048
2012-06-28,-6.0976
2012-06-29,-2.5974
2012-07-02,5.3333
2012-07-03,-2.5316
2012-07-05,2.5974
2012-07-09,-5.0633
2012-07-10,6.6667
2012-07-11,0.0
2012-07-13,1.25
2012-07-16,4.9383
2012-07-17,-5.8824
2012-07-19,3.75
2012-07-20,-3.6145
2012-07-23,-6.375
2012-07-24,0.0
2012-07-25,5.474
2012-07-26,2.5316
2012-07-30,-1.2346
2012-08-01,0.0
2012-08-02,-2.5
2012-08-03,0.0
2012-08-06,-3.8462
2012-08-07,-2.6667
2012-08-08,6.8493
2012-08-09,-3.8462
2012-08-10,2.6667
2012-08-14,-3.8961
2012-08-15,4.0541
2012-08-16,5.1948
2012-08-17,-1.2346
2012-08-20,-1.25
2012-08-21,0.0
2012-08-22,-1.2658
2012-08-23,6.2821
2012-08-24,2.5332
2012-08-27,-5.8824
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,3.75
2012-08-31,2.1687
2012-09-04,-2.1226
2012-09-05,-7.2289
2012-09-06,6.4935
2012-09-07,0.0
2012-09-11,-1.2195
2012-09-13,3.7037
2012-09-14,0.4762
2012-09-17,-0.4739
2012-09-18,-4.7619
2012-09-19,0.0
2012-09-20,2.5
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,0.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-04,-0.122
2012-10-08,0.1221
2012-10-10,0.0
2012-10-11,-1.2195
2012-10-15,1.2346
2012-10-16,-2.439
2012-10-17,-1.25
2012-10-18,0.0
2012-10-22,0.0
2012-10-25,-1.2658
2012-10-26,-2.5641
2012-10-31,5.2632
2012-11-01,-0.625
2012-11-02,0.6289
2012-11-05,0.0
2012-11-06,-5.0
2012-11-07,6.5789
2012-11-08,-1.2346
2012-11-09,-1.25
2012-11-12,-3.7975
2012-11-13,-2.6316
2012-11-14,-2.7027
2012-11-16,4.1667
2012-11-19,0.0
2012-11-20,-4.0
2012-11-21,-2.7778
2012-11-26,2.8571
2012-11-28,-2.7778
2012-11-29,4.2857
2012-11-30,-4.1096
2012-12-03,5.0
2012-12-05,2.0408
2012-12-06,6.6667
2012-12-07,-2.5
2012-12-10,2.5641
2012-12-11,-6.25
2012-12-12,5.3333
2012-12-13,-5.0633
2012-12-14,-4.0
2012-12-17,-5.5556
2012-12-18,2.9412000000000003
2012-12-19,0.0
2012-12-20,0.0
2012-12-21,4.2857
2012-12-24,-4.1096
2012-12-26,0.0
2012-12-27,4.2857
2012-12-28,0.0
2012-12-31,2.7397
2013-01-02,5.2
2013-01-03,-1.7744
2013-01-04,-3.2258
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,-1.3333
2013-01-11,-4.0541
2013-01-14,0.0
2013-01-15,2.8169
2013-01-16,0.0
2013-01-17,-8.2192
2013-01-18,5.9701
2013-01-22,-1.4085
2013-01-23,4.2857
2013-01-24,0.0
2013-01-25,4.1096
2013-01-28,-3.9474
2013-01-29,0.0
2013-01-30,-1.3699
2013-01-31,0.0
2013-02-01,2.7778
2013-02-04,0.0
2013-02-05,0.0
2013-02-06,-4.0541
2013-02-08,0.0
2013-02-11,-1.4085
2013-02-12,2.8571
2013-02-13,-1.3889
2013-02-14,-0.7042
2013-02-19,2.1277
2013-02-20,0.0
2013-02-21,5.5556
2013-02-22,11.8421
2013-02-25,-1.1764999999999999
2013-02-26,1.1905000000000001
2013-02-27,1.1764999999999999
2013-02-28,2.311
2013-03-01,2.2873
2013-03-04,5.5556
2013-03-05,-4.7368
2013-03-06,2.2099
2013-03-07,-0.5405
2013-03-08,-2.1739
2013-03-12,-0.7778
2013-03-13,0.7839
2013-03-14,3.3333
2013-03-15,-0.5376
2013-03-18,-2.7027
2013-03-19,-3.3333
2013-03-20,2.2989
2013-03-21,0.5618
2013-03-25,5.0279
2013-03-26,-0.3191
2013-03-27,-0.7471
2013-03-28,0.0
2013-04-01,-2.1505
2013-04-02,-1.6484
2013-04-03,1.6760000000000002
2013-04-04,-6.044
2013-04-05,-1.7544
2013-04-08,1.1905000000000001
2013-04-09,-3.5294
2013-04-10,3.6585
2013-04-11,4.7059
2013-04-12,-1.1236
2013-04-15,13.6364
2013-04-16,-2.0
2013-04-17,-8.1633
2013-04-18,1.1111
2013-04-19,-1.0989
2013-04-22,-5.5556
2013-04-23,5.8824
2013-04-24,-0.2222
2013-04-25,2.4499
2013-04-26,-2.1739
2013-04-29,0.0
2013-04-30,1.1111
2013-05-02,-1.978
2013-05-03,-3.5874
2013-05-06,-2.3256
2013-05-07,-1.1905000000000001
2013-05-08,3.6145
2013-05-09,-2.3256
2013-05-10,0.0
2013-05-13,-1.9048
2013-05-14,-2.9126
2013-05-15,1.5
2013-05-16,-0.2463
2013-05-17,-3.7037
2013-05-20,3.8462
2013-05-21,0.0
2013-05-22,1.2346
2013-05-23,-2.439
2013-05-24,0.0
2013-05-28,19.75
2013-05-29,-6.0543
2013-05-30,-0.6667
2013-05-31,0.2237
2013-06-03,-2.9018
2013-06-04,-2.2989
2013-06-05,2.3529
2013-06-06,3.4483
2013-06-07,-2.4444
2013-06-10,8.2005
2013-06-11,-5.2632
2013-06-12,-2.2222
2013-06-13,0.0
2013-06-14,1.1364
2013-06-17,-0.6742
2013-06-18,1.81
2013-06-19,5.3333
2013-06-20,4.0084
2013-06-21,-13.3874
2013-06-24,-0.7026
2013-06-25,5.8962
2013-06-26,0.2227
2013-06-27,-4.4444
2013-06-28,3.4884
2013-07-01,0.6713
2013-07-02,-1.783
2013-07-03,-3.4091
2013-07-05,0.4706
2013-07-08,-10.3044
2013-07-09,4.4386
2013-07-10,7.25
2013-07-11,-4.9184
2013-07-12,2.0348
2013-07-15,-1.2494
2013-07-16,-3.8929
2013-07-17,1.0127
2013-07-18,1.7544
2013-07-19,-1.4778
2013-07-22,0.75
2013-07-23,-4.7146
2013-07-24,3.3854
2013-07-25,-5.5416
2013-07-26,2.4
2013-07-29,-2.3438
2013-07-30,-2.6667
2013-07-31,5.4795
2013-08-01,2.0779
2013-08-02,-3.5623
2013-08-05,-4.3354
2013-08-06,2.6012
2013-08-07,0.5376
2013-08-08,-0.8021
2013-08-09,1.3477000000000001
2013-08-12,-4.2553
2013-08-13,-4.1667
2013-08-14,-10.1449
2013-08-15,0.3226
2013-08-16,-20.5788
2013-08-19,-0.8097
2013-08-20,-1.6327
2013-08-21,-0.8299
2013-08-22,0.4184
2013-08-23,5.4167
2013-08-26,-4.7431
2013-08-27,0.4149
2013-08-28,-2.0661
2013-08-29,1.2658
2013-08-30,0.4167
2013-09-03,-0.4149
2013-09-04,1.25
2013-09-05,1.2346
2013-09-06,-2.0325
2013-09-09,5.3942
2013-09-10,3.1496
2013-09-11,2.2901
2013-09-12,3.3582
2013-09-13,-5.0542
2013-09-16,0.7605
2013-09-17,3.0189
2013-09-18,-1.4652
2013-09-19,1.1152
2013-09-20,1.1029
2013-09-23,-5.4545
2013-09-24,1.5385
2013-09-25,5.303
2013-09-26,0.0
2013-09-27,-1.7986
2013-09-30,-2.1978
2013-10-01,-0.7491
2013-10-02,6.7877
2013-10-03,-2.8226
2013-10-04,0.0
2013-10-07,-3.6364
2013-10-08,-0.3774
2013-10-09,0.3788
2013-10-10,-2.2641999999999998
2013-10-11,3.0888
2013-10-14,1.8727
2013-10-15,-1.1029
2013-10-16,1.1152
2013-10-17,4.4118
2013-10-18,1.7606000000000002
2013-10-21,0.346
2013-10-22,2.069
2013-10-23,1.0135
2013-10-24,6.689
2013-10-25,-1.5674000000000001
2013-10-28,-3.5032
2013-10-29,-3.3003
2013-10-30,-0.6826
2013-10-31,-3.0928
2013-11-01,-3.5461
2013-11-04,2.5735
2013-11-05,-2.1505
2013-11-06,-5.1282
2013-11-07,-5.0193
