ticker,ERKH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-07-11,0.8264
2019-07-12,1.6393
2019-07-15,-2.4194
2019-07-16,1.6529
2019-07-17,-1.626
2019-07-18,0.0826
2019-07-19,-0.0826
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.4132
2019-07-25,-0.1646
2019-07-26,0.0
2019-07-29,0.5771
2019-07-30,-0.5738
2019-07-31,0.2473
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.3289
2019-08-09,-0.2459
2019-08-13,0.0616
2019-08-14,0.0205
2019-08-15,0.0
2019-08-16,0.1642
2019-08-19,-0.1639
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0246
2019-08-26,-0.1888
2019-08-27,0.1645
2019-08-28,0.0
2019-08-29,-0.2463
2019-09-06,0.1909
2019-09-10,0.0148
2019-09-13,-0.0411
2019-09-23,-0.0822
2019-09-25,-0.0822
2019-09-26,-0.2469
2019-09-27,0.0
2019-09-30,0.1617
2019-10-11,0.0033
2019-10-30,0.0
2019-11-01,0.0824
2019-11-08,0.1646
2019-11-11,-0.1643
2019-11-13,-0.4115
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,0.4132
2019-11-19,0.0
2019-11-21,0.0
2019-11-25,0.0
2019-12-02,0.823
2019-12-03,-0.8163
2019-12-06,0.0
2019-12-12,0.0
2019-12-13,-0.5761
2019-12-17,0.5795
2019-12-18,0.0
2019-12-20,0.0
2019-12-24,0.7407
2019-12-31,-0.7353
2020-01-06,0.7407
2020-01-15,-0.7353
2020-01-17,-0.5761
2020-02-05,0.5795
2020-02-11,0.7407
2020-02-14,-0.7353
2020-02-18,0.7407
2020-03-06,-1.3072
2020-03-10,-10.4305
2020-03-11,-2.9575
2020-03-16,-4.2381
2020-03-23,-10.9896
2020-03-24,11.7318
2020-03-25,0.0
2020-03-26,0.0
2020-03-30,-8.0
2020-04-01,3.2609
2020-04-02,-5.2632
2020-04-06,8.3333
2020-04-07,0.5128
2020-04-08,-11.7347
2020-04-09,13.2948
2020-04-29,5.0
2020-04-30,-9.3294
2020-05-04,9.0032
2020-05-05,-0.59
2020-05-08,-1.1869
2020-05-18,-6.2062
2020-05-26,4.0555
2020-05-27,0.0
2020-05-28,0.0
2020-06-04,2.5641
2020-06-05,1.9
2020-06-08,-1.7664
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,-0.0999
2020-06-15,-2.8
2020-06-16,1.4403000000000001
2020-06-26,-0.9128
2020-06-29,2.0471
2020-06-30,-2.1063
2020-07-15,-1.127
2020-07-16,-1.5544
2020-07-20,-0.1053
2020-07-21,-0.3161
2020-07-22,-1.6913
2020-07-23,0.5376
2020-07-24,0.5348
2020-07-27,-0.5319
2020-07-28,-1.0695000000000001
2020-07-30,1.6216
2020-07-31,0.0
