ticker,OYST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-31,17.375
2019-11-01,-4.6858
2019-11-04,0.5587
2019-11-05,-5.4444
2019-11-06,-4.3478
2019-11-07,-0.5528
2019-11-08,-4.2619
2019-11-11,-2.1935000000000002
2019-11-12,-3.3641
2019-11-13,-3.1399
2019-11-14,-4.5102
2019-11-15,1.845
2019-11-18,7.8261
2019-11-19,2.1505
2019-11-20,-4.7368
2019-11-21,0.1381
2019-11-22,2.6897
2019-11-25,11.3499
2019-11-26,5.6091999999999995
2019-11-27,-0.8567
2019-11-29,-2.5922
2019-12-02,0.887
2019-12-03,2.5205
2019-12-04,2.1727
2019-12-05,3.2457
2019-12-06,-7.9133
2019-12-09,2.0012
2019-12-10,-3.0583
2019-12-11,-3.0952
2019-12-12,3.8084
2019-12-13,7.3964
2019-12-16,-6.3361
2019-12-17,-3.4706
2019-12-18,6.0329
2019-12-19,0.977
2019-12-20,9.5048
2019-12-23,8.7838
2019-12-24,7.6923
2019-12-26,16.016
2019-12-27,-6.0038
2019-12-30,-1.3019
2019-12-31,0.742
2020-01-02,-3.2324
2020-01-03,9.3446
2020-01-06,4.9111
2020-01-07,1.2901
2020-01-08,-2.329
2020-01-09,-0.5961
2020-01-10,0.3748
2020-01-13,4.705
2020-01-14,-5.5635
2020-01-15,-4.0408
2020-01-16,-2.6368
2020-01-17,6.1843
2020-01-21,8.032
2020-01-22,5.8492
2020-01-23,17.0107
2020-01-24,-2.0484
2020-01-27,0.668
2020-01-28,-11.0791
2020-01-29,5.9701
2020-01-30,-2.2045
2020-01-31,-1.3776
2020-02-03,3.6508000000000003
2020-02-04,-1.5314
2020-02-05,2.4572
2020-02-06,-3.1573
2020-02-07,0.815
2020-02-10,9.1729
2020-02-11,0.2848
2020-02-12,0.2272
2020-02-13,-4.0238
2020-02-14,-1.9485999999999999
2020-02-18,2.981
2020-02-19,2.5731
2020-02-20,4.732
2020-02-21,5.8792
2020-02-24,-2.1851
2020-02-25,-0.3417
2020-02-26,8.0169
2020-02-27,-16.2598
2020-02-28,3.2362
2020-03-02,3.3042
2020-03-03,-2.0776
2020-03-04,0.0558
2020-03-05,-10.1563
2020-03-06,-1.3665
2020-03-09,1.3224
2020-03-10,5.1274
2020-03-11,-7.449
2020-03-12,-12.1367
2020-03-13,14.2857
2020-03-16,-12.5
2020-03-17,15.0491
2020-03-18,-4.4234
2020-03-19,6.0165
2020-03-20,11.1007
2020-03-23,-3.1434
2020-03-24,5.3608
2020-03-25,-1.7327
2020-03-26,1.3154
2020-03-27,-1.4917
2020-03-30,0.645
2020-03-31,-2.4798
2020-04-01,-9.2857
2020-04-02,-2.3622
2020-04-03,-0.9677
2020-04-06,-0.7166
2020-04-07,1.6076000000000001
2020-04-08,-7.1359
2020-04-09,2.5035
2020-04-13,-0.2374
2020-04-14,-1.0541
2020-04-15,-0.3093
2020-04-16,0.7584
2020-04-17,3.8317
2020-04-20,-0.9226
2020-04-21,-1.9952999999999999
2020-04-22,2.7824999999999998
2020-04-23,-0.9904
2020-04-24,1.1004
2020-04-27,18.5026
2020-04-28,-7.8764
2020-04-29,-2.5378
2020-04-30,-8.8655
2020-05-01,1.8707
2020-05-04,0.7679
2020-05-05,1.5573000000000001
2020-05-06,-1.1746
2020-05-07,1.0234
2020-05-08,10.5229
2020-05-11,3.9917
2020-05-12,-8.5016
2020-05-13,-6.7433
2020-05-14,6.7311
2020-05-15,-7.8988
2020-05-18,1.2881
2020-05-19,-3.3802
2020-05-20,0.3117
2020-05-21,-1.0014
2020-05-22,1.3603
2020-05-26,-0.5506
2020-05-27,0.0346
2020-05-28,-2.5251
2020-05-29,0.9936
2020-06-01,2.319
2020-06-02,-0.103
2020-06-03,1.9594
2020-06-04,3.0007
2020-06-05,-4.8118
2020-06-08,-3.6107
2020-06-09,-0.2497
2020-06-10,6.0443
2020-06-11,-6.0371
2020-06-12,3.1945
2020-06-15,7.0957
2020-06-16,2.4683
2020-06-17,-5.6735
2020-06-18,9.4758
2020-06-19,-1.7187999999999999
2020-06-22,-1.5615
2020-06-23,-1.3008
2020-06-24,-6.2038
2020-06-25,-0.7197
2020-06-26,-1.795
2020-06-29,0.2812
2020-06-30,1.2268
2020-07-01,0.831
2020-07-02,-2.4725
2020-07-06,-2.2887
2020-07-07,-4.8288
2020-07-08,-1.1738
2020-07-09,2.2989
2020-07-10,-4.6815999999999995
2020-07-13,-3.9686
2020-07-14,1.4729999999999999
2020-07-15,1.1694
2020-07-16,-0.3189
2020-07-17,0.4398
2020-07-20,3.2643
2020-07-21,2.2745
2020-07-22,-4.5609
2020-07-23,-4.9368
2020-07-24,1.7449
2020-07-27,-4.3283
2020-07-28,0.5548
2020-07-29,-0.9338
2020-07-30,0.3428
2020-07-31,-4.4833
