ticker,GVFF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-17,-2.439
2006-01-18,0.5
2006-01-19,1.99
2006-01-25,0.0
2006-01-30,-2.439
2006-02-01,0.0
2006-02-02,0.0
2006-02-24,2.5
2006-02-27,0.0
2006-03-06,-2.439
2006-03-08,0.5
2006-03-13,0.0
2006-03-14,1.4925
2006-03-16,-1.4706000000000001
2006-03-22,0.0
2006-03-23,0.995
2006-03-24,-0.4926
2006-03-27,0.0
2006-03-31,0.0
2006-04-05,0.0
2006-04-07,-0.495
2006-04-13,0.0995
2006-04-17,-0.0994
2006-04-18,-0.995
2006-05-02,-1.005
2006-05-04,1.5228000000000002
2006-05-10,0.0
2006-05-15,0.0
2006-05-16,0.5
2006-05-24,-0.398
2006-05-26,-1.0989
2006-05-31,-0.5051
2006-06-01,0.2045
2006-06-02,0.0
2006-06-05,0.0
2006-06-07,0.0
2006-06-08,0.0
2006-06-13,-1.0204
2006-06-14,0.0
2006-06-15,0.0
2006-06-28,2.8866
2006-07-10,-1.002
2006-07-14,-0.6073
2006-07-24,-0.2037
2006-08-02,-0.3083
2006-08-03,0.0
2006-08-07,0.0
2006-08-08,0.0
2006-08-09,0.0
2006-08-15,0.5155
2006-08-23,0.5128
2006-08-24,-1.0204
2006-08-28,0.0
2006-08-29,1.0309
2006-08-30,0.0
2006-09-06,-1.0204
2006-09-07,0.0
2006-09-08,-0.7216
2006-09-11,-3.9459999999999997
2006-09-12,0.0
2006-09-13,1.6216
2006-09-15,3.1915
2006-09-18,-1.0309
2006-09-19,0.0
2006-09-21,0.0
2006-09-27,0.0
2006-09-28,0.0
2006-10-02,0.0
2006-10-03,1.5625
2006-10-06,0.5128
2006-10-10,-1.0204
2006-10-12,3.0928
2006-10-16,-0.2
2006-10-18,0.2004
2006-10-19,0.0
2006-10-26,0.5
2006-11-03,3.2064
2006-11-22,-0.9709
2006-12-01,0.0
2006-12-05,-0.9804
2006-12-06,0.9901
2006-12-07,-0.9804
2006-12-11,0.7921
2006-12-12,0.1965
2006-12-14,0.6863
2006-12-15,-0.6816
2006-12-20,1.3725
2007-01-05,0.0
2007-01-08,-0.3868
2007-01-09,0.0
2007-01-12,0.4854
2007-01-19,-0.9662
2007-01-22,-0.3902
2007-01-23,0.4897
2007-01-26,1.0795
2007-01-30,0.4854
2007-02-01,0.0966
2007-02-06,0.3861
2007-02-07,1.9231
2007-02-09,-1.4151
2007-02-12,0.0
2007-02-14,0.0
2007-02-22,0.0
2007-02-23,0.0
