ticker,GGRN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-01,-7.6923
2005-04-04,13.3333
2005-05-03,17.647100000000002
2005-05-04,0.0
2005-05-05,6.25
2005-05-06,18.8235
2005-05-09,-20.7921
2005-05-10,-20.0
2005-05-11,17.1875
2005-05-20,-14.6667
2005-05-24,-29.6875
2005-06-03,22.2222
2005-06-08,-7.2727
2005-06-16,-21.5686
2005-06-20,37.5
2005-07-06,-27.2727
2005-07-08,27.5
2005-07-12,37.2549
2005-07-13,0.0
2005-07-18,0.0
2005-07-20,-7.1429
2005-07-21,15.3846
2005-07-29,-13.3333
2005-08-03,-7.6923
2005-09-07,0.0
2005-11-28,116.6667
2005-12-05,130.7692
2005-12-06,0.0
2005-12-07,0.0
2005-12-09,-10.0
2005-12-13,3.7037
2005-12-14,42.8571
2005-12-15,1.0
2005-12-19,-20.7921
2006-01-04,37.5
2006-01-05,0.0
2006-01-06,13.6364
2006-01-09,0.0
2006-01-10,12.0
2006-01-11,-3.5714
2006-01-12,-7.4074
2006-01-17,0.0
2006-01-20,-16.0
2006-01-23,-4.7619
2006-01-26,5.0
2006-02-15,-9.5238
2006-02-21,-10.526299999999999
2006-02-22,0.0
2006-02-28,18.8235
2006-03-03,0.0
2006-03-07,-35.6436
2006-03-17,-15.3846
2006-03-21,0.0
2006-03-28,5.4545
2006-03-29,37.931
2006-04-04,-10.0
2006-04-07,-9.5833
2006-04-12,-4.7619
2006-05-01,4.8387
2006-05-02,9.2308
2006-05-03,-2.8169
2006-05-05,4.3478
2006-05-10,4.1667
2006-05-12,0.0
2006-05-15,-6.6667
2006-05-16,0.0
2006-05-19,-11.4286
2006-05-30,11.2903
2006-06-08,-4.3478
2006-06-12,6.0606
2006-06-13,-5.7143
2006-06-19,28.7879
2006-06-20,-1.1764999999999999
2006-06-21,42.8571
2006-06-22,0.0
2006-06-23,0.0
2006-06-27,-5.8333
2006-07-06,-10.6195
2006-07-20,-30.6931
2006-07-28,1.4285999999999999
2006-08-15,-1.4085
2006-08-16,0.0
2006-09-01,7.1429
2006-09-05,0.0
2006-09-13,-21.3333
2006-09-20,1.6949
2006-09-22,66.6667
2006-09-25,-14.0
2006-09-26,-1.1628
2006-09-27,5.8824
2006-09-29,-33.3333
2006-10-03,41.6667
2006-10-04,22.352899999999998
2006-10-05,5.7692
2006-10-06,8.1818
2006-10-09,0.0
2006-10-10,-4.2017
2006-10-11,-6.1404
2006-10-12,-1.8692
2006-10-13,-2.8571
