ticker,IRTC US Equity
2017-03-15,0.1982
2017-03-16,0.4805
2017-03-17,5.4571
2017-03-20,-4.3478
2017-03-21,-2.3424
2017-03-22,-0.8852
2017-03-23,0.6626
2017-03-24,1.2021
2017-03-27,2.5735
2017-03-28,-0.3584
2017-03-29,1.2175
2017-03-30,-0.5194
2017-03-31,3.3251
2017-04-03,-1.25
2017-04-04,0.2155
2017-04-05,-0.3494
2017-04-06,-1.3484
2017-04-07,-0.3554
2017-04-10,1.9752999999999998
2017-04-11,-0.7533
2017-04-12,-3.4156
2017-04-13,-1.9646
2017-04-17,0.0573
2017-04-18,-3.319
2017-04-19,-1.3317999999999999
2017-04-20,0.6599
2017-04-21,0.2086
2017-04-24,-0.3866
2017-04-25,-0.2687
2017-04-26,3.5917
2017-04-27,1.8203
2017-04-28,0.1419
2017-05-01,-0.1133
2017-05-02,4.8794
2017-05-03,-1.0279
2017-05-04,-4.4548
2017-05-05,-0.3719
2017-05-08,-6.0006
2017-05-09,1.8021
2017-05-10,1.3501
2017-05-11,4.4701
2017-05-12,-0.8784
2017-05-15,0.3716
2017-05-16,3.133
2017-05-17,-2.6236
2017-05-18,-0.1418
2017-05-19,0.8236
2017-05-22,-1.3239
2017-05-23,-0.4853
2017-05-24,0.545
2017-05-25,-0.3709
2017-05-26,-2.606
2017-05-30,2.1758
2017-05-31,-0.2014
2017-06-01,2.3356
2017-06-02,0.958
2017-06-05,-0.4466
2017-06-06,2.2708
2017-06-07,1.8366
2017-06-08,2.288
2017-06-09,-0.2895
2017-06-12,-2.9558999999999997
2017-06-13,3.4267
2017-06-14,2.6295
2017-06-15,-2.2803
2017-06-16,1.5732
2017-06-19,3.1492
2017-06-20,-1.5766
2017-06-21,0.7882
2017-06-22,-0.7316
2017-06-23,2.6175
2017-06-26,0.5696
2017-06-27,-0.7387
2017-06-28,6.4748
2017-06-29,-1.3979
2017-06-30,0.4017
2017-07-03,-0.0941
2017-07-05,1.0365
2017-07-06,-2.4015
2017-07-07,1.6484
2017-07-10,-1.4571
2017-07-11,1.264
2017-07-12,-0.683
2017-07-13,-0.8063
2017-07-14,0.502
2017-07-17,-2.3787
2017-07-18,-0.0244
2017-07-19,1.2917
2017-07-20,1.5399
2017-07-21,1.4218
2017-07-24,0.0
2017-07-25,-0.7477
2017-07-26,-0.306
2017-07-27,-2.4793
2017-07-28,-1.0412
2017-07-31,1.1989
2017-08-01,-1.088
2017-08-02,-0.8555
2017-08-03,9.0483
2017-08-04,-0.7913
2017-08-07,-1.4357
2017-08-08,1.3642
2017-08-09,-0.0456
2017-08-10,-0.0913
2017-08-11,0.6624
2017-08-14,2.0195
2017-08-15,-0.1112
2017-08-16,0.4453
2017-08-17,-2.7932
2017-08-18,1.8928
2017-08-21,1.0743
2017-08-22,1.1072
2017-08-23,-2.1244
2017-08-24,0.8279
2017-08-25,-0.0888
2017-08-28,1.0662
2017-08-29,0.1099
2017-08-30,1.0099
2017-08-31,3.7601
2017-09-01,0.2304
2017-09-05,0.8568
2017-09-06,-0.6631
2017-09-07,-0.3755
2017-09-08,1.5493999999999999
2017-09-11,1.3608
2017-09-12,0.1831
2017-09-13,0.0406
2017-09-14,-0.3653
2017-09-15,-0.8148
2017-09-18,0.2259
2017-09-19,-0.8607
2017-09-20,1.7569
2017-09-21,-0.9953
2017-09-22,5.8884
2017-09-25,-0.4069
2017-09-26,-0.5837
2017-09-27,1.1155
2017-09-28,0.1742
2017-09-29,0.2318
2017-10-02,-0.4048
2017-10-03,-1.0838
2017-10-04,-2.0544
2017-10-05,1.3384
2017-10-06,-0.0197
2017-10-09,-1.4393
2017-10-10,0.16
2017-10-11,1.0585
2017-10-12,3.0237
2017-10-13,0.2686
2017-10-16,-2.908
2017-10-17,1.4778
2017-10-18,1.2816
2017-10-19,0.3834
2017-10-20,1.2032
2017-10-23,-1.8494000000000002
2017-10-24,-0.0192
2017-10-25,-1.3269
2017-10-26,1.4032
2017-10-27,-2.4409
2017-10-30,-0.1379
2017-10-31,0.5129
2017-11-01,-0.4514
2017-11-02,0.8478
2017-11-03,5.2004
2017-11-06,-2.2672
2017-11-07,-3.2516
2017-11-08,-5.0904
2017-11-09,-0.1657
2017-11-10,0.2074
2017-11-13,0.0414
2017-11-14,7.4902
2017-11-15,-1.5592000000000001
2017-11-16,1.2124
2017-11-17,4.3277
2017-11-20,1.8333
2017-11-21,3.4188
2017-11-22,0.5803
2017-11-24,0.8392
2017-11-27,-0.7108
2017-11-28,-0.2095
2017-11-29,-2.3097
2017-11-30,-0.5911
2017-12-01,-3.8739
2017-12-04,-1.9868999999999999
2017-12-05,0.0382
2017-12-06,-0.6691
2017-12-07,1.5396
2017-12-08,-0.6823
2017-12-11,-0.4008
2017-12-12,-0.0958
2017-12-13,-0.5562
2017-12-14,-0.675
2017-12-15,0.5243
2017-12-18,-0.6374
2017-12-19,0.3499
2017-12-20,-0.7943
2017-12-21,-0.371
2017-12-22,0.2744
2017-12-26,2.8342
2017-12-27,4.3718
2017-12-28,0.9106
2017-12-29,1.155
2018-01-02,2.7297000000000002
2018-01-03,0.7642
2018-01-04,0.9135
2018-01-05,2.152
2018-01-08,0.5016
2018-01-09,0.3327
2018-01-10,-0.4477
2018-01-11,0.9993
2018-01-12,3.2652
2018-01-16,-1.4851
2018-01-17,-0.5674
2018-01-18,0.9619
2018-01-19,1.3241
2018-01-22,0.7649
2018-01-23,3.4635
2018-01-24,-3.9436999999999998
2018-01-25,-1.7027
2018-01-26,-1.0847
2018-01-29,-2.1849
2018-01-30,0.9956
2018-01-31,-1.2094
2018-02-01,-1.7944
2018-02-02,-0.3757
2018-02-05,-0.8399
2018-02-06,0.121
2018-02-07,-0.0345
2018-02-08,-0.0864
2018-02-09,0.8816
2018-02-12,1.9020000000000001
2018-02-13,-0.6894
2018-02-14,1.0498
2018-02-15,1.9605000000000001
2018-02-16,2.8924
2018-02-20,-1.3896
2018-02-21,4.6323
2018-02-22,1.517
2018-02-23,1.3724
2018-02-26,-2.9332000000000003
2018-02-27,-0.8988
2018-02-28,-2.8147
2018-03-01,0.1448
2018-03-02,3.1973
2018-03-05,-0.8874
2018-03-06,1.6494
2018-03-07,3.1525
2018-03-08,-1.1685
2018-03-09,1.4704
2018-03-12,-0.493
2018-03-13,-3.1377
2018-03-14,-0.589
2018-03-15,-1.4655
2018-03-16,0.7753
2018-03-19,-2.261
2018-03-20,1.3815
2018-03-21,1.2835
2018-03-22,-0.5788
2018-03-23,-2.5648999999999997
2018-03-26,1.1951
2018-03-27,-2.1226
2018-03-28,-0.6848
2018-03-29,3.3492
2018-04-02,-1.525
2018-04-03,-0.4194
2018-04-04,0.4698
2018-04-05,-0.0322
2018-04-06,-2.629
2018-04-09,0.8614
2018-04-10,2.2828
2018-04-11,2.7457000000000003
2018-04-12,-0.1719
2018-04-13,-1.2523
2018-04-16,-1.4426
2018-04-17,1.6566999999999998
2018-04-18,0.0
2018-04-19,-1.3608
2018-04-20,-1.1068
2018-04-23,0.1784
2018-04-24,-4.0965
2018-04-25,-2.2624
2018-04-26,3.2303
2018-04-27,-1.9076
2018-04-30,-0.8018
2018-05-01,1.9433
2018-05-02,0.2699
2018-05-03,10.5485
2018-05-04,1.7349
2018-05-07,-1.4061
2018-05-08,-0.9558
2018-05-09,5.4841
2018-05-10,-1.0311
2018-05-11,0.1027
2018-05-14,-0.4104
2018-05-15,0.0442
2018-05-16,-0.2354
2018-05-17,0.5309
2018-05-18,4.122
2018-05-21,-2.1274
2018-05-22,-0.3599
2018-05-23,2.8316
2018-05-24,-1.3065
2018-05-25,0.9964
2018-05-29,3.1572
2018-05-30,4.1126
2018-05-31,-0.2231
2018-06-01,-1.7362
2018-06-04,3.4534000000000002
2018-06-05,3.2734
2018-06-06,1.3029
2018-06-07,-5.3055
2018-06-08,4.0355
2018-06-11,0.6653
2018-06-12,-0.0873
2018-06-13,1.6226
2018-06-14,-0.393
2018-06-15,2.91
2018-06-18,1.1383
2018-06-19,-3.1039
2018-06-20,-1.4549
2018-06-21,-2.0844
2018-06-22,-0.2788
2018-06-25,-2.6557
2018-06-26,4.5425
2018-06-27,-2.1351
2018-06-28,4.172
2018-06-29,-0.6369
2018-07-02,3.8457
2018-07-03,0.9139
2018-07-05,2.4465
2018-07-06,1.0677
2018-07-09,0.2954
2018-07-10,-3.1374
2018-07-11,-1.1459
2018-07-12,-0.2721
2018-07-13,1.0082
2018-07-16,-2.2194
2018-07-17,1.2610000000000001
2018-07-18,-0.7116
2018-07-19,1.1945000000000001
2018-07-20,-1.8058999999999998
2018-07-23,0.6371
2018-07-24,-4.1567
2018-07-25,1.4207
2018-07-26,-5.4436
2018-07-27,-4.7823
2018-07-30,2.0199
2018-07-31,1.0702
2018-08-01,0.953
2018-08-02,11.4986
2018-08-03,-0.635
2018-08-06,-1.1360999999999999
2018-08-07,-1.2449
2018-08-08,-0.8848
2018-08-09,2.2502
2018-08-10,0.3349
2018-08-13,-0.6079
2018-08-14,1.1514
2018-08-15,-0.7588
2018-08-16,-0.7766
2018-08-17,-1.1198
2018-08-20,1.3151
2018-08-21,0.3846
2018-08-22,2.215
2018-08-23,2.8113
2018-08-24,3.5661
2018-08-27,-0.286
2018-08-28,0.1986
2018-08-29,0.7708
2018-08-30,0.7867
2018-08-31,0.9215
2018-09-04,1.4502
2018-09-05,-0.7412
2018-09-06,1.4082
2018-09-07,-1.2939
2018-09-10,0.9059
2018-09-11,1.3414
2018-09-12,-6.6285
2018-09-13,7.1771
2018-09-14,0.9061
2018-09-17,-6.5229
2018-09-18,3.0142
2018-09-19,-0.3751
2018-09-20,-1.0328
2018-09-21,-0.6305
2018-09-24,0.4266
2018-09-25,3.7582
2018-09-26,0.0525
2018-09-27,-0.4302
2018-09-28,-0.2424
2018-10-01,-2.3875
2018-10-02,-0.7359
2018-10-03,-0.5887
2018-10-04,-4.3211
2018-10-05,-1.6048
2018-10-08,-3.1104
2018-10-09,-0.2886
2018-10-10,-2.0861
2018-10-11,1.0345
2018-10-12,5.607
2018-10-15,-3.578
2018-10-16,5.662
2018-10-17,-2.4017
2018-10-18,-4.0163
2018-10-19,-3.4103
2018-10-22,0.2504
2018-10-23,0.8118
2018-10-24,-3.2706
2018-10-25,-1.5880999999999998
2018-10-26,-1.1583
2018-10-29,0.7505
2018-10-30,4.6001
2018-10-31,-3.4733
2018-11-01,7.2094
2018-11-02,-0.6399
2018-11-05,-4.3742
2018-11-06,-1.1309
2018-11-07,1.7993000000000001
2018-11-08,2.8153
2018-11-09,-4.4695
2018-11-12,-9.2674
2018-11-13,-4.0091
2018-11-14,0.3394
2018-11-15,7.5158000000000005
2018-11-16,1.6005
2018-11-19,-11.2832
2018-11-20,0.1669
2018-11-21,1.1667
2018-11-23,-0.4044
2018-11-26,5.2782
2018-11-27,-1.6141
2018-11-28,5.3281
2018-11-29,2.3432
2018-11-30,-0.229
2018-12-03,3.7257
2018-12-04,-3.6048999999999998
2018-12-06,3.6856999999999998
2018-12-07,-7.1745
2018-12-10,2.062
2018-12-11,3.9582
2018-12-12,1.6261
2018-12-13,-2.901
2018-12-14,-3.0815
2018-12-17,-8.0868
2018-12-18,0.6618
2018-12-19,-2.1366
2018-12-20,-4.3206
2018-12-21,-2.9201
2018-12-24,-1.1341
2018-12-26,11.5877
2018-12-27,0.6853
2018-12-28,1.8941
2018-12-31,0.9004
2019-01-02,-0.2159
2019-01-03,-5.6108
2019-01-04,5.165
2019-01-07,5.7977
2019-01-08,1.2772999999999999
2019-01-09,6.089
2019-01-10,4.2311
2019-01-11,0.466
2019-01-14,-2.9541
2019-01-15,4.6541
2019-01-16,2.2476
2019-01-17,-3.0916
2019-01-18,0.4124
2019-01-22,-3.1529
2019-01-23,1.9083999999999999
2019-01-24,1.53
2019-01-25,2.0374
2019-01-28,-0.7561
2019-01-29,-0.2381
2019-01-30,2.327
2019-01-31,-0.8746
2019-02-01,-1.0588
2019-02-04,-0.1189
2019-02-05,0.2619
2019-02-06,-0.19
2019-02-07,-2.6052999999999997
2019-02-08,1.3436
2019-02-11,0.2652
2019-02-12,1.3583
2019-02-13,7.3767
2019-02-14,-0.0331
2019-02-15,3.6239
2019-02-19,-2.1644
2019-02-20,2.0379
2019-02-21,-0.4272
2019-02-22,2.2739
2019-02-25,1.1851
2019-02-26,-0.0415
2019-02-27,-0.4459
2019-02-28,-0.2291
2019-03-01,1.6181
2019-03-04,-3.2772
2019-03-05,1.094
2019-03-06,-3.7718
2019-03-07,-1.8561
2019-03-08,-1.9022999999999999
2019-03-11,-0.8619
2019-03-12,-0.183
2019-03-13,0.0917
2019-03-14,1.2022
2019-03-15,2.3193
2019-03-18,0.9067
2019-03-19,3.0134
2019-03-20,-2.4465
2019-03-21,-0.5343
2019-03-22,-6.8845
2019-03-25,-0.1413
2019-03-26,-4.8102
2019-03-27,-8.0381
2019-03-28,-1.3603
2019-03-29,2.3484
2019-04-01,-9.2182
2019-04-02,1.8957000000000002
2019-04-03,4.3554
2019-04-04,-1.9762
2019-04-05,0.7613
2019-04-08,-0.1259
2019-04-09,0.5464
2019-04-10,2.4244
2019-04-11,-1.7957
2019-04-12,-2.0086
2019-04-15,-1.4136
2019-04-16,-0.4445
2019-04-17,-1.4691
2019-04-18,0.7455
2019-04-22,-0.2322
2019-04-23,3.5922
2019-04-24,3.3974
2019-04-25,0.6382
2019-04-26,3.6967
2019-04-29,0.2732
2019-04-30,-0.9861
2019-05-01,-4.2196
2019-05-02,4.2413
2019-05-03,0.4725
2019-05-06,2.6257
2019-05-07,-5.0025
2019-05-08,-0.1742
2019-05-09,-3.4631
2019-05-10,-2.5862
2019-05-13,-2.5121
2019-05-14,2.5329
2019-05-15,1.0852
2019-05-16,-0.1695
2019-05-17,-1.6839
2019-05-20,-1.3817
2019-05-21,2.1308
2019-05-22,-2.8007999999999997
2019-05-23,-2.0288
2019-05-24,2.9712
2019-05-28,1.4282
2019-05-29,-3.592
2019-05-30,3.0999
2019-05-31,-1.0408
2019-06-03,-0.1022
2019-06-04,3.7725
2019-06-05,-0.5213
2019-06-06,1.7705
2019-06-07,1.698
2019-06-10,1.9297
2019-06-11,-1.9468
2019-06-12,4.683
2019-06-13,2.6161
2019-06-14,0.2677
2019-06-17,-1.3221
2019-06-18,2.5895
2019-06-19,0.4772
2019-06-20,0.5874
2019-06-21,-1.0934
2019-06-24,-1.8216
2019-06-25,-0.9341
2019-06-26,-2.0796
2019-06-27,1.7675999999999998
2019-06-28,2.5016
2019-07-01,-2.3394
2019-07-02,1.1783
2019-07-03,-0.1152
2019-07-05,0.3587
2019-07-08,-0.1149
2019-07-09,1.6488
2019-07-10,1.8232
2019-07-11,-0.7903
2019-07-12,-0.224
2019-07-15,0.2495
2019-07-16,2.9741
2019-07-17,-3.3233
2019-07-18,3.5
2019-07-19,-1.2077
2019-07-22,-0.0122
2019-07-23,-0.9659
2019-07-24,3.4198
2019-07-25,-2.674
2019-07-26,-3.8881
2019-07-29,3.1649
2019-07-30,3.043
2019-07-31,-0.1921
2019-08-01,-2.2492
2019-08-02,-6.2016
2019-08-05,-4.9849
2019-08-06,3.3688000000000002
2019-08-07,0.0134
2019-08-08,4.3937
2019-08-09,-0.1407
2019-08-12,-0.8327
2019-08-13,4.3922
2019-08-14,-6.6452
2019-08-15,-3.7513
2019-08-16,0.7162
2019-08-19,2.1879
2019-08-20,0.7092
2019-08-21,0.1196
2019-08-22,-2.1898
2019-08-23,-6.9335
2019-08-26,4.3447
2019-08-27,-1.1178
2019-08-28,3.5891
2019-08-29,2.3871
2019-08-30,1.4122
2019-09-03,-2.6931000000000003
2019-09-04,0.6075
2019-09-05,-1.5969
2019-09-06,3.532
2019-09-09,-1.7782
2019-09-10,-2.615
2019-09-11,6.4719999999999995
2019-09-12,1.9271
2019-09-13,-0.2411
2019-09-16,2.2768
2019-09-17,-0.8581
2019-09-18,-3.1862
2019-09-19,1.4382
2019-09-20,3.6531000000000002
2019-09-23,-2.1565
2019-09-24,-2.8338
2019-09-25,1.5424
2019-09-26,-2.8849
2019-09-27,-2.6157
2019-09-30,0.027
2019-10-01,-5.5998
2019-10-02,-2.6158
2019-10-03,4.5354
2019-10-04,-2.4431
2019-10-07,-2.0006
2019-10-08,-5.6102
2019-10-09,-0.7157
2019-10-10,-0.5642
2019-10-11,4.7124
2019-10-14,-1.4148
2019-10-15,4.9466
2019-10-16,1.4839
2019-10-17,3.5263999999999998
2019-10-18,-4.2924
2019-10-21,-4.1377
2019-10-22,0.6791
2019-10-23,-4.0174
2019-10-24,-0.2811
2019-10-25,4.1817
2019-10-28,8.3434
2019-10-29,-2.5947
2019-10-30,-3.0057
2019-10-31,-1.8652
2019-11-01,2.2448
2019-11-04,1.127
2019-11-05,2.8079
2019-11-06,-4.5192
2019-11-07,1.0911
2019-11-08,0.6709
2019-11-11,-1.6952
2019-11-12,-0.6338
2019-11-13,-6.4966
2019-11-14,3.934
2019-11-15,6.3492
2019-11-18,0.4449
2019-11-19,0.8858
2019-11-20,0.5948
2019-11-21,-2.1963
2019-11-22,1.4107
2019-11-25,2.2853
2019-11-26,1.2628
2019-11-27,-0.0137
2019-11-29,-1.1924
2019-12-02,0.5271
2019-12-03,-0.1242
2019-12-04,-3.0119
2019-12-05,-0.5698
2019-12-06,0.5874
2019-12-09,-2.991
2019-12-10,-2.2023
2019-12-11,-0.7356
2019-12-12,-1.0284
2019-12-13,-1.9866000000000001
2019-12-16,-0.9822
2019-12-17,-2.1886
2019-12-18,-0.1127
2019-12-19,-1.2086999999999999
2019-12-20,-0.4894
2019-12-23,11.0164
2019-12-24,0.4135
2019-12-26,-1.4853
2019-12-27,-1.3733
2019-12-30,0.4541
2019-12-31,2.5915
2020-01-02,0.4112
2020-01-03,-0.1901
2020-01-06,3.3558
2020-01-07,-3.4312
2020-01-08,3.7146
2020-01-09,1.5855000000000001
2020-01-10,4.8216
2020-01-13,-0.3191
2020-01-14,6.6684
2020-01-15,5.0263
2020-01-16,5.9643
2020-01-17,-4.5163
2020-01-21,-2.4003
2020-01-22,3.7854
2020-01-23,3.6938
2020-01-24,-0.7281
2020-01-27,-0.7448
2020-01-28,-0.6935
2020-01-29,1.7859
2020-01-30,-2.2945
2020-01-31,-1.4274
2020-02-03,0.5489
2020-02-04,2.6481
2020-02-05,0.3847
2020-02-06,1.2173
2020-02-07,-3.6748
2020-02-10,0.8208
2020-02-11,1.5824
2020-02-12,-1.2078
2020-02-13,1.5654
2020-02-14,0.3712
2020-02-18,-0.5156
2020-02-19,-1.5097
2020-02-20,0.6635
2020-02-21,0.0
2020-02-24,-1.4318
2020-02-25,-4.7036999999999995
2020-02-26,-1.9598
2020-02-27,-0.7897
2020-02-28,8.1716
2020-03-02,1.2073
2020-03-03,8.3731
2020-03-04,4.1514
2020-03-05,2.0634
2020-03-06,-5.6016
2020-03-09,-8.7547
2020-03-10,2.0151
2020-03-11,-3.9955
2020-03-12,-9.6797
2020-03-13,2.964
2020-03-16,-21.0308
2020-03-17,5.2849
2020-03-18,-12.6247
2020-03-19,20.0035
2020-03-20,5.3641
2020-03-23,2.8876
2020-03-24,7.103
2020-03-25,-0.7079
2020-03-26,9.9312
2020-03-27,-6.9519
2020-03-30,5.7349
2020-03-31,-5.9211
2020-04-01,-7.7935
2020-04-02,-0.16
2020-04-03,-3.6854
2020-04-06,6.4328
2020-04-07,-2.2274
2020-04-08,6.5814
2020-04-09,3.2
2020-04-13,-1.3324
2020-04-14,9.0842
2020-04-15,-0.135
2020-04-16,0.462
2020-04-17,8.3455
2020-04-20,2.5365
2020-04-21,-1.9184
2020-04-22,1.1221
2020-04-23,0.4174
2020-04-24,1.835
2020-04-27,-0.0398
2020-04-28,0.1693
2020-04-29,3.9471
2020-04-30,1.0426
2020-05-01,-2.2245
2020-05-04,3.3401
2020-05-05,-0.1218
2020-05-06,3.0579
2020-05-07,8.9014
2020-05-08,4.0702
2020-05-11,5.2281
2020-05-12,-3.7472
2020-05-13,2.8624
2020-05-14,-3.0525
2020-05-15,4.3015
2020-05-18,-2.2641
2020-05-19,-4.1728
2020-05-20,1.4081000000000001
2020-05-21,-2.135
2020-05-22,3.8383000000000003
2020-05-26,-1.4612
2020-05-27,0.497
2020-05-28,-1.1804000000000001
2020-05-29,0.3309
2020-06-01,0.539
2020-06-02,1.0242
2020-06-03,0.9504
2020-06-04,-3.1225
2020-06-05,-2.7454
2020-06-08,0.1582
2020-06-09,-4.6392
2020-06-10,6.0942
2020-06-11,-5.1689
2020-06-12,-3.7002
2020-06-15,5.4801
2020-06-16,-0.1109
2020-06-17,-0.9138
2020-06-18,3.8872999999999998
2020-06-19,5.9902
2020-06-22,-0.9785
2020-06-23,-2.7747
2020-06-24,-6.6103
2020-06-25,-0.6965
2020-06-26,-3.919
2020-06-29,4.9092
2020-06-30,0.8002
2020-07-01,-1.0527
2020-07-02,-1.0203
2020-07-06,-1.0925
2020-07-07,0.0267
2020-07-08,2.3064999999999998
2020-07-09,1.4363000000000001
2020-07-10,-3.7244
2020-07-13,-0.5259
2020-07-14,3.4050000000000002
2020-07-15,6.9064
2020-07-16,-4.4825
2020-07-17,1.2984
2020-07-20,-1.0137
2020-07-21,-0.3385
2020-07-22,0.8152
2020-07-23,4.1021
2020-07-24,-2.395
2020-07-27,2.5533
2020-07-28,-2.4169
2020-07-29,4.2992
2020-07-30,1.5805
2020-07-31,-2.674
