ticker,SCSG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-20,-6.25
2004-12-27,-4.0
2005-01-19,0.6711
2005-01-25,5.5556
2005-01-27,-5.2632
2005-01-28,11.1111
2005-02-01,0.0
2005-02-07,0.0
2005-02-16,5.0
2005-02-17,-0.7143
2005-02-18,-1.6787
2005-02-22,1.9512
2005-02-28,0.4785
2005-03-04,1.1905000000000001
2005-03-08,-1.1764999999999999
2005-03-09,0.0
2005-03-10,0.0
2005-03-17,-7.1429
2005-03-21,-5.1282
2005-03-24,4.0541
2005-03-29,3.8961
2005-03-31,0.0
2005-04-04,0.0
2005-04-15,-6.9416
2005-04-18,0.0
2005-04-19,0.0
2005-04-25,2.7027
2005-04-28,-2.3684
2005-05-05,-0.2695
2005-05-09,2.7027
2005-05-23,2.6316
2005-05-31,0.0
2005-06-01,0.0
2005-06-07,-3.3333
2005-06-27,6.1008
2005-06-28,0.0
2005-06-29,1.25
2005-06-30,-4.1975
2005-07-01,1.0309
2005-07-05,-2.551
2005-07-07,0.5236
2005-07-25,0.1048
2005-07-26,0.0
2005-07-29,0.7853
2005-08-08,2.8571
2005-08-11,3.5354
2005-08-12,0.0
2005-08-16,0.0
2005-08-19,1.2195
2005-08-29,8.4337
2005-08-30,2.2222
2005-08-31,-2.1739
2005-09-06,2.2222
2005-09-08,-1.087
2005-09-12,1.0989
2005-09-13,0.0
2005-09-14,0.0
2005-09-15,0.0
2005-09-20,3.2609
2005-09-27,-0.8421
2005-09-30,0.2123
2005-10-03,0.6356
2005-10-06,-0.8421
2005-10-24,0.5122
2005-10-31,0.4246
2005-11-01,0.4228
2005-11-02,1.0526
2005-11-10,1.25
2005-11-11,1.8519
2005-11-14,-3.0303
2005-11-16,1.0417
2005-11-18,0.0
2005-11-21,-1.0309
2005-11-30,-1.4583
2005-12-06,-0.6342
2005-12-07,0.0
2005-12-09,0.0
2005-12-12,0.0
2005-12-14,-0.2128
2005-12-16,-1.919
2005-12-19,0.0
2006-01-03,-4.3478
2006-01-04,-0.2273
2006-01-06,1.3667
2006-01-09,2.2472
2006-01-11,-3.2967
2006-01-12,-0.3409
2006-01-13,0.9174
2006-01-17,-0.9091
2006-01-19,0.6881
2006-01-23,-0.6834
2006-01-24,0.9174
2006-01-25,0.0
2006-01-26,2.2727
2006-01-31,0.4444
2006-02-01,-0.6637
2006-02-06,-2.0045
2006-02-07,1.3636
2006-02-08,-0.2242
2006-02-09,0.0
2006-02-15,-1.1236
2006-02-16,-1.8182
