ticker,NUS US Equity
2000-05-25,0.9524
2000-05-26,-0.9434
2000-05-30,-0.9524
2000-05-31,1.9231
2000-06-01,-1.8868
2000-06-02,0.9615
2000-06-05,1.9048
2000-06-06,-3.7382999999999997
2000-06-07,-1.9417
2000-06-08,-1.9802
2000-06-09,-2.0202
2000-06-12,3.0928
2000-06-13,-1.0
2000-06-14,-4.0404
2000-06-15,-1.0526
2000-06-16,1.0638
2000-06-19,4.2105
2000-06-20,-2.0202
2000-06-21,-1.0309
2000-06-22,0.0
2000-06-23,-2.0833
2000-06-26,2.1277
2000-06-27,4.1667
2000-06-28,2.0
2000-06-29,-1.9607999999999999
2000-06-30,-8.0
2000-07-03,4.3478
2000-07-05,8.3333
2000-07-06,-1.9231
2000-07-07,0.0
2000-07-10,-1.9607999999999999
2000-07-11,0.0
2000-07-12,-1.0
2000-07-13,-2.0202
2000-07-14,3.0928
2000-07-17,-1.0
2000-07-18,-5.0505
2000-07-19,0.0
2000-07-20,-1.0638
2000-07-21,-2.1505
2000-07-24,-1.0989
2000-07-25,2.2222
2000-07-26,1.087
2000-07-27,-3.2258
2000-07-28,-1.1111
2000-07-31,3.3708
2000-08-01,0.0
2000-08-02,4.3478
2000-08-03,8.3333
2000-08-04,6.7308
2000-08-07,0.9009
2000-08-08,5.3571
2000-08-09,-5.0847
2000-08-10,-7.1429
2000-08-11,1.9231
2000-08-14,4.717
2000-08-15,-0.9009
2000-08-16,-9.0909
2000-08-17,2.0
2000-08-18,0.0
2000-08-21,0.0
2000-08-22,-0.9804
2000-08-23,1.9802
2000-08-24,0.0
2000-08-25,2.9126
2000-08-28,-1.8868
2000-08-29,0.9615
2000-08-30,0.0
2000-08-31,0.0
2000-09-01,5.7143
2000-09-05,-0.9009
2000-09-06,0.9091
2000-09-07,-7.2072
2000-09-08,-0.9709
2000-09-11,0.0
2000-09-12,-0.9804
2000-09-13,1.9802
2000-09-14,0.9709
2000-09-15,-3.8462
2000-09-18,-2.0
2000-09-19,10.2041
2000-09-20,0.0
2000-09-21,-4.6296
2000-09-22,5.8252
2000-09-25,0.9174
2000-09-26,-5.4545
2000-09-27,1.9231
2000-09-28,4.717
2000-09-29,-4.5045
2000-10-02,-7.5472
2000-10-03,2.0408
2000-10-04,2.0
2000-10-05,-2.9412000000000003
2000-10-06,0.0
2000-10-09,4.0404
2000-10-10,0.0
2000-10-11,-3.8834999999999997
2000-10-12,-3.0303
2000-10-13,0.0
2000-10-16,-2.0833
2000-10-17,-5.3191
2000-10-18,3.3708
2000-10-19,0.0
2000-10-20,-1.087
2000-10-23,0.0
2000-10-24,3.2967
2000-10-25,-8.5106
2000-10-26,0.0
2000-10-27,-4.6512
2000-10-30,2.439
2000-10-31,3.5714
2000-11-01,3.4483
2000-11-02,-2.2222
2000-11-03,0.0
2000-11-06,0.0
2000-11-07,-1.1364
2000-11-08,0.0
2000-11-09,-1.1494
2000-11-10,-1.1628
2000-11-13,-3.5294
2000-11-14,4.878
2000-11-15,-2.3256
2000-11-16,-1.1905000000000001
2000-11-17,2.4096
2000-11-20,-3.5294
2000-11-21,0.0
2000-11-22,-2.439
2000-11-24,2.5
2000-11-27,-4.878
2000-11-28,-5.1282
2000-11-29,-1.3514
2000-11-30,1.3699
2000-12-01,-2.7027
2000-12-04,-4.1667
2000-12-05,10.1449
2000-12-06,-1.3158
2000-12-07,1.3333
2000-12-08,5.2632
2000-12-11,0.0
2000-12-12,2.5
2000-12-13,-4.878
2000-12-14,2.5641
2000-12-15,-10.0
2000-12-18,-1.3889
2000-12-19,2.8169
2000-12-20,6.8493
2000-12-21,10.2564
2000-12-22,-2.3256
2000-12-26,1.1905000000000001
2000-12-27,3.5294
2000-12-28,-1.1364
2000-12-29,-2.2989
2001-01-02,4.7059
2001-01-03,14.6067
2001-01-04,-0.9804
2001-01-05,-3.9604
2001-01-08,-1.0309
2001-01-09,-3.125
2001-01-10,2.1505
2001-01-11,4.2105
2001-01-12,-1.0101
2001-01-16,-14.2857
2001-01-17,4.7619
2001-01-18,4.5455
2001-01-19,2.1739
2001-01-22,0.0
2001-01-23,1.0638
2001-01-24,-2.1053
2001-01-25,-1.0753
2001-01-26,3.2609
2001-01-29,1.0526
2001-01-30,0.1667
2001-01-31,-1.8303
2001-02-01,-2.5423999999999998
2001-02-02,-3.3043
2001-02-05,2.8777
2001-02-06,0.5245
2001-02-07,0.0
2001-02-08,-0.8696
2001-02-09,1.9298
2001-02-12,4.1308
2001-02-13,2.4793
2001-02-14,-2.4194
2001-02-15,1.3223
2001-02-16,-0.1631
2001-02-20,2.9412000000000003
2001-02-21,2.0635
2001-02-22,5.5988
2001-02-23,6.7747
2001-02-26,8.9655
2001-02-27,0.0
2001-02-28,3.7975
2001-03-01,2.439
2001-03-02,-3.5714
2001-03-05,0.0
2001-03-06,1.6049
2001-03-07,2.6731
2001-03-08,-2.3669000000000002
2001-03-09,-2.3171
2001-03-12,-0.1248
2001-03-13,2.5
2001-03-14,-1.8293
2001-03-15,5.5901
2001-03-16,2.3529
2001-03-19,1.1494
2001-03-20,-3.9773
2001-03-21,0.5917
2001-03-22,1.1764999999999999
2001-03-23,0.0
2001-03-26,-1.2791000000000001
2001-03-27,3.0624
2001-03-28,-1.7143000000000002
2001-03-29,0.814
2001-03-30,-1.9607999999999999
2001-04-02,-0.3529
2001-04-03,-0.2361
2001-04-04,-1.1834
2001-04-05,1.7964
2001-04-06,-3.2941
2001-04-09,-9.7324
2001-04-10,0.4043
2001-04-11,-0.6711
2001-04-12,0.6757
2001-04-16,-1.3423
2001-04-17,0.0
2001-04-18,-1.3605
2001-04-19,0.8276
2001-04-20,-0.4104
2001-04-23,-0.4121
2001-04-24,3.4483
2001-04-25,2.0
2001-04-26,-2.0915
2001-04-27,-1.2016
2001-04-30,0.0
2001-05-01,0.0
2001-05-02,0.0
2001-05-03,-0.6757
2001-05-04,-0.6803
2001-05-07,-1.3699
2001-05-08,0.0
2001-05-09,-2.7778
2001-05-10,-1.4285999999999999
2001-05-11,0.0
2001-05-14,0.0
2001-05-15,1.4493
2001-05-16,0.7143
2001-05-17,2.8369
2001-05-18,-0.9655
2001-05-21,2.3677
2001-05-22,-2.7211
2001-05-23,0.0
2001-05-24,0.0
2001-05-25,2.0979
2001-05-29,-0.9589
2001-05-30,-1.7981
2001-05-31,0.0
2001-06-01,0.7042
2001-06-04,0.6993
2001-06-05,0.6944
2001-06-06,2.069
2001-06-07,5.4054
2001-06-08,0.6452
2001-06-11,0.0
2001-06-12,1.2821
2001-06-13,-2.5316
2001-06-14,0.0
2001-06-15,2.4675000000000002
2001-06-18,-0.7605
2001-06-19,-0.7663
2001-06-20,1.5444
2001-06-21,3.2953
2001-06-22,-3.0675
2001-06-25,1.8987
2001-06-26,-0.6211
2001-06-27,2.5
2001-06-28,-1.2195
2001-06-29,4.9383
2001-07-02,-2.9412000000000003
2001-07-03,-0.6061
2001-07-05,-0.6098
2001-07-06,-0.6135
2001-07-09,0.6173
2001-07-10,-4.2945
2001-07-11,1.7949000000000002
2001-07-12,-0.5038
2001-07-13,-1.6456
2001-07-16,-0.2574
2001-07-17,2.9677
2001-07-18,-6.6416
2001-07-19,0.4027
2001-07-20,-0.5348
2001-07-23,-0.5376
2001-07-24,-0.2703
2001-07-25,-1.084
2001-07-26,1.3699
2001-07-27,-2.027
2001-07-30,-3.4483
2001-07-31,-0.7143
2001-08-01,-2.5899
2001-08-02,-1.034
2001-08-03,0.7463
2001-08-06,0.0
2001-08-07,-4.5926
2001-08-08,-1.7081
2001-08-09,0.316
2001-08-10,2.3622
2001-08-13,0.7692
2001-08-14,-0.7634
2001-08-15,3.8462
2001-08-16,2.5185
2001-08-17,-0.289
2001-08-20,1.4493
2001-08-21,-0.7143
2001-08-22,0.7194
2001-08-23,-2.1429
2001-08-24,0.0
2001-08-27,-0.7299
2001-08-28,-0.7353
2001-08-29,-0.7407
2001-08-30,3.7313
2001-08-31,-1.4388
2001-09-04,0.438
2001-09-05,0.8721
2001-09-06,0.8646
2001-09-07,-1.295
2001-09-10,1.312
2001-09-17,-0.4317
2001-09-18,0.8671
2001-09-19,-0.1433
2001-09-20,-0.2869
2001-09-21,3.1655
2001-09-24,8.0893
2001-09-25,0.0
2001-09-26,-3.4839
2001-09-27,-0.4011
2001-09-28,4.698
2001-10-01,-1.5385
2001-10-02,-2.3438
2001-10-03,-0.9333
2001-10-04,-0.4038
2001-10-05,11.4865
2001-10-08,-2.4242
2001-10-09,-2.4845
2001-10-10,-0.6369
2001-10-11,-0.641
2001-10-12,-0.2581
2001-10-15,0.0
2001-10-16,-0.1294
2001-10-17,-4.1451
2001-10-18,1.3514
2001-10-19,-0.2667
2001-10-22,0.2674
2001-10-23,-0.1333
2001-10-24,0.0
2001-10-25,-0.4005
2001-10-26,-0.8043
2001-10-29,-3.3784
2001-10-30,2.7972
2001-10-31,1.0884
2001-11-01,-0.4038
2001-11-02,0.6757
2001-11-05,-7.651
2001-11-06,6.1047
2001-11-07,-2.7397
2001-11-08,2.1127
2001-11-09,-0.4138
2001-11-12,6.7867
2001-11-13,-2.7237
2001-11-14,5.3333
2001-11-15,0.3797
2001-11-16,-3.657
2001-11-19,0.6545
2001-11-20,0.7802
2001-11-21,-0.9032
2001-11-23,4.1667
2001-11-26,-1.0
2001-11-27,-0.2525
2001-11-28,-1.8987
2001-11-29,2.5806
2001-11-30,0.6289
2001-12-03,-0.6289
2001-12-04,0.6329
2001-12-05,0.1258
2001-12-06,-0.7538
2001-12-07,0.2532
2001-12-10,-2.7778
2001-12-11,0.0
2001-12-12,0.0
2001-12-13,-1.2987
2001-12-14,3.2895
2001-12-17,1.9108
2001-12-18,0.0
2001-12-19,-1.875
2001-12-20,-0.6369
2001-12-21,5.1282
2001-12-24,-3.0488
2001-12-26,5.5346
2001-12-27,-1.3111
2001-12-28,-0.2415
2001-12-31,5.9322
2002-01-02,-1.7143000000000002
2002-01-03,4.6512
2002-01-04,-1.5556
2002-01-07,-3.2731
2002-01-08,2.1004
2002-01-09,-4.5714
2002-01-10,-0.2395
2002-01-11,-3.9616
2002-01-14,-0.625
2002-01-15,5.0314
2002-01-16,-1.7964
2002-01-17,0.0
2002-01-18,-1.8293
2002-01-22,-8.0745
2002-01-23,-0.8108
2002-01-24,1.7711000000000001
2002-01-25,-0.2677
2002-01-28,0.8054
2002-01-29,-1.0652
2002-01-30,0.9421
2002-01-31,-0.6667
2002-02-01,-3.3557
2002-02-04,0.6944
2002-02-05,4.1379
2002-02-06,1.9868000000000001
2002-02-07,-0.6494
2002-02-08,1.9607999999999999
2002-02-11,0.0
2002-02-12,0.0
2002-02-13,1.2821
2002-02-14,0.6329
2002-02-15,1.0063
2002-02-19,-0.4981
2002-02-20,0.7509
2002-02-21,-0.4969
2002-02-22,2.372
2002-02-25,-1.2195
2002-02-26,0.4938
2002-02-27,2.5799
2002-02-28,19.7605
2002-03-01,-10.1
2002-03-04,-2.6696
2002-03-05,-1.4857
2002-03-06,2.5522
2002-03-07,-1.7084000000000001
2002-03-08,0.1159
2002-03-11,0.9259
2002-03-12,-1.8349
2002-03-13,0.7009
2002-03-14,0.464
2002-03-15,0.8083
2002-03-18,1.3746
2002-03-19,10.1695
2002-03-20,-1.5385
2002-03-21,8.4375
2002-03-22,1.8252000000000002
2002-03-25,-4.2453
2002-03-26,4.335
2002-03-27,1.983
2002-03-28,-0.8333
2002-04-01,-6.1625
2002-04-02,7.4627
2002-04-03,-0.8333
2002-04-04,0.8403
2002-04-05,-0.9259
2002-04-08,-1.1215
2002-04-09,1.1342
2002-04-10,2.8037
2002-04-11,-5.0909
2002-04-12,14.9425
2002-04-15,-3.75
2002-04-16,4.0693
2002-04-17,-1.4143
2002-04-18,2.616
2002-04-19,2.3849
2002-04-22,-1.1245
2002-04-23,0.0812
2002-04-24,-0.1623
2002-04-25,3.0894
2002-04-26,0.7886
2002-04-29,8.9202
2002-04-30,0.5747
2002-05-01,-3.9286
2002-05-02,3.3457
2002-05-03,4.6763
2002-05-06,-3.7113
2002-05-07,0.6424
2002-05-08,-0.6383
2002-05-09,-7.2091
2002-05-10,0.0
2002-05-13,11.3846
2002-05-14,-2.8315
2002-05-15,0.0
2002-05-16,-4.1933
2002-05-17,3.8576
2002-05-20,-4.2857
2002-05-21,-3.0597
2002-05-22,1.9245999999999999
2002-05-23,-1.6616
2002-05-24,0.6144
2002-05-28,3.3588
2002-05-29,-3.9143
2002-05-30,-0.0769
2002-05-31,-3.8462
2002-06-03,-3.12
2002-06-04,-1.2386
2002-06-05,0.4181
2002-06-06,0.0837
2002-06-07,5.3512
2002-06-10,3.1746
2002-06-11,-6.8462
2002-06-12,5.2849
2002-06-13,-3.6863
2002-06-14,1.3844
2002-06-17,4.0161
2002-06-18,-0.3089
2002-06-19,-2.1689
2002-06-20,-7.3634
2002-06-21,-6.1538
2002-06-24,4.0984
2002-06-25,4.9869
2002-06-26,4.1667
2002-06-27,8.0
2002-06-28,7.7778
2002-07-01,-3.0928
2002-07-02,-11.0638
2002-07-03,-3.1898
2002-07-05,4.201
2002-07-08,0.7115
2002-07-09,-4.3956
2002-07-10,-5.8292
2002-07-11,-1.9180000000000001
2002-07-12,-2.4889
2002-07-15,-1.732
2002-07-16,-1.0204
2002-07-17,4.4986
2002-07-18,-1.0762
2002-07-19,-3.3545
2002-07-22,-2.5328
2002-07-23,-5.2936
2002-07-24,1.626
2002-07-25,-9.0
2002-07-26,-6.5934
2002-07-29,8.2353
2002-07-30,-1.413
2002-07-31,0.5513
2002-08-01,6.9079
2002-08-02,5.4359
2002-08-05,1.07
2002-08-06,-1.0587
2002-08-07,2.3346
2002-08-08,5.5133
2002-08-09,3.6036
2002-08-12,-0.6087
2002-08-13,-4.1995000000000005
2002-08-14,3.1963
2002-08-15,0.708
2002-08-16,0.3515
2002-08-19,4.5534
2002-08-20,-0.335
2002-08-21,0.6723
2002-08-22,0.1669
2002-08-23,-1.6667
2002-08-26,5.5085
2002-08-27,0.0
2002-08-28,-2.008
2002-08-29,-0.3279
2002-08-30,2.7961
2002-09-03,-4.0
2002-09-04,2.25
2002-09-05,-1.0647
2002-09-06,0.4967
2002-09-09,2.5535
2002-09-10,3.2129
2002-09-11,-2.4903
2002-09-12,3.352
2002-09-13,0.3861
2002-09-16,1.1538
2002-09-17,-4.5626999999999995
2002-09-18,-2.7092
2002-09-19,-6.6339
2002-09-20,6.6667
2002-09-23,0.5757
2002-09-24,-7.1954
2002-09-25,-0.7048
2002-09-26,7.3647
2002-09-27,-3.3058
2002-09-30,4.2735
2002-10-01,6.9672
2002-10-02,-4.9808
2002-10-03,0.4032
2002-10-04,-4.4177
2002-10-07,-1.2605
2002-10-08,4.6809
2002-10-09,-5.6098
2002-10-10,4.6512
2002-10-11,0.6584
2002-10-14,-4.906
2002-10-15,7.4807
2002-10-16,-2.7199999999999998
2002-10-17,3.6184
2002-10-18,1.5873
2002-10-21,-5.625
2002-10-22,-2.3179
2002-10-23,0.4237
2002-10-24,-0.4219
2002-10-25,-1.2711999999999999
2002-10-28,-2.1459
2002-10-29,0.8772
2002-10-30,-0.2609
2002-10-31,0.1744
2002-11-01,0.087
2002-11-04,-0.6087
2002-11-05,-5.6868
2002-11-06,1.577
2002-11-07,-5.0228
2002-11-08,-3.0769
2002-11-11,-3.373
2002-11-12,2.6694
2002-11-13,11.0
2002-11-14,2.7027
2002-11-15,0.0
2002-11-18,1.7544
2002-11-19,-4.3103
2002-11-20,3.0631
2002-11-21,-2.4476
2002-11-22,2.5986000000000002
2002-11-25,1.2227000000000001
2002-11-26,-0.8628
2002-11-27,1.3925
2002-11-29,-0.3451
2002-12-02,0.0
2002-12-03,-3.8961
2002-12-04,4.4144
2002-12-05,0.604
2002-12-06,0.0858
2002-12-09,-2.3136
2002-12-10,0.7018
2002-12-11,-0.0871
2002-12-12,0.2616
2002-12-13,1.3043
2002-12-16,1.03
2002-12-17,-0.1699
2002-12-18,1.9574
2002-12-19,-1.7529
2002-12-20,2.8037
2002-12-23,-0.9917
2002-12-24,-0.5008
2002-12-26,1.0067
2002-12-27,0.8306
2002-12-30,-0.7414
2002-12-31,-0.6639
2003-01-02,2.7569
2003-01-03,0.4065
2003-01-06,3.2389
2003-01-07,-2.1961
2003-01-08,-2.4058
2003-01-09,-1.1504
2003-01-10,-1.0806
2003-01-13,0.7563
2003-01-14,3.6696999999999997
2003-01-15,7.8037
2003-01-16,-4.0299
2003-01-17,-3.1882
2003-01-21,2.1687
2003-01-22,-0.6289
2003-01-23,-1.1076
2003-01-24,-0.4
2003-01-27,-3.4538
2003-01-28,0.1664
2003-01-29,-2.3256
2003-01-30,-0.5102
2003-01-31,4.7863
2003-02-03,-0.9788
2003-02-04,1.318
2003-02-05,0.4065
2003-02-06,-13.3603
2003-02-07,0.3738
2003-02-10,-0.838
2003-02-11,-1.2207
2003-02-12,2.1863
2003-02-13,-2.3256
2003-02-14,3.3333
2003-02-18,-1.3825
2003-02-19,-1.3084
2003-02-20,-0.0947
2003-02-21,0.4739
2003-02-24,-0.9434
2003-02-25,0.9524
2003-02-26,-0.6604
2003-02-27,-0.5698
2003-02-28,0.4776
2003-03-03,-2.0913
2003-03-04,-2.7184
2003-03-05,-6.986
2003-03-06,-2.7027
2003-03-07,0.5556
2003-03-10,-0.1105
2003-03-11,0.0
2003-03-12,-1.1062
2003-03-13,2.4609
2003-03-14,0.2183
2003-03-17,5.6645
2003-03-18,0.9278
2003-03-19,1.8386
2003-03-20,0.3009
2003-03-21,3.0
2003-03-24,-2.8155
2003-03-25,2.8971
2003-03-26,2.4272
2003-03-27,2.4645
2003-03-28,-2.7752
2003-03-31,-4.1865
2003-04-01,2.0854
2003-04-02,1.9455
2003-04-03,-5.3435
2003-04-04,-0.8065
2003-04-07,5.4878
2003-04-08,-1.6378
2003-04-09,0.8815
2003-04-10,-0.4854
2003-04-11,-0.9756
2003-04-14,0.7882
2003-04-15,-1.8573
2003-04-16,-0.5976
2003-04-17,-4.008
2003-04-21,-4.071
2003-04-22,0.4353
2003-04-23,-0.325
2003-04-24,-2.0652
2003-04-25,-1.7758
2003-04-28,4.5198
2003-04-29,-3.7838000000000003
2003-04-30,1.1236
2003-05-01,-0.5556
2003-05-02,2.6816
2003-05-05,-0.2176
2003-05-06,0.1091
2003-05-07,0.9804
2003-05-08,0.3236
2003-05-09,6.0215
2003-05-12,4.5639
2003-05-13,-1.2609
2003-05-14,-1.7682
2003-05-15,0.2
2003-05-16,-1.6966
2003-05-19,1.5228000000000002
2003-05-20,-0.4
2003-05-21,0.502
2003-05-22,-1.0989
2003-05-23,0.101
2003-05-27,-0.2018
2003-05-28,0.8089
2003-05-29,0.2006
2003-05-30,0.1001
2003-06-02,0.3
2003-06-03,-4.7856
2003-06-04,1.8848
2003-06-05,-0.5176
2003-06-06,0.4162
2003-06-09,-3.1088
2003-06-10,1.0695000000000001
2003-06-11,3.8095
2003-06-12,-1.5291000000000001
2003-06-13,4.3478
2003-06-16,-1.7856999999999998
2003-06-17,1.8182
2003-06-18,-0.6944
2003-06-19,-0.5994
2003-06-20,0.3015
2003-06-23,1.4028
2003-06-24,0.9881
2003-06-25,0.3914
2003-06-26,0.7797
2003-06-27,-0.2901
2003-06-30,1.3578999999999999
2003-07-01,-1.8182
2003-07-02,1.7544
2003-07-03,-0.4789
2003-07-07,0.0962
2003-07-08,0.0962
2003-07-09,1.9212
2003-07-10,0.9425
2003-07-11,-1.0271
2003-07-14,0.9434
2003-07-15,-0.4673
2003-07-16,-0.4695
2003-07-17,-0.8491
2003-07-18,-1.0466
2003-07-21,-0.4808
2003-07-22,3.1884
2003-07-23,-0.8427
2003-07-24,-0.661
2003-07-25,0.2852
2003-07-28,4.6445
2003-07-29,5.9783
2003-07-30,-0.0855
2003-07-31,-0.8554
2003-08-01,-3.2787
2003-08-04,-0.1784
2003-08-05,-0.0894
2003-08-06,0.1789
2003-08-07,0.9821
2003-08-08,-0.0884
2003-08-11,0.354
2003-08-12,3.1746
2003-08-13,-2.0513
2003-08-14,0.7853
2003-08-15,0.3463
2003-08-18,0.3451
2003-08-19,-0.6879
2003-08-20,-0.1732
2003-08-21,0.2602
2003-08-22,-1.3841
2003-08-25,-0.8772
2003-08-26,0.0
2003-08-27,-0.4425
2003-08-28,0.2667
2003-08-29,0.1773
2003-09-02,1.7699
2003-09-03,0.2609
2003-09-04,1.5707
2003-09-05,-1.0309
2003-09-08,-0.7813
2003-09-09,-0.6999
2003-09-10,0.1762
2003-09-11,1.1434
2003-09-12,2.1739
2003-09-15,2.2128
2003-09-16,-0.0833
2003-09-17,0.9167
2003-09-18,-0.6606
2003-09-19,0.9975
2003-09-22,0.4938
2003-09-23,3.0303
2003-09-24,2.3052
2003-09-25,-1.3209
2003-09-26,0.7874
2003-09-29,0.1563
2003-09-30,-0.546
2003-10-01,3.7647
2003-10-02,3.8548999999999998
2003-10-03,-0.655
2003-10-06,0.8059
2003-10-07,-0.5087
2003-10-08,-0.5844
2003-10-09,0.8082
2003-10-10,3.4985
2003-10-13,-0.7042
2003-10-14,-0.3546
2003-10-15,-2.5623
2003-10-16,-0.6574
2003-10-17,1.1764999999999999
2003-10-20,1.3808
2003-10-21,1.4337
2003-10-22,-2.8269
2003-10-23,9.818200000000001
2003-10-24,0.0
2003-10-27,-0.1987
2003-10-28,2.1898
2003-10-29,0.0
2003-10-30,0.9091
2003-10-31,2.1236
2003-11-03,1.1342
2003-11-04,-0.2492
2003-11-05,0.3748
2003-11-06,-0.1867
2003-11-07,3.1172
2003-11-10,-0.1814
2003-11-11,3.3313
2003-11-12,1.4068
2003-11-13,-1.5029
2003-11-14,-0.1174
2003-11-17,-0.1763
2003-11-18,-0.7063
2003-11-19,-1.1263
2003-11-20,0.2998
2003-11-21,1.9725000000000001
2003-11-24,4.6307
2003-11-25,-2.521
2003-11-26,-1.6667
2003-11-28,1.9365999999999999
2003-12-01,2.5907
2003-12-02,-3.1425
2003-12-03,-1.6802000000000001
2003-12-04,-0.8839
2003-12-05,-0.4162
2003-12-08,0.1791
2003-12-09,0.298
2003-12-10,-2.1390000000000002
2003-12-11,0.0607
2003-12-12,3.2767
2003-12-15,-1.4101
2003-12-16,0.8343
2003-12-17,-0.4137
2003-12-18,0.5341
2003-12-19,0.2361
2003-12-22,0.0
2003-12-23,0.7067
2003-12-24,-0.2924
2003-12-26,0.8211
2003-12-29,2.3851
2003-12-30,-0.5682
2003-12-31,-2.3429
2004-01-02,0.5851
2004-01-05,-1.3961999999999999
2004-01-06,0.413
2004-01-07,-2.1739
2004-01-08,2.5225
2004-01-09,17.2232
2004-01-12,1.9489999999999998
2004-01-13,-3.2353
2004-01-14,4.1033
2004-01-15,-3.601
2004-01-16,-0.101
2004-01-20,-1.9707
2004-01-21,2.732
2004-01-22,2.86
2004-01-23,0.5366
2004-01-26,-0.3396
2004-01-27,-0.4382
2004-01-28,-5.3301
2004-01-29,0.4649
2004-01-30,-0.2571
2004-02-02,-1.3918
2004-02-03,2.9796
2004-02-04,-0.3553
2004-02-05,-4.2792
2004-02-06,1.0644
2004-02-09,0.0527
2004-02-10,-0.6316
2004-02-11,1.6949
2004-02-12,0.8333
2004-02-13,-0.9298
2004-02-17,1.6684
2004-02-18,-2.5641
2004-02-19,3.5263
2004-02-20,0.6609
2004-02-23,-2.4747
2004-02-24,-3.4179
2004-02-25,1.9839
2004-02-26,-0.2103
2004-02-27,0.8957
2004-03-01,2.2454
2004-03-02,3.6261
2004-03-03,4.5343
2004-03-04,2.2243
2004-03-05,-1.5278
2004-03-08,-3.0559
2004-03-09,2.5703
2004-03-10,-3.8298
2004-03-11,-0.3441
2004-03-12,0.6413
2004-03-15,-2.3529
2004-03-16,-0.4518
2004-03-17,3.9334
2004-03-18,-1.213
2004-03-19,-0.0491
2004-03-22,-4.2752
2004-03-23,2.4641
2004-03-24,-4.6593
2004-03-25,5.0447
2004-03-26,-1.3007
2004-03-29,0.963
2004-03-30,-0.3012
2004-03-31,1.4602
2004-04-01,4.6154
2004-04-02,10.1044
2004-04-05,-0.3878
2004-04-06,2.7249
2004-04-07,0.1263
2004-04-08,0.4205
2004-04-12,4.1876
2004-04-13,-3.2154
2004-04-14,-0.2907
2004-04-15,0.2499
2004-04-16,1.0802
2004-04-19,1.8085
2004-04-20,-3.5122999999999998
2004-04-21,-0.3766
2004-04-22,7.2239
2004-04-23,-1.8801
2004-04-26,-0.8383
2004-04-27,-2.7778
2004-04-28,-0.5797
2004-04-29,-0.5831
2004-04-30,-0.8379
2004-05-03,3.5065
2004-05-04,1.4694
2004-05-05,0.885
2004-05-06,-1.9139
2004-05-07,-1.2602
2004-05-10,-2.2231
2004-05-11,1.0526
2004-05-12,-1.4167
2004-05-13,1.1834
2004-05-14,-0.9607
2004-05-17,-1.8136
2004-05-18,-0.3436
2004-05-19,-2.5431
2004-05-20,1.1499
2004-05-21,0.2624
2004-05-24,1.0031
2004-05-25,-1.6839
2004-05-26,-0.527
2004-05-27,-1.5453000000000001
2004-05-28,0.4484
2004-06-01,0.4911
2004-06-02,0.2221
2004-06-03,2.1352
2004-06-04,-0.5226
2004-06-07,3.5902
2004-06-08,-1.0144
2004-06-09,0.0
2004-06-10,-1.3664
