ticker,ACV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-05-22,-0.08
2015-05-26,0.0801
2015-05-27,-0.2
2015-05-28,0.0802
2015-05-29,-0.0801
2015-06-01,0.1202
2015-06-02,-0.1201
2015-06-03,-0.2004
2015-06-04,0.0
2015-06-05,0.0
2015-06-08,0.0402
2015-06-09,-0.0401
2015-06-10,0.1606
2015-06-11,-0.1604
2015-06-12,0.0803
2015-06-15,-0.0401
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0803
2015-06-22,-0.0401
2015-06-23,0.1204
2015-06-24,-0.2004
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,-2.8112
2015-06-30,-0.7438
2015-07-01,0.0
2015-07-02,-0.2498
2015-07-06,-1.0851
2015-07-07,-1.6034000000000002
2015-07-08,-1.8010000000000002
2015-07-09,1.0917
2015-07-10,0.0432
2015-07-13,-0.9499
2015-07-14,-2.136
2015-07-15,-0.98
2015-07-16,-0.6433
2015-07-17,-2.3266
2015-07-20,-2.2419000000000002
2015-07-21,-1.9111
2015-07-22,1.6561
2015-07-23,-0.5271
2015-07-24,2.4566
2015-07-27,-1.3164
2015-07-28,0.9058
2015-07-29,0.1883
2015-07-30,-0.9425
2015-07-31,-0.3806
2015-08-03,-1.8625
2015-08-04,2.4331
2015-08-05,-0.1419
2015-08-06,-0.5239
2015-08-07,-0.2448
2015-08-10,0.533
2015-08-11,-2.1602
2015-08-12,-1.7690000000000001
2015-08-13,0.0507
2015-08-14,-0.0006
2015-08-17,-0.05
2015-08-18,1.4007
2015-08-19,-1.2827
2015-08-20,-2.049
2015-08-21,-3.0832
2015-08-24,-5.7681000000000004
2015-08-25,-1.0615
2015-08-26,2.7103
2015-08-27,2.5289
2015-08-28,2.681
2015-08-31,-2.0366
2015-09-01,-2.2388
2015-09-02,3.1489
2015-09-03,-1.3612
2015-09-04,-0.9646
2015-09-08,1.1364
2015-09-09,-0.9256
2015-09-10,0.109
2015-09-11,-0.3811
2015-09-14,-0.9836
2015-09-15,1.8212000000000002
2015-09-16,1.6802000000000001
2015-09-17,0.3198
2015-09-18,0.797
2015-09-21,-1.3179
2015-09-22,-1.3355000000000001
2015-09-23,-1.9491
2015-09-24,1.2692999999999999
2015-09-25,-0.5446
2015-09-28,-5.2632
2015-09-29,-0.6944
2015-09-30,1.5734
2015-10-01,0.3442
2015-10-02,2.4013999999999998
2015-10-05,2.0101
2015-10-06,0.821
2015-10-07,-0.3257
2015-10-08,1.6122
