ticker,SBGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.7618
2000-01-04,-3.8043
2000-01-05,-2.8249
2000-01-06,4.6512
2000-01-07,0.5556
2000-01-10,-2.2099
2000-01-11,-1.1299
2000-01-12,-4.0
2000-01-13,-1.1905000000000001
2000-01-14,1.2048
2000-01-18,-2.3810000000000002
2000-01-19,-2.439
2000-01-20,-6.25
2000-01-21,3.3333
2000-01-24,-8.3871
2000-01-25,-4.2254
2000-01-26,-7.3529
2000-01-27,5.1587
2000-01-28,-3.3962
2000-01-31,0.0
2000-02-01,0.7813
2000-02-02,2.3256
2000-02-03,9.8485
2000-02-04,-1.5516999999999999
2000-02-07,0.1751
2000-02-08,-4.8951
2000-02-09,1.4706000000000001
2000-02-10,3.2609
2000-02-11,3.8596
2000-02-14,0.6757
2000-02-15,-1.3423
2000-02-16,0.0
2000-02-17,6.8027
2000-02-18,-0.6369
2000-02-22,-5.7692
2000-02-23,4.0816
2000-02-24,-1.3072
2000-02-25,0.6623
2000-02-28,-2.6316
2000-02-29,2.7027
2000-03-01,1.3158
2000-03-02,-1.2987
2000-03-03,2.6316
2000-03-06,-5.1282
2000-03-07,-3.3784
2000-03-08,2.7972
2000-03-09,1.3605
2000-03-10,-4.698
2000-03-13,0.7042
2000-03-14,0.0
2000-03-15,2.0979
2000-03-16,-0.6849
2000-03-17,0.3448
2000-03-20,-1.0309
2000-03-21,-0.6944
2000-03-22,0.3497
2000-03-23,2.439
2000-03-24,0.6803
2000-03-27,1.3514
2000-03-28,-6.6667
2000-03-29,4.2857
2000-03-30,-1.3699
2000-03-31,-0.6944
2000-04-03,-2.0979
2000-04-04,0.0
2000-04-05,-0.7143
2000-04-06,0.7194
2000-04-07,0.0
2000-04-10,-2.8571
2000-04-11,0.7353
2000-04-12,-3.6496
2000-04-13,2.2727
2000-04-14,-2.963
2000-04-17,-7.6336
2000-04-18,9.9174
2000-04-19,-3.7594
2000-04-20,-0.7813
2000-04-24,-3.1496
2000-04-25,0.813
2000-04-26,-7.2581
2000-04-27,4.3478
2000-04-28,4.1667
2000-05-01,-4.8
2000-05-02,3.3613
2000-05-03,4.065
2000-05-04,-1.5625
2000-05-05,0.0
2000-05-08,-0.7937
2000-05-09,0.0
2000-05-10,-2.4
2000-05-11,-0.8197
2000-05-12,0.8264
2000-05-15,5.7377
2000-05-16,0.7752
2000-05-17,-0.7692
2000-05-18,1.5504
2000-05-19,-1.5267
2000-05-22,-2.3256
2000-05-23,-4.7619
