ticker,CPSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-30,0.0
2004-12-20,-22.3077
2005-01-27,-32.6733
2005-03-01,0.0
2005-03-16,-19.1176
2005-04-04,-7.2727
2005-04-20,-1.9607999999999999
2005-04-22,10.0
2005-04-25,0.0
2005-05-25,-7.2727
2005-11-22,45.098
2005-11-23,0.0
2005-12-09,27.027
2005-12-12,7.4468
2005-12-13,0.0
2005-12-21,0.0
2005-12-28,-39.604
2006-01-04,21.3115
2006-01-05,36.4865
2006-01-24,-24.7525
2006-02-24,32.8947
2006-03-24,-25.7426
2006-04-25,1.3333
2006-05-03,31.5789
2006-05-04,15.0
2006-05-08,-11.3043
2006-05-09,0.0
2006-05-10,16.6667
2006-05-11,0.0
2006-06-13,0.0
2006-06-15,0.8403
2006-06-19,50.8333
2006-06-20,10.4972
2006-06-21,10.0
2006-06-22,-9.0909
2006-07-06,-10.0
2006-07-27,5.5556
2006-08-15,0.0
2006-08-24,31.5789
2006-08-31,0.0
2006-09-07,0.0
2006-09-11,-16.0
2006-09-14,4.7619
2006-09-26,-9.0909
2006-10-02,25.0
2006-11-08,-19.6
2006-11-13,1.99
2006-12-11,7.3171
2006-12-13,-9.0909
2006-12-27,-32.5
2006-12-29,18.5185
2007-01-09,-6.25
2007-01-10,16.6667
2007-02-08,13.7143
2007-02-12,-15.0754
2007-03-12,-8.284
2007-03-30,-3.2258
2007-04-10,-6.0
2007-04-17,-9.9291
2007-05-08,-7.0866
2007-05-10,-11.0169
2007-05-14,0.0
2007-05-24,2.8571
2007-05-30,-2.7778
2007-06-13,-18.0952
2007-06-14,0.0
2007-06-18,0.0
2007-06-20,0.0
2007-06-21,-6.9767
2007-06-26,-3.75
2007-06-28,0.0
2007-07-05,16.8831
2007-07-10,44.4444
2007-07-11,-15.3846
2007-07-20,9.0909
2007-07-25,-10.0
2007-09-14,-25.9259
2007-09-18,43.75
2007-11-28,-34.7826
2007-11-30,-13.3333
2007-12-04,-21.5385
2007-12-05,-21.5686
2007-12-06,-12.5
2007-12-19,5.7143
2007-12-21,-18.9189
2008-01-08,0.0
2008-01-11,-6.6667
2008-02-25,-7.1429
2008-03-19,-19.2308
2008-05-29,0.0
2008-08-22,-4.7619
2008-10-01,0.0
2008-10-02,-25.0
2008-10-03,-80.0
2008-10-10,33.3333
2008-10-13,50.0
2008-10-14,-33.3333
2008-10-20,50.0
2008-10-24,-50.0
2008-11-21,1566.6667
2008-11-24,-2.0
2009-01-09,-18.3673
2009-02-25,-50.0
2009-03-03,-90.0
2009-03-27,1150.0
2009-04-22,-4.0
2009-05-04,0.0
2009-05-05,0.0
2009-05-18,-87.5
2009-06-04,66.6667
2009-06-05,200.0
2009-06-08,0.0
2009-06-15,-66.6667
2009-07-01,200.0
2009-07-16,-6.6667
2009-07-20,0.0
2009-07-22,7.1429
2009-07-23,-6.6667
2009-07-31,7.1429
2009-09-21,0.0
2009-11-18,-66.6667
2009-11-23,0.0
2009-12-08,140.0
2009-12-21,8.3333
2010-02-17,-23.0769
2010-02-23,-20.0
2010-03-04,0.0
2010-03-08,0.0
2010-03-16,-62.5
2010-03-17,-33.3333
2010-03-18,-45.0
2010-03-22,-9.0909
2010-03-23,-50.0
2010-04-13,1400.0
2010-04-14,6.6667
2010-04-29,25.0
2010-05-28,-90.0
2010-06-14,0.0
2010-07-08,900.0
2010-07-30,-90.0
2010-12-30,0.0
2011-07-12,900.0
2011-08-09,0.0
2011-08-19,0.0
2012-01-13,-20.0
2012-01-31,-37.5
2012-04-05,0.0
2012-04-09,-80.0
2012-04-10,-65.0
2012-04-27,1328.5714
2012-07-17,-93.0
2012-07-30,1328.5714
2013-01-04,-93.0
2013-07-22,42.8571
2013-11-14,40.0
2014-01-09,-26.7857
2014-01-29,0.0
2014-10-20,1.2195
2015-01-29,15.6627
2015-02-18,66.6667
2015-04-30,20.0
2015-05-01,150.0
2015-05-13,-63.3333
2015-05-22,0.0
2015-06-01,172.7273
2015-06-04,0.0
2015-07-27,-60.0
2015-08-07,1.0417
2015-08-11,-8.2474
2015-08-13,0.0
2016-03-17,-82.0225
2016-04-06,900.0
2016-04-07,50.0
2016-04-19,-66.6667
2018-02-14,0.0
2020-06-09,5.0
