ticker,REXN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-14,0.0
2004-12-15,320.0
2004-12-16,-47.619
2004-12-17,63.6364
2004-12-20,-44.4444
2004-12-21,50.0
2004-12-23,-46.6667
2004-12-27,-12.5
2004-12-28,57.1429
2005-01-05,-45.4545
2005-01-10,16.6667
2005-01-18,-28.5714
2005-01-19,20.0
2005-01-21,33.3333
2005-01-24,-37.5
2005-01-25,-17.75
2005-01-27,-2.7356
2005-01-28,0.0
2005-01-31,-25.0
2005-02-01,0.0
2005-02-02,-16.6667
2005-02-07,0.0
2005-02-08,20.0
2005-02-10,0.0
2005-02-24,0.0
2005-02-28,0.0
2005-03-01,0.0
2005-03-03,-16.6667
2005-03-09,0.0
2005-03-10,0.0
2005-03-23,0.0
2005-03-31,0.0
2005-05-04,20.0
2005-05-09,-16.6667
2005-05-13,-40.0
2005-05-23,100.0
2005-05-24,0.0
2005-05-25,0.0
2005-05-26,-16.6667
2005-06-01,20.0
2005-06-07,-16.6667
2005-06-09,0.0
2005-06-13,20.0
2005-06-16,0.0
2005-06-22,8.3333
2005-07-14,-23.0769
2005-07-27,40.0
2005-07-28,28.5714
2005-08-25,2.2222
2005-08-26,-21.7391
2005-09-01,-9.7222
2005-09-06,-7.6923
2005-09-12,0.0
2005-09-13,0.0
2005-09-30,0.0
2005-10-03,0.0
2005-10-27,-8.3333
2005-11-07,-12.7273
2005-11-08,4.1667
2005-11-09,-16.0
2005-11-10,7.1429
2005-11-29,-20.0
2005-11-30,38.8889
2005-12-01,-20.0
2005-12-05,0.0
2005-12-07,1.0
2005-12-14,-0.9901
2006-01-06,5.0
2006-01-11,-16.6667
2006-01-12,0.0
2006-02-06,28.5714
2006-02-07,0.0
2006-02-08,-6.6667
2006-02-09,0.0
2006-02-10,9.5238
2006-02-13,2.1739
2006-02-16,-8.5106
2006-02-22,0.0
2006-02-23,-2.3256
2006-03-10,0.0
2006-03-17,14.2857
2006-03-20,-8.3333
2006-03-21,-22.7273
2006-03-22,-8.8235
2006-03-23,3.2258
2006-03-24,0.0
2006-03-28,0.0
2006-03-31,-3.125
2006-04-04,-3.2258
2006-04-05,-3.3333
2006-04-13,23.4483
2006-04-17,0.5587
2006-04-24,11.1111
2006-04-25,-40.0
2006-05-03,8.3333
2006-05-05,50.0
2006-05-08,-15.3846
2006-05-09,18.1818
2006-05-16,-10.2564
2006-05-19,14.2857
2006-05-24,-25.0
2006-05-30,13.3333
2006-06-06,-5.8824
2006-06-15,5.0
