ticker,HSCM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-09-12,-90.0
2002-03-06,-87.5
2002-08-14,0.0
2002-12-20,0.0
2003-02-14,0.0
2003-06-23,0.0
2003-10-01,0.0
2003-10-30,0.0
2003-12-01,23900.0
2003-12-03,0.0
2003-12-15,-99.5833
2004-01-09,31900.0
2004-01-29,50.0
2004-02-02,0.0
2004-02-19,33.3333
2004-04-06,187.5
2004-04-07,0.0
2004-04-13,-13.0435
2004-04-15,5.0
2004-04-22,-52.381
2004-04-27,0.0
2004-05-18,50.0
2004-06-25,-33.3333
2004-07-08,10.0
2004-07-09,9.0909
2004-07-16,16.6667
2004-08-02,-28.5714
2004-08-20,0.0
2004-10-22,40.0
2004-10-27,-7.1429
2004-11-17,38.4615
2004-12-02,-11.1111
2004-12-21,0.0
2004-12-27,0.0
2005-01-07,-15.625
2005-01-19,-11.1111
2005-02-10,0.0
2005-03-18,0.0
2005-03-28,0.0
2005-06-01,-8.3333
2005-06-08,0.0
2005-06-16,27.2727
2005-07-21,-21.4286
2005-07-25,0.0
2005-08-01,-9.0909
2005-08-03,0.0
2005-08-15,0.0
2005-08-22,20.0
2005-08-23,-8.3333
2005-09-23,-27.2727
2005-10-21,0.0
2005-11-04,0.0
2005-12-13,0.0
2006-01-10,0.0
2006-01-13,0.0
2006-03-27,0.0
2006-04-05,25.0
2006-05-01,-20.0
2006-05-15,0.0
2006-05-16,0.0
2006-05-26,0.0
2006-05-30,0.0
2006-06-21,25.0
2006-07-05,-20.0
2006-07-18,0.0
2006-08-30,0.0
2006-10-03,25.0
2006-10-24,-20.0
2006-11-02,0.0
2006-11-20,50.0
2006-11-24,-33.3333
2006-12-11,25.0
2006-12-15,0.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-20,-20.0
2006-12-21,25.0
2006-12-26,10.0
2007-01-11,-18.1818
2007-01-16,0.0
2007-01-19,33.3333
2007-01-23,50.0
2007-02-05,-16.6667
2007-02-15,0.0
2007-02-16,0.0
2007-02-20,10.0
2007-03-06,18.1818
2007-03-07,-12.8205
2007-03-08,0.0
2007-03-23,0.0
2007-03-26,-29.4118
2007-03-27,25.0
2007-03-29,0.0
2007-04-11,33.3333
2007-04-13,0.0
2007-04-20,-20.0
2007-04-27,-12.5
2007-05-04,-14.2857
2007-06-08,0.0
2007-06-13,25.0
2007-06-26,-33.3333
2007-07-06,0.0
2007-07-09,20.0
2007-09-24,0.0
2007-09-26,-16.6667
2007-09-27,30.0
2007-10-26,0.0
2007-11-01,-23.0769
2007-11-08,0.0
2007-11-27,20.0
2007-11-28,-16.6667
2007-12-05,0.0
2007-12-07,30.0
2007-12-13,-15.3846
2008-01-18,9.0909
2008-02-12,-16.6667
2008-05-05,0.0
2008-06-19,0.0
2008-08-07,0.0
2008-08-15,10.0
2008-08-29,-36.3636
2008-09-18,0.0
2008-10-01,-35.7143
2008-10-28,33.3333
2008-11-17,-50.0
2008-11-24,8.3333
2009-01-23,84.6154
2009-01-29,100.0
2009-02-10,-58.3333
2009-02-23,0.0
2009-03-16,0.0
2009-04-08,-40.0
2009-06-11,0.0
2009-07-14,133.3333
2009-08-26,-57.1429
2009-09-04,0.0
2009-09-15,0.0
2009-10-16,0.0
2009-12-03,33.3333
2010-01-11,12.5
2010-06-04,-11.1111
2010-06-08,-25.0
2010-06-15,0.0
2010-06-22,166.6667
2010-08-10,-62.5
2010-08-12,0.0
2011-01-25,0.0
2011-02-14,3.3333
2011-02-18,-3.2258
2011-04-07,0.0
2011-04-19,0.0
2011-04-26,16.6667
2011-05-03,14.2857
2011-05-04,0.0
2011-06-17,25.0
2011-06-21,0.0
2011-06-24,0.0
2011-06-30,0.0
2011-07-19,-20.0
2011-11-28,-25.0
2012-02-28,0.0
2012-03-09,0.0
2012-03-27,-33.3333
2012-04-20,50.0
2012-05-31,-33.3333
2012-06-26,0.0
2012-11-15,50.0
2012-12-12,0.0
2013-01-08,0.0
2013-05-16,0.0
2013-08-12,-66.6667
2013-08-15,100.0
2013-09-09,-75.0
2013-09-19,500.0
2013-09-25,33.3333
2013-09-30,-75.0
2014-01-09,0.0
2014-09-12,150.0
2014-09-16,0.0
2014-11-04,0.0
2014-12-30,20.0
2015-03-02,-16.6667
2015-03-30,0.0
2015-04-15,0.0
2015-05-18,20.0
2015-06-18,-33.3333
2015-09-11,0.0
2015-10-21,0.0
2016-01-11,0.0
2016-01-21,50.0
2016-03-17,0.0
2016-06-09,33.3333
2016-10-10,-25.0
2017-02-07,16.6667
2017-02-21,0.0
2017-05-24,0.0
2017-06-09,0.0
2017-10-03,0.0
2018-03-28,185.7143
2018-04-27,-70.0
2018-10-09,16.6667
2019-01-09,-14.2857
2019-05-14,-33.0
2019-09-27,-0.4975
2019-10-03,50.0
2019-10-22,-33.0
2019-12-02,-0.4975
2019-12-11,-2.5
2019-12-16,92.3077
2020-02-06,-60.0
2020-02-11,-33.3333
2020-02-13,-25.0
2020-02-14,-10.6667
2020-05-07,0.0
2020-06-23,832.8358
2020-06-24,-6.0
2020-06-29,27.6596
2020-07-06,-6.6667
2020-07-07,-1.4285999999999999
2020-07-09,30.4348
2020-07-10,11.1111
2020-07-13,225.5
2020-07-14,1.0753
2020-07-16,-9.4529
2020-07-17,-22.7929
2020-07-20,0.0
2020-07-23,-4.3478
2020-07-27,-13.6364
2020-07-30,-10.526299999999999
2020-07-31,-17.647100000000002
