ticker,MTNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-22,-10.0
2014-07-23,-31.6239
2014-07-24,18.75
2014-07-25,0.0
2014-07-28,-10.526299999999999
2014-07-29,5.8824
2014-07-30,-4.4306
2014-07-31,-1.1772
2014-08-01,0.0
2014-08-06,0.0
2014-08-12,-3.5294
2014-08-18,-2.439
2014-08-25,0.0
2014-08-26,0.0
2014-08-28,0.0
2014-08-29,6.25
2014-09-02,-5.8824
2014-09-03,6.25
2014-09-09,-5.8824
2014-09-15,0.0
2014-09-19,0.0
2014-09-24,-12.5
2014-09-25,14.2857
2014-09-26,-6.25
2014-09-29,6.6667
2014-09-30,12.5
2014-10-01,-11.1111
2014-10-14,-18.75
2014-10-15,-15.3846
2014-10-17,9.0909
2014-10-20,-8.3333
2014-10-21,0.0
2014-10-22,9.0909
2014-10-24,0.0
2014-10-27,0.0
2014-10-29,16.6667
2014-10-30,-14.2857
2014-10-31,8.3333
2014-11-03,-7.7115
2014-11-04,0.0208
2014-11-05,-11.6875
2014-11-06,-24.5105
2014-11-07,37.5
2014-11-10,12.7273
2014-11-11,-10.4839
2014-11-12,22.5225
2014-11-13,-16.3235
2014-11-14,0.1757
2014-11-17,-3.5088
2014-11-18,1.8182
2014-11-19,-0.8929
2014-11-20,-0.9234
2014-11-21,0.0227
2014-11-24,-18.3636
2014-11-25,-10.9131
2014-11-26,0.0
2014-11-28,0.0313
2014-12-01,-0.0312
2014-12-02,-0.25
2014-12-03,0.2506
2014-12-04,0.0
2014-12-05,-5.0
2014-12-08,-7.8947
2014-12-10,14.2857
2014-12-11,7.5
2014-12-12,6.9767
2014-12-15,0.0
2014-12-17,-2.1739
2014-12-18,0.0
2014-12-19,2.2222
2014-12-23,0.0
2014-12-26,-2.1739
2014-12-29,2.2222
2014-12-30,0.0
2014-12-31,-2.1739
2015-01-02,0.0
2015-01-05,-4.4444
2015-01-06,0.0
2015-01-07,4.6512
2015-01-08,4.4167
2015-01-09,-14.871
2015-01-12,-2.5
2015-01-13,-14.1026
2015-01-14,2.0896
2015-01-20,16.9591
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-26,-2.5
2015-01-27,5.1282
2015-01-28,3.689
2015-01-29,8.2035
2015-01-30,8.6957
2015-02-02,16.0
2015-02-03,11.2069
2015-02-04,-3.876
2015-02-05,1.6129
2015-02-06,-1.5873
2015-02-09,-7.2581
2015-02-10,-6.087
2015-02-11,-9.2593
2015-02-12,24.4898
