ticker,GSTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-12-20,3.0928
2011-12-22,-3.0
2011-12-28,8.2474
2012-01-03,-7.619
2012-01-04,8.2474
2012-01-05,0.0
2012-01-06,0.0
2012-01-10,-7.619
2012-01-11,8.2474
2012-01-12,0.0
2012-01-13,-3.8095
2012-01-17,3.9604
2012-01-18,9.5238
2012-01-19,-12.1739
2012-01-20,5.9406
2012-01-23,2.8037
2012-01-24,0.0
2012-01-25,-2.7273
2012-01-26,-5.6075
2012-01-27,3.9604
2012-01-30,0.0
2012-01-31,0.0
2012-02-01,-2.8571
2012-02-02,0.0
2012-02-03,2.9412000000000003
2012-02-06,0.0
2012-02-07,-3.8095
2012-02-08,3.9604
2012-02-09,0.0
2012-02-10,0.0
2012-02-13,-9.5238
2012-02-14,5.2632
2012-02-15,0.0
2012-02-16,0.0
2012-02-17,0.0
2012-02-21,5.0
2012-02-22,0.0
2012-02-23,0.0
2012-02-24,1.9048
2012-02-27,2.8037
2012-02-28,-8.1818
2012-02-29,3.9604
2012-03-01,0.0
2012-03-02,0.0
2012-03-05,-0.9524
2012-03-06,0.9615
2012-03-07,-3.8095
2012-03-08,1.9802
2012-03-09,0.0
2012-03-12,0.0
2012-03-13,0.9709
2012-03-14,0.9615
2012-03-15,2.8571
2012-03-16,-1.8519
2012-03-19,0.0
2012-03-20,0.0
2012-03-21,0.0
2012-03-22,-1.8868
2012-03-23,1.9231
2012-03-26,0.0
2012-03-27,-0.9434
2012-03-28,0.9524
2012-03-29,-2.8302
2012-03-30,-1.9417
2012-04-02,0.9901
2012-04-03,-1.9607999999999999
2012-04-04,-4.9
2012-04-05,-0.6309
2012-04-09,0.5291
2012-04-10,0.0
2012-04-11,0.0
2012-04-12,0.0
2012-04-13,0.0
2012-04-16,-1.0526
2012-04-17,-6.9149
2012-04-18,8.5714
2012-04-19,-2.1053
2012-04-20,1.0753
2012-04-23,-1.0638
2012-04-24,2.1505
2012-04-25,4.2105
2012-04-26,-3.0303
2012-04-27,2.0833
2012-04-30,-3.0612
2012-05-01,3.1579
2012-05-02,1.0204
2012-05-03,1.0101
2012-05-04,4.0
2012-05-07,0.9615
2012-05-08,0.0
2012-05-09,0.0
2012-05-10,0.0
2012-05-11,-4.7619
2012-05-14,5.0
2012-05-15,-4.7619
2012-05-16,5.0
2012-05-17,0.0
2012-05-18,-4.7619
2012-05-21,0.0
2012-05-22,-5.0
2012-05-23,5.2632
2012-05-24,-2.0
2012-05-25,6.1224
