ticker,TXCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-03-12,0.0
2004-11-08,100.0
2005-01-04,0.0
2006-01-11,100.0
2006-11-28,108.3333
2007-04-09,4.0
2007-09-10,46.1538
2007-09-11,-21.0526
2007-09-19,-28.6667
2007-09-20,-5.6075
2007-09-28,-0.9901
2007-10-08,0.0
2007-10-12,0.0
2007-12-21,-34.25
2007-12-27,-39.1635
2007-12-31,0.0
2008-01-02,-12.5
2008-01-04,14.2857
2008-01-07,0.0
2008-01-08,-37.5
2008-01-10,-8.0
2008-01-15,-13.0435
2008-01-16,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-05-20,50.0
2008-06-05,-33.3333
2008-06-18,0.0
2008-08-21,-25.0
2008-08-25,-6.6667
2008-09-04,-28.5714
2008-09-12,-30.0
2008-09-15,0.0
2008-09-22,-28.5714
2008-10-01,0.0
2008-10-02,40.0
2008-10-03,-42.8571
2008-10-16,25.0
2008-10-24,-20.0
2008-11-26,0.0
2008-12-31,-37.5
2009-01-28,100.0
2009-01-29,-20.0
2009-02-04,0.0
2009-02-23,-62.5
2009-02-24,-60.0
2009-02-25,66.6667
2009-03-02,0.0
2009-03-11,150.0
2009-05-08,100.0
2009-05-11,0.0
2009-05-12,-60.0
2009-05-19,0.0
2009-06-03,100.0
2009-06-04,0.0
2009-06-10,50.0
2009-07-14,33.3333
2009-07-17,-12.5
2009-08-03,14.2857
2009-08-04,43.75
2009-08-07,4.3478
2009-08-11,-4.1667
2009-08-31,0.0
2009-09-14,-26.087
2009-09-16,-28.2353
2009-09-22,72.1311
2009-10-13,23.8095
2009-10-14,38.4615
2009-11-11,-16.6667
2009-11-20,0.0
2009-11-24,-30.0
2009-11-25,0.0
2009-12-18,-4.7619
2009-12-23,150.0
2009-12-24,-40.0
2009-12-28,0.0
2010-01-08,66.6667
2010-01-11,0.0
2010-01-12,-20.0
2010-01-14,25.0
2010-01-15,0.0
2010-01-19,-20.0
2010-01-22,25.0
2010-01-25,0.0
2010-02-19,40.0
2010-04-08,-2.8571
2010-04-16,2.9412000000000003
2010-04-29,-42.8571
2010-05-03,-40.0
2010-05-10,-33.3333
2010-05-12,300.0
2010-05-13,-6.25
2010-05-14,16.6667
2010-05-18,-14.2857
2010-05-25,-20.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-07,-16.6667
2010-06-08,20.0
2010-06-10,16.6667
2010-06-11,-3.5714
2010-06-18,3.7037
2010-06-24,21.4286
2010-06-25,-11.7647
2010-06-29,-40.0
2010-06-30,0.0
2010-07-01,5.5556
2010-07-02,-21.0526
2010-07-08,33.3333
2010-07-12,-10.0
2010-07-13,0.0
2010-07-15,0.0
2010-07-19,11.1111
2010-07-26,20.0
2010-07-30,-37.5
2010-08-02,-0.5833
2010-08-04,60.9388
2010-08-05,104.1667
2010-08-20,-8.1633
2010-09-03,11.1111
2010-09-22,-10.0
2010-10-07,0.0
2010-10-22,0.0
2010-10-25,11.1111
2010-10-27,0.0
2010-10-29,0.0
2010-11-03,-19.975
2010-11-04,44.9547
2010-11-05,0.0
2010-11-08,20.6897
2010-11-09,-25.7143
2010-11-10,0.0
2010-11-12,34.6154
2010-11-15,0.0
2010-11-16,-14.2857
2010-11-22,0.0
2010-11-23,16.6667
2010-11-30,-14.2857
2010-12-03,0.0
2010-12-06,10.0
2010-12-07,9.0909
2010-12-13,-2.7778
2010-12-14,-15.7143
2010-12-17,-22.0339
2010-12-20,8.6957
2010-12-21,16.0
2010-12-27,-20.6897
2010-12-28,8.6957
2010-12-30,42.0
2011-01-06,1.4085
2011-01-10,-23.6111
2011-01-11,0.0
2011-01-28,-1.8182
2011-01-31,-7.4074
2011-02-04,-34.0
2011-02-08,6.0606
2011-02-10,28.5714
2011-02-14,-26.6667
2011-02-18,-12.1212
2011-02-24,37.931
2011-02-25,0.0
2011-02-28,-10.0
2011-03-01,-6.9444
2011-03-02,-1.4925
2011-03-04,6.0606
2011-03-08,28.5714
2011-03-09,-11.1111
2011-03-11,12.5
2011-03-14,0.0
2011-03-22,-11.1111
2011-03-23,0.0
2011-03-24,0.0
2011-03-30,-12.5
2011-03-31,57.1429
2011-04-01,0.0
2011-04-06,-12.7273
2011-04-07,0.0
2011-04-18,-12.5
2011-05-12,0.0
2011-05-16,-2.3810000000000002
2011-05-24,-2.439
2011-06-01,-2.5
2011-06-03,0.0
2011-06-06,0.0
2011-06-15,-2.5641
2011-06-22,-18.4211
2011-06-23,-3.2258
2011-06-27,-30.0
2011-06-28,0.0
2011-07-05,19.0476
2011-07-18,4.0
2016-08-17,-90.3846
2019-08-27,68.3333
2019-09-18,-20.7921
2019-09-27,25.0
