ticker,CLIS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-26,0.0
2007-10-29,1.4851
2007-11-01,0.0
2007-11-02,-2.439
2007-11-07,0.5
2008-01-10,3.4826
2008-01-14,-1.4423
2008-01-24,0.0
2008-02-08,21.9512
2008-02-14,12.0
2008-02-15,3.5714
2008-02-26,46.5517
2008-02-27,17.647100000000002
2008-03-03,-15.0
2008-03-04,50.5882
2008-03-10,-45.3125
2008-03-11,37.1429
2008-03-12,-58.3333
2008-03-13,10.0
2008-03-18,0.0
2008-03-20,100.0
2008-03-26,-52.2727
2008-04-10,42.8571
2008-04-16,50.0
2008-04-18,-44.4444
2008-04-30,0.0
2008-05-05,20.0
2008-05-20,16.6667
2008-05-27,11.4286
2008-05-28,-7.6923
2008-06-02,-2.7778
2008-06-05,-14.2857
2008-06-06,16.6667
2008-06-09,8.5714
2008-06-16,-15.7895
2008-06-30,0.0
2008-07-09,25.0
2008-07-10,0.0
2008-07-14,0.0
2008-07-17,0.0
2008-07-21,-2.5
2008-07-22,-10.2564
2008-07-23,12.857099999999999
2008-07-24,1.2658
2008-07-25,-2.5
2008-08-25,0.0
2008-08-26,-23.0769
2008-08-27,33.3333
2008-09-03,0.0
2008-09-04,0.0
2008-09-05,0.0
2008-09-08,-10.0
2008-09-19,11.1111
2008-09-22,2.5
2008-09-26,-2.439
2008-09-29,0.0
2008-09-30,0.0
2008-10-02,-2.5
2008-10-07,2.5641
2008-10-15,-20.0
2008-10-20,9.375
2008-11-04,0.0
2008-11-21,-2.8571
2008-11-24,2.9412000000000003
2008-11-26,0.0
2008-12-02,0.0
2008-12-18,-37.1429
2008-12-19,36.3636
2008-12-23,6.6667
2009-01-07,-1.5625
2009-01-08,1.5873
2009-02-12,28.125
2009-02-27,19.5122
2009-03-10,-59.1837
2009-03-23,75.0
2009-04-17,0.0
2009-05-14,0.0
2009-05-15,0.0
2009-06-10,-5.7143
2010-06-14,-6.0606
2010-06-15,3.2258
2010-06-25,-37.5
2010-06-30,25.0
2010-08-03,-80.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-10,0.0
2010-08-13,0.0
2010-08-16,0.0
2010-09-08,0.0
2010-11-18,-28.0
2010-12-14,-13.8889
2011-01-07,222.5806
2011-01-13,-40.0
2011-04-06,-50.0
2011-05-26,0.0
2011-07-07,66.6667
2011-07-14,0.0
2011-07-29,-80.0
2011-08-05,400.0
2011-08-22,-40.0
2011-09-23,66.6667
2011-09-27,0.0
