ticker,NRGT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-11,0.0
2012-01-12,0.0
2012-01-17,4.5455
2012-01-19,4.3478
2012-01-20,0.0
2012-01-23,0.0
2012-01-24,0.8333
2012-02-07,-4.9587
2012-02-27,5.2174
2012-02-28,0.8264
2012-02-29,0.8197
2012-03-02,-3.252
2012-03-05,5.042
2012-03-06,0.8
2012-03-07,0.7937
2012-03-08,-2.3622
2012-03-09,2.4194
2012-03-12,0.7874
2012-03-13,0.0
2012-03-14,0.0
2012-03-16,-2.3438
2012-03-20,2.4
2012-03-21,6.25
2012-03-22,-4.4118
2012-03-23,1.5385
2012-03-26,1.5152
2012-03-27,0.7463
2012-03-28,1.4815
2012-03-29,-6.5693
2012-03-30,7.0313
2012-04-02,-1.4599
2012-04-03,-3.7037
2012-04-04,1.5385
2012-04-05,0.0
2012-04-09,0.0
2012-04-10,9.0909
2012-04-11,-16.6667
2012-04-12,20.0
2012-04-13,-16.6667
2012-04-17,0.0
2012-04-19,5.0
2012-04-20,4.7619
2012-04-23,-22.7273
2012-04-24,26.1765
2012-04-25,-2.0979
2012-04-27,-26.1905
2012-05-01,36.4516
2012-05-02,0.0
2012-05-03,0.0
2012-05-04,-0.7092
2012-05-08,-40.4762
2012-05-09,20.0
2012-05-11,0.0
2012-05-14,0.0
2012-05-15,0.0
2012-05-16,0.0
2012-05-17,0.0
2012-05-18,0.0
2012-05-22,13.3333
2012-05-23,-0.5882
2012-05-24,-11.2426
2012-06-06,-33.3333
2012-06-20,-5.0
2012-06-28,-36.8421
2012-07-03,-50.0
2012-07-13,98.3333
2012-07-16,0.0
2012-07-18,5.042
2012-07-19,4.0
2012-07-20,-38.4615
2012-07-23,25.0
2012-07-24,-20.0
2012-07-25,43.75
2012-07-26,-13.0435
2012-07-27,0.0
2012-07-30,20.0
2012-07-31,-28.9063
2012-08-01,-0.3663
2012-08-02,17.647100000000002
2012-08-03,10.0
2012-08-06,-8.1818
2012-08-07,0.0
2012-08-08,-14.8515
2012-08-09,-1.1628
2012-08-10,-5.8824
2012-08-14,-34.8438
2012-08-15,-0.2398
2012-08-16,0.0
2012-08-17,0.0
2012-08-21,0.0
2012-08-22,-3.8462
2012-08-23,40.0
2012-08-24,0.0
2012-08-27,28.5714
2012-08-28,27.7778
2012-08-29,0.0
2012-08-30,-11.3043
2012-08-31,7.8431
2012-09-05,0.0
2012-09-07,-16.3636
2012-09-10,-3.2609
2012-09-11,-37.0787
2012-09-12,5.3571
