ticker,NRGT US Equity
2012-09-13,-49.1525
2012-09-14,20.0
2012-09-17,1.3889
2012-09-18,0.3425
2012-09-19,2.3891
2012-09-20,-4.0
2012-09-21,-16.6667
2012-09-24,1.0417
2012-09-25,15.4639
2012-09-26,-14.2857
2012-09-27,-20.0
2012-09-28,0.0
2012-10-01,4.1667
2012-10-02,-16.0
2012-10-03,-37.5
2012-10-04,14.2857
2012-10-05,3.3333
2012-10-08,41.9355
2012-10-10,-18.1818
2012-10-11,0.0
2012-10-15,-11.1111
2012-10-16,-25.0
2012-10-17,0.0
2012-10-18,-30.2083
2012-10-19,1.4925
2012-10-22,16.1765
2012-10-23,-17.0886
2012-10-24,45.0382
2012-10-25,-18.4211
2012-10-26,-8.3871
2012-10-31,-14.0845
2012-11-01,9.8361
2012-11-02,-6.7164
2012-11-05,2.4
2012-11-06,7.8125
2012-11-07,-34.7826
2012-11-08,0.0
2012-11-09,-22.2222
2012-11-12,-11.4286
2012-11-13,0.0
2012-11-14,0.0
2012-11-15,-19.3548
2012-11-16,-16.0
2012-11-19,14.2857
2012-11-20,37.5
2012-11-21,-31.8182
2012-11-23,6.6667
2012-11-26,-16.6667
2012-11-27,-5.0
2012-11-28,18.4211
2012-11-29,-4.4444
2012-11-30,-11.6279
2012-12-03,-10.526299999999999
2012-12-04,2.9412000000000003
2012-12-05,0.0
2012-12-06,-2.8571
2012-12-07,2.9412000000000003
2012-12-10,-8.5714
2012-12-11,-6.25
2012-12-12,-13.3333
2012-12-13,11.538499999999999
2012-12-14,27.5862
2012-12-17,-5.4054
2012-12-18,-22.8571
2012-12-19,7.4074
2012-12-20,0.0
2012-12-21,10.3448
2012-12-24,-9.375
2012-12-26,3.4483
2012-12-27,-10.0
2012-12-28,7.4074
2012-12-31,20.6897
2013-01-02,14.2857
2013-01-03,-7.5
2013-01-04,8.1081
2013-01-07,20.0
2013-01-08,-16.6667
2013-01-09,-15.0
2013-01-10,11.7647
2013-01-11,-15.7895
2013-01-14,6.25
2013-01-15,35.2941
2013-01-16,-8.6957
2013-01-17,14.2857
2013-01-18,-16.6667
2013-01-22,-5.0
2013-01-23,-23.6842
2013-01-24,0.0
2013-01-25,17.2414
2013-01-28,11.7647
2013-01-29,-10.526299999999999
2013-01-30,11.7647
2013-01-31,-10.526299999999999
2013-02-01,-5.8824
2013-02-04,-9.375
2013-02-05,0.0
2013-02-07,-10.3448
2013-02-08,23.0769
2013-02-12,-15.625
2013-02-13,0.0
2013-02-14,-11.1111
2013-02-15,8.3333
2013-02-19,-7.6923
2013-02-20,0.0
2013-02-21,8.3333
2013-02-22,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-03-01,-19.2308
2013-03-04,52.381
2013-03-05,-15.625
2013-03-06,-18.5185
2013-03-07,31.8182
2013-03-11,-6.8966
2013-03-12,-3.7037
2013-03-13,-19.2308
2013-03-14,23.8095
2013-03-19,-15.3846
2013-03-20,-4.5455
2013-03-21,28.5714
2013-03-22,-22.2222
2013-03-25,0.0
2013-03-26,28.5714
2013-03-27,-3.7037
2013-03-28,3.8462
2013-04-01,29.6296
2013-04-02,0.0
2013-04-03,-25.7143
2013-04-04,-15.3846
2013-04-05,22.7273
2013-04-08,-11.1111
2013-04-09,-8.3333
2013-04-10,0.0
2013-04-11,22.7273
2013-04-12,11.1111
2013-04-15,-13.3333
2013-04-17,-7.6923
2013-05-07,-60.9333
2013-05-08,138.9078
2013-05-09,-0.7143
2013-05-10,0.7194
2013-05-13,-0.1429
2013-05-14,14.4492
2013-05-15,25.0
2013-05-17,20.0
2013-05-20,0.0
2013-05-23,3.75
2013-05-24,20.4819
2013-05-28,0.0
2013-05-29,0.0
2013-05-30,0.6667
2013-06-03,-7.2848
2013-09-03,-53.5714
2013-10-17,-53.8462
2013-11-07,-33.3333
2013-11-27,12.5
2013-12-06,77.7778
2013-12-11,-43.75
2013-12-27,-8.8889
2014-01-10,9.7561
2014-01-21,77.7778
2014-01-24,-12.5
2014-01-27,0.0
2014-02-12,0.0
2014-03-17,0.0
2014-04-22,-14.2857
2014-05-14,10.0
2014-05-15,-9.0909
2014-05-22,-33.3333
2014-06-18,-75.0
2014-06-20,0.0
2014-09-03,-48.0
2015-03-25,-88.4615
2015-06-18,0.0
2015-06-26,1733.3333
2016-03-21,0.0
2017-02-17,-90.0
2017-08-03,0.0
2020-05-21,1718.1818
2020-05-26,0.0
2020-05-27,-95.0
