ticker,NMM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-13,-3.75
2007-11-14,0.2597
2007-11-15,-0.6736
2007-11-16,-1.4085
2007-11-19,-5.6085
2007-11-20,-0.7848
2007-11-21,-1.6949
2007-11-23,7.7586
2007-11-26,-4.0
2007-11-27,1.9444
2007-11-28,2.8883
2007-11-29,0.6356
2007-11-30,2.3684
2007-12-03,-3.4447
2007-12-04,-1.4909
2007-12-05,-2.3243
2007-12-06,0.166
2007-12-07,2.7624
2007-12-10,3.172
2007-12-11,-2.3449999999999998
2007-12-12,-0.7471
2007-12-13,-1.0753
2007-12-14,-0.2717
2007-12-17,2.4523
2007-12-18,-1.6489
2007-12-19,-0.4327
2007-12-20,-1.1407
2007-12-21,0.3297
2007-12-24,1.3143
2007-12-26,0.5405
2007-12-27,-0.4301
2007-12-28,0.9719
2007-12-31,2.4064
2008-01-02,-1.5666
2008-01-03,-0.9549
2008-01-04,-1.7675
2008-01-07,-1.8538999999999999
2008-01-08,0.0
2008-01-09,-3.8889
2008-01-10,-1.1561
2008-01-11,2.6901
2008-01-14,-2.2779
2008-01-15,-0.4662
2008-01-16,-2.0854
2008-01-17,-1.3383
2008-01-18,0.6061
2008-01-22,-1.9277
2008-01-23,-4.2383
2008-01-24,0.7697
2008-01-25,1.1458
2008-01-28,-0.0629
2008-01-29,0.063
2008-01-30,0.6923
2008-01-31,5.3125
2008-02-01,-3.7389
2008-02-04,1.1097
2008-02-05,-1.6463
2008-02-06,-0.124
2008-02-07,0.0931
2008-02-08,-0.815
2008-02-11,0.7585
2008-02-12,-3.2622
2008-02-13,3.1777
2008-02-14,0.1886
2008-02-15,-0.7528
2008-02-19,-0.6321
2008-02-20,-3.0534
2008-02-21,-0.7874
2008-02-22,-3.2407
2008-02-25,-3.691
2008-02-26,1.0646
2008-02-27,5.3371
2008-02-28,4.0
2008-02-29,-1.2821
2008-03-03,-0.974
2008-03-04,-1.9672
2008-03-05,-0.7358
2008-03-06,-1.4825
2008-03-07,1.2312
2008-03-10,-2.7027
2008-03-11,-0.6944
2008-03-12,-0.3497
2008-03-13,-1.7544
2008-03-14,2.8571
2008-03-17,-0.6944
2008-03-18,-0.4895
2008-03-19,-2.811
2008-03-20,0.8677
2008-03-24,4.086
2008-03-25,0.2755
2008-03-26,1.5110000000000001
2008-03-27,2.5709999999999997
2008-03-28,-1.5831
2008-03-31,-3.2172
2008-04-01,-1.5928
2008-04-02,-1.4778
2008-04-03,0.0
2008-04-04,-0.2857
