ticker,PRTHU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-14,0.0
2016-09-15,0.8
2016-09-16,-0.6944
2016-09-19,0.2997
2016-09-20,0.0996
2016-09-21,-0.4975
2016-09-22,0.1
2016-09-23,0.0
2016-09-26,0.0999
2016-09-27,-0.0998
2016-09-28,-0.0999
2016-09-29,0.2
2016-09-30,0.0
2016-10-03,-0.1996
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.1
2016-10-07,-0.0999
2016-10-12,0.1
2016-10-14,0.0999
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-25,0.0
2016-10-27,-0.0998
2016-11-01,-0.0999
2016-11-02,0.2
2016-11-03,-0.1996
2016-11-09,0.0
2016-11-16,0.0
2016-11-22,0.2
2016-11-23,0.0
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.0012
2016-12-02,-0.0012
2016-12-07,0.0998
2016-12-19,0.291
2016-12-22,1.3172
2016-12-30,-0.3121
2017-01-18,0.1981
2017-01-19,0.5894
2017-01-23,-0.5859
2017-01-26,0.6876
2017-01-30,-0.6829
2017-02-07,0.0
2017-02-09,0.0
2017-02-13,0.1965
2017-02-15,0.0
2017-02-22,0.1961
2017-02-28,0.5871
2017-03-02,-0.5837
2017-03-09,0.0
2017-03-14,-0.0978
2017-03-15,-0.0967
2017-03-17,0.1949
2017-03-21,0.1957
2017-03-24,-0.1953
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-04-03,0.0
2017-04-06,0.2935
2017-04-13,2.439
2017-04-19,-0.9524
2017-05-09,-1.3462
2017-05-11,-0.3899
2017-05-12,0.0
2017-05-15,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.8806
2017-05-26,-0.7759
2017-05-31,0.0
2017-06-06,0.4888
2017-06-09,0.6732
2017-06-13,0.0077
2017-06-14,-0.3865
2017-06-15,-0.097
2017-06-19,0.0
2017-06-26,-0.7767
2017-06-27,0.1957
2017-07-03,-0.0977
2017-07-07,0.0
2017-07-14,-0.0978
2017-07-17,1.1663000000000001
2017-07-18,-0.6693
2017-07-25,1.2658
2017-07-26,-0.5769
2017-07-27,0.0
2017-07-28,-0.0077
2017-07-31,0.0077
2017-08-02,-0.2012
2017-08-03,0.1938
2017-08-04,0.4913
2017-08-07,0.0
2017-08-08,-0.2887
2017-08-09,-0.1931
2017-08-11,-0.1934
2017-08-14,-0.2907
2017-08-15,0.0
2017-08-16,0.0
2017-08-22,1.1584
2017-08-29,0.0077
2017-08-30,-0.1921
2017-08-31,0.1925
2017-09-07,-0.0077
2017-09-08,-0.0884
2017-09-11,-0.1923
2017-09-19,0.3854
2017-09-20,0.4798
2017-09-21,0.0
2017-09-22,0.0955
2017-09-25,0.0954
2017-09-26,-0.0953
2017-09-27,0.0954
2017-09-28,-0.1907
2017-09-29,-0.0955
2017-10-02,0.478
2017-10-06,-0.3806
2017-10-10,0.0955
2017-10-12,-0.1908
2017-10-13,0.0
2017-10-18,0.478
2017-10-19,0.4757
2017-10-20,-0.3788
2017-10-23,-0.2852
2017-10-24,0.1907
2017-10-25,-0.2854
2017-10-26,0.0954
2017-10-31,-0.6663
2017-11-01,0.9587
2017-11-03,-0.1901
2017-11-09,0.4762
2017-11-10,-0.0872
2017-11-13,0.0
2017-11-14,-0.0076
2017-11-20,1.0436
2017-11-22,-1.0329
2017-11-24,0.1898
2017-11-28,0.0947
2017-11-30,0.473
2017-12-05,0.0
2018-01-16,-0.0942
2018-01-24,1.2253
2018-02-23,-0.2793
2018-02-27,2.7077
2018-03-06,0.4545
2018-03-07,-0.4525
2018-03-09,1.0
2018-03-14,16.5617
2018-04-04,-11.1969
2018-04-13,-4.3478
2018-05-01,0.9091
2018-05-04,-0.5405
2018-05-25,-0.1812
2018-06-05,4.3557
2018-06-06,0.8696
2018-06-07,-3.7069
2018-06-15,6.5354
2018-06-18,1.0084
2018-06-21,0.8319
2018-06-27,9.4059
2018-09-10,-5.7315000000000005
2018-09-12,0.0
2018-09-19,4.0
2018-09-26,-3.8462
2018-09-28,0.6776
2018-10-25,-0.1764
2018-10-29,-13.8706
2018-11-05,4.7135
2018-11-16,-25.1545
2018-12-04,6.6038
2018-12-27,-11.5044
2019-01-18,-9.875
2019-01-22,8.1831
2019-10-30,-29.4872
