ticker,CQER US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-21,0.0
2006-11-22,-24.0
2006-11-24,-13.1579
2006-11-29,9.0909
2006-11-30,-8.3333
2006-12-01,-24.2424
2006-12-07,-20.0
2006-12-13,15.0
2006-12-14,0.0
2006-12-19,52.1739
2006-12-20,42.8571
2006-12-27,-8.0
2007-02-14,-56.5217
2007-02-20,15.0
2007-02-21,0.0
2007-02-22,-17.3913
2007-03-09,121.0526
2007-03-12,-4.7619
2007-03-13,12.5
2007-03-14,-11.1111
2007-03-16,-5.0
2007-03-19,-5.2632
2007-03-21,0.0
2007-03-23,-16.6667
2007-03-26,-6.6667
2007-03-27,-3.5714
2007-03-28,-3.7037
2007-03-29,53.8462
2007-03-30,0.0
2007-04-04,-12.5
2007-04-09,-25.7143
2007-04-10,-3.8462
2007-04-11,-8.0
2007-04-17,0.0
2007-04-18,117.3913
2007-04-19,-20.0
2007-04-20,12.5
2007-04-23,-11.1111
2007-04-26,-30.0
2007-05-04,42.8571
2007-05-07,0.0
2007-05-31,-37.5
2007-06-04,0.0
2007-06-07,-8.0
2007-06-08,0.0
2007-06-12,8.6957
2007-06-13,8.0
2007-06-15,48.1481
2007-06-18,0.0
2007-06-19,-12.5
2007-06-20,48.5714
2007-06-21,-23.0769
2007-06-22,0.0
2007-06-29,0.0
2007-07-02,-12.5
2007-07-05,-14.2857
2007-07-06,13.3333
2007-07-09,2.9412000000000003
2007-07-17,14.2857
2007-07-18,12.5
2007-07-20,8.8889
2007-07-23,2.0408
2007-07-24,-10.0
2007-07-30,-15.5556
2007-08-03,2.6316
2007-08-10,28.2051
2007-08-13,0.0
2007-08-24,10.0
2007-08-27,-5.4545
2007-08-29,1.9231
2007-08-30,3.7736
2007-08-31,12.7273
2007-09-05,-3.2258
2007-09-10,-16.6667
2007-09-11,0.0
2007-09-17,0.0
2007-09-21,-8.0
2007-09-28,-13.0435
2007-10-01,12.5
2007-10-05,11.1111
2007-10-10,-12.0
2007-10-11,-9.0909
2007-10-16,0.0
2007-10-18,0.0
2007-10-19,0.0
2007-10-22,0.0
2007-10-24,-2.5
2007-10-25,-23.0769
2007-10-26,90.0
2007-10-29,-40.3509
2007-10-30,47.0588
2007-11-01,-6.0
2007-11-02,0.0
2007-11-05,-25.5319
2007-11-07,0.0
2007-11-09,0.0
2007-11-13,0.0
2007-11-19,28.5714
2007-11-20,11.1111
2007-11-21,0.0
2007-11-23,-2.0
2007-11-26,2.0408
2007-11-27,4.0
