ticker,SSBP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-29,3.1746
2018-01-30,-2.0513
2018-01-31,-0.5236
2018-02-01,0.5263
2018-02-02,0.0
2018-02-08,-3.6649000000000003
2018-02-09,0.5435
2018-02-14,-2.7027
2018-02-15,5.5556
2018-02-16,0.5263
2018-02-20,-0.6283
2018-02-26,0.6322
2018-02-27,-0.6283
2018-02-28,0.0
2018-03-01,0.1054
2018-03-02,1.0526
2018-03-07,0.0
2018-03-08,0.0
2018-03-13,0.5208
2018-03-20,-4.1451
2018-04-24,0.0
2018-05-16,0.0
2018-05-17,-1.6216
2018-05-18,1.6484
2018-05-21,0.0
2018-05-22,-0.5405
2018-05-23,0.6522
2018-05-24,0.9719
2018-05-25,-0.5348
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.5376
2018-06-01,0.5348
2018-06-11,-0.5319
2018-06-14,0.0
2018-06-18,0.0
2018-06-21,0.5348
2018-06-25,-0.5319
2018-06-26,0.5348
2018-06-28,-0.5319
2018-07-03,0.0
2018-07-11,0.0
2018-07-13,1.6042999999999998
2018-07-26,0.0
2018-08-03,0.0
2018-08-09,0.0
2018-08-14,-0.5263
2018-08-15,0.5291
2018-08-16,0.0
2018-08-17,0.0
2018-08-20,-1.5789
2018-08-21,-0.5348
2018-08-22,0.0
2018-08-23,0.0
2018-08-27,-0.9677
2018-08-29,0.3257
2018-09-07,-0.1082
2018-10-01,1.3001
2018-10-02,-0.5348
2018-10-03,0.0
2018-10-11,1.129
2018-10-12,0.2658
2018-11-01,-0.3181
2018-11-06,-1.0638
2018-11-07,0.0
2018-11-12,-2.1505
2018-11-23,1.0989
2018-11-28,-0.8696
2018-11-29,-0.1096
2018-11-30,-0.7684
2018-12-03,-1.5487
2018-12-04,0.1124
2018-12-06,-0.6734
2018-12-07,0.0
2018-12-10,-0.565
2018-12-11,-0.3409
2018-12-14,-1.9384000000000001
2018-12-20,-0.1163
2018-12-21,-0.4657
2018-12-26,1.1696
2018-12-28,0.0
2019-01-15,-3.815
2019-01-29,8.1731
2019-02-04,0.0
2019-02-13,0.0
2019-02-14,0.0
2019-02-20,0.0
2019-03-06,-3.7778
2019-03-11,1.0393
2019-03-12,-2.8571
2019-04-08,0.3529
2019-04-24,0.1172
2019-05-06,-1.6393
2019-05-21,-0.5952
2019-05-28,-0.2994
2019-06-03,-0.3003
2019-06-06,-0.6024
2019-06-10,2.6303
2019-06-20,-3.1534
2019-06-25,0.0
2019-06-26,0.0
2019-06-28,0.0
2019-07-25,3.1707
2019-07-29,-3.0733
2019-08-05,3.2927
2019-08-06,-3.1877
2019-08-07,0.0
2019-08-09,1.3415
2019-08-12,2.0457
2019-08-13,-3.3019
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,-0.6098
2019-08-20,0.0
2019-08-23,-1.8405
2019-09-03,0.125
2019-09-04,-0.1248
2019-09-10,1.0
2019-09-11,-0.9901
2019-09-12,0.0
2019-09-13,0.0
2019-09-17,-0.625
2019-09-24,2.5157
2019-10-01,-2.9448
2019-10-02,-0.1264
2019-10-08,-1.2658
2019-10-09,-1.2821
2019-10-10,2.5974
2019-10-14,-2.5316
2019-10-15,0.0
2019-10-16,-1.3
2019-10-17,-0.6566
2019-10-18,-0.2649
2019-10-22,0.0013
2019-10-23,0.1315
2019-10-24,-0.5305
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-11-06,3.3333
2019-11-12,-5.8065
2019-11-15,3.4247
2019-11-18,0.0
2019-11-19,0.6623
2019-11-26,0.6579
2019-11-27,1.9607999999999999
2019-12-03,2.5641
2019-12-04,1.25
2019-12-05,0.6173
2019-12-12,-0.6135
2019-12-16,0.6173
2019-12-18,0.0
2019-12-19,0.0
2019-12-24,-1.7178
2019-12-26,0.6242
2019-12-27,0.0
2019-12-30,-0.6203
2020-01-15,0.8739
2020-01-17,-0.6188
2020-01-23,1.1831
2020-01-28,-1.5385
2020-01-31,0.0
2020-02-27,0.0
2020-02-28,-2.375
2020-03-02,0.0
2020-03-05,-0.7682
2020-03-06,-1.9355
2020-03-09,-1.3158
2020-03-11,2.6667
2020-03-12,-3.8961
2020-03-16,-5.4054
2020-03-23,-2.8571
2020-03-27,-0.7353
2020-04-01,-3.7037
2020-04-03,-3.0769
2020-04-16,-0.7937
2020-04-21,-4.0
2020-04-27,0.0
2020-04-29,0.0
2020-05-08,0.0
2020-05-11,16.6667
2020-05-15,6.7857
2020-05-22,-4.3478
2020-05-26,0.0
2020-05-28,-0.6993
2020-06-08,-4.2254
2020-06-09,14.7059
2020-06-15,2.5641
2020-06-17,-6.25
2020-06-18,0.0
2020-07-01,-8.0
2020-07-09,0.0
2020-07-10,-1.8115999999999999
2020-07-15,0.369
2020-07-22,6.6176
2020-07-23,-10.3448
2020-07-24,0.9231
