ticker,FORK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-04,-13.0
2015-11-05,5.5144
2015-11-06,0.4385
2015-11-09,-13.6659
2015-11-10,-8.5427
2015-11-11,4.6703
2015-11-12,-0.2625
2015-11-13,-1.5789
2015-11-16,-6.4171
2015-11-17,-14.2857
2015-11-18,0.6667
2015-11-19,-4.4371
2015-11-20,1.8711
2015-11-23,-1.3605
2015-11-24,11.0345
2015-11-25,26.3975
2015-11-27,-9.0909
2015-11-30,-3.7838000000000003
2015-12-01,-2.5281000000000002
2015-12-02,3.7464
2015-12-03,-3.3333
2015-12-04,-8.046
2015-12-07,4.6875
2015-12-08,-2.9888
2015-12-09,-4.6117
2015-12-10,3.871
2015-12-11,-2.1739
2015-12-14,-5.0794
2015-12-15,-0.9762
2015-12-16,4.3632
2015-12-17,0.2872
2015-12-18,-4.1588
2015-12-21,2.4242
2015-12-22,0.5917
2015-12-23,-1.3072
2015-12-24,-3.3113
2015-12-28,2.7397
2015-12-29,-0.3333
2015-12-30,-4.6823
2015-12-31,-10.1754
2016-01-04,-5.6641
2016-01-05,-2.6915
2016-01-06,0.8511
2016-01-07,0.0
2016-01-08,18.1435
2016-01-11,7.8571
2016-01-12,-1.5894
2016-01-13,-4.7779
2016-01-14,0.3534
2016-01-15,3.8731999999999998
2016-01-19,-2.3729
2016-01-20,-2.7778
2016-01-21,1.4285999999999999
2016-01-22,-5.2773
2016-01-25,0.7388
2016-01-26,-0.369
2016-01-27,5.1852
2016-01-28,-0.0044
2016-01-29,5.6341
2016-02-01,0.0042
2016-02-02,2.5667
2016-02-03,0.0975
2016-02-04,-3.2143
2016-02-05,3.321
2016-02-08,-0.974
2016-02-09,3.6066000000000003
2016-02-10,1.2658
2016-02-11,-1.25
2016-02-12,2.8481
2016-02-16,3.0769
2016-02-17,-1.5261
2016-02-18,-2.4251
2016-02-19,-2.4504
2016-02-22,-0.3185
2016-02-23,1.5974
2016-02-24,-0.6289
2016-02-25,-5.3797
2016-02-26,-2.0067
2016-02-29,-6.1433
2016-03-01,-0.3636
2016-03-02,1.8248
2016-03-03,-3.5842
2016-03-04,-3.7175000000000002
2016-03-07,3.8417
2016-03-08,-0.1301
2016-03-09,0.8935
2016-03-10,-0.369
2016-03-11,0.3704
2016-03-14,-0.2952
2016-03-15,-0.4441
2016-03-16,-0.7481
2016-03-17,-4.1154
2016-03-18,1.9531
2016-03-21,2.4138
2016-03-22,-7.5711
2016-03-23,6.046
2016-03-24,1.1403
