ticker,ICNM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-07-18,-15.7895
2002-08-23,-40.0
2002-10-15,-66.0
2003-02-07,-50.9804
2003-02-10,-60.0
2003-04-02,0.0
2004-03-31,-50.0
2004-08-11,60.0
2004-12-02,-37.5
2005-01-28,-40.0
2005-02-17,-33.3333
2005-07-26,-25.0
2006-04-13,100.0
2006-05-25,-53.3333
2006-06-12,0.0
2006-06-15,-60.7143
2006-06-16,0.0
2006-06-19,0.0
2006-06-20,-18.1818
2006-06-21,11.1111
2006-06-22,10.0
2006-06-23,9.0909
2006-06-26,-16.6667
2006-06-27,0.0
2006-06-28,0.0
2006-06-29,-5.0
2006-06-30,5.2632
2006-07-03,10.0
2006-07-06,-9.0909
2006-07-10,10.0
2006-07-11,0.0
2006-07-12,-9.0909
2006-07-13,1.0
2006-07-14,28.7129
2006-07-17,0.0
2006-07-18,-23.0769
2006-07-19,30.0
2006-07-20,0.0
2006-07-25,0.0
2006-07-26,0.0
2006-07-27,0.0
2006-07-28,0.0
2006-07-31,0.0
2006-08-01,-7.6923
2006-08-02,8.3333
2006-08-03,15.3846
2006-08-04,0.0
2006-08-07,-46.6667
2006-08-08,75.0
2006-08-09,-14.2857
2006-08-10,-16.6667
2006-08-11,0.0
2006-08-15,20.0
2006-08-16,-16.6667
2006-08-18,-20.0
2006-08-21,12.5
2006-08-22,-11.1111
2006-08-23,0.0
2006-08-24,-12.5
2006-08-25,57.1429
2006-08-28,9.0909
2006-08-29,-4.1667
2006-08-30,4.3478
2006-08-31,-12.5
2006-09-01,-4.7619
2006-09-05,0.0
2006-09-06,5.0
2006-09-07,23.8095
2006-09-08,-15.3846
2006-09-11,9.0909
2006-09-12,-16.6667
2006-09-13,0.0
2006-09-14,0.0
2006-09-15,-18.0
2006-09-18,21.9512
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,30.0
2006-09-25,0.0
2006-09-26,0.0
2006-09-27,-7.6923
2006-09-28,-8.3333
2006-09-29,18.1818
2006-10-02,0.0
2006-10-03,7.6923
2006-10-04,-21.4286
2006-10-05,4.5455
2006-10-06,-13.0435
2006-10-09,0.0
2006-10-10,0.0
2006-10-11,0.0
2006-10-12,-15.0
2006-10-13,11.7647
2006-10-18,5.2632
2006-10-19,-15.0
2006-10-20,-5.8824
2006-10-23,6.25
2006-10-24,5.8824
2006-10-25,-11.1111
2006-10-26,1.25
2006-10-27,2.4691
2006-10-30,2.4096
2006-10-31,-2.3529
2006-11-01,-3.6145
