ticker,VRT US Equity
2019-01-02,-0.5102
2019-01-03,0.0
2019-01-04,0.3077
2019-01-07,0.3067
2019-01-08,-0.1019
2019-01-09,0.2041
2019-01-10,-0.5092
2019-01-11,0.7165
2019-01-14,-0.1016
2019-01-15,0.2035
2019-01-16,-0.4061
2019-01-17,0.4077
2019-01-18,0.0
2019-01-22,-0.203
2019-01-23,0.5086
2019-01-24,-0.1012
2019-01-25,-0.1013
2019-01-28,0.1014
2019-01-29,-0.1013
2019-01-30,0.3043
2019-01-31,-0.2022
2019-02-01,0.8105
2019-02-04,-1.206
2019-02-05,0.3052
2019-02-06,0.9128
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,-0.1005
2019-02-12,0.4024
2019-02-13,-0.501
2019-02-14,0.0
2019-02-15,-0.4028
2019-02-19,0.0
2019-02-20,-0.3033
2019-02-21,0.9128
2019-02-22,-0.5025
2019-02-26,0.5051
2019-02-27,-0.201
2019-03-01,0.1007
2019-03-04,0.1006
2019-03-05,0.5025
2019-03-06,0.3
2019-03-07,-0.5982
2019-03-08,0.0
2019-03-11,-0.1003
2019-03-12,-0.3012
2019-03-13,0.2014
2019-03-14,0.0
2019-03-15,0.3015
2019-03-18,0.1002
2019-03-19,-0.1001
2019-03-20,-0.1002
2019-03-21,-0.3009
2019-03-22,0.1006
2019-03-25,0.201
2019-03-26,0.4012
2019-03-27,-0.1998
2019-03-28,0.0751
2019-03-29,0.2251
2019-04-01,-0.2994
2019-04-02,0.1001
2019-04-03,0.2
2019-04-04,-0.499
2019-04-05,0.4012
2019-04-08,0.1998
2019-04-09,-0.2991
2019-04-10,0.0
2019-04-11,-0.1
2019-04-12,0.1001
2019-04-15,0.7
2019-04-17,-0.1986
2019-04-22,-0.398
2019-04-23,0.4995
2019-04-24,0.3976
2019-04-25,-0.198
2019-04-26,0.3968
2019-04-29,-0.1976
2019-04-30,0.198
2019-05-01,0.0
2019-05-02,-0.1976
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,-0.099
2019-05-08,0.1982
2019-05-09,-0.4946
2019-05-10,0.1988
2019-05-13,-0.1984
2019-05-14,0.2008
2019-05-15,0.1964
2019-05-16,0.0
2019-05-20,-0.099
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,-0.2973
2019-05-24,0.0994
2019-05-28,0.0
2019-05-29,0.0993
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,0.1984
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,-0.099
2019-06-07,0.0991
2019-06-10,-0.099
2019-06-11,-0.0297
2019-06-12,0.1289
2019-06-13,-0.099
2019-06-14,0.0991
2019-06-18,0.0
2019-06-19,0.099
2019-06-20,0.0
2019-06-21,0.7913
2019-06-24,-0.3925
2019-06-25,-0.197
2019-06-26,0.0987
2019-06-27,-0.1972
2019-06-28,0.1976
2019-07-01,-0.2959
2019-07-02,0.2967
2019-07-03,0.0
2019-07-05,-0.0986
2019-07-08,0.2962
2019-07-09,0.0492
2019-07-10,0.3443
2019-07-11,-0.2941
2019-07-12,0.0983
2019-07-15,0.0982
2019-07-17,-0.3925
2019-07-18,0.0985
2019-07-19,0.1969
2019-07-22,0.1965
2019-07-24,0.098
2019-07-25,-0.2938
2019-07-26,0.4912
2019-07-29,-0.0978
2019-07-30,0.2935
2019-07-31,-0.5854
2019-08-01,0.0981
2019-08-02,0.4902
2019-08-05,-0.6829
2019-08-06,0.3929
2019-08-07,-0.3914
2019-08-08,0.0
2019-08-09,0.0982
2019-08-12,0.3925
2019-08-13,0.0
2019-08-14,0.1955
2019-08-15,-0.0976
2019-08-16,0.0
2019-08-19,0.0488
2019-08-20,-1.2201
2019-08-21,1.2846
2019-08-22,0.0
2019-08-23,-0.5366
2019-08-26,0.2452
2019-08-27,-0.1957
2019-08-28,-0.098
2019-08-29,-0.1963
2019-08-30,0.7866
2019-09-03,-0.1951
2019-09-04,0.0244
2019-09-05,-0.0244
2019-09-06,-0.391
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0981
2019-09-12,0.0
2019-09-13,0.3922
2019-09-16,-0.1953
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.5871
2019-09-23,-0.2918
2019-09-24,-0.1951
2019-09-25,0.0978
2019-09-26,0.293
2019-09-27,0.0
2019-09-30,-0.6816
2019-10-01,0.2941
2019-10-02,-0.0978
2019-10-03,0.0978
2019-10-04,0.391
2019-10-07,-0.1947
2019-10-08,-0.1951
2019-10-09,0.0
2019-10-10,0.0978
2019-10-11,-0.0977
2019-10-14,0.0
2019-10-15,-0.0978
2019-10-16,0.1957
2019-10-17,-0.1953
2019-10-18,0.0
2019-10-21,0.1957
2019-10-22,0.0
2019-10-23,0.293
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-30,0.0974
2019-10-31,-0.0973
2019-11-05,-0.2921
2019-11-06,0.293
2019-11-08,-0.2911
2019-11-12,0.1455
2019-11-13,-0.1463
2019-11-14,0.0
2019-11-15,0.3906
2019-11-18,-0.3891
2019-11-19,0.0
2019-11-21,0.0977
2019-11-22,0.0
2019-11-25,-0.1951
2019-11-26,0.0
2019-12-02,1.173
2019-12-03,0.2899
2019-12-04,0.0
2019-12-05,-0.0482
2019-12-06,0.1446
2019-12-09,0.5775
2019-12-10,1.6268
2019-12-11,3.9548
2019-12-12,0.2717
2019-12-13,-1.1743000000000001
2019-12-16,-0.3656
2019-12-17,-0.0917
2019-12-18,-0.3673
2019-12-19,0.0922
2019-12-20,1.105
2019-12-23,-0.2732
2019-12-24,-0.4566
2019-12-26,0.1835
2019-12-27,0.1832
2019-12-30,-0.1828
2019-12-31,1.0073
2020-01-02,1.7226
2020-01-03,0.1783
2020-01-06,0.7117
2020-01-07,0.7951
2020-01-08,0.3506
2020-01-09,2.6201
2020-01-10,-0.6809
2020-01-13,0.0
2020-01-14,0.2571
2020-01-15,0.0855
2020-01-16,-0.3416
2020-01-17,-2.3136
2020-01-21,0.8772
2020-01-22,0.7826
2020-01-23,0.9491
2020-01-24,1.7949000000000002
2020-01-27,2.0991
2020-01-28,2.8783
2020-01-29,0.9592
2020-01-30,-1.1085
2020-01-31,-0.7206
2020-02-03,-0.1613
2020-02-04,2.504
2020-02-05,0.788
2020-02-06,0.5473
2020-02-07,0.1555
2020-02-10,0.9317
2020-02-11,-1.9231
2020-02-12,-1.9607999999999999
2020-02-13,1.3599999999999999
2020-02-14,2.6046
2020-02-18,2.6154
2020-02-19,0.8996
2020-02-20,-3.4175
2020-02-21,-1.1538
2020-02-24,-1.2451
2020-02-25,-1.4971999999999999
2020-02-26,-1.44
2020-02-27,-3.8961
2020-02-28,-0.4223
2020-03-02,-0.2545
2020-03-03,-5.2721
2020-03-04,0.8977
2020-03-05,-6.6726
2020-03-06,-4.6711
2020-03-09,-0.5
2020-03-10,11.5578
2020-03-11,-4.0541
2020-03-12,-18.3099
2020-03-13,2.2989
2020-03-16,-13.1461
2020-03-17,-6.2096
2020-03-18,-23.1724
2020-03-19,21.3645
2020-03-20,8.8757
2020-03-23,-8.1522
2020-03-24,13.6095
2020-03-25,16.1458
2020-03-26,-0.4484
2020-03-27,-7.4324
2020-03-30,-0.9732
2020-03-31,6.2654
2020-04-01,-6.7052
2020-04-02,0.7435
2020-04-03,-2.8289999999999997
2020-04-06,8.8608
2020-04-07,-5.3488
2020-04-08,4.4226
2020-04-09,8.1176
2020-04-13,5.0054
2020-04-14,2.3834
2020-04-15,-1.6194
2020-04-16,2.8807
2020-04-17,2.8
2020-04-20,-0.1946
2020-04-21,-2.729
2020-04-22,0.2004
2020-04-23,0.9
2020-04-24,1.6848
2020-04-27,1.0721
2020-04-28,0.7715
2020-04-29,1.9139
2020-04-30,-0.5634
2020-05-01,-2.8329
2020-05-04,-1.9436
2020-05-05,3.0723
2020-05-06,2.4038
2020-05-07,2.0657
2020-05-08,1.2879
2020-05-11,4.8138
2020-05-12,0.1733
2020-05-13,-2.7682
2020-05-14,3.1139
2020-05-15,-1.2079
2020-05-18,2.2707
2020-05-19,0.3416
2020-05-20,1.8723
2020-05-21,0.4177
2020-05-22,0.416
2020-05-26,3.4797000000000002
2020-05-27,-0.3203
2020-05-28,0.8032
2020-05-29,1.4343
2020-06-01,4.5562000000000005
2020-06-02,1.2021
2020-06-03,3.3407999999999998
2020-06-04,-2.0115
2020-06-05,2.6393
2020-06-08,6.1429
2020-06-09,-4.3069
2020-06-10,0.0
2020-06-11,-4.782
2020-06-12,5.3176
2020-06-15,-0.1403
2020-06-16,1.7556
2020-06-17,-2.2774
2020-06-18,0.7768
2020-06-19,-3.1535
2020-06-22,-2.4602
2020-06-23,0.7418
2020-06-24,-2.8719
2020-06-25,-1.5920999999999998
2020-06-26,-5.47
2020-06-29,6.846
2020-06-30,3.4325
2020-07-01,3.0236
2020-07-02,0.7158
2020-07-06,-0.7107
2020-07-07,-2.5054
2020-07-08,1.5419
2020-07-09,0.3615
2020-07-10,0.1441
2020-07-13,-2.5899
2020-07-14,2.2895
2020-07-15,1.083
2020-07-16,-0.8571
2020-07-17,2.5937
2020-07-20,-1.7556
2020-07-21,-0.7863
2020-07-22,-0.8646
2020-07-23,-1.4535
2020-07-24,0.1475
2020-07-27,0.5891
2020-07-28,-0.8053
2020-07-29,3.321
2020-07-30,1.7856999999999998
2020-07-31,1.7544
