ticker,VRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-31,0.0
2018-08-01,1.3197999999999999
2018-08-02,0.1002
2018-08-06,-0.3003
2018-08-07,-0.1004
2018-08-09,-0.5025
2018-08-10,-0.5051
2018-08-13,-0.4061
2018-08-14,-0.1019
2018-08-15,0.5102
2018-08-16,0.1015
2018-08-17,-0.3043
2018-08-21,-0.3052
2018-08-22,0.0
2018-08-23,0.102
2018-08-24,-0.1019
2018-08-27,-0.5102
2018-08-28,0.0
2018-08-29,0.5128
2018-08-30,0.0
2018-08-31,-0.7143
2018-09-04,0.6166
2018-09-05,0.1021
2018-09-06,0.0
2018-09-07,-0.2041
2018-09-10,0.9202
2018-09-11,-1.2158
2018-09-12,0.5128
2018-09-14,0.0
2018-09-17,-0.5102
2018-09-18,0.2051
2018-09-19,0.1024
2018-09-20,-0.5112
2018-09-21,0.2055
2018-09-24,0.2051
2018-09-25,0.0
2018-09-26,-0.2108
2018-09-27,0.0062
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,-0.2051
2018-10-03,0.0339
2018-10-04,0.2743
2018-10-05,-0.4098
2018-10-08,0.3086
2018-10-09,-0.3077
2018-10-10,0.2058
2018-10-11,0.0
2018-10-12,0.1027
2018-10-15,-0.2051
2018-10-16,0.1028
2018-10-17,0.1027
2018-10-18,0.1026
2018-10-19,0.6148
2018-10-22,-0.7128
2018-10-23,0.1026
2018-10-24,-0.6148
2018-10-25,0.6186
2018-10-26,-0.6148
2018-10-29,0.5155
2018-10-30,-0.1026
2018-10-31,-0.308
2018-11-02,0.4119
2018-11-05,-0.3077
2018-11-06,0.5144
2018-11-07,-0.7165
2018-11-08,0.0
2018-11-09,1.4433
2018-11-12,-0.1016
2018-11-13,-0.8138
2018-11-14,0.5128
2018-11-15,0.0
2018-11-16,0.5102
2018-11-19,-1.0152
2018-11-20,0.6154
2018-11-21,-0.6116
2018-11-23,0.8205
2018-11-26,-0.8138
2018-11-27,3.1795
2018-11-28,-2.4851
2018-11-29,0.6116
2018-11-30,-0.2026
2018-12-03,-0.3046
2018-12-04,0.0
2018-12-06,0.3055
2018-12-07,-0.7107
2018-12-10,1.0225
2018-12-11,-0.3036
2018-12-12,0.203
2018-12-13,-0.7092
2018-12-14,-0.8163
2018-12-17,0.3086
2018-12-18,0.0
2018-12-19,0.7179
2018-12-20,-0.2037
2018-12-21,0.0
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,-0.7143
2018-12-28,0.0
2018-12-31,0.7194
