ticker,MBIO US Equity
2018-01-11,3.7720000000000002
2018-01-12,-4.9273
2018-01-16,-3.9932
2018-01-17,6.2832
2018-01-18,0.7494
2018-01-19,1.2397
2018-01-22,-0.5714
2018-01-23,-0.7389
2018-01-24,0.4136
2018-01-25,-0.9061
2018-01-26,0.4156
2018-01-29,-0.3311
2018-01-30,0.9967
2018-01-31,-1.8092000000000001
2018-02-01,-0.9213
2018-02-02,-4.9028
2018-02-05,-5.4222
2018-02-06,-3.2895
2018-02-07,6.3168
2018-02-08,-2.2852
2018-02-09,-5.145
2018-02-12,2.7613
2018-02-13,4.9904
2018-02-14,-1.0969
2018-02-15,-1.4787
2018-02-16,4.9719
2018-02-20,-2.9491
2018-02-21,1.7495
2018-02-22,-0.362
2018-02-23,1.8165
2018-02-26,-4.1035
2018-02-27,4.093
2018-02-28,-0.2681
2018-03-01,-4.4803
2018-03-02,2.1576
2018-03-05,1.0101
2018-03-06,-0.3636
2018-03-07,0.0912
2018-03-08,4.649
2018-03-09,-0.2613
2018-03-12,0.0
2018-03-13,-1.31
2018-03-14,-0.885
2018-03-15,-2.0536
2018-03-16,9.2069
2018-03-19,-6.01
2018-03-20,0.7105
2018-03-21,0.97
2018-03-22,-2.0961
2018-03-23,-0.0892
2018-03-26,-1.1607
2018-03-27,-0.6323
2018-03-28,-3.3636
2018-03-29,2.9163
2018-04-02,0.457
2018-04-03,0.091
2018-04-04,-2.3636
2018-04-05,1.1173
2018-04-06,-4.5120000000000005
2018-04-09,-4.4359
2018-04-10,-0.1009
2018-04-11,3.0303
2018-04-12,0.6863
2018-04-13,4.187
2018-04-16,-4.7664
2018-04-17,-1.8646
2018-04-18,-0.4
2018-04-19,-1.004
2018-04-20,-0.2028
2018-04-23,-1.8293
2018-04-24,-4.1408
2018-04-25,-4.3197
2018-04-26,1.3544
2018-04-27,3.6748
2018-04-30,-3.4372
2018-05-01,1.7798
2018-05-02,-1.6393
2018-05-03,-2.4444
2018-05-04,1.4806
2018-05-07,-1.0101
2018-05-08,-0.2268
2018-05-09,-2.2727
2018-05-10,-4.8837
2018-05-11,0.8557
2018-05-14,1.697
2018-05-15,0.0
2018-05-16,-3.2181
2018-05-17,-1.601
2018-05-18,-4.7559000000000005
2018-05-21,-3.6794000000000002
2018-05-22,-4.3656
2018-05-23,7.5606
2018-05-24,-1.7241
2018-05-25,2.1592000000000002
2018-05-29,-0.2642
2018-05-30,0.6623
2018-05-31,-2.3684
2018-06-01,2.5606
2018-06-04,-2.8909000000000002
2018-06-05,1.7591
2018-06-06,-1.7287
2018-06-07,-2.977
2018-06-08,-1.3947
2018-06-11,-0.7072
2018-06-12,2.7066
2018-06-13,-0.1387
2018-06-14,9.5833
2018-06-15,-1.6477
2018-06-18,-8.634
2018-06-19,0.8463
2018-06-20,-4.0559
2018-06-21,-2.6239
2018-06-22,5.3892
2018-06-25,-1.2784
2018-06-26,1.4388
2018-06-27,-3.8298
2018-06-28,2.9499
2018-06-29,-1.2894
2018-07-02,-0.2903
2018-07-03,4.6579
2018-07-05,0.2782
2018-07-06,1.8031000000000001
2018-07-09,3.2698
2018-07-10,-2.3747
2018-07-11,0.2703
2018-07-12,0.2695
2018-07-13,0.672
2018-07-16,-0.534
2018-07-17,-2.953
2018-07-18,2.0747
2018-07-19,1.2195
2018-07-20,-0.9371
2018-07-23,-3.3784
2018-07-24,-0.979
2018-07-25,4.096
2018-07-26,-1.7639
2018-07-27,-5.2486
2018-07-30,-6.8513
2018-07-31,7.1987
2018-08-01,-3.3577
2018-08-02,0.1511
2018-08-03,-6.4857
2018-08-06,1.129
2018-08-07,2.0734
2018-08-08,4.2187
2018-08-09,-1.6492
2018-08-10,-2.2866
2018-08-13,-2.1841
2018-08-14,-4.4657
2018-08-15,3.5058
2018-08-16,4.6774000000000004
2018-08-17,-4.7766
2018-08-20,1.6181
2018-08-21,3.0255
2018-08-22,0.7728
2018-08-23,-0.9202
2018-08-24,-1.0062
2018-08-27,5.3948
2018-08-28,-0.5935
2018-08-29,2.9851
2018-08-30,1.5941999999999998
2018-08-31,-1.2839
2018-09-04,-1.7341
2018-09-05,-5.2941
2018-09-06,-1.2422
2018-09-07,2.8302
2018-09-10,-1.2232
2018-09-11,2.1672
2018-09-12,0.1515
2018-09-13,-7.2617
2018-09-14,-0.6525
2018-09-17,0.4926
2018-09-18,3.9215999999999998
2018-09-19,0.3145
2018-09-20,-4.7022
2018-09-21,0.9868
2018-09-24,-4.0717
2018-09-25,-3.056
2018-09-26,8.4063
2018-09-27,-3.5541
2018-09-28,-0.335
2018-10-01,-5.7143
2018-10-02,0.713
2018-10-03,-5.3097
2018-10-04,0.7477
2018-10-05,-3.8961
2018-10-08,0.5792
2018-10-09,-4.7985
2018-10-10,-5.0403
2018-10-11,-1.6985000000000001
2018-10-12,-1.9438
2018-10-15,6.8282
2018-10-16,5.9794
2018-10-17,-7.393
2018-10-18,1.6806999999999999
2018-10-19,3.0992
2018-10-22,-10.4208
2018-10-23,-4.0268
2018-10-24,-0.2331
2018-10-25,-2.8037
2018-10-26,-3.8462
2018-10-29,-0.5
2018-10-30,-2.5126
2018-10-31,2.5773
2018-11-01,1.2563
2018-11-02,15.3846
2018-11-05,-4.5161
2018-11-06,1.8018
2018-11-07,7.7434
2018-11-08,18.6858
2018-11-09,-8.9965
2018-11-12,-13.1179
2018-11-13,-3.7199
2018-11-14,-9.3182
2018-11-15,3.0075
2018-11-16,3.4063
2018-11-19,1.8824
2018-11-20,-9.4688
2018-11-21,8.4184
2018-11-23,-2.3529
2018-11-26,-9.8795
2018-11-27,2.4064
2018-11-28,0.5222
2018-11-29,-4.9351
2018-11-30,9.5628
2018-12-03,-6.4838000000000005
2018-12-04,-7.4667
2018-12-06,-7.4928
2018-12-07,7.1651
2018-12-10,-3.7791
2018-12-11,-3.6254
2018-12-12,1.2539
2018-12-13,-8.3591
2018-12-14,-4.0541
2018-12-17,-1.0563
2018-12-18,-6.4057
2018-12-19,-3.8023
2018-12-20,0.3953
2018-12-21,-7.0866
2018-12-24,5.0847
2018-12-26,-7.2581
2018-12-27,23.0435
2018-12-28,7.7739
2018-12-31,-3.6066000000000003
2019-01-02,2.7211
2019-01-03,-1.3245
2019-01-04,6.3758
2019-01-07,5.3628
2019-01-08,-1.4969999999999999
2019-01-09,-1.8237
2019-01-10,2.1672
2019-01-11,2.1212
2019-01-14,-2.3739
2019-01-15,-1.8237
2019-01-16,1.2384
2019-01-17,0.0
2019-01-18,1.2232
2019-01-22,-9.0634
2019-01-23,-1.9933999999999998
2019-01-24,3.0508
2019-01-25,1.3158
2019-01-28,-0.974
2019-01-29,6.8852
2019-01-30,4.6012
2019-01-31,9.0909
2019-02-01,0.5376
2019-02-04,1.6042999999999998
2019-02-05,1.0526
2019-02-06,14.8438
2019-02-07,1.1338
2019-02-08,25.7848
2019-02-11,-17.2906
2019-02-12,0.431
2019-02-13,-4.0773
2019-02-14,-3.5794
2019-02-15,3.7123
2019-02-19,-6.0403
2019-02-20,-2.6189999999999998
2019-02-21,-1.467
2019-02-22,9.1811
2019-02-25,-0.6818
2019-02-26,-0.2288
2019-02-27,1.6055000000000001
2019-02-28,-6.772
2019-03-01,-2.9055999999999997
2019-03-04,-5.985
2019-03-05,7.4271
2019-03-06,-9.3827
2019-03-07,5.7221
2019-03-08,-7.2165
2019-03-11,5.0
2019-03-12,7.4074
2019-03-13,3.202
2019-03-14,-2.864
2019-03-15,4.1769
2019-03-18,-2.8302
2019-03-19,-4.1262
2019-03-20,2.0253
2019-03-21,-1.2407
2019-03-22,-11.5578
2019-03-25,1.7045
2019-03-26,-3.0726
2019-03-27,1.4409
2019-03-28,-1.4205
2019-03-29,-1.7290999999999999
2019-04-01,-4.1056
2019-04-02,0.3058
2019-04-03,3.6585
2019-04-04,2.9412000000000003
2019-04-05,3.4286
2019-04-08,-2.2099
2019-04-09,-2.8249
2019-04-10,-4.0698
2019-04-11,-2.4242
2019-04-12,-4.9689
2019-04-15,-9.1503
2019-04-16,1.0791
2019-04-17,-5.3381
2019-04-18,112.0301
2019-04-22,11.3475
2019-04-23,-3.6624
2019-04-24,-6.3636
2019-04-25,-8.5613
2019-04-26,-5.5985
2019-04-29,-6.5440000000000005
2019-04-30,-9.1904
2019-05-01,-2.8916
2019-05-02,-2.2333
2019-05-03,3.8071
2019-05-06,3.912
2019-05-07,-4.0
2019-05-08,0.7353
2019-05-09,-0.7299
2019-05-10,5.8824
2019-05-13,-2.3148
2019-05-14,-3.5545
2019-05-15,-1.9656
2019-05-16,-0.7519
2019-05-17,3.0303
2019-05-20,-4.902
2019-05-21,-4.3814
2019-05-22,-1.3477000000000001
2019-05-23,-8.1967
2019-05-24,1.7856999999999998
2019-05-28,2.0468
2019-05-29,0.2865
2019-05-30,-4.2857
2019-05-31,2.3881
2019-06-03,0.2915
2019-06-04,-1.1628
2019-06-05,-1.7647
2019-06-06,-3.8922
2019-06-07,2.4922
2019-06-10,2.1277
2019-06-11,0.8929
2019-06-12,4.4248
2019-06-13,1.9774
2019-06-14,-3.0471
2019-06-17,8.0
2019-06-18,0.5291
2019-06-19,-4.7368
2019-06-20,-6.9061
2019-06-21,19.2878
2019-06-24,-11.9403
2019-06-25,-3.1073
2019-06-26,3.7901
2019-06-27,-1.4045
2019-06-28,4.8433
2019-07-01,-0.5435
2019-07-02,-1.9125999999999999
2019-07-03,-2.507
2019-07-05,0.0
2019-07-08,-1.7143000000000002
2019-07-09,3.4884
2019-07-10,-1.1236
2019-07-11,-2.5568
2019-07-12,-0.8746
2019-07-15,-1.1764999999999999
2019-07-16,0.2976
2019-07-17,-4.7478
2019-07-18,-0.3115
2019-07-19,1.5625
2019-07-22,-4.0
2019-07-23,-0.641
2019-07-24,8.3871
2019-07-25,-3.5714
2019-07-26,-0.9259
2019-07-29,-0.6231
2019-07-30,-1.8809
2019-07-31,-2.5559
2019-08-01,-0.6557
2019-08-02,-2.3102
2019-08-05,-3.0405
2019-08-06,-4.5296
2019-08-07,2.9196999999999997
2019-08-08,9.2199
2019-08-09,-2.5974
2019-08-12,-3.6667
2019-08-13,22.8374
2019-08-14,5.0704
2019-08-15,-1.0724
2019-08-16,5.4201
2019-08-19,6.4267
2019-08-20,-2.1739
2019-08-21,14.8148
2019-08-22,-4.3011
2019-08-23,-7.4157
2019-08-26,-5.5825
2019-08-27,-3.3419
2019-08-28,2.3936
2019-08-29,7.2727
2019-08-30,-4.6005
2019-09-03,-2.5381
2019-09-04,-0.7813
2019-09-05,4.1995000000000005
2019-09-06,2.0151
2019-09-09,1.4815
2019-09-10,5.3528
2019-09-11,4.6189
2019-09-12,-2.2075
2019-09-13,4.0632
2019-09-16,-3.2538
2019-09-17,-3.8117
2019-09-18,-4.1958
2019-09-19,-0.7299
2019-09-20,2.6961
2019-09-23,-0.716
2019-09-24,-7.6923
2019-09-25,-2.0833
2019-09-26,-4.7872
2019-09-27,-4.4693
2019-09-30,-4.6784
2019-10-01,-1.227
2019-10-02,-2.4845
2019-10-03,-3.8217
2019-10-04,0.3311
2019-10-07,2.6403
2019-10-08,-5.7878
2019-10-09,-1.0239
2019-10-10,0.0
2019-10-11,-1.0345
2019-10-14,-2.439
2019-10-15,3.5714
2019-10-16,6.2069
2019-10-17,0.0
2019-10-18,-3.2468
2019-10-21,-2.349
2019-10-22,-2.0619
2019-10-23,0.0
2019-10-24,-4.2105
2019-10-25,4.0293
2019-10-28,-1.4085
2019-10-29,-3.2143
2019-10-30,-1.107
2019-10-31,-1.1194
2019-11-01,4.9056999999999995
2019-11-04,-0.3597
2019-11-05,1.083
2019-11-06,-4.2857
2019-11-07,-1.1194
2019-11-08,3.0189
2019-11-11,-0.7326
2019-11-12,-1.476
2019-11-13,-1.1236
2019-11-14,-1.5152
2019-11-15,8.8462
2019-11-18,-7.0671
2019-11-19,-2.2814
2019-11-20,6.2257
2019-11-21,3.6630000000000003
2019-11-22,-1.0601
2019-11-25,5.7143
2019-11-26,-2.027
2019-11-27,-0.3448
2019-11-29,9.6886
2019-12-02,3.1546
2019-12-03,3.3639
2019-12-04,14.7929
2019-12-05,-1.2887
2019-12-06,0.5222
2019-12-09,-17.6623
2019-12-10,2.8391
2019-12-11,-3.681
2019-12-12,-2.2293
2019-12-13,0.3257
2019-12-16,-1.2987
2019-12-17,-0.3289
2019-12-18,6.2706
2019-12-19,3.4161
2019-12-20,2.4024
2019-12-23,9.6774
2019-12-24,2.4064
2019-12-26,1.3054999999999999
2019-12-27,-1.5464
2019-12-30,-0.7853
2019-12-31,7.6517
2020-01-02,0.4902
2020-01-03,-5.122
2020-01-06,4.8843
2020-01-07,-2.6961
2020-01-08,4.2821
2020-01-09,1.2077
2020-01-10,-0.9547
2020-01-13,0.0
2020-01-14,-4.0964
2020-01-15,0.5025
2020-01-16,13.0
2020-01-17,-4.2035
2020-01-21,-2.7714
2020-01-22,-1.1876
2020-01-23,0.2404
2020-01-24,-4.7962
2020-01-27,-0.7557
2020-01-28,1.2690000000000001
2020-01-29,-0.2506
2020-01-30,-5.0251
2020-01-31,-2.9101
2020-02-03,2.4523
2020-02-04,1.3298
2020-02-05,2.3622
2020-02-06,-0.5128
2020-02-07,-3.0928
2020-02-10,1.3298
2020-02-11,0.2625
2020-02-12,-0.2618
2020-02-13,-0.7874
2020-02-14,-0.5291
2020-02-18,1.8617
2020-02-19,1.8277
2020-02-20,-0.2564
2020-02-21,1.7995
2020-02-24,-0.2525
2020-02-25,-16.962
2020-02-26,-2.7439
2020-02-27,-7.837
2020-02-28,-0.6803
2020-03-02,5.8219
2020-03-03,-2.9126
2020-03-04,2.6667
2020-03-05,-1.2987
2020-03-06,-2.6316
2020-03-09,-7.7703
2020-03-10,0.0
2020-03-11,-13.9194
2020-03-12,-18.7234
2020-03-13,7.3298
2020-03-16,3.4146
2020-03-17,30.6604
2020-03-18,-15.5235
2020-03-19,4.7009
2020-03-20,-3.6734999999999998
2020-03-23,-11.4407
2020-03-24,15.7895
2020-03-25,1.2397
2020-03-26,10.2041
2020-03-27,-3.3333
2020-03-30,1.5326
2020-03-31,1.1320999999999999
2020-04-01,-13.0597
2020-04-02,6.4378
2020-04-03,0.0
2020-04-06,10.0806
2020-04-07,-7.6923
2020-04-08,4.3651
2020-04-09,2.6616
2020-04-13,0.7407
2020-04-14,6.9853
2020-04-15,2.0619
2020-04-16,-5.7239
2020-04-17,6.0714
2020-04-20,-1.3468
2020-04-21,-2.7304
2020-04-22,1.0526
2020-04-23,-2.0833
2020-04-24,-0.7092
2020-04-27,8.5714
2020-04-28,-1.3158
2020-04-29,-5.0
2020-04-30,-3.1579
2020-05-01,-4.7101
2020-05-04,3.0418
2020-05-05,2.583
2020-05-06,2.1583
2020-05-07,-1.7606000000000002
2020-05-08,0.0
2020-05-11,14.3369
2020-05-12,-7.5235
2020-05-13,-1.3559
2020-05-14,-3.4364
2020-05-15,-2.4911
2020-05-18,2.5547
2020-05-19,-4.6263
2020-05-20,16.791
2020-05-21,-0.3195
2020-05-22,-1.2821
2020-05-26,20.1299
2020-05-27,-1.3514
2020-05-28,-2.1918
2020-05-29,4.4818
2020-06-01,0.8043
2020-06-02,0.266
2020-06-03,-0.7958
2020-06-04,5.3476
2020-06-05,10.4061
2020-06-08,-2.069
2020-06-09,-0.2347
2020-06-10,8.2353
2020-06-11,-29.3478
2020-06-12,-3.0769
2020-06-15,2.2222
2020-06-16,5.5901
2020-06-17,-7.0588
2020-06-18,3.7975
2020-06-19,-1.5244
2020-06-22,0.6192
2020-06-23,-2.4615
2020-06-24,-0.6309
2020-06-25,-0.3175
2020-06-26,1.2739
2020-06-29,0.1572
2020-06-30,-0.157
2020-07-01,-1.1006
2020-07-02,-2.7027
2020-07-06,2.2876
2020-07-07,2.2364
2020-07-08,-0.3125
2020-07-09,-1.8809
2020-07-10,1.278
2020-07-13,-5.0473
2020-07-14,2.3256
2020-07-15,1.9481000000000002
2020-07-16,-0.9554
2020-07-17,11.8971
2020-07-20,5.7471
2020-07-21,-5.4348
2020-07-22,-3.4483
2020-07-23,-2.3810000000000002
2020-07-24,-0.9146
2020-07-27,-1.5385
2020-07-28,-1.5625
2020-07-29,-3.1746
2020-07-30,-0.6557
2020-07-31,1.6502
