ticker,GYPHQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-22,3.0568
2006-03-29,0.5932
2006-04-06,1.9377
2006-04-07,-3.719
2006-04-19,21.8884
2006-04-21,46.2676
2006-04-24,-12.5181
2006-04-25,-6.9895
2006-04-26,9.4675
2006-04-27,-7.5676
2006-05-01,-0.3874
2006-05-02,6.8467
2006-05-03,1.6484
2006-05-04,-4.8649000000000004
2006-05-09,7.9545
2006-05-10,-0.5263
2006-05-11,-2.1164
2006-05-15,-2.7027
2006-05-17,-11.1111
2006-05-19,-11.25
2006-05-23,9.1549
2006-05-24,-5.8065
2006-05-30,-2.0548
2006-06-01,2.4476
2006-06-02,2.3891
2006-06-05,0.0
2006-06-06,-4.7917
2006-06-07,-5.4705
2006-06-09,6.2963000000000005
2006-06-12,-13.9373
2006-06-13,-14.17
2006-06-16,17.9245
2006-06-19,-6.0
2006-06-21,-12.1702
2006-06-26,11.4341
2006-06-27,1.7391
2006-06-30,0.6838
2006-07-05,-1.8676
2006-07-14,-2.2491
2006-07-17,0.0
2006-07-18,2.6549
2006-07-19,3.4483
2006-07-20,-0.8333
2006-07-21,9.2437
2006-07-24,-9.2308
2006-07-25,9.322
2006-07-31,-14.7287
2006-08-01,4.5455
2006-08-08,0.0
2006-08-09,0.9565
2006-08-10,-1.8088
2006-08-11,6.1404
2006-08-15,-0.8264
2006-08-16,11.6667
2006-08-17,-8.209
2006-08-18,8.9431
2006-08-22,0.0
2006-08-23,3.3582
2006-08-25,3.9711
2006-08-28,3.4722
2006-08-29,0.0
2006-08-30,-3.3557
2006-08-31,0.6944
2006-09-01,2.7586
2006-09-05,0.6711
2006-09-06,0.0
2006-09-07,-3.3333
2006-09-11,-5.1724
2006-09-12,1.8182
2006-09-13,-6.4286
2006-09-14,-0.7634
2006-09-15,0.0
2006-09-18,0.0
2006-09-19,-2.3077
2006-09-20,1.5748
2006-09-25,-14.7287
2006-09-26,2.7273
2006-10-02,-0.885
2006-10-03,0.0
2006-10-06,-1.7856999999999998
2006-10-12,0.0
2006-10-16,-6.3636
2006-10-17,-1.9417
2006-10-18,2.9703
2006-10-23,20.1923
2006-10-24,-6.4
2006-10-25,5.1282
2006-10-26,1.626
2006-10-27,-5.6
2006-10-30,-2.5423999999999998
2006-10-31,-1.6522000000000001
2006-11-01,0.7958
2006-11-02,-2.6316
2006-11-03,1.8018
2006-11-06,4.4248
2006-11-07,-2.5423999999999998
2006-11-08,0.0
2006-11-09,0.9565
2006-11-10,-1.8088
