ticker,PSIX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-15,0.0
2011-08-25,-74.5
2011-08-30,7.8431
2011-08-31,83.6364
2011-09-20,-68.2859
2011-09-21,0.4878
2011-09-30,133.0097
2011-10-27,-52.9167
2011-12-02,32.7434
2011-12-05,-6.6667
2011-12-07,-5.3571
2011-12-19,11.3208
2011-12-20,-5.0847
2011-12-21,0.0
2011-12-28,3.5714
2012-01-11,-5.1724
2012-01-19,-1.8182
2012-01-25,1.4815
2012-02-03,-23.3577
2012-02-07,9.5238
2012-02-14,-8.6957
2012-02-22,14.0952
2012-02-23,0.1669
2012-03-05,10.0
2012-03-06,-8.3333
2012-03-13,6.6116
2012-03-14,4.2636
2012-03-15,-0.2974
2012-03-16,-1.1931
2012-03-20,13.2075
2012-03-22,-1.6667
2012-03-23,8.5424
2012-03-26,1.4990999999999999
2012-03-27,7.6923
2012-03-28,-5.7143
2012-03-29,-3.0303
2012-03-30,3.125
2012-04-02,3.0303
2012-04-03,23.2353
2012-04-04,-14.0811
2012-04-05,0.0
2012-04-09,0.0
2012-04-10,1.3889
2012-04-11,1.3699
2012-04-12,0.0
2012-04-17,-0.0541
2012-04-18,-4.4348
2012-04-20,1.8676
2012-04-23,-0.0556
2012-04-24,-5.5031
2012-04-25,0.5882
2012-04-26,-2.0468
2012-04-30,0.0
2012-05-01,1.4925
2012-05-02,0.0
2012-05-04,-5.8824
2012-05-07,3.125
2012-05-08,-3.0303
2012-05-09,0.0
2012-05-15,0.0
2012-05-16,-3.125
2012-05-17,1.6129
2012-05-18,-4.7619
2012-05-21,4.0
2012-05-22,-0.641
2012-05-24,0.0
2012-05-25,0.0
2012-05-29,-3.2258
2012-05-30,6.3333
2012-05-31,0.3135
2012-06-01,0.0
2012-06-05,3.125
2012-06-06,0.0
2012-06-11,0.0
2012-06-13,-15.1515
2012-06-14,21.4286
2012-06-18,0.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-21,0.0
2012-06-25,0.0
2012-06-26,0.8824
2012-06-27,-2.3324
2012-06-28,0.0
2012-07-02,2.3881
2012-07-03,-0.8746
2012-07-05,0.2941
2012-07-09,-1.7595
2012-07-11,0.0
2012-07-12,0.0
2012-07-13,1.4925
2012-07-18,0.0
2012-07-20,0.0
2012-07-24,0.0
2012-07-26,0.0
2012-07-27,-0.5882
2012-07-31,-0.5917
2012-08-02,-0.2976
2012-08-03,0.2985
2012-08-09,1.131
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,-1.4126
