ticker,AGBAU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-15,0.1998
2019-05-16,-0.0997
2019-05-17,0.1317
2019-05-20,-0.0319
2019-05-21,0.0
2019-05-22,0.0
2019-05-29,-0.0997
2019-05-30,-0.1996
2019-05-31,0.4
2019-06-04,-0.0996
2019-06-05,0.0
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-13,0.4985
2019-06-14,-0.2976
2019-06-17,-0.0876
2019-06-20,-0.2111
2019-07-02,0.1747
2019-07-08,-0.0747
2019-07-09,0.1994
2019-07-10,0.0
2019-07-16,0.0
2019-07-19,-0.2985
2019-07-25,0.1996
2019-07-26,-0.1992
2019-08-01,0.0
2019-08-07,0.0
2019-08-12,0.7984
2019-08-19,0.0
2019-08-21,-0.2614
2019-08-29,0.2621
2019-08-30,0.099
2019-09-03,-0.0989
2019-09-04,0.495
2019-09-05,0.0
2019-09-06,0.0
2019-09-13,-0.0985
2019-09-20,0.0986
2019-09-23,0.0
2019-09-24,0.197
2019-09-25,0.0983
2019-10-03,-0.0982
2019-10-04,0.0983
2019-10-07,-0.0982
2019-10-10,0.4916
2019-10-14,-0.3914
2019-10-24,0.3929
2019-10-25,0.1957
2019-10-28,-0.1953
2019-10-29,0.1693
2019-11-06,-0.3644
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-18,-0.1961
2019-11-20,-0.9823
2019-11-21,0.9921
2019-11-22,-0.2947
2019-11-25,0.4926
2019-11-26,0.2941
2019-11-27,0.0
2019-11-29,-0.5865
2019-12-02,-0.0983
2019-12-03,0.0
2019-12-20,0.9843
2019-12-31,0.309
2020-01-02,0.0806
2020-01-03,0.0
2020-02-11,0.3883
2020-02-12,-0.3868
2020-02-13,-0.4854
2020-02-18,-0.3902
2020-02-19,0.0
2020-02-20,0.0
2020-03-02,0.3918
2020-03-10,-0.2927
2020-03-11,0.0
2020-07-09,1.7612999999999999
2020-07-13,6.25
2020-07-23,-1.3575
2020-07-24,-3.5321
