ticker,CIM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-16,-0.6667
2007-11-19,-1.8121
2007-11-20,-3.6227
2007-11-21,1.8439999999999999
2007-11-23,1.6713
2007-11-26,-0.6849
2007-11-27,0.6897
2007-11-28,1.0274
2007-11-29,0.678
2007-11-30,4.4444
2007-12-03,-1.2894999999999999
2007-12-04,-0.9798
2007-12-05,0.4617
2007-12-06,0.4596
2007-12-07,-0.3268
2007-12-10,0.3279
2007-12-11,0.0
2007-12-12,-0.5229
2007-12-13,0.2628
2007-12-14,-0.0655
2007-12-17,0.0
2007-12-18,3.6066000000000003
2007-12-19,6.5823
2007-12-20,2.4347
2007-12-21,-0.058
2007-12-24,2.7262
2007-12-26,-1.1858
2007-12-27,-2.0286
2007-12-28,1.9276
2007-12-31,2.4642
2008-01-02,-0.8949
2008-01-03,0.395
2008-01-04,-3.991
2008-01-07,3.3958
2008-01-08,-1.6987999999999999
2008-01-09,1.0945
2008-01-10,-0.8547
2008-01-11,-0.977
2008-01-14,1.6251
2008-01-15,-0.0571
2008-01-16,2.4571
2008-01-17,1.7847
2008-01-18,0.1096
2008-01-22,7.225
2008-01-23,-2.5013
2008-01-24,-0.6283
2008-01-25,-0.0527
2008-01-28,1.0016
2008-01-29,-0.8351
2008-01-30,0.2632
2008-01-31,-0.5249
2008-02-01,0.1055
2008-02-04,0.0527
2008-02-05,-1.1591
2008-02-06,0.3198
2008-02-07,1.3815
2008-02-08,-0.4193
2008-02-11,-1.0526
2008-02-12,-1.0106
2008-02-13,2.0956
2008-02-14,-0.8947
2008-02-15,-1.2746
2008-02-19,0.0538
2008-02-20,2.2580999999999998
2008-02-21,-2.9443
2008-02-22,0.2167
2008-02-25,-1.3514
2008-02-26,-1.3699
2008-02-27,-1.9444
2008-02-28,-2.153
2008-02-29,-4.0533
2008-03-03,-5.7333
2008-03-04,3.6492
2008-03-05,-1.1118
2008-03-06,-14.6159
2008-03-07,1.9020000000000001
2008-03-10,-8.2556
2008-03-11,4.3818
2008-03-12,-2.1739
2008-03-13,0.2299
2008-03-14,-1.5291000000000001
2008-03-17,-6.8323
2008-03-18,5.5833
2008-03-19,1.026
2008-03-20,4.8437
2008-03-24,0.2235
2008-03-25,-1.2639
2008-03-26,-3.5392
2008-03-27,0.7806
2008-03-28,-4.3478
2008-03-31,1.6529
2008-04-01,-0.4065
2008-04-02,6.6939
2008-04-03,-2.6779
2008-04-04,0.7862
2008-04-07,-2.4961
2008-04-08,-3.76
