ticker,EQTE US Equity
2010-02-05,-18.1818
2010-02-08,22.2222
2010-02-09,0.0
2010-02-18,-27.2727
2010-02-24,-37.5
2010-02-25,60.0
2010-03-22,-60.0
2010-04-13,56.25
2010-04-14,0.0
2010-04-19,0.0
2010-04-23,-32.0
2010-04-27,0.0
2010-04-29,17.647100000000002
2010-04-30,25.0
2010-05-04,10.0
2010-05-06,0.0
2010-05-10,-63.6364
2010-05-11,-50.0
2010-05-12,300.0
2010-06-18,-50.0
2010-06-24,0.0
2010-07-22,-5.0
2010-07-30,-33.5526
2010-08-04,58.4158
2010-08-05,3.125
2010-08-13,0.0
2010-08-16,-7.8788
2010-08-27,0.0
2010-09-09,321.0526
2010-09-13,-37.5
2010-09-24,-40.0
2010-09-28,0.0
2010-09-29,-50.0
2010-10-14,33.3333
2010-12-07,50.0
2010-12-09,100.0
2010-12-17,-50.0
2010-12-22,0.0
2010-12-28,0.0
2010-12-29,0.0
2011-01-13,0.0
2011-01-26,233.3333
2011-01-27,170.0
2011-01-28,-25.9259
2011-01-31,5.0
2011-02-01,-19.0476
2011-02-02,11.1765
2011-02-03,-2.1164
2011-02-04,0.0
2011-02-08,0.0
2011-02-09,-24.3243
2011-02-14,42.8571
2011-02-16,-29.0
2011-02-22,-1.4085
2011-03-03,0.0
2011-03-09,-27.1429
2011-03-15,17.647100000000002
2011-03-16,0.0
2011-03-22,0.0
2011-03-24,50.0
2011-03-28,-66.6667
2011-03-29,66.6667
2011-04-01,78.0
2011-04-04,-55.0562
2011-04-05,20.0
2011-04-08,25.0
2011-04-11,68.3333
2011-04-12,-25.7426
2011-04-13,-26.6667
2011-04-14,-25.4545
2011-04-20,34.1463
2011-04-21,-27.2727
2011-04-26,5.0
2011-04-28,19.0476
2011-04-29,46.0
2011-05-02,-31.5068
2011-05-09,2.0
2011-05-19,0.0
2011-05-26,0.0
2011-05-27,-1.9607999999999999
2011-06-01,-20.0
2011-07-07,0.0
2011-07-08,0.0
2011-07-27,0.0
2011-07-28,0.0
2011-07-29,0.0
2011-08-12,-12.5
2011-11-10,0.0
2011-12-01,0.0
2011-12-07,0.0
2011-12-14,-14.2857
2011-12-16,-33.3333
2011-12-19,0.0
2011-12-21,0.0
2011-12-22,0.0
2011-12-27,0.0
2011-12-28,-25.0
2012-01-11,0.125
2012-03-05,26.5085
2012-03-06,-20.9868
2012-04-18,33.2223
2012-06-04,20.0
2012-06-07,0.0
2012-08-23,129.1667
2012-08-24,-7.2727
2012-09-04,-5.8824
2012-09-05,-16.6667
2012-09-11,22.625
2012-09-24,-18.4506
2012-09-25,-12.5
2012-09-26,-2.8571
2012-09-27,-2.9412000000000003
2012-09-28,-9.0909
2012-10-01,-16.6667
2012-10-02,-8.8
2012-10-03,-12.2259
2012-10-04,-15.0531
2012-10-05,5.8824
2012-10-08,-8.9583
2012-10-10,3.7376
2012-10-12,0.0
2012-10-16,23.5294
2012-10-19,0.0
2012-10-24,-19.0476
2012-10-25,-11.7647
2012-11-02,0.0833
2012-11-06,-0.0833
2012-11-07,0.0
2012-11-13,-3.3333
2012-11-16,72.4138
2012-11-19,40.0
2012-11-27,-28.5714
2012-11-28,0.0
2012-11-29,0.0
2012-12-03,-24.0
2012-12-04,0.0
2012-12-05,0.0
2012-12-07,-5.2632
2012-12-13,-11.1111
2012-12-20,0.0
2012-12-24,0.0
2012-12-26,12.5
2013-01-02,11.1111
2013-01-03,125.0
2013-01-07,0.0
2013-01-08,-53.3333
2013-01-22,85.7143
2013-01-23,-10.2564
2013-01-29,-28.5714
2013-01-30,40.0
2013-02-01,-8.5714
2013-02-05,18.75
2013-02-06,2.6316
2013-02-07,2.5641
2013-02-11,50.0
2013-02-14,-15.0
2013-02-21,-11.7647
2013-02-25,-10.6667
2013-02-26,4.4776
2013-03-01,-4.7619
2013-03-04,-2.5
2013-03-06,0.0
2013-03-08,-2.5641
2013-03-13,2.6316
2013-03-14,10.2564
2013-03-18,4.6512
2013-03-21,-13.3333
2013-03-22,0.0
2013-04-01,-5.1282
2013-04-02,5.4054
2013-04-09,-5.1282
2013-04-11,-5.4054
2013-04-15,-14.2857
2013-04-16,0.0
2013-04-17,0.0
2013-04-18,0.0
2013-04-23,0.0
2013-04-25,16.6667
2013-04-29,28.5714
2013-04-30,0.0
2013-05-02,0.0
2013-05-06,33.3333
2013-05-07,-11.6667
2013-05-10,1.8868
2013-05-13,-16.6667
2013-05-15,-11.1111
2013-05-16,0.0
2013-05-21,-12.5
2013-05-29,0.0
2013-05-30,-14.2857
2013-06-03,0.0
2013-06-04,0.0
2013-06-11,0.0
2013-06-13,0.0
2013-06-25,-16.6667
2013-07-12,4.0
2013-07-15,-42.3077
2013-08-02,193.3333
2013-08-05,-9.0909
2013-08-06,0.0
2013-08-08,10.0
2013-08-09,0.0
2013-08-13,0.0
2013-08-22,-31.7756
2013-08-23,46.5751
2013-08-27,-13.6364
2013-08-28,-7.8947
2013-09-12,-14.2857
2013-09-17,-3.3333
2013-09-23,-30.9267
2013-09-24,64.7426
2013-10-02,-39.3939
2013-10-03,25.0
2013-10-07,0.0
2013-10-08,-12.0
2013-10-14,0.0
2013-10-18,9.0909
2013-10-21,37.5
2013-10-24,-27.2727
2013-11-06,0.0
2013-11-19,-4.1667
2013-12-06,-34.7826
2013-12-09,33.3333
2013-12-20,-40.0
2013-12-24,8.3333
2013-12-27,-15.3846
2014-01-03,18.1818
2014-01-16,0.0
2014-01-23,-7.6923
2014-01-24,25.0
2014-01-27,53.3333
2014-01-28,8.6957
2014-01-29,-8.0
2014-01-30,-13.0435
2014-02-11,-10.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-19,22.2222
2014-02-21,-18.1818
2014-02-24,-5.5556
2014-03-06,35.2941
2014-03-07,-13.0435
2014-03-13,-10.0
2014-03-26,-16.6667
2014-03-28,0.0
2014-04-01,0.0
2014-04-02,0.0
2014-04-04,0.0
2014-04-11,0.0
2014-04-14,6.6667
2014-05-07,12.5
2014-05-12,11.1111
2014-05-13,0.0
2014-05-28,5.0
2014-06-02,-47.619
2014-06-03,36.3636
2014-06-04,0.0
2014-06-11,-13.3333
2014-07-11,7.6923
2014-08-06,-28.5714
2014-08-07,30.0
2014-08-11,0.0
2014-09-09,-7.6923
2014-09-19,0.0
2014-09-26,8.3333
2014-10-09,-7.6923
2014-10-23,-33.3333
2014-10-24,-25.0
2014-10-28,0.0
2014-11-03,-16.6667
2014-11-04,-20.0
2014-11-13,0.0
2014-11-17,0.0
2014-12-15,0.0
2014-12-30,100.0
2015-02-09,12.5
2015-02-17,0.0
2015-02-18,10.5556
2015-02-20,-9.5477
2015-03-06,66.6667
2015-05-12,-6.6667
2015-06-17,-14.2857
2015-07-09,16.6667
2015-07-13,7.2768
2015-07-15,33.1669
2015-07-16,15.0
2015-07-17,4.3478
2015-08-03,-16.6667
2015-08-12,20.0
2015-08-14,0.0
2015-08-28,-25.0
2015-09-14,-16.6667
2015-10-09,0.0
2015-11-05,6.6667
2015-11-09,-6.25
2015-11-16,0.0
2015-11-17,13.3333
2015-11-19,0.0
2015-12-10,-35.2941
2015-12-22,9.0909
2015-12-23,0.0
2016-02-02,-16.6667
2016-02-03,10.0
2016-02-18,-9.0909
2016-03-28,-10.0
2016-06-02,-44.4444
2016-06-03,40.0
2016-08-25,42.8571
2016-08-26,-50.0
2016-08-29,100.0
2016-11-23,-50.0
2016-11-29,-8.0
2016-12-02,8.6957
2017-01-03,-40.0
2017-03-08,-66.6667
2017-03-09,100.0
2017-04-27,0.0
2017-05-02,45.0
2017-06-15,-27.5862
2017-09-13,-4.7619
2017-09-25,0.0
2017-10-06,150.0
2017-10-11,-40.0
2017-10-17,0.0
2017-10-30,0.0
2017-12-11,-33.3333
2017-12-14,5.0
2018-01-08,19.0476
2018-02-01,20.0
2018-07-02,0.0
2018-07-11,200.0
2018-07-12,11.1111
2018-07-20,-30.0
2018-07-25,-28.5714
2018-07-26,0.0
2018-07-31,0.0
2018-08-13,100.0
2018-08-20,-10.0
2018-09-11,-44.4444
2018-09-12,0.0
2018-09-19,0.0
2018-10-16,1.0
2018-12-20,-40.5941
2019-01-10,50.0
2019-01-24,-11.1111
2019-01-28,0.0
2019-02-22,-12.5
2019-03-20,14.2857
2019-04-12,-25.0
2019-04-15,-33.3333
2019-04-29,15.0
2019-05-13,0.0
2019-06-24,52.1739
2019-07-03,-14.2857
2019-07-05,-16.6667
2019-07-08,-20.0
2019-08-12,-25.0
2019-08-13,33.3333
2019-09-26,-25.5
2019-09-27,-37.4161
2019-09-30,-20.6434
2019-10-01,15.675699999999999
2019-10-02,0.0
2019-10-30,193.2243
2019-10-31,-5.9442
2019-11-05,-38.5801
2019-11-07,37.931
2019-12-06,-25.0
2019-12-17,0.0
2020-01-29,0.0
2020-03-12,-66.6667
2020-03-31,-80.0
2020-04-21,400.0
2020-04-23,65.0
2020-04-28,-9.0909
2020-04-29,-33.3333
2020-05-07,2900.0
2020-05-08,-46.6667
2020-05-11,-37.5
2020-05-12,-1.0
2020-05-19,33.3333
2020-05-22,-51.5152
2020-05-28,28.125
2020-05-29,-2.439
2020-06-03,75.0
2020-06-04,-14.2857
2020-06-09,-33.1667
2020-06-12,12.7182
2020-06-15,-11.5044
2020-06-17,24.75
2020-06-24,-19.8397
2020-06-25,0.0
2020-07-06,-49.75
2020-07-14,-74.6269
2020-07-30,1.9607999999999999
