ticker,EPGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-09,0.0
2013-04-15,0.0
2013-04-16,-7.6923
2013-04-17,8.3333
2013-04-22,-23.0769
2013-04-25,30.0
2013-04-26,30.7692
2013-04-29,-5.8824
2013-04-30,31.25
2013-05-01,45.2381
2013-05-02,-18.0328
2013-05-03,12.0
2013-05-06,17.8571
2013-05-07,15.1515
2013-05-08,10.4934
2013-05-09,19.0831
2013-05-10,18.0
2013-05-13,1.6949
2013-05-14,-8.3333
2013-05-15,0.0
2013-05-16,-5.4545
2013-05-17,0.0
2013-05-20,0.0
2013-05-21,1.9231
2013-05-22,-13.2075
2013-05-23,-4.3478
2013-05-24,0.0
2013-05-28,-9.0909
2013-05-30,-12.5
2013-05-31,-11.4286
2013-06-03,0.0
2013-06-04,22.5806
2013-06-05,-10.526299999999999
2013-06-06,2.9412000000000003
2013-06-07,0.0
2013-06-10,2.8571
2013-06-11,0.0
2013-06-12,2.7778
2013-06-13,-2.7027
2013-06-14,-5.5556
2013-06-17,-2.9412000000000003
2013-06-19,21.2121
2013-06-20,-20.0
2013-06-21,15.625
2013-06-24,-2.7027
2013-06-25,-2.7778
2013-06-28,-20.0
2013-07-01,10.7143
2013-07-02,-6.4516
2013-07-03,13.7931
2013-07-09,-9.1288
2013-07-10,0.0
2013-07-16,-6.6278
2013-07-17,-3.5714
2013-07-19,-0.0463
2013-07-22,0.0463
2013-07-23,1.8519
2013-07-24,0.0
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,-5.4545
2013-08-02,-3.8462
2013-08-05,0.0
2013-08-06,4.0
2013-08-07,-15.3846
2013-08-09,0.0
2013-08-15,0.0
2013-08-22,6.3636
2013-08-26,0.0
2013-08-27,-1.7094
2013-08-30,-13.0435
2013-09-03,0.0
2013-09-10,12.4062
2013-09-11,0.0
2013-09-16,-6.8112
2013-09-17,-0.5668
2013-09-18,-0.09
2013-09-20,-3.9039
2013-09-23,3.9375
2013-09-24,1.0222
2013-09-25,0.0
2013-09-26,4.7619
2013-09-27,-4.5455
2013-09-30,-14.2857
2013-10-01,8.3333
2013-10-02,-2.5641
2013-10-03,0.0
2013-10-04,0.0
2013-10-07,-5.2632
2013-10-08,-23.5417
2013-10-09,3.0881
2013-10-10,0.0
2013-10-15,-8.37
2013-10-16,0.0
2013-10-17,0.0
2013-10-21,0.0
2013-10-22,-23.0769
2013-10-23,39.875
2013-10-24,0.0
2013-10-25,-3.5746
2013-10-28,-3.6145
2013-10-29,-38.4615
