ticker,SAR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-23,-1.6667
2007-03-26,-1.6949
2007-03-27,-3.3103
2007-03-28,-4.4223
2007-03-29,1.4925
2007-03-30,0.0
2007-04-02,-1.25
2007-04-03,-0.5957
2007-04-04,2.6217
2007-04-05,1.4599
2007-04-09,0.5036
2007-04-10,-0.2147
2007-04-11,-0.9326
2007-04-12,0.6517
2007-04-13,0.1439
2007-04-16,-0.2155
2007-04-17,0.144
2007-04-18,-0.1438
2007-04-19,-2.7358000000000002
2007-04-20,2.1466
2007-04-23,-0.7246
2007-04-24,-0.9489
2007-04-25,-1.6212
2007-04-26,-0.2996
2007-04-27,1.3514
2007-04-30,0.6681
2007-05-01,-2.7246
2007-05-02,-0.4542
2007-05-03,3.1179
2007-05-04,2.5074
2007-05-07,-1.0791
2007-05-08,0.7273
2007-05-09,0.0
2007-05-10,-1.5884
2007-05-11,0.807
2007-05-14,-3.2023
2007-05-15,-2.1805
2007-05-16,2.844
2007-05-17,-0.5979
2007-05-18,1.203
2007-05-21,2.8752
2007-05-22,-1.4227
2007-05-23,-1.0256
2007-05-24,0.7402
2007-05-25,2.169
2007-05-29,1.7570000000000001
2007-05-30,0.3597
2007-05-31,-1.362
2007-06-01,1.1628
2007-06-04,0.5747
2007-06-05,-1.0
2007-06-06,-1.1544
2007-06-07,-1.3869
2007-06-08,-0.4441
2007-06-11,0.223
2007-06-12,-1.7062
2007-06-13,2.0377
2007-06-14,0.7396
2007-06-15,1.4684
2007-06-18,-0.8683
2007-06-19,-0.292
2007-06-20,0.8785
2007-06-21,-0.5806
2007-06-22,-1.4599
2007-06-25,-1.8519
2007-06-26,-2.1132
2007-06-27,0.4626
2007-06-28,-0.0767
2007-06-29,-0.0768
2007-07-02,-0.8455
2007-07-03,-2.7132
2007-07-05,0.3187
2007-07-06,3.2566
2007-07-09,3.0769
2007-07-10,-4.4030000000000005
2007-07-11,2.2639
2007-07-12,1.5267
2007-07-13,1.0526
2007-07-16,-1.7856999999999998
2007-07-17,1.5909
2007-07-18,-3.132
2007-07-19,0.2309
2007-07-20,0.3072
2007-07-23,0.0
2007-07-24,-1.608
2007-07-25,-1.2442
2007-07-26,-0.6314
2007-07-27,-2.8548999999999998
2007-07-30,-0.1633
2007-07-31,-2.1259
2007-08-01,-1.1696
2007-08-02,1.9442
2007-08-03,-0.4975
2007-08-06,-0.5833
2007-08-07,-1.0897000000000001
2007-08-08,-0.1695
2007-08-09,-0.764
2007-08-10,-3.3362
