ticker,MDXX US Equity
2010-02-05,-3.5088
2010-02-08,-8.1818
2010-02-09,18.8119
2010-02-10,-0.8333
2010-02-11,-7.563
2010-02-12,7.2727
2010-02-16,-2.5423999999999998
2010-02-17,12.1739
2010-02-18,-0.7752
2010-02-19,-20.3125
2010-02-22,15.6863
2010-02-23,0.0
2010-02-24,-53.3898
2010-02-25,25.4545
2010-02-26,189.8551
2010-03-01,-50.0
2010-03-03,0.0
2010-03-04,-12.0
2010-03-05,-9.0909
2010-03-08,0.0
2010-03-09,5.0
2010-03-10,4.7619
2010-03-11,-10.0
2010-03-12,11.1111
2010-03-15,-45.4545
2010-03-16,16.6667
2010-03-17,-7.1429
2010-03-18,-26.9231
2010-03-19,26.3158
2010-03-22,41.6667
2010-03-23,-20.5882
2010-03-24,-11.1111
2010-03-25,50.0
2010-03-26,0.0
2010-03-29,22.2222
2010-03-30,0.0
2010-03-31,13.6364
2010-04-01,24.0
2010-04-05,28.9919
2010-04-06,-4.9703
2010-04-07,-12.5493
2010-04-08,-11.2281
2010-04-09,1.6949
2010-04-12,0.0
2010-04-13,3.3333
2010-04-15,-19.3548
2010-04-16,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,-4.0
2010-04-22,-20.8333
2010-04-23,0.0
2010-04-26,5.2632
2010-04-27,60.0
2010-04-28,-6.25
2010-04-29,0.0
2010-04-30,0.0
2010-05-03,-8.3333
2010-05-04,0.0
2010-05-05,-27.2727
2010-05-06,0.0
2010-05-07,0.0
2010-05-10,25.0
2010-05-11,-2.0
2010-05-12,-14.2857
2010-05-13,9.5238
2010-05-14,-21.7391
2010-05-17,5.5556
2010-05-18,-10.526299999999999
2010-05-19,17.647100000000002
2010-05-20,0.0
2010-05-21,-25.0
2010-05-24,-26.6667
2010-05-25,9.0909
2010-05-26,-25.0
2010-05-27,-16.6667
2010-05-28,100.0
2010-06-01,-13.3333
2010-06-02,0.7692
2010-06-03,14.5038
2010-06-04,-6.6667
2010-06-07,7.1429
2010-06-08,6.6667
2010-06-09,-3.125
2010-06-10,-9.6774
2010-06-11,7.1429
2010-06-14,-13.3333
2010-06-15,-11.538499999999999
2010-06-16,-30.4348
2010-06-17,37.5
2010-06-18,4.5455
2010-06-21,13.0435
2010-06-22,-15.3846
2010-06-23,0.0
2010-06-24,9.0909
2010-06-25,-25.0
2010-06-28,11.1111
2010-06-29,0.0
2010-06-30,5.0
2010-07-01,0.0
2010-07-02,-4.7619
2010-07-06,0.0
2010-07-07,-15.0
2010-07-08,5.8824
2010-07-09,-5.5556
2010-07-12,17.647100000000002
2010-07-14,-10.0
2010-07-15,22.2222
2010-07-16,27.2727
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,-14.2857
2010-07-22,16.6667
2010-07-23,-10.7143
2010-07-26,8.0
2010-07-27,-3.7037
2010-07-28,0.0
2010-07-29,13.8462
2010-07-30,-15.5405
2010-08-02,12.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,3.5714
2010-08-06,58.6207
2010-08-09,8.6957
2010-08-10,-19.95
2010-08-11,4.9344
2010-08-12,9.5238
2010-08-13,-8.6957
2010-08-16,0.0
2010-08-17,14.2857
2010-08-18,-8.3333
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,9.0909
2010-08-24,-8.3333
2010-08-25,0.0
2010-08-26,-9.0909
2010-08-27,20.0
2010-08-30,-12.5
2010-08-31,-9.5238
2010-09-01,15.7895
2010-09-03,-16.3636
2010-09-07,-7.6087
2010-09-08,-5.8824
2010-09-09,25.0
2010-09-10,-5.0
2010-09-13,0.0
2010-09-14,-5.2632
2010-09-15,5.5556
2010-09-16,0.0
2010-09-17,10.526299999999999
2010-09-20,4.7619
2010-09-21,-9.0909
2010-09-22,17.5
2010-09-23,-4.2553
2010-09-24,-11.1111
2010-09-27,20.0
2010-09-28,0.0
2010-09-29,-12.5
2010-09-30,-4.7619
2010-10-01,-5.0
2010-10-04,2.6316
2010-10-05,0.0
2010-10-06,12.8205
2010-10-07,-4.5455
2010-10-08,-4.7619
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,-15.0
2010-10-19,17.647100000000002
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,-5.0
2010-10-25,7.8947
2010-10-26,12.1951
2010-10-27,-17.3913
2010-10-28,5.2632
2010-10-29,-27.5
2010-11-01,13.7931
2010-11-02,15.1515
2010-11-03,-5.2632
2010-11-04,-22.2222
2010-11-05,-7.1429
2010-11-08,15.3846
2010-11-09,-13.3333
2010-11-10,30.7692
2010-11-11,2.9412000000000003
2010-11-12,-14.2857
2010-11-15,13.3333
2010-11-16,0.0
2010-11-17,-17.647100000000002
2010-11-18,21.4286
2010-11-19,-29.4118
2010-11-22,25.0
2010-11-23,-20.0
2010-11-24,-20.8333
2010-11-26,-26.3158
2010-11-29,71.4286
2010-11-30,-8.3333
2010-12-01,0.0
2010-12-02,9.0909
2010-12-03,-33.3333
2010-12-06,12.5
2010-12-07,-22.2222
2010-12-08,42.8571
2010-12-09,-10.0
2010-12-10,-11.1111
2010-12-13,25.0
2010-12-14,0.0
2010-12-15,-20.0
2010-12-16,0.0
2010-12-17,-18.75
2010-12-20,23.0769
2010-12-21,12.5
2010-12-22,44.4444
2010-12-23,-3.8462
2010-12-27,-4.0
2010-12-28,-22.5
2010-12-29,7.5269
2010-12-30,-10.0
2010-12-31,0.0
2011-01-03,11.1111
2011-01-04,-30.0
2011-01-06,0.0
2011-01-07,42.8571
2011-01-10,-49.0
2011-01-11,76.4706
2011-01-12,11.1111
2011-01-14,0.0
2011-01-18,-20.0
2011-01-19,18.75
2011-01-20,6.3158
2011-01-21,28.7129
2011-01-24,0.0
2011-01-25,-23.0769
2011-01-26,-20.0
2011-01-27,12.5
2011-01-28,11.1111
2011-01-31,-25.0
2011-02-02,58.6667
2011-02-03,-15.9664
2011-02-04,19.0
2011-02-07,9.2437
2011-02-08,-11.538499999999999
2011-02-09,-13.0435
2011-02-10,-20.0
2011-02-11,12.5
2011-02-14,-11.1111
2011-02-15,-6.25
2011-02-16,6.6667
2011-02-17,6.25
2011-02-18,-5.8824
2011-02-22,-6.25
2011-02-23,0.0
2011-02-24,-20.0
2011-02-25,41.6667
2011-02-28,0.0
2011-03-02,-17.647100000000002
2011-03-03,14.2857
2011-03-04,0.0
2011-03-07,-12.5
2011-03-08,0.0
2011-03-09,-14.2857
2011-03-10,16.6667
2011-03-11,14.2857
2011-03-14,-12.5
2011-03-15,0.0
2011-03-21,-28.5714
2011-03-22,40.0
2011-03-24,-11.4286
2011-03-25,12.9032
2011-03-28,14.2857
2011-03-29,-6.25
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,-6.6667
2011-04-05,-7.1429
2011-04-06,0.0
2011-04-07,15.3846
2011-04-08,-6.6667
2011-04-11,-11.4286
2011-04-12,0.0
2011-04-13,-3.2258
2011-04-14,16.6667
2011-04-15,0.0
2011-04-20,-7.1429
2011-04-21,7.6923
2011-04-25,14.2857
2011-04-26,0.0
2011-04-27,6.25
2011-04-28,5.8824
2011-04-29,0.0
2011-05-02,-5.5556
2011-05-03,0.0
2011-05-04,11.7647
2011-05-05,0.0
2011-05-06,-21.0526
2011-05-09,-13.3333
2011-05-11,23.0769
2011-05-12,7.5
2011-05-13,-12.7907
2011-05-16,-6.8333
2011-05-17,-19.8569
2011-05-18,7.1429
2011-05-19,0.0
2011-05-20,-15.0
2011-05-23,-1.9607999999999999
2011-05-24,0.0
2011-05-25,0.0
2011-05-26,-20.0
2011-05-27,95.0
2011-05-31,-42.3077
2011-06-01,2.2222
2011-06-02,-17.3913
2011-06-03,-57.8947
2011-06-06,6.25
2011-06-08,135.2941
2011-06-09,25.0
2011-06-10,20.0
2011-06-13,-50.2083
2011-06-14,17.1548
2011-06-15,-25.7143
2011-06-16,53.8462
2011-06-17,25.0
2011-06-20,-20.0
2011-06-21,0.0
2011-06-22,0.0
2011-06-23,25.0
2011-06-24,2.0
2011-06-27,-21.5686
2011-06-28,25.0
2011-06-29,-10.0
2011-06-30,0.0
2011-07-01,4.4444
2011-07-07,-4.2553
2011-07-11,-11.1111
2011-07-15,-7.5
2011-07-20,-32.4324
2011-07-21,-20.0
2011-07-22,80.0
2011-07-25,-43.0556
2011-07-26,2.439
2011-07-27,-4.7619
2011-07-29,25.0
2011-08-01,-20.0
2011-08-02,-45.0
2011-08-05,0.0
2011-08-09,27.2727
2011-08-12,42.8571
2011-08-15,0.0
2011-09-02,25.0
2011-09-06,0.0
2011-09-09,20.0
2011-09-12,0.0
2011-09-14,0.0
2011-09-16,0.0
2011-09-20,-16.6667
2011-09-21,0.0
2011-09-23,0.0
2011-09-29,0.0
2011-09-30,-40.0
2011-10-05,66.6667
2011-10-07,-40.0
2011-10-12,-33.3333
2011-10-13,0.0
2011-10-14,10.0
2011-10-27,36.3636
2011-11-08,-20.0
2011-11-15,25.0
2011-11-21,-26.6667
2011-11-22,-54.5455
2011-11-25,0.0
2011-11-28,100.0
2011-12-02,0.0
2011-12-12,-50.0
2011-12-13,340.0
2011-12-15,-54.5455
2012-01-03,120.0
2012-01-06,13.6364
2012-01-13,-10.0
2012-01-17,0.0
2012-01-18,-11.1111
2012-01-19,12.5
2012-02-02,-11.1111
2012-02-03,0.0
2012-02-09,0.0
2012-02-10,0.0
2012-02-14,5.0
2012-02-15,42.8571
2012-02-16,0.0
2012-02-17,0.0
2012-02-21,0.0
2012-02-27,30.0
2012-02-28,0.0
2012-03-02,0.0
2012-03-06,0.0
2012-03-08,-23.0769
2012-03-09,0.0
2012-03-13,-40.0
2012-03-14,66.6667
2012-03-16,0.0
2012-03-21,-26.6667
2012-03-22,-9.0909
2012-03-23,95.0
2012-03-26,2.5641
2012-04-05,-2.5
2012-04-13,-61.5385
2012-04-24,133.3333
2012-05-09,-65.7143
2012-05-10,0.0
2012-05-14,-16.6667
2012-05-21,0.0
2012-06-05,-91.875
2012-06-08,761.5385
2012-06-11,42.8571
2012-06-19,-50.0
2012-06-25,150.0
2012-06-28,172.0
2012-06-29,-14.7059
2012-07-10,0.0
2012-07-11,-31.0345
2012-07-16,-35.0
2012-07-17,52.8846
2012-07-20,-39.6226
2012-07-24,150.0
2012-07-25,0.0
2012-08-01,-60.0
2012-08-03,-56.7708
2012-08-07,-90.3614
2012-08-09,2900.0
2012-08-10,-86.6667
2012-08-13,31.25
2012-08-14,0.0
2012-08-15,52.381
2012-08-16,25.0
2012-08-17,0.0
2012-09-05,100.0
2012-09-07,10.0
2012-09-10,-54.5455
2012-09-20,-50.0
2012-10-02,200.0
2012-10-26,-96.0
2012-11-09,23.3333
2012-11-15,-5.4054
2012-11-26,0.0
2012-12-03,-2.8571
2012-12-14,-70.5882
2012-12-17,-40.0
2012-12-18,-10.8333
2012-12-19,2.8037
2012-12-20,10.0
2012-12-21,0.0
2012-12-24,-1.343
2012-12-26,0.5236
2012-12-27,5.0
2012-12-28,0.0
2012-12-31,1.5873
2013-01-02,-53.125
2013-01-03,66.6667
2013-01-04,0.0
2013-01-07,0.0
2013-01-08,0.25
2013-01-09,9.7257
2013-01-10,0.9091
2013-01-11,-18.5811
2013-01-14,30.5671
2013-01-15,0.0
2013-01-16,1.6949
2013-02-21,-99.6875
2013-02-22,100.0
2013-03-01,33.3333
2013-03-05,0.0
2013-03-06,100.0
2013-03-14,100.0
2013-03-19,0.0
2013-03-22,-50.0
2013-04-02,100.0
2013-04-10,-93.75
2013-05-30,23900.0
2013-06-26,-99.5833
2013-06-28,7900.0
2015-05-05,0.0
2016-08-05,-90.0
2016-08-18,0.0
2016-08-30,-87.5
2016-11-11,0.0
2017-01-13,0.0
2017-12-19,700.0
2018-09-14,-99.0
2018-10-23,0.0
2018-11-28,-90.0
2018-12-31,0.0
2019-02-04,9900.0
2019-02-26,-99.0
2019-03-08,900.0
2019-03-13,0.0
2019-05-02,900.0
2019-05-14,-99.0
2019-05-17,0.0
2019-07-26,9900.0
2019-09-17,-99.0
2019-12-26,0.0
