ticker,ECDD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-10,-73.6842
2000-05-16,0.0
2000-08-15,0.0
2000-12-07,0.0
2001-12-20,-12.0
2002-03-18,-9.0909
2004-01-05,-95.0
2005-09-07,200.0
2006-02-03,566.6667
2006-04-18,-45.0
2006-05-01,-72.7273
2006-10-25,741.6667
2006-11-09,-20.0
2006-11-10,30.0
2006-11-13,-19.2308
2006-11-16,14.2857
2006-11-17,0.0
2006-11-21,-4.1667
2006-11-27,13.0435
2006-12-04,1.1538
2006-12-14,-1.1407
2007-01-03,-15.3846
2007-01-09,18.1818
2007-01-10,7.6923
2007-01-11,-7.1429
2007-01-12,3.0769
2007-01-18,0.0
2007-01-19,2.9851
2007-01-22,0.0
2007-01-24,-8.6957
2007-01-26,-0.7937
2007-01-29,10.4
2007-01-30,-9.4203
2007-01-31,9.6
2007-02-01,1.3139
2007-02-02,2.3055
2007-02-05,-1.4085
2007-02-06,3.5714
2007-02-07,3.4483
2007-02-08,1.3333
2007-02-09,-1.3158
2007-02-12,0.6667
2007-02-13,1.3245
2007-02-14,-0.6536
2007-02-15,-34.2105
2007-02-16,0.0
2007-02-20,-17.0
2007-02-21,2.4096
2007-02-22,24.7059
2007-02-23,-22.6415
2007-02-26,3.6585
2007-02-27,-2.3529
2007-02-28,-9.6386
2007-03-01,0.0
2007-03-02,40.0
2007-03-05,14.2857
2007-03-06,7.5
2007-03-07,3.1008
2007-03-08,12.782
2007-03-09,0.0
2007-03-12,1.3333
2007-03-13,1.9737
2007-03-14,-3.2258
2007-03-15,2.0
2007-03-16,-1.3072
2007-03-19,-0.6623
2007-03-20,0.0
2007-03-21,-4.6667
2007-03-22,2.7972
2007-03-23,-1.3605
2007-03-26,-1.3793
2007-03-27,-4.1958
2007-03-28,-5.1095
2007-03-29,6.9231
2007-03-30,-2.8777
2007-04-04,-3.7037
2007-04-09,-7.6923
2007-04-11,-4.1667
2007-04-12,-1.7391
2007-04-13,-7.9646
2007-04-16,-7.6923
2007-04-18,-9.375
2007-04-19,24.1379
2007-04-20,1.8519
2007-04-24,-9.0909
2007-04-25,-10.0
2007-04-26,-11.1111
2007-05-03,0.0
2007-05-07,-12.5
2007-05-15,11.4286
2007-05-17,-10.2564
2007-05-23,0.0
2007-05-30,-7.1429
2007-06-01,-15.3846
2007-06-05,-7.2727
2007-06-06,0.0
2007-06-07,-19.6078
2007-06-08,2.439
2007-06-11,-28.5714
2007-06-19,0.0
2007-06-21,-16.6667
