ticker,AMAL US Equity
2018-12-19,-4.4457
2018-12-20,-2.5273
2018-12-21,-0.7661
2018-12-24,-1.4846
2018-12-26,5.2441
2018-12-27,7.3883
2018-12-28,3.84
2018-12-31,0.1541
2019-01-02,-0.1026
2019-01-03,-0.9754
2019-01-04,-0.7776
2019-01-07,2.9781
2019-01-08,-1.7757
2019-01-09,-0.6715
2019-01-10,-0.156
2019-01-11,-1.7708
2019-01-14,-0.2651
2019-01-15,-0.7974
2019-01-16,2.6259
2019-01-17,0.6789
2019-01-18,0.8817
2019-01-22,-0.9769
2019-01-23,2.4403
2019-01-24,0.3041
2019-01-25,0.4042
2019-01-28,-2.1137
2019-01-29,-0.4113
2019-01-30,-2.3748
2019-01-31,-5.1296
2019-02-01,4.7938
2019-02-04,-1.4362
2019-02-05,0.7016
2019-02-06,-0.3751
2019-02-07,-2.0441
2019-02-08,1.2081
2019-02-11,-1.7363
2019-02-12,1.3805
2019-02-13,1.2527
2019-02-14,-0.7531
2019-02-15,-0.7613
2019-02-19,1.3699
2019-02-20,-1.027
2019-02-21,-0.0546
2019-02-22,0.4372
2019-02-25,-1.3602
2019-02-26,-1.3789
2019-02-27,0.3356
2019-02-28,-1.2821
2019-03-01,0.7905
2019-03-04,-1.3445
2019-03-05,-3.4072
2019-03-06,-0.1176
2019-03-07,0.0
2019-03-08,-2.0012
2019-03-11,1.0811
2019-03-12,-1.426
2019-03-13,1.1453
2019-03-14,0.1192
2019-03-15,-1.1905000000000001
2019-03-18,0.0
2019-03-19,-0.6024
2019-03-20,0.7273
2019-03-21,-0.9627
2019-03-22,-8.87
2019-03-25,-0.0667
2019-03-26,2.3349
2019-03-27,-0.9126
2019-03-28,1.3816
2019-03-29,1.5574
2019-04-01,-1.6613
2019-04-02,0.8447
2019-04-03,0.3222
2019-04-04,0.4496
2019-04-05,-0.8312
2019-04-08,0.0645
2019-04-09,0.2577
2019-04-10,1.1568
2019-04-11,2.0966
2019-04-12,-0.4356
2019-04-15,-1.625
2019-04-16,0.1271
2019-04-17,0.6345
2019-04-18,-1.0088
2019-04-22,-0.0637
2019-04-23,0.8286
2019-04-24,-0.4425
2019-04-25,-0.8254
2019-04-26,1.4085
2019-04-29,5.4924
2019-04-30,1.4363000000000001
2019-05-01,1.0619
2019-05-02,0.467
2019-05-03,1.6851
2019-05-06,1.6
2019-05-07,0.9561
2019-05-08,-0.5014
2019-05-09,-0.3919
2019-05-10,1.9674
2019-05-13,-3.8037
2019-05-14,2.6361
2019-05-15,-0.2792
2019-05-16,-0.6742
2019-05-17,-0.0566
2019-05-20,0.4527
2019-05-21,0.4507
2019-05-22,-0.5609
2019-05-23,-3.2713
2019-05-24,3.2653
2019-05-28,-0.1694
2019-05-29,-2.7715
2019-05-30,-2.5596
2019-05-31,-1.4925
2019-06-03,0.6061
2019-06-04,2.0482
2019-06-05,-2.5974
2019-06-06,-0.4848
2019-06-07,0.0
2019-06-10,0.7308
2019-06-11,-0.7255
2019-06-12,2.9233000000000002
2019-06-13,1.4201
2019-06-14,-0.8168
2019-06-17,-1.1764999999999999
2019-06-18,2.2619
2019-06-19,0.291
2019-06-20,-1.2768
2019-06-21,-1.0582
2019-06-24,-1.9607999999999999
2019-06-25,0.6061
2019-06-26,0.4819
2019-06-27,3.8969
2019-06-28,0.6924
2019-07-01,1.2034
2019-07-02,0.6229
2019-07-03,-0.3939
2019-07-05,0.678
2019-07-08,-1.459
2019-07-09,1.082
2019-07-10,-0.7324
2019-07-11,0.3405
2019-07-12,-0.8484
2019-07-15,-1.0839
2019-07-16,-0.8074
2019-07-17,-1.5697999999999999
2019-07-18,1.3585
2019-07-19,0.2331
2019-07-22,-0.407
2019-07-23,-1.6346
2019-07-24,2.4926
2019-07-25,-0.8686
2019-07-26,-1.2266
2019-07-29,0.5914
2019-07-30,0.5291
2019-07-31,0.3509
2019-08-01,-0.5245
2019-08-02,-2.6362
2019-08-05,-3.911
2019-08-06,0.5636
2019-08-07,-0.2491
2019-08-08,0.4994
2019-08-09,-1.3043
2019-08-12,-1.4475
2019-08-13,-0.9579
2019-08-14,-0.9671
2019-08-15,-1.9607999999999999
2019-08-16,3.2667
2019-08-19,2.0013
2019-08-20,-1.4557
2019-08-21,0.8349
2019-08-22,0.5096
2019-08-23,-3.6122
2019-08-26,2.5641
2019-08-27,-1.4744
2019-08-28,3.5784000000000002
2019-08-29,1.4447
2019-08-30,-0.6192
2019-09-03,-2.3676
2019-09-04,-0.6382
2019-09-05,1.1561
2019-09-06,1.6508
2019-09-09,0.1249
2019-09-10,-1.2477
2019-09-11,-1.0739
2019-09-12,0.1277
2019-09-13,-2.4872
2019-09-16,2.3545
2019-09-17,-0.2556
2019-09-18,0.9609
2019-09-19,-0.698
2019-09-20,-0.5112
2019-09-23,0.8992
2019-09-24,-0.8912
2019-09-25,3.7893
2019-09-26,-0.3713
2019-09-27,0.4348
2019-09-30,-0.9276
2019-10-01,0.0624
2019-10-02,0.7486
2019-10-03,0.4954
2019-10-04,0.3081
2019-10-07,0.1843
2019-10-08,-1.3489
2019-10-09,0.0
2019-10-10,1.3052000000000001
2019-10-11,4.9693000000000005
2019-10-14,-0.7013
2019-10-15,1.3537
2019-10-16,-0.2904
2019-10-17,1.3395000000000001
2019-10-18,-0.0862
2019-10-21,-0.1438
2019-10-22,-0.1728
2019-10-23,-0.4616
2019-10-24,-0.5797
2019-10-25,0.8163
2019-10-28,-1.6194
2019-10-29,1.94
2019-10-30,2.1338
2019-10-31,2.8233
2019-11-01,2.0868
2019-11-04,-0.0538
2019-11-05,-0.2153
2019-11-06,0.0539
2019-11-07,0.2695
2019-11-08,-0.8065
2019-11-11,1.5718
2019-11-12,1.174
2019-11-13,0.0527
2019-11-14,-0.2636
2019-11-15,1.0085
2019-11-18,0.3678
2019-11-19,-0.1047
2019-11-20,-0.5765
2019-11-21,-0.2109
2019-11-22,0.3698
2019-11-25,1.7894999999999999
2019-11-26,-0.1034
2019-11-27,-0.2588
2019-11-29,-0.7784
2019-12-02,-0.3661
2019-12-03,-0.6824
2019-12-04,0.9514
2019-12-05,1.0995
2019-12-06,1.7607
2019-12-09,-0.1018
2019-12-10,0.8151
2019-12-11,-0.6064
2019-12-12,0.9151
2019-12-13,-0.5038
2019-12-16,0.5063
2019-12-17,-0.0504
2019-12-18,0.2016
2019-12-19,-0.1509
2019-12-20,0.4534
2019-12-23,-1.1535
2019-12-24,0.2537
2019-12-26,-0.3543
2019-12-27,-0.5079
2019-12-30,-0.1021
2019-12-31,-0.6132
2020-01-02,-1.0283
2020-01-03,-0.3636
2020-01-06,-1.512
2020-01-07,-1.3235000000000001
2020-01-08,1.9313
2020-01-09,0.1053
2020-01-10,0.1052
2020-01-13,0.7353
2020-01-14,-0.1564
2020-01-15,-0.2089
2020-01-16,-0.0523
2020-01-17,-0.7853
2020-01-21,-1.1082
2020-01-22,-1.3874
2020-01-23,0.1082
2020-01-24,-1.5135
2020-01-27,-1.3721
2020-01-28,-2.3372
2020-01-29,-1.7094
2020-01-30,0.6957
2020-01-31,-0.7484
2020-02-03,3.8283
2020-02-04,4.5809999999999995
2020-02-05,0.641
2020-02-06,-2.2293
2020-02-07,0.3257
2020-02-10,1.5152
2020-02-11,-0.3731
2020-02-12,-0.535
2020-02-13,0.8607
2020-02-14,-3.2533
2020-02-18,-0.0551
2020-02-19,1.1583
2020-02-20,0.8724
2020-02-21,-1.1944
2020-02-24,-3.0769
2020-02-25,-1.4172
2020-02-26,1.0351
2020-02-27,-8.2527
2020-02-28,-0.6824
2020-03-02,6.3086
2020-03-03,-5.3467
2020-03-04,2.4209
2020-03-05,-4.2424
2020-03-06,-1.0127
2020-03-09,-7.6087
2020-03-10,-1.5225
2020-03-11,-8.5032
2020-03-12,-10.3687
2020-03-13,0.8569
2020-03-16,-11.7247
2020-03-17,-6.5448
2020-03-18,-8.4449
2020-03-19,13.7233
2020-03-20,-10.1879
2020-03-23,-10.4626
2020-03-24,10.7011
2020-03-25,0.0
2020-03-26,8.6667
2020-03-27,-5.726
2020-03-30,11.9306
2020-03-31,4.845
2020-04-01,-14.4177
2020-04-02,-3.9957000000000003
2020-04-03,-0.5624
2020-04-06,1.81
2020-04-07,0.3333
2020-04-08,6.423
2020-04-09,0.9365
2020-04-13,-0.4124
2020-04-14,-3.5197000000000003
2020-04-15,-0.9657
2020-04-16,-7.4756
2020-04-17,9.0164
2020-04-20,-1.5038
2020-04-21,2.7263
2020-04-22,-1.0616
2020-04-23,3.4335
2020-04-24,6.5353
2020-04-27,7.2055
2020-04-28,-2.7248
2020-04-29,9.7106
2020-04-30,-8.9362
2020-05-01,1.4019
2020-05-04,-4.6083
2020-05-05,-3.1884
2020-05-06,-2.7944
2020-05-07,2.6694
2020-05-08,6.1
2020-05-11,2.262
2020-05-12,-9.5853
2020-05-13,-7.3394
2020-05-14,0.444
2020-05-15,5.4144
2020-05-18,9.9581
2020-05-19,-5.5291
2020-05-20,4.9445
2020-05-21,-0.9615
2020-05-22,2.6214
2020-05-26,5.4872
2020-05-27,9.5067
2020-05-28,-1.3923
2020-05-29,-6.7276
2020-06-01,-0.4452
2020-06-02,-0.3578
2020-06-03,4.1293
2020-06-04,-0.6034
2020-06-05,14.657399999999999
2020-06-08,-1.2103
2020-06-09,-4.7473
2020-06-10,-5.627
2020-06-11,-10.477
2020-06-12,4.3768
2020-06-15,1.9143
2020-06-16,5.4562
2020-06-17,-5.9372
2020-06-18,-0.7214
2020-06-19,2.1798
2020-06-22,0.4444
2020-06-23,-1.7699
2020-06-24,1.0811
2020-06-25,5.7041
2020-06-26,5.9865
2020-06-29,0.0796
2020-06-30,0.4769
2020-07-01,-5.3797
2020-07-02,-2.8428
2020-07-06,1.8072
2020-07-07,-5.2409
2020-07-08,1.9625
2020-07-09,-5.5118
2020-07-10,2.3148
2020-07-13,-1.629
2020-07-14,0.828
2020-07-15,6.9343
2020-07-16,-3.157
2020-07-17,-0.9692
2020-07-20,-3.3808
2020-07-21,5.8011
2020-07-22,-2.0017
2020-07-23,0.5329
2020-07-24,-1.3251
2020-07-27,1.2534
2020-07-28,8.9302
2020-07-29,1.2987
2020-07-30,-6.1699
2020-07-31,-1.3664
