ticker,PACO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-10,21.7105
2008-03-12,24.3243
2008-05-09,-56.5217
2008-05-13,155.0
2008-05-14,-21.5686
2008-05-15,50.0
2008-06-04,0.0
2008-06-20,-83.3333
2008-06-25,550.0
2008-09-04,1.5385
2008-09-08,-69.697
2008-09-11,150.0
2008-11-03,-8.0
2008-11-17,-89.1304
2008-12-24,0.0
2009-01-07,300.0
2009-01-08,-95.0
2009-01-21,1900.0
2009-01-27,-94.0
2009-02-03,483.3333
2009-02-04,-14.2857
2009-02-05,3.3333
2009-02-11,-70.9677
2009-02-12,244.4444
2009-02-25,-70.9677
2009-03-11,11.1111
2009-03-23,-99.0
2009-03-25,4900.0
2009-03-30,2.0
2009-04-02,17.647100000000002
2009-04-03,-16.6667
2009-04-06,0.0
2009-04-07,260.0
2009-04-13,-16.6667
2009-04-15,-13.3333
2009-04-17,-46.1538
2009-04-20,-85.7143
2009-04-21,150.0
2009-04-22,40.0
2009-04-24,100.0
2009-04-27,14.2857
2009-04-28,25.0
2009-04-29,20.0
2009-04-30,-41.6667
2009-05-08,26.0504
2009-05-19,-3.3333
2009-06-09,-4.1379
2009-06-24,-92.8058
2009-08-05,0.0
2009-08-20,0.0
2009-10-02,0.0
2009-10-29,0.0
2009-11-06,100.0
2009-11-16,150.0
2009-11-24,-78.0
2009-11-25,0.0
2009-11-27,-54.5455
2009-12-22,-20.0
2009-12-31,0.0
2010-01-21,25.0
2010-02-11,-20.0
2010-03-11,25.0
2010-03-12,-40.0
2010-03-23,300.0
2010-04-22,0.0
2010-05-04,0.0
2010-06-25,-58.3333
2010-09-16,-90.0
2010-12-16,-97.5
2011-01-05,0.0
2011-01-12,600.0
2013-04-04,1042.8571
2013-11-14,-98.75
2015-06-02,700.0
2015-11-09,-87.5
2018-10-01,-20.0
2019-04-02,-99.0
